,,,,,Gecode,Gecode,OGSA,Model Run Time Ratio
,,,,,Initial,Modified,Modified,Gecode
Month,House,Variable choices,Constraint variables,Weights,,,,
1,1,anti_first_fail,indomain_min,0,80.0,60.0,0.00017368188127875328,1.3333333333333333
1,1,anti_first_fail,indomain_min,200,70.0,70.0,0.000190043356269598,1.0
1,1,anti_first_fail,indomain_min,400,70.0,70.0,0.00019429810345172882,1.0
1,1,anti_first_fail,indomain_min,600,70.0,70.0,0.00019297795370221138,1.0
1,1,anti_first_fail,indomain_min,800,70.0,70.0,0.00019967136904597282,1.0
1,1,anti_first_fail,indomain_min,1000,80.0,60.0,0.00019360193982720375,1.3333333333333333
1,2,anti_first_fail,indomain_min,0,70.0,60.0,0.00021187914535403252,1.1666666666666667
1,2,anti_first_fail,indomain_min,200,70.0,70.0,0.0002488107420504093,1.0
1,2,anti_first_fail,indomain_min,400,70.0,90.0,0.00023527489975094795,0.7777777777777778
1,2,anti_first_fail,indomain_min,600,70.0,70.0,0.00023519108071923256,1.0
1,2,anti_first_fail,indomain_min,800,70.0,70.0,0.00022970419377088547,1.0
1,2,anti_first_fail,indomain_min,1000,70.0,70.0,0.00023163622245192528,1.0
1,3,anti_first_fail,indomain_min,0,80.0,70.0,0.00017567863687872887,1.1428571428571428
1,3,anti_first_fail,indomain_min,200,90.0,150.0,0.0002129431813955307,0.6
1,3,anti_first_fail,indomain_min,400,80.0,80.0,0.0003543393686413765,1.0
1,3,anti_first_fail,indomain_min,600,80.0,70.0,0.0001966017298400402,1.1428571428571428
1,3,anti_first_fail,indomain_min,800,70.0,60.0,0.00018847500905394554,1.1666666666666667
1,3,anti_first_fail,indomain_min,1000,80.0,70.0,0.0001941830851137638,1.1428571428571428
1,4,anti_first_fail,indomain_min,0,90.0,80.0,0.000268653966486454,1.125
1,4,anti_first_fail,indomain_min,200,80.0,70.0,0.000390075147151947,1.1428571428571428
1,4,anti_first_fail,indomain_min,400,70.0,70.0,0.0002551940269768238,1.0
1,4,anti_first_fail,indomain_min,600,80.0,70.0,0.0003513856790959835,1.1428571428571428
1,4,anti_first_fail,indomain_min,800,70.0,70.0,0.000255002174526453,1.0
1,4,anti_first_fail,indomain_min,1000,70.0,70.0,0.00024819979444146156,1.0
1,5,anti_first_fail,indomain_min,0,70.0,70.0,0.000192972831428051,1.0
1,5,anti_first_fail,indomain_min,200,70.0,70.0,0.0001960289664566517,1.0
1,5,anti_first_fail,indomain_min,400,80.0,70.0,0.00019867299124598503,1.1428571428571428
1,5,anti_first_fail,indomain_min,600,90.0,80.0,0.00020316196605563164,1.125
1,5,anti_first_fail,indomain_min,800,80.0,70.0,0.00022985506802797318,1.1428571428571428
1,5,anti_first_fail,indomain_min,1000,80.0,80.0,0.0002182251773774624,1.0
1,6,anti_first_fail,indomain_min,0,70.0,70.0,0.0001993631012737751,1.0
1,6,anti_first_fail,indomain_min,200,80.0,70.0,0.0002119690179824829,1.1428571428571428
1,6,anti_first_fail,indomain_min,400,70.0,70.0,0.00023985188454389572,1.0
1,6,anti_first_fail,indomain_min,600,70.0,70.0,0.00021427124738693237,1.0
1,6,anti_first_fail,indomain_min,800,70.0,70.0,0.00022152485325932503,1.0
1,6,anti_first_fail,indomain_min,1000,70.0,70.0,0.00021637789905071259,1.0
1,7,anti_first_fail,indomain_min,0,70.0,70.0,0.00023776711896061897,1.0
1,7,anti_first_fail,indomain_min,200,70.0,70.0,0.0002467352896928787,1.0
1,7,anti_first_fail,indomain_min,400,70.0,70.0,0.00024866126477718353,1.0
1,7,anti_first_fail,indomain_min,600,70.0,70.0,0.00029075611382722855,1.0
1,7,anti_first_fail,indomain_min,800,80.0,70.0,0.0002472996711730957,1.1428571428571428
1,7,anti_first_fail,indomain_min,1000,70.0,70.0,0.0002606450580060482,1.0
1,8,anti_first_fail,indomain_min,0,70.0,70.0,0.0001833038404583931,1.0
1,8,anti_first_fail,indomain_min,200,70.0,70.0,0.00020457804203033447,1.0
1,8,anti_first_fail,indomain_min,400,70.0,70.0,0.00020533939823508263,1.0
1,8,anti_first_fail,indomain_min,600,70.0,70.0,0.00029213400557637215,1.0
1,8,anti_first_fail,indomain_min,800,80.0,70.0,0.00020840298384428024,1.1428571428571428
1,8,anti_first_fail,indomain_min,1000,80.0,70.0,0.00022261589765548706,1.1428571428571428
1,9,anti_first_fail,indomain_min,0,70.0,60.0,0.00017409073188900948,1.1666666666666667
1,9,anti_first_fail,indomain_min,200,70.0,70.0,0.00019318284466862679,1.0
1,9,anti_first_fail,indomain_min,400,70.0,60.0,0.00019829627126455307,1.1666666666666667
1,9,anti_first_fail,indomain_min,600,70.0,70.0,0.00023604324087500572,1.0
1,9,anti_first_fail,indomain_min,800,70.0,70.0,0.00019868696108460426,1.0
1,9,anti_first_fail,indomain_min,1000,70.0,70.0,0.00019542407244443893,1.0
1,10,anti_first_fail,indomain_min,0,70.0,70.0,0.00021533900871872902,1.0
1,10,anti_first_fail,indomain_min,200,70.0,70.0,0.00020834896713495255,1.0
1,10,anti_first_fail,indomain_min,400,70.0,70.0,0.00020866328850388527,1.0
1,10,anti_first_fail,indomain_min,600,70.0,70.0,0.0002073962241411209,1.0
1,10,anti_first_fail,indomain_min,800,70.0,70.0,0.00021035922691226006,1.0
1,10,anti_first_fail,indomain_min,1000,70.0,70.0,0.00021088030189275742,1.0
1,11,anti_first_fail,indomain_min,0,70.0,60.0,0.00018227333202958107,1.1666666666666667
1,11,anti_first_fail,indomain_min,200,70.0,70.0,0.00020225811749696732,1.0
1,11,anti_first_fail,indomain_min,400,70.0,70.0,0.0001932131126523018,1.0
1,11,anti_first_fail,indomain_min,600,70.0,70.0,0.00020397501066327095,1.0
