,,,,,Gecode,Gecode,OGSA,Preferred,Objective Ratio
1,5,anti_first_fail,indomain_min,200,795500,795500,795500,956642,1.0
1,5,anti_first_fail,indomain_min,400,819850,819850,819850,956642,1.0
1,5,anti_first_fail,indomain_min,600,834764,834764,834764,956642,1.0
1,5,anti_first_fail,indomain_min,800,845564,845564,845564,956642,1.0
1,5,anti_first_fail,indomain_min,1000,856364,856364,856364,956642,1.0
1,6,anti_first_fail,indomain_min,0,301600,301600,308920,450780,1.0242705570291777
1,6,anti_first_fail,indomain_min,200,339000,339000,339000,450780,1.0
1,6,anti_first_fail,indomain_min,400,340200,340200,340200,450780,1.0
1,6,anti_first_fail,indomain_min,600,341400,341400,341400,450780,1.0
1,6,anti_first_fail,indomain_min,800,341580,341580,341580,450780,1.0
1,6,anti_first_fail,indomain_min,1000,341580,341580,341580,450780,1.0
1,7,anti_first_fail,indomain_min,0,871910,871910,899710,1232548,1.0318840247273229
1,7,anti_first_fail,indomain_min,200,1062548,1062548,1062548,1232548,1.0
1,7,anti_first_fail,indomain_min,400,1125548,1125548,1216748,1232548,1.081027197418502
1,7,anti_first_fail,indomain_min,600,1148848,1148848,1312048,1232548,1.1420553458769132
1,7,anti_first_fail,indomain_min,800,1157848,1157848,1401048,1232548,1.2100448418099785
1,7,anti_first_fail,indomain_min,1000,1165848,1165848,1486048,1232548,1.2746498685935044
1,8,anti_first_fail,indomain_min,0,695425,695425,696825,951149,1.0020131574217206
1,8,anti_first_fail,indomain_min,200,804049,804049,804049,951149,1.0
1,8,anti_first_fail,indomain_min,400,874049,874049,874049,951149,1.0
1,8,anti_first_fail,indomain_min,600,932949,932949,933049,951149,1.0001071869952163
1,8,anti_first_fail,indomain_min,800,974849,974849,978449,951149,1.003692879615202
1,8,anti_first_fail,indomain_min,1000,998049,998049,998049,951149,1.0
1,9,anti_first_fail,indomain_min,0,598260,598260,598260,883228,1.0
1,9,anti_first_fail,indomain_min,200,655060,655060,655060,883228,1.0
1,9,anti_first_fail,indomain_min,400,660460,660460,660460,883228,1.0
1,9,anti_first_fail,indomain_min,600,665260,665260,665260,883228,1.0
1,9,anti_first_fail,indomain_min,800,670060,670060,670060,883228,1.0
1,9,anti_first_fail,indomain_min,1000,674860,674860,674860,883228,1.0
1,10,anti_first_fail,indomain_min,0,610220,610220,610220,872916,1.0
1,10,anti_first_fail,indomain_min,200,672180,672180,680180,872916,1.0119015739831592
1,10,anti_first_fail,indomain_min,400,730450,730450,736850,872916,1.008761722226025
1,10,anti_first_fail,indomain_min,600,758450,758450,763250,872916,1.0063286966840266
1,10,anti_first_fail,indomain_min,800,781650,781650,784850,872916,1.0040939039211922
1,10,anti_first_fail,indomain_min,1000,804850,804850,838850,872916,1.042243896378207
1,11,anti_first_fail,indomain_min,0,2101775,2101775,2101775,9917340,1.0
1,11,anti_first_fail,indomain_min,200,2195610,2195610,2195610,9917340,1.0
1,11,anti_first_fail,indomain_min,400,2261610,2261610,2261610,9917340,1.0
1,11,anti_first_fail,indomain_min,600,2327610,2327610,2327610,9917340,1.0
1,11,anti_first_fail,indomain_min,800,2393610,2393610,2393610,9917340,1.0
1,11,anti_first_fail,indomain_min,1000,2459610,2459610,2459610,9917340,1.0
1,12,anti_first_fail,indomain_min,0,44590,44590,44590,100072,1.0
1,12,anti_first_fail,indomain_min,200,65712,65712,65712,100072,1.0
1,12,anti_first_fail,indomain_min,400,72112,72112,72112,100072,1.0
1,12,anti_first_fail,indomain_min,600,77912,77912,77912,100072,1.0
1,12,anti_first_fail,indomain_min,800,83312,83312,83312,100072,1.0
1,12,anti_first_fail,indomain_min,1000,88712,88712,88712,100072,1.0
1,13,anti_first_fail,indomain_min,0,1430325,1430325,1443925,1604380,1.0095083285267334
1,13,anti_first_fail,indomain_min,200,1558560,1558560,1558560,1604380,1.0
1,13,anti_first_fail,indomain_min,400,1609360,1609360,1610960,1604380,1.0009941840234629
1,13,anti_first_fail,indomain_min,600,1649260,1649260,1651660,1604380,1.0014551980888398
1,13,anti_first_fail,indomain_min,800,1687660,1687660,1690860,1604380,1.00189611651636
1,13,anti_first_fail,indomain_min,1000,1726060,1726060,1730060,1604380,1.0023174165440367
1,14,anti_first_fail,indomain_min,0,322075,322075,322475,368809,1.001241946751533
1,14,anti_first_fail,indomain_min,200,367249,367249,367249,368809,1.0
1,14,anti_first_fail,indomain_min,400,368809,368809,368809,368809,1.0
1,14,anti_first_fail,indomain_min,600,368809,368809,368809,368809,1.0
1,14,anti_first_fail,indomain_min,800,368809,368809,368809,368809,1.0
1,14,anti_first_fail,indomain_min,1000,368809,368809,368809,368809,1.0
1,15,anti_first_fail,indomain_min,0,2078210,2078210,2078730,3113428,1.0002502153295385
1,15,anti_first_fail,indomain_min,200,2199480,2199480,2203800,3113428,1.0019641006055977
1,15,anti_first_fail,indomain_min,400,2279180,2279180,2301580,3113428,1.009828096069639
1,15,anti_first_fail,indomain_min,600,2345280,2345280,2389980,3113428,1.0190595579205894
1,15,anti_first_fail,indomain_min,800,2380480,2380480,2478380,3113428,1.041126159430031
1,15,anti_first_fail,indomain_min,1000,2410700,2410700,2566780,3113428,1.0647446799684739
1,16,anti_first_fail,indomain_min,0,1233505,1233505,1243237,2555038,1.0078897126481043
1,16,anti_first_fail,indomain_min,200,1422774,1422774,1430038,2555038,1.0051055192180909
1,16,anti_first_fail,indomain_min,400,1480638,1480638,1480638,2555038,1.0
1,16,anti_first_fail,indomain_min,600,1529038,1529038,1529038,2555038,1.0
1,16,anti_first_fail,indomain_min,800,1565438,1565438,1565438,2555038,1.0
1,16,anti_first_fail,indomain_min,1000,1599438,1599438,1599438,2555038,1.0
1,17,anti_first_fail,indomain_min,0,104130,104130,106530,220805,1.0230481129357534
1,17,anti_first_fail,indomain_min,200,148961,148961,176381,220805,1.1840750263491786
1,17,anti_first_fail,indomain_min,400,167041,167041,205861,220805,1.2323980340156009
1,17,anti_first_fail,indomain_min,600,185041,185041,235261,220805,1.271399311503937
1,17,anti_first_fail,indomain_min,800,203041,203041,264661,220805,1.3034855029279802
1,17,anti_first_fail,indomain_min,1000,221041,221041,294061,220805,1.3303459539180513
1,18,anti_first_fail,indomain_min,0,836095,836095,836095,1210773,1.0
1,18,anti_first_fail,indomain_min,200,884573,884573,884573,1210773,1.0
1,18,anti_first_fail,indomain_min,400,932973,932973,932973,1210773,1.0
1,18,anti_first_fail,indomain_min,600,943373,943373,943373,1210773,1.0
1,18,anti_first_fail,indomain_min,800,953773,953773,953773,1210773,1.0
1,18,anti_first_fail,indomain_min,1000,964173,964173,964173,1210773,1.0
1,19,anti_first_fail,indomain_min,0,240825,240825,242025,870565,1.0049828713796325
1,19,anti_first_fail,indomain_min,200,307765,307765,307765,870565,1.0
1,19,anti_first_fail,indomain_min,400,327165,327165,327165,870565,1.0
1,19,anti_first_fail,indomain_min,600,346565,346565,346565,870565,1.0
1,19,anti_first_fail,indomain_min,800,362815,362815,364465,870565,1.0045477722806389
1,19,anti_first_fail,indomain_min,1000,379015,379015,379015,870565,1.0
1,20,anti_first_fail,indomain_min,0,546000,546000,546000,688100,1.0
1,20,anti_first_fail,indomain_min,200,589200,589200,589200,688100,1.0
1,20,anti_first_fail,indomain_min,400,607000,607000,607000,688100,1.0
1,20,anti_first_fail,indomain_min,600,620900,620900,620900,688100,1.0
1,20,anti_first_fail,indomain_min,800,630500,630500,630500,688100,1.0
1,20,anti_first_fail,indomain_min,1000,636100,636100,636100,688100,1.0
1,21,anti_first_fail,indomain_min,0,1518790,1518790,1518790,2020504,1.0
1,21,anti_first_fail,indomain_min,200,1611344,1611344,1611344,2020504,1.0
1,21,anti_first_fail,indomain_min,400,1689344,1689344,1689344,2020504,1.0
1,21,anti_first_fail,indomain_min,600,1734304,1734304,1734304,2020504,1.0
1,21,anti_first_fail,indomain_min,800,1749304,1749304,1749304,2020504,1.0
1,21,anti_first_fail,indomain_min,1000,1764304,1764304,1764304,2020504,1.0
1,22,anti_first_fail,indomain_min,0,2013830,2013830,2013830,2595028,1.0
1,22,anti_first_fail,indomain_min,200,2231028,2231028,2231028,2595028,1.0
1,22,anti_first_fail,indomain_min,400,2443028,2443028,2443028,2595028,1.0
1,22,anti_first_fail,indomain_min,600,2511028,2511028,2511028,2595028,1.0
1,22,anti_first_fail,indomain_min,800,2519028,2519028,2519028,2595028,1.0
1,22,anti_first_fail,indomain_min,1000,2527028,2527028,2527028,2595028,1.0
1,23,anti_first_fail,indomain_min,0,984360,984360,993960,1907544,1.0097525295623553
1,23,anti_first_fail,indomain_min,200,1166844,1166844,1169644,1907544,1.0023996352554412
1,23,anti_first_fail,indomain_min,400,1205244,1205244,1205244,1907544,1.0
1,23,anti_first_fail,indomain_min,600,1240844,1240844,1240844,1907544,1.0
1,23,anti_first_fail,indomain_min,800,1268544,1268544,1268544,1907544,1.0
1,23,anti_first_fail,indomain_min,1000,1285944,1285944,1285944,1907544,1.0
1,24,anti_first_fail,indomain_min,0,699660,699660,728460,1313410,1.041162850527399
1,24,anti_first_fail,indomain_min,200,840822,840822,840822,1313410,1.0
1,24,anti_first_fail,indomain_min,400,902058,902058,902058,1313410,1.0
1,24,anti_first_fail,indomain_min,600,932458,932458,932458,1313410,1.0
1,24,anti_first_fail,indomain_min,800,960458,960458,960458,1313410,1.0
1,24,anti_first_fail,indomain_min,1000,982278,982278,982278,1313410,1.0
1,25,anti_first_fail,indomain_min,0,962780,962780,972380,1900882,1.0099711252830346
1,25,anti_first_fail,indomain_min,200,1210082,1210082,1210082,1900882,1.0
1,25,anti_first_fail,indomain_min,400,1332682,1332682,1332682,1900882,1.0
1,25,anti_first_fail,indomain_min,600,1426282,1426282,1426282,1900882,1.0
1,25,anti_first_fail,indomain_min,800,1467482,1467482,1467482,1900882,1.0
1,25,anti_first_fail,indomain_min,1000,1481682,1481682,1481682,1900882,1.0
1,26,anti_first_fail,indomain_min,0,916045,916045,916133,1354778,1.0000960651496378
1,26,anti_first_fail,indomain_min,200,935158,935158,935901,1354778,1.0007945181455968
1,26,anti_first_fail,indomain_min,400,935758,935758,937301,1354778,1.0016489305995782
1,26,anti_first_fail,indomain_min,600,936358,936358,938701,1354778,1.0025022480717845
1,26,anti_first_fail,indomain_min,800,936958,936958,940101,1354778,1.0033544726657972
1,26,anti_first_fail,indomain_min,1000,937558,937558,941501,1354778,1.0042056064798124
1,27,anti_first_fail,indomain_min,0,2057765,2057765,2094875,2380370,1.0180341292616018
1,27,anti_first_fail,indomain_min,200,2294930,2294930,2298245,2380370,1.0014444885029172
1,27,anti_first_fail,indomain_min,400,2473710,2473710,2476975,2380370,1.0013198798565717
1,27,anti_first_fail,indomain_min,600,2647485,2647485,2654775,2380370,1.0027535566773749
1,27,anti_first_fail,indomain_min,800,2820885,2820885,2825310,2380370,1.001568656644989
1,27,anti_first_fail,indomain_min,1000,2994285,2994285,3001110,2380370,1.0022793421467897
1,28,anti_first_fail,indomain_min,0,415402,415402,417870,473328,1.0059412328298853
1,28,anti_first_fail,indomain_min,200,461066,461066,461066,473328,1.0
1,28,anti_first_fail,indomain_min,400,467958,467958,467958,473328,1.0
1,28,anti_first_fail,indomain_min,600,474558,474558,474558,473328,1.0
1,28,anti_first_fail,indomain_min,800,478758,478758,478758,473328,1.0
1,28,anti_first_fail,indomain_min,1000,479958,479958,479958,473328,1.0
1,29,anti_first_fail,indomain_min,0,1764750,1764750,1764750,2864050,1.0
1,29,anti_first_fail,indomain_min,200,1961350,1961350,1961350,2864050,1.0
1,29,anti_first_fail,indomain_min,400,2073550,2073550,2073550,2864050,1.0
1,29,anti_first_fail,indomain_min,600,2185750,2185750,2185750,2864050,1.0
1,29,anti_first_fail,indomain_min,800,2297950,2297950,2297950,2864050,1.0
1,29,anti_first_fail,indomain_min,1000,2409550,2409550,2409550,2864050,1.0
1,30,anti_first_fail,indomain_min,0,1103375,1103375,1109375,2841130,1.0054378611079642
1,30,anti_first_fail,indomain_min,200,1365430,1365430,1365430,2841130,1.0
1,30,anti_first_fail,indomain_min,400,1436030,1436030,1437230,2841130,1.0008356371384999
1,30,anti_first_fail,indomain_min,600,1454530,1454530,1454530,2841130,1.0
1,30,anti_first_fail,indomain_min,800,1462730,1462730,1462730,2841130,1.0
1,30,anti_first_fail,indomain_min,1000,1470930,1470930,1470930,2841130,1.0
1,31,anti_first_fail,indomain_min,0,1247675,1247675,1247675,2827615,1.0
1,31,anti_first_fail,indomain_min,200,1405215,1405215,1405215,2827615,1.0
1,31,anti_first_fail,indomain_min,400,1511215,1511215,1511215,2827615,1.0
1,31,anti_first_fail,indomain_min,600,1615615,1615615,1615615,2827615,1.0
1,31,anti_first_fail,indomain_min,800,1712015,1712015,1712015,2827615,1.0
1,31,anti_first_fail,indomain_min,1000,1808415,1808415,1808415,2827615,1.0
1,32,anti_first_fail,indomain_min,0,2660900,2660900,2661500,5127150,1.0002254876169716
1,32,anti_first_fail,indomain_min,200,2732850,2732850,2732850,5127150,1.0
1,32,anti_first_fail,indomain_min,400,2782450,2782450,2782450,5127150,1.0
1,32,anti_first_fail,indomain_min,600,2832050,2832050,2832050,5127150,1.0
1,32,anti_first_fail,indomain_min,800,2881650,2881650,2881650,5127150,1.0
1,32,anti_first_fail,indomain_min,1000,2931250,2931250,2931250,5127150,1.0
1,33,anti_first_fail,indomain_min,0,1759630,1759630,1759813,2118531,1.000103999136182
1,33,anti_first_fail,indomain_min,200,1945935,1945935,1945935,2118531,1.0
1,33,anti_first_fail,indomain_min,400,2065535,2065535,2065535,2118531,1.0
1,33,anti_first_fail,indomain_min,600,2067535,2067535,2067535,2118531,1.0
1,33,anti_first_fail,indomain_min,800,2069535,2069535,2069535,2118531,1.0
1,33,anti_first_fail,indomain_min,1000,2071535,2071535,2071535,2118531,1.0
1,34,anti_first_fail,indomain_min,0,948360,948360,973420,2180176,1.026424564511367
1,34,anti_first_fail,indomain_min,200,1216240,1216240,1232440,2180176,1.0133197395250937
1,34,anti_first_fail,indomain_min,400,1434682,1434682,1442482,2180176,1.0054367448675037
1,34,anti_first_fail,indomain_min,600,1495282,1495282,1495282,2180176,1.0
1,34,anti_first_fail,indomain_min,800,1536082,1536082,1536082,2180176,1.0
1,34,anti_first_fail,indomain_min,1000,1574482,1574482,1576882,2180176,1.001524310852712
1,35,anti_first_fail,indomain_min,0,1213948,1213948,1217940,1730977,1.0032884439860685
1,35,anti_first_fail,indomain_min,200,1308577,1308577,1308577,1730977,1.0
1,35,anti_first_fail,indomain_min,400,1395177,1395177,1395177,1730977,1.0
1,35,anti_first_fail,indomain_min,600,1478777,1478777,1478777,1730977,1.0
1,35,anti_first_fail,indomain_min,800,1558777,1558777,1558777,1730977,1.0
1,35,anti_first_fail,indomain_min,1000,1597977,1597977,1597977,1730977,1.0
1,36,anti_first_fail,indomain_min,0,750750,750750,750750,3146400,1.0
1,36,anti_first_fail,indomain_min,200,984000,984000,991200,3146400,1.0073170731707317
1,36,anti_first_fail,indomain_min,400,1104200,1104200,1104200,3146400,1.0
1,36,anti_first_fail,indomain_min,600,1127400,1127400,1127400,3146400,1.0
1,36,anti_first_fail,indomain_min,800,1143200,1143200,1143200,3146400,1.0
1,36,anti_first_fail,indomain_min,1000,1159000,1159000,1159000,3146400,1.0
1,37,anti_first_fail,indomain_min,0,2725125,2725125,2725125,4267100,1.0
1,37,anti_first_fail,indomain_min,200,2927700,2927700,2927700,4267100,1.0
1,37,anti_first_fail,indomain_min,400,2956900,2956900,2956900,4267100,1.0
1,37,anti_first_fail,indomain_min,600,2985900,2985900,2985900,4267100,1.0
1,37,anti_first_fail,indomain_min,800,3014900,3014900,3014900,4267100,1.0
1,37,anti_first_fail,indomain_min,1000,3043900,3043900,3043900,4267100,1.0
1,38,anti_first_fail,indomain_min,0,487195,487195,487195,621920,1.0
1,38,anti_first_fail,indomain_min,200,615745,615745,616630,621920,1.0014372832909728
1,38,anti_first_fail,indomain_min,400,661980,661980,668630,621920,1.0100456207136168
1,38,anti_first_fail,indomain_min,600,704780,704780,717430,621920,1.017948863475127
1,38,anti_first_fail,indomain_min,800,744780,744780,763430,621920,1.025040951690432
1,38,anti_first_fail,indomain_min,1000,783580,783580,808230,621920,1.031458179126573
1,39,anti_first_fail,indomain_min,0,306410,306410,306410,438506,1.0
1,39,anti_first_fail,indomain_min,200,340006,340006,340006,438506,1.0
1,39,anti_first_fail,indomain_min,400,363606,363606,363606,438506,1.0
1,39,anti_first_fail,indomain_min,600,386006,386006,386006,438506,1.0
1,39,anti_first_fail,indomain_min,800,400006,400006,400006,438506,1.0
1,39,anti_first_fail,indomain_min,1000,409806,409806,409806,438506,1.0
1,40,anti_first_fail,indomain_min,0,667225,667225,672025,3430030,1.0071939750458991
1,40,anti_first_fail,indomain_min,200,818735,818735,906625,3430030,1.107348531576151
1,40,anti_first_fail,indomain_min,400,867135,867135,1116685,3430030,1.2877867921373258
1,40,anti_first_fail,indomain_min,600,889905,889905,1243855,3430030,1.3977390845090207
1,40,anti_first_fail,indomain_min,800,908505,908505,1329995,3430030,1.4639380080461857
1,40,anti_first_fail,indomain_min,1000,926290,926290,1426995,3430030,1.5405488561897462
1,41,anti_first_fail,indomain_min,0,4988010,4988010,5344700,9006020,1.0715094797323983
1,41,anti_first_fail,indomain_min,200,5273700,5273700,5957920,9006020,1.1297419269203786
1,41,anti_first_fail,indomain_min,400,5402420,5402420,6042120,9006020,1.1184098977865475
1,41,anti_first_fail,indomain_min,600,5512220,5512220,6124520,9006020,1.1110804721146834
1,41,anti_first_fail,indomain_min,800,5611220,5611220,6206920,9006020,1.106162296256429
1,41,anti_first_fail,indomain_min,1000,5695820,5695820,6762720,9006020,1.1873128013174574
1,42,anti_first_fail,indomain_min,0,6145945,6145945,6145945,19583180,1.0
1,42,anti_first_fail,indomain_min,200,6271440,6271440,6271440,19583180,1.0
1,42,anti_first_fail,indomain_min,400,6386690,6386690,6386690,19583180,1.0
1,42,anti_first_fail,indomain_min,600,6499180,6499180,6499180,19583180,1.0
1,42,anti_first_fail,indomain_min,800,6611180,6611180,6611180,19583180,1.0
1,42,anti_first_fail,indomain_min,1000,6723180,6723180,6723180,19583180,1.0
1,43,anti_first_fail,indomain_min,0,1430700,1430700,1439600,1879300,1.006220731110645
1,43,anti_first_fail,indomain_min,200,1533800,1533800,1533800,1879300,1.0
1,43,anti_first_fail,indomain_min,400,1571800,1571800,1571800,1879300,1.0
1,43,anti_first_fail,indomain_min,600,1609800,1609800,1609800,1879300,1.0
1,43,anti_first_fail,indomain_min,800,1643600,1643600,1643600,1879300,1.0
1,43,anti_first_fail,indomain_min,1000,1671400,1671400,1671400,1879300,1.0
1,44,anti_first_fail,indomain_min,0,68900,68900,68900,280960,1.0
1,44,anti_first_fail,indomain_min,200,129870,129870,129870,280960,1.0
1,44,anti_first_fail,indomain_min,400,157680,157680,157680,280960,1.0
1,44,anti_first_fail,indomain_min,600,179680,179680,179680,280960,1.0
1,44,anti_first_fail,indomain_min,800,201680,201680,201680,280960,1.0
1,44,anti_first_fail,indomain_min,1000,219900,219900,219900,280960,1.0
1,45,anti_first_fail,indomain_min,0,1700660,1700660,1700660,2601004,1.0
1,45,anti_first_fail,indomain_min,200,1760220,1760220,1760220,2601004,1.0
1,45,anti_first_fail,indomain_min,400,1781860,1781860,1781860,2601004,1.0
1,45,anti_first_fail,indomain_min,600,1800956,1800956,1800956,2601004,1.0
1,45,anti_first_fail,indomain_min,800,1819356,1819356,1819356,2601004,1.0
1,45,anti_first_fail,indomain_min,1000,1837004,1837004,1837004,2601004,1.0
1,46,anti_first_fail,indomain_min,0,1405300,1405300,1405300,2309380,1.0
1,46,anti_first_fail,indomain_min,200,1573180,1573180,1573180,2309380,1.0
1,46,anti_first_fail,indomain_min,400,1739780,1739780,1739780,2309380,1.0
1,46,anti_first_fail,indomain_min,600,1847980,1847980,1847980,2309380,1.0
1,46,anti_first_fail,indomain_min,800,1867380,1867380,1867380,2309380,1.0
1,46,anti_first_fail,indomain_min,1000,1875980,1875980,1875980,2309380,1.0
1,47,anti_first_fail,indomain_min,0,1079000,1079000,1079000,1804100,1.0
1,47,anti_first_fail,indomain_min,200,1189200,1189200,1189200,1804100,1.0
1,47,anti_first_fail,indomain_min,400,1261500,1261500,1261500,1804100,1.0
1,47,anti_first_fail,indomain_min,600,1323500,1323500,1323500,1804100,1.0
1,47,anti_first_fail,indomain_min,800,1382300,1382300,1382300,1804100,1.0
1,47,anti_first_fail,indomain_min,1000,1438500,1438500,1438500,1804100,1.0
1,48,anti_first_fail,indomain_min,0,418730,418730,418730,1423730,1.0
1,48,anti_first_fail,indomain_min,200,558910,558910,558910,1423730,1.0
1,48,anti_first_fail,indomain_min,400,621310,621310,621310,1423730,1.0
1,48,anti_first_fail,indomain_min,600,642910,642910,642910,1423730,1.0
1,48,anti_first_fail,indomain_min,800,655590,655590,655590,1423730,1.0
1,48,anti_first_fail,indomain_min,1000,667190,667190,667190,1423730,1.0
1,49,anti_first_fail,indomain_min,0,367575,367575,372775,636415,1.0141467727674625
1,49,anti_first_fail,indomain_min,200,472175,472175,472175,636415,1.0
1,49,anti_first_fail,indomain_min,400,513215,513215,513215,636415,1.0
1,49,anti_first_fail,indomain_min,600,539015,539015,539015,636415,1.0
1,49,anti_first_fail,indomain_min,800,557715,557715,557715,636415,1.0
1,49,anti_first_fail,indomain_min,1000,563215,563215,563215,636415,1.0
1,50,anti_first_fail,indomain_min,0,1812200,1812200,1812200,3161280,1.0
1,50,anti_first_fail,indomain_min,200,1910000,1910000,1910000,3161280,1.0
1,50,anti_first_fail,indomain_min,400,1959200,1959200,1959200,3161280,1.0
1,50,anti_first_fail,indomain_min,600,1997400,1997400,1997400,3161280,1.0
1,50,anti_first_fail,indomain_min,800,2035600,2035600,2035600,3161280,1.0
1,50,anti_first_fail,indomain_min,1000,2073800,2073800,2073800,3161280,1.0
1,51,anti_first_fail,indomain_min,0,668980,668980,676180,918504,1.0107626535920355
1,51,anti_first_fail,indomain_min,200,734574,734574,746734,918504,1.0165538121414588
1,51,anti_first_fail,indomain_min,400,768374,768374,779134,918504,1.0140035972065686
1,51,anti_first_fail,indomain_min,600,802174,802174,811534,918504,1.0116682914180715
1,51,anti_first_fail,indomain_min,800,835974,835974,843934,918504,1.0095218272338613
1,51,anti_first_fail,indomain_min,1000,869374,869374,875934,918504,1.007545659290478
1,52,anti_first_fail,indomain_min,0,141375,141375,141375,253150,1.0
1,52,anti_first_fail,indomain_min,200,171600,171600,171600,253150,1.0
1,52,anti_first_fail,indomain_min,400,190450,190450,190450,253150,1.0
1,52,anti_first_fail,indomain_min,600,200650,200650,200650,253150,1.0
1,52,anti_first_fail,indomain_min,800,209050,209050,209050,253150,1.0
1,52,anti_first_fail,indomain_min,1000,216850,216850,216850,253150,1.0
1,53,anti_first_fail,indomain_min,0,822075,822075,857985,1143165,1.0436821457896177
1,53,anti_first_fail,indomain_min,200,940730,940730,986530,1143165,1.0486855952292369
1,53,anti_first_fail,indomain_min,400,1011040,1011040,1072130,1143165,1.0604229308434878
1,53,anti_first_fail,indomain_min,600,1030440,1030440,1093740,1143165,1.061430068708513
1,53,anti_first_fail,indomain_min,800,1048240,1048240,1103940,1143165,1.0531366862550562
1,53,anti_first_fail,indomain_min,1000,1063490,1063490,1197190,1143165,1.1257181543785084
1,54,anti_first_fail,indomain_min,0,701725,701725,729857,1622904,1.0400897787594856
1,54,anti_first_fail,indomain_min,200,826925,826925,929633,1622904,1.1242047344075945
1,54,anti_first_fail,indomain_min,400,952125,952125,972833,1622904,1.0217492451096233
1,54,anti_first_fail,indomain_min,600,1012433,1012433,1012433,1622904,1.0
1,54,anti_first_fail,indomain_min,800,1029533,1029533,1029533,1622904,1.0
1,54,anti_first_fail,indomain_min,1000,1034733,1034733,1034733,1622904,1.0
1,55,anti_first_fail,indomain_min,0,294060,294060,294308,376580,1.0008433652995987
1,55,anti_first_fail,indomain_min,200,333980,333980,333980,376580,1.0
1,55,anti_first_fail,indomain_min,400,337380,337380,337380,376580,1.0
1,55,anti_first_fail,indomain_min,600,337380,337380,337380,376580,1.0
1,55,anti_first_fail,indomain_min,800,337380,337380,337380,376580,1.0
1,55,anti_first_fail,indomain_min,1000,337380,337380,337380,376580,1.0
1,56,anti_first_fail,indomain_min,0,234650,234650,234650,911895,1.0
1,56,anti_first_fail,indomain_min,200,248970,248970,248970,911895,1.0
1,56,anti_first_fail,indomain_min,400,248970,248970,248970,911895,1.0
1,56,anti_first_fail,indomain_min,600,248970,248970,248970,911895,1.0
1,56,anti_first_fail,indomain_min,800,248970,248970,248970,911895,1.0
1,56,anti_first_fail,indomain_min,1000,248970,248970,248970,911895,1.0
1,57,anti_first_fail,indomain_min,0,686280,686280,686480,2233740,1.0002914262400187
1,57,anti_first_fail,indomain_min,200,819340,819340,819340,2233740,1.0
1,57,anti_first_fail,indomain_min,400,888940,888940,888940,2233740,1.0
1,57,anti_first_fail,indomain_min,600,927740,927740,927740,2233740,1.0
1,57,anti_first_fail,indomain_min,800,958340,958340,958340,2233740,1.0
1,57,anti_first_fail,indomain_min,1000,988940,988940,988940,2233740,1.0
1,58,anti_first_fail,indomain_min,0,956540,956540,956540,1822372,1.0
1,58,anti_first_fail,indomain_min,200,1057472,1057472,1057472,1822372,1.0
1,58,anti_first_fail,indomain_min,400,1083472,1083472,1083472,1822372,1.0
1,58,anti_first_fail,indomain_min,600,1098672,1098672,1098672,1822372,1.0
