,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,2332775,2332775,2332775,2332775,2382455,2770539,1.0212965245255115
1,1,anti_first_fail,indomain_min,5,2336360,2336360,2336360,2336360,2415485,2770539,1.033866784228458
1,1,anti_first_fail,indomain_min,50,2363783,2363783,2363783,2363783,2441153,2770539,1.0327314309308426
1,1,anti_first_fail,indomain_min,500,2626159,2626159,2626159,2626159,2686259,2770539,1.0228851337637972
1,1,anti_first_fail,indomain_min,1000,2915659,2915659,2915659,2915659,2956259,2770539,1.0139248108232135
1,2,anti_first_fail,indomain_min,0,542200,542200,542200,542200,542851,798055,1.0012006639616378
1,2,anti_first_fail,indomain_min,5,548120,548120,548120,548120,548621,798055,1.000914033423338
1,2,anti_first_fail,indomain_min,50,584001,584001,584001,584001,600509,798055,1.0282670748851457
1,2,anti_first_fail,indomain_min,500,771415,771415,771415,771415,771415,798055,1.0
1,2,anti_first_fail,indomain_min,1000,784815,784815,784815,784815,784815,798055,1.0
1,3,anti_first_fail,indomain_min,0,663975,663975,663975,663975,663975,1260855,1.0
1,3,anti_first_fail,indomain_min,5,667610,667610,667610,667610,676265,1260855,1.0129641557196567
1,3,anti_first_fail,indomain_min,50,700325,700325,700325,700325,707675,1260855,1.0104951272623426
1,3,anti_first_fail,indomain_min,500,823635,823635,823635,823635,840455,1260855,1.0204216673647915
1,3,anti_first_fail,indomain_min,1000,892635,892635,892635,892635,930455,1260855,1.0423689413926185
2,1,anti_first_fail,indomain_min,0,2088238,2088238,2088238,2088238,2088238,2667299,1.0
2,1,anti_first_fail,indomain_min,5,2092163,2092163,2092163,2092163,2092163,2667299,1.0
2,1,anti_first_fail,indomain_min,50,2122150,2122150,2122150,2122150,2122150,2667299,1.0
2,1,anti_first_fail,indomain_min,500,2411579,2411579,2411579,2411579,2411579,2667299,1.0
2,1,anti_first_fail,indomain_min,1000,2730579,2730579,2730579,2730579,2730579,2667299,1.0
2,2,anti_first_fail,indomain_min,0,443176,443176,443176,443176,469877,789657,1.0602492012202827
2,2,anti_first_fail,indomain_min,5,450291,450291,450291,450291,476625,789657,1.0584821815226153
2,2,anti_first_fail,indomain_min,50,490630,490630,490630,490630,513145,789657,1.0458899781913051
2,2,anti_first_fail,indomain_min,500,725957,725957,725957,725957,725957,789657,1.0
2,2,anti_first_fail,indomain_min,1000,757957,757957,757957,757957,757957,789657,1.0
2,3,anti_first_fail,indomain_min,0,531365,531365,531365,531365,531365,1545515,1.0
2,3,anti_first_fail,indomain_min,5,536015,536015,536015,536015,551000,1545515,1.0279563071928957
2,3,anti_first_fail,indomain_min,50,577055,577055,577055,577055,595195,1545515,1.0314354784206012
2,3,anti_first_fail,indomain_min,500,702675,702675,702675,702675,728915,1545515,1.0373430106379193
2,3,anti_first_fail,indomain_min,1000,765675,765675,765675,765675,833915,1545515,1.0891239755771052
