,,,Gecode,Gurobi,Gecode,Gurobi
,,,Initial,Initial,Preprocessing,Preprocessing
Month,House,Result,,,,
8,57,time,580.0,200.0,570.0,170.0
8,58,time,80.0,180.0,70.0,140.0
8,59,time,110.0,220.0,100.0,180.0
8,60,time,640.0,250.0,580.0,180.0
8,61,time,100.0,250.0,80.0,190.0
8,62,time,120.0,200.0,100.0,160.0
8,63,time,90.0,180.0,70.0,120.0
8,64,time,100.0,230.0,80.0,190.0
8,65,time,90.0,380.0,70.0,170.0
8,66,time,100.0,220.0,80.0,150.0
8,67,time,110.0,210.0,100.0,160.0
8,68,time,120.0,330.0,110.0,180.0
8,69,time,120.0,420.0,110.0,250.0
8,70,time,140.0,240.0,80.0,180.0
8,71,time,90.0,170.0,70.0,130.0
8,72,time,110.0,180.0,120.0,130.0
8,73,time,100.0,220.0,80.0,140.0
8,74,time,130.0,190.0,110.0,140.0
8,75,time,130.0,240.0,120.0,160.0
8,76,time,80.0,190.0,80.0,140.0
8,77,time,110.0,250.0,90.0,170.0
8,78,time,120.0,190.0,110.0,130.0
8,79,time,160.0,190.0,140.0,140.0
8,80,time,150.0,260.0,140.0,170.0
9,1,time,140.0,250.0,130.0,180.0
9,2,time,190.0,210.0,120.0,180.0
9,3,time,210.0,260.0,200.0,220.0
9,4,time,590.0,440.0,260.0,180.0
9,5,time,90.0,230.0,70.0,190.0
9,6,time,240.0,190.0,210.0,140.0
9,7,time,120.0,230.0,120.0,160.0
9,8,time,110.0,290.0,100.0,220.0
9,9,time,90.0,240.0,80.0,180.0
9,10,time,350.0,250.0,390.0,190.0
9,11,time,100.0,220.0,90.0,180.0
9,12,time,100.0,220.0,100.0,150.0
9,13,time,190.0,290.0,190.0,170.0
9,14,time,90.0,160.0,70.0,110.0
9,15,time,150.0,200.0,150.0,150.0
9,16,time,150.0,220.0,130.0,160.0
9,17,time,90.0,240.0,80.0,150.0
9,18,time,90.0,210.0,70.0,160.0
9,19,time,120.0,190.0,100.0,130.0
9,20,time,90.0,220.0,80.0,160.0
9,21,time,90.0,180.0,90.0,130.0
9,22,time,100.0,230.0,90.0,170.0
9,23,time,160.0,170.0,140.0,130.0
9,24,time,110.0,170.0,90.0,120.0
9,25,time,120.0,240.0,100.0,170.0
9,26,time,90.0,330.0,70.0,160.0
9,27,time,130.0,190.0,110.0,150.0
9,28,time,90.0,240.0,80.0,190.0
9,29,time,100.0,210.0,90.0,160.0
9,30,time,250.0,220.0,250.0,190.0
9,31,time,360.0,290.0,350.0,180.0
9,32,time,150.0,270.0,130.0,200.0
9,33,time,59.999,310.0,960.0,170.0
9,34,time,80.0,220.0,70.0,180.0
9,35,time,100.0,180.0,100.0,130.0
9,36,time,100.0,180.0,100.0,120.0
9,37,time,70.0,400.0,60.0,150.0
9,38,time,80.0,180.0,70.0,120.0
9,39,time,200.0,200.0,190.0,160.0
9,40,time,80.0,210.0,70.0,170.0
9,41,time,110.0,190.0,80.0,140.0
9,42,time,120.0,220.0,110.0,150.0
9,43,time,140.0,190.0,110.0,140.0
9,44,time,100.0,200.0,90.0,150.0
9,45,time,160.0,220.0,130.0,150.0
9,46,time,110.0,230.0,90.0,230.0
9,47,time,100.0,310.0,80.0,180.0
9,48,time,480.0,240.0,240.0,150.0
9,49,time,90.0,170.0,70.0,140.0
9,50,time,230.0,230.0,220.0,190.0
9,51,time,90.0,250.0,80.0,170.0
9,52,time,80.0,210.0,70.0,140.0
9,53,time,160.0,220.0,140.0,160.0
9,54,time,720.0,250.0,670.0,200.0
9,55,time,120.0,210.0,100.0,150.0
9,56,time,130.0,440.0,120.0,230.0
9,57,time,620.0,200.0,600.0,170.0
9,58,time,90.0,190.0,80.0,140.0
9,59,time,90.0,210.0,80.0,170.0
9,60,time,750.0,250.0,910.0,170.0
9,61,time,100.0,230.0,90.0,200.0
9,62,time,140.0,210.0,120.0,170.0
9,63,time,90.0,180.0,70.0,120.0
9,64,time,90.0,250.0,70.0,190.0
9,65,time,90.0,420.0,70.0,180.0
9,66,time,80.0,210.0,70.0,140.0
9,67,time,100.0,280.0,100.0,170.0
9,68,time,120.0,250.0,110.0,210.0
9,69,time,140.0,370.0,120.0,260.0
9,70,time,130.0,260.0,80.0,180.0
9,71,time,80.0,180.0,60.0,140.0
9,72,time,100.0,190.0,90.0,140.0
9,73,time,120.0,220.0,100.0,140.0
9,74,time,100.0,210.0,90.0,140.0
9,75,time,120.0,220.0,110.0,150.0
9,76,time,80.0,190.0,70.0,150.0
9,77,time,90.0,240.0,80.0,150.0
9,78,time,170.0,190.0,150.0,130.0
9,79,time,180.0,200.0,160.0,150.0
9,80,time,130.0,190.0,110.0,140.0
10,1,time,180.0,270.0,170.0,200.0
10,2,time,180.0,240.0,120.0,170.0
10,3,time,100.0,300.0,90.0,210.0
10,4,time,460.0,430.0,160.0,180.0
10,5,time,90.0,270.0,80.0,170.0
10,6,time,270.0,190.0,220.0,140.0
10,7,time,110.0,230.0,90.0,160.0
10,8,time,200.0,350.0,120.0,200.0
10,9,time,90.0,240.0,80.0,180.0
10,10,time,600.0,220.0,370.0,180.0
10,11,time,90.0,250.0,80.0,200.0
10,12,time,100.0,200.0,90.0,150.0
10,13,time,440.0,280.0,430.0,180.0
10,14,time,90.0,160.0,60.0,110.0
10,15,time,120.0,200.0,100.0,140.0
10,16,time,110.0,260.0,100.0,160.0
10,17,time,80.0,200.0,70.0,170.0
10,18,time,80.0,210.0,70.0,150.0
10,19,time,90.0,180.0,80.0,130.0
10,20,time,90.0,220.0,80.0,170.0
10,21,time,80.0,190.0,70.0,140.0
10,22,time,110.0,230.0,100.0,180.0
10,23,time,170.0,170.0,150.0,130.0
10,24,time,100.0,180.0,90.0,120.0
10,25,time,130.0,270.0,140.0,170.0
10,26,time,100.0,340.0,70.0,160.0
10,27,time,100.0,190.0,90.0,150.0
10,28,time,90.0,230.0,80.0,190.0
10,29,time,110.0,200.0,100.0,160.0
10,30,time,470.0,230.0,470.0,170.0
10,31,time,240.0,210.0,230.0,190.0
10,32,time,120.0,290.0,120.0,200.0
10,33,time,890.0,260.0,970.0,170.0
10,34,time,80.0,230.0,70.0,190.0
10,35,time,80.0,170.0,80.0,130.0
10,36,time,80.0,170.0,70.0,120.0
10,37,time,70.0,500.0,60.0,140.0
10,38,time,80.0,170.0,60.0,120.0
10,39,time,240.0,200.0,240.0,150.0
10,40,time,90.0,200.0,80.0,150.0
10,41,time,100.0,190.0,80.0,150.0
10,42,time,110.0,310.0,100.0,150.0
10,43,time,130.0,180.0,110.0,140.0
10,44,time,80.0,200.0,70.0,150.0
10,45,time,130.0,200.0,110.0,150.0
10,46,time,160.0,230.0,140.0,250.0
10,47,time,90.0,360.0,80.0,190.0
10,48,time,660.0,210.0,550.0,150.0
10,49,time,80.0,180.0,70.0,150.0
10,50,time,90.0,220.0,70.0,180.0
10,51,time,100.0,250.0,100.0,180.0
10,52,time,70.0,200.0,60.0,130.0
10,53,time,110.0,240.0,100.0,170.0
10,54,time,80.0,220.0,29.999,170.0
10,55,time,100.0,220.0,80.0,150.0
10,56,time,100.0,360.0,90.0,310.0
10,57,time,490.0,200.0,480.0,180.0
10,58,time,90.0,200.0,80.0,140.0
10,59,time,120.0,230.0,110.0,180.0
10,60,time,270.0,230.0,350.0,170.0
10,61,time,90.0,230.0,80.0,200.0
10,62,time,140.0,210.0,120.0,170.0
10,63,time,80.0,190.0,70.0,120.0
10,64,time,80.0,240.0,70.0,190.0
10,65,time,90.0,450.0,80.0,180.0
10,66,time,80.0,210.0,70.0,140.0
10,67,time,100.0,220.0,90.0,190.0
10,68,time,100.0,300.0,90.0,240.0
10,69,time,90.0,310.0,70.0,350.0
10,70,time,110.0,250.0,80.0,220.0
10,71,time,90.0,170.0,70.0,130.0
10,72,time,100.0,180.0,80.0,130.0
10,73,time,100.0,290.0,80.0,140.0
10,74,time,100.0,210.0,80.0,160.0
10,75,time,140.0,230.0,130.0,160.0
10,76,time,80.0,200.0,60.0,150.0
10,77,time,80.0,260.0,70.0,170.0
10,78,time,90.0,180.0,80.0,130.0
10,79,time,190.0,190.0,130.0,140.0
10,80,time,130.0,210.0,110.0,150.0
11,1,time,240.0,240.0,210.0,180.0
11,2,time,160.0,230.0,100.0,180.0
11,3,time,160.0,330.0,150.0,220.0
11,4,time,280.0,450.0,240.0,190.0
11,5,time,80.0,410.0,70.0,230.0
11,6,time,210.0,190.0,180.0,140.0
11,7,time,110.0,230.0,100.0,160.0
11,8,time,140.0,270.0,110.0,210.0
11,9,time,110.0,230.0,90.0,180.0
11,10,time,410.0,270.0,350.0,190.0
11,11,time,90.0,280.0,80.0,190.0
11,12,time,100.0,210.0,100.0,150.0
11,13,time,250.0,240.0,240.0,180.0
11,14,time,80.0,160.0,60.0,110.0
11,15,time,150.0,200.0,140.0,140.0
11,16,time,120.0,240.0,100.0,160.0
11,17,time,90.0,210.0,70.0,160.0
11,18,time,90.0,210.0,70.0,150.0
11,19,time,100.0,180.0,80.0,130.0
11,20,time,110.0,220.0,90.0,170.0
11,21,time,100.0,190.0,80.0,130.0
11,22,time,100.0,220.0,80.0,170.0
11,23,time,100.0,190.0,90.0,130.0
11,24,time,120.0,190.0,110.0,120.0
11,25,time,110.0,250.0,90.0,180.0
11,26,time,90.0,310.0,80.0,150.0
11,27,time,100.0,200.0,90.0,150.0
11,28,time,90.0,230.0,80.0,180.0
11,29,time,110.0,240.0,100.0,160.0
11,30,time,480.0,240.0,470.0,180.0
11,31,time,330.0,290.0,310.0,200.0
11,32,time,250.0,290.0,230.0,240.0
11,33,time,720.0,270.0,500.0,200.0
11,34,time,80.0,230.0,70.0,190.0
11,35,time,80.0,170.0,80.0,130.0
11,36,time,90.0,170.0,80.0,120.0
11,37,time,70.0,230.0,60.0,150.0
11,38,time,90.0,180.0,70.0,120.0
11,39,time,200.0,220.0,200.0,150.0
11,40,time,80.0,200.0,70.0,150.0
11,41,time,110.0,190.0,90.0,150.0
11,42,time,120.0,260.0,100.0,160.0
11,43,time,120.0,210.0,80.0,140.0
11,44,time,80.0,220.0,70.0,150.0
11,45,time,130.0,200.0,110.0,160.0
11,46,time,100.0,280.0,80.0,220.0
11,47,time,120.0,250.0,110.0,170.0
11,48,time,200.0,250.0,220.0,160.0
11,49,time,80.0,220.0,70.0,150.0
11,50,time,80.0,260.0,70.0,190.0
11,51,time,110.0,250.0,90.0,160.0
11,52,time,70.0,200.0,60.0,130.0
11,53,time,120.0,240.0,100.0,160.0
11,54,time,920.0,220.0,840.0,180.0
11,55,time,140.0,220.0,130.0,160.0
11,56,time,170.0,430.0,90.0,210.0
11,57,time,770.0,200.0,770.0,160.0
11,58,time,80.0,180.0,70.0,140.0
11,59,time,190.0,220.0,180.0,180.0
11,60,time,110.0,220.0,130.0,170.0
11,61,time,140.0,240.0,120.0,200.0
11,62,time,150.0,210.0,120.0,160.0
11,63,time,90.0,190.0,70.0,130.0
11,64,time,310.0,290.0,250.0,220.0
11,65,time,90.0,380.0,80.0,170.0
11,66,time,80.0,230.0,70.0,140.0
11,67,time,100.0,240.0,90.0,180.0
11,68,time,110.0,250.0,100.0,230.0
11,69,time,80.0,360.0,70.0,330.0
11,70,time,170.0,280.0,90.0,210.0
11,71,time,90.0,180.0,70.0,130.0
11,72,time,90.0,180.0,100.0,130.0
11,73,time,110.0,200.0,90.0,160.0
11,74,time,90.0,200.0,80.0,150.0
11,75,time,100.0,220.0,90.0,160.0
11,76,time,80.0,190.0,70.0,140.0
11,77,time,80.0,330.0,80.0,190.0
11,78,time,130.0,190.0,110.0,130.0
11,79,time,170.0,190.0,140.0,140.0
11,80,time,90.0,190.0,80.0,150.0
12,1,time,130.0,210.0,120.0,180.0
12,2,time,140.0,230.0,100.0,160.0
12,3,time,180.0,280.0,190.0,210.0
12,4,time,230.0,360.0,80.0,170.0
12,5,time,110.0,230.0,90.0,180.0
12,6,time,330.0,190.0,270.0,140.0
12,7,time,90.0,270.0,80.0,170.0
12,8,time,140.0,280.0,120.0,200.0
12,9,time,100.0,230.0,80.0,170.0
12,10,time,160.0,230.0,140.0,170.0
12,11,time,100.0,320.0,80.0,200.0
12,12,time,100.0,200.0,90.0,150.0
12,13,time,230.0,240.0,220.0,190.0
12,14,time,80.0,160.0,70.0,110.0
12,15,time,160.0,210.0,160.0,150.0
12,16,time,110.0,240.0,100.0,170.0
12,17,time,80.0,200.0,70.0,150.0
12,18,time,80.0,200.0,70.0,150.0
12,19,time,170.0,190.0,140.0,150.0
12,20,time,140.0,210.0,120.0,160.0
12,21,time,120.0,180.0,110.0,130.0
12,22,time,100.0,270.0,100.0,180.0
12,23,time,170.0,170.0,140.0,120.0
12,24,time,100.0,170.0,90.0,120.0
12,25,time,310.0,210.0,240.0,160.0
12,26,time,90.0,270.0,80.0,160.0
12,27,time,130.0,230.0,110.0,160.0
12,28,time,130.0,280.0,130.0,190.0
12,29,time,170.0,280.0,150.0,160.0
12,30,time,460.0,250.0,530.0,200.0
12,31,time,210.0,340.0,200.0,170.0
12,32,time,140.0,350.0,120.0,210.0
12,33,time,120.0,340.0,100.0,170.0
12,34,time,90.0,210.0,80.0,190.0
12,35,time,90.0,170.0,80.0,130.0
12,36,time,80.0,170.0,70.0,130.0
12,37,time,70.0,270.0,60.0,150.0
12,38,time,90.0,190.0,70.0,130.0
12,39,time,280.0,230.0,250.0,150.0
12,40,time,120.0,210.0,110.0,160.0
12,41,time,130.0,190.0,90.0,150.0
12,42,time,120.0,270.0,100.0,150.0
12,43,time,320.0,210.0,160.0,140.0
12,44,time,130.0,200.0,120.0,140.0
12,45,time,120.0,200.0,110.0,150.0
12,46,time,120.0,290.0,100.0,200.0
12,47,time,90.0,320.0,80.0,190.0
12,48,time,670.0,220.0,690.0,160.0
12,49,time,90.0,210.0,80.0,150.0
12,50,time,90.0,220.0,70.0,180.0
12,51,time,530.0,360.0,420.0,210.0
12,52,time,70.0,230.0,60.0,130.0
12,53,time,130.0,220.0,120.0,150.0
12,54,time,180.0,280.0,210.0,200.0
12,55,time,150.0,220.0,140.0,160.0
12,56,time,190.0,460.0,170.0,230.0
12,57,time,430.0,200.0,440.0,170.0
12,58,time,90.0,190.0,70.0,150.0
12,59,time,480.0,250.0,550.0,200.0
12,60,time,630.0,260.0,40.0,230.0
12,61,time,200.0,240.0,190.0,190.0
12,62,time,160.0,200.0,150.0,160.0
12,63,time,90.0,180.0,80.0,120.0
12,64,time,100.0,210.0,80.0,180.0
12,65,time,120.0,500.0,100.0,200.0
12,66,time,90.0,200.0,70.0,150.0
12,67,time,100.0,210.0,90.0,160.0
12,68,time,100.0,350.0,90.0,190.0
12,69,time,230.0,490.0,210.0,270.0
12,70,time,120.0,250.0,80.0,180.0
12,71,time,100.0,180.0,70.0,130.0
12,72,time,90.0,190.0,110.0,130.0
12,73,time,110.0,210.0,90.0,130.0
12,74,time,90.0,200.0,80.0,150.0
12,75,time,180.0,240.0,710.0,200.0
12,76,time,100.0,180.0,100.0,140.0
12,77,time,110.0,270.0,90.0,160.0
12,78,time,120.0,190.0,100.0,130.0
12,79,time,200.0,190.0,180.0,140.0
12,80,time,150.0,180.0,130.0,140.0
