,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
1,6,anti_first_fail,indomain_min,1000,1625210,1625210,1625210,1625210,1627410,1843010,1.0013536712178734
1,7,anti_first_fail,indomain_min,0,596570,596570,596570,596570,601818,2194294,1.0087969559314078
1,7,anti_first_fail,indomain_min,50,698714,698714,698714,698714,725194,2194294,1.037898195828336
1,7,anti_first_fail,indomain_min,500,871094,871094,871094,871094,871094,2194294,1.0
1,7,anti_first_fail,indomain_min,1000,887094,887094,887094,887094,887094,2194294,1.0
1,8,anti_first_fail,indomain_min,0,1896700,1896700,1896700,1896700,1896700,3008982,1.0
1,8,anti_first_fail,indomain_min,50,1949840,1949840,1949840,1949840,1982882,3008982,1.016946005826119
1,8,anti_first_fail,indomain_min,500,2103932,2103932,2103932,2103932,2103932,3008982,1.0
1,8,anti_first_fail,indomain_min,1000,2238432,2238432,2238432,2238432,2238432,3008982,1.0
1,9,anti_first_fail,indomain_min,0,1367080,1367080,1367080,1367080,1367080,2245844,1.0
1,9,anti_first_fail,indomain_min,50,1416278,1416278,1416278,1416278,1420628,2245844,1.0030714308913928
1,9,anti_first_fail,indomain_min,500,1718744,1718744,1718744,1718744,1718744,2245844,1.0
1,9,anti_first_fail,indomain_min,1000,1872444,1872444,1872444,1872444,1872444,2245844,1.0
1,10,anti_first_fail,indomain_min,0,1357655,1357655,1357655,1357655,1358607,1768334,1.000701209070051
1,10,anti_first_fail,indomain_min,50,1384599,1384599,1384599,1384599,1384599,1768334,1.0
1,10,anti_first_fail,indomain_min,500,1518279,1518279,1518279,1518279,1518279,1768334,1.0
1,10,anti_first_fail,indomain_min,1000,1648327,1648327,1648327,1648327,1648327,1768334,1.0
1,11,anti_first_fail,indomain_min,0,982670,982670,982670,982670,982670,1584653,1.0
1,11,anti_first_fail,indomain_min,50,1017567,1017567,1017567,1017567,1017567,1584653,1.0
1,11,anti_first_fail,indomain_min,500,1225433,1225433,1225433,1225433,1225433,1584653,1.0
1,11,anti_first_fail,indomain_min,1000,1445533,1445533,1445533,1445533,1445533,1584653,1.0
1,12,anti_first_fail,indomain_min,0,457860,457860,457860,457860,457860,673568,1.0
1,12,anti_first_fail,indomain_min,50,472770,472770,472770,472770,472770,673568,1.0
1,12,anti_first_fail,indomain_min,500,557420,557420,557420,557420,557420,673568,1.0
1,12,anti_first_fail,indomain_min,1000,624620,624620,624620,624620,624620,673568,1.0
1,13,anti_first_fail,indomain_min,0,1508000,1508000,1508000,1508000,1508000,2585600,1.0
1,13,anti_first_fail,indomain_min,50,1593300,1593300,1593300,1593300,1593300,2585600,1.0
1,13,anti_first_fail,indomain_min,500,1965400,1965400,1965400,1965400,1965400,2585600,1.0
1,13,anti_first_fail,indomain_min,1000,2085600,2085600,2085600,2085600,2085600,2585600,1.0
1,14,anti_first_fail,indomain_min,0,236340,236340,236340,236340,241550,369452,1.022044512143522
1,14,anti_first_fail,indomain_min,50,286233,286233,286233,286233,307948,369452,1.0758647675145774
1,14,anti_first_fail,indomain_min,500,328905,328905,328905,328905,329325,369452,1.0012769644730242
1,14,anti_first_fail,indomain_min,1000,353405,353405,353405,353405,354325,369452,1.002603245568116
1,15,anti_first_fail,indomain_min,0,1105600,1105600,1105600,1105600,1108920,1444040,1.0030028943560059
1,15,anti_first_fail,indomain_min,50,1126860,1126860,1126860,1126860,1126860,1444040,1.0
1,15,anti_first_fail,indomain_min,500,1182840,1182840,1182840,1182840,1186440,1444040,1.0030435223698895
1,15,anti_first_fail,indomain_min,1000,1240840,1240840,1240840,1240840,1247440,1444040,1.0053189774668774
1,16,anti_first_fail,indomain_min,0,578630,578630,578630,578630,578630,773864,1.0
1,16,anti_first_fail,indomain_min,50,593114,593114,593114,593114,593114,773864,1.0
1,16,anti_first_fail,indomain_min,500,653564,653564,653564,653564,653564,773864,1.0
1,16,anti_first_fail,indomain_min,1000,679564,679564,679564,679564,679564,773864,1.0
1,17,anti_first_fail,indomain_min,0,359450,359450,359450,359450,359450,1220140,1.0
1,17,anti_first_fail,indomain_min,50,429680,429680,429680,429680,429680,1220140,1.0
1,17,anti_first_fail,indomain_min,500,563540,563540,563540,563540,563540,1220140,1.0
1,17,anti_first_fail,indomain_min,1000,581840,581840,581840,581840,581840,1220140,1.0
1,18,anti_first_fail,indomain_min,0,1132755,1132755,1132755,1132755,1133235,3060777,1.0004237456466756
1,18,anti_first_fail,indomain_min,50,1146894,1146894,1146894,1146894,1148454,3060777,1.001360195449623
1,18,anti_first_fail,indomain_min,500,1229408,1229408,1229408,1229408,1229408,3060777,1.0
1,18,anti_first_fail,indomain_min,1000,1307448,1307448,1307448,1307448,1307448,3060777,1.0
1,19,anti_first_fail,indomain_min,0,1528150,1528150,1528150,1528150,1528150,2232870,1.0
1,19,anti_first_fail,indomain_min,50,1561020,1561020,1561020,1561020,1561020,2232870,1.0
1,19,anti_first_fail,indomain_min,500,1727170,1727170,1727170,1727170,1727170,2232870,1.0
1,19,anti_first_fail,indomain_min,1000,1838370,1838370,1838370,1838370,1838370,2232870,1.0
1,20,anti_first_fail,indomain_min,0,327600,327600,327600,327600,327600,432490,1.0
1,20,anti_first_fail,indomain_min,50,366840,366840,366840,366840,368290,432490,1.003952676916367
1,20,anti_first_fail,indomain_min,500,506140,506140,506140,506140,506140,432490,1.0
1,20,anti_first_fail,indomain_min,1000,556720,556720,556720,556720,633985,432490,1.138786104325334
1,21,anti_first_fail,indomain_min,0,1886560,1886560,1886560,1886560,1886560,2498466,1.0
1,21,anti_first_fail,indomain_min,50,1953676,1953676,1953676,1953676,1953676,2498466,1.0
1,21,anti_first_fail,indomain_min,500,2192226,2192226,2192226,2192226,2192226,2498466,1.0
1,21,anti_first_fail,indomain_min,1000,2326104,2326104,2326104,2326104,2326104,2498466,1.0
1,22,anti_first_fail,indomain_min,0,2391745,2391745,2391745,2391745,2392145,3464340,1.00016724190915
1,22,anti_first_fail,indomain_min,50,2469490,2469490,2469490,2469490,2469490,3464340,1.0
1,22,anti_first_fail,indomain_min,500,2761590,2761590,2761590,2761590,2764240,3464340,1.0009595921190328
1,22,anti_first_fail,indomain_min,1000,3032090,3032090,3032090,3032090,3074690,3464340,1.0140497148831333
1,23,anti_first_fail,indomain_min,0,1004304,1004304,1004304,1004304,1015516,1232505,1.0111639503576606
1,23,anti_first_fail,indomain_min,50,1043692,1043692,1043692,1043692,1043692,1232505,1.0
1,23,anti_first_fail,indomain_min,500,1198571,1198571,1198571,1198571,1198571,1232505,1.0
1,23,anti_first_fail,indomain_min,1000,1266105,1266105,1266105,1266105,1368145,1232505,1.0805936316498237
1,24,anti_first_fail,indomain_min,0,892710,892710,892710,892710,892710,1802158,1.0
1,24,anti_first_fail,indomain_min,50,945358,945358,945358,945358,945358,1802158,1.0
1,24,anti_first_fail,indomain_min,500,1162658,1162658,1162658,1162658,1162658,1802158,1.0
1,24,anti_first_fail,indomain_min,1000,1237958,1237958,1237958,1237958,1237958,1802158,1.0
1,25,anti_first_fail,indomain_min,0,936000,936000,936000,936000,936000,1254200,1.0
1,25,anti_first_fail,indomain_min,50,996000,996000,996000,996000,996000,1254200,1.0
1,25,anti_first_fail,indomain_min,500,1153200,1153200,1153200,1153200,1153200,1254200,1.0
1,25,anti_first_fail,indomain_min,1000,1198600,1198600,1198600,1198600,1198600,1254200,1.0
1,26,anti_first_fail,indomain_min,0,923910,923910,923910,923910,923910,1539048,1.0
1,26,anti_first_fail,indomain_min,50,941664,941664,941664,941664,941664,1539048,1.0
1,26,anti_first_fail,indomain_min,500,1025648,1025648,1025648,1025648,1025648,1539048,1.0
1,26,anti_first_fail,indomain_min,1000,1040448,1040448,1040448,1040448,1040448,1539048,1.0
1,27,anti_first_fail,indomain_min,0,158640,158640,158640,158640,159200,397719,1.0035300050428644
1,27,anti_first_fail,indomain_min,50,213071,213071,213071,213071,213071,397719,1.0
1,27,anti_first_fail,indomain_min,500,268896,268896,268896,268896,268896,397719,1.0
1,27,anti_first_fail,indomain_min,1000,297976,297976,297976,297976,297976,397719,1.0
1,28,anti_first_fail,indomain_min,0,579800,579800,579800,579800,579800,744660,1.0
1,28,anti_first_fail,indomain_min,50,604330,604330,604330,604330,640410,744660,1.059702480432876
1,28,anti_first_fail,indomain_min,500,642660,642660,642660,642660,926740,744660,1.4420377804749012
1,28,anti_first_fail,indomain_min,1000,663620,663620,663620,663620,1219900,744660,1.8382508061842622
1,29,anti_first_fail,indomain_min,0,537875,537875,537875,537875,537875,698530,1.0
1,29,anti_first_fail,indomain_min,50,555640,555640,555640,555640,555640,698530,1.0
1,29,anti_first_fail,indomain_min,500,622240,622240,622240,622240,622240,698530,1.0
1,29,anti_first_fail,indomain_min,1000,681930,681930,681930,681930,681930,698530,1.0
1,30,anti_first_fail,indomain_min,0,1323400,1323400,1323400,1323400,1323400,2033640,1.0
1,30,anti_first_fail,indomain_min,50,1382544,1382544,1382544,1382544,1400444,2033640,1.0129471467092548
1,30,anti_first_fail,indomain_min,500,1787376,1787376,1787376,1787376,1793576,2033640,1.003468772099435
1,30,anti_first_fail,indomain_min,1000,2033640,2033640,2033640,2033640,2106440,2033640,1.0357978796640506
1,31,anti_first_fail,indomain_min,0,1601600,1601600,1601600,1601600,1601600,2106305,1.0
1,31,anti_first_fail,indomain_min,50,1638720,1638720,1638720,1638720,1638720,2106305,1.0
1,31,anti_first_fail,indomain_min,500,1904185,1904185,1904185,1904185,1904185,2106305,1.0
1,31,anti_first_fail,indomain_min,1000,1918965,1918965,1918965,1918965,1918965,2106305,1.0
1,32,anti_first_fail,indomain_min,0,1781750,1781750,1781750,1781750,1792150,2528350,1.005836958046864
1,32,anti_first_fail,indomain_min,50,1814950,1814950,1814950,1814950,1846050,2528350,1.0171354582770875
1,32,anti_first_fail,indomain_min,500,2098950,2098950,2098950,2098950,2116550,2528350,1.0083851449534291
1,32,anti_first_fail,indomain_min,1000,2264350,2264350,2264350,2264350,2271550,2528350,1.0031797204495772
1,33,anti_first_fail,indomain_min,0,1131390,1131390,1131390,1131390,1140190,1226746,1.0077780429383325
1,33,anti_first_fail,indomain_min,50,1156646,1156646,1156646,1156646,1156646,1226746,1.0
1,33,anti_first_fail,indomain_min,500,1194346,1194346,1194346,1194346,1194346,1226746,1.0
1,33,anti_first_fail,indomain_min,1000,1210346,1210346,1210346,1210346,1210346,1226746,1.0
1,34,anti_first_fail,indomain_min,0,2573025,2573025,2573025,2573025,2573025,25168634,1.0
1,34,anti_first_fail,indomain_min,50,2611376,2611376,2611376,2611376,2611376,25168634,1.0
1,34,anti_first_fail,indomain_min,500,2725934,2725934,2725934,2725934,2725934,25168634,1.0
1,34,anti_first_fail,indomain_min,1000,2846434,2846434,2846434,2846434,2846434,25168634,1.0
1,35,anti_first_fail,indomain_min,0,235365,235365,235365,235365,235365,1061948,1.0
1,35,anti_first_fail,indomain_min,50,292785,292785,292785,292785,292785,1061948,1.0
1,35,anti_first_fail,indomain_min,500,405430,405430,405430,405430,503739,1061948,1.2424808228300817
1,35,anti_first_fail,indomain_min,1000,458580,458580,458580,458580,694589,1061948,1.5146517510576127
1,36,anti_first_fail,indomain_min,0,1430730,1430730,1430730,1430730,1533330,2074134,1.0717116437063596
1,36,anti_first_fail,indomain_min,50,1505572,1505572,1505572,1505572,1602572,2074134,1.064427340572221
1,36,anti_first_fail,indomain_min,500,1929594,1929594,1929594,1929594,2137794,2074134,1.1078983454550542
1,36,anti_first_fail,indomain_min,1000,2034704,2001104,2034704,2034704,2224904,2074134,1.0934779702600477
1,37,anti_first_fail,indomain_min,0,1771770,1771770,1771770,1771770,1818690,2815190,1.0264819925836874
1,37,anti_first_fail,indomain_min,50,1873610,1873610,1873610,1873610,1919130,2815190,1.0242953442818943
1,37,anti_first_fail,indomain_min,500,2373310,2373310,2373310,2373310,2548830,2815190,1.07395578327315
1,37,anti_first_fail,indomain_min,1000,2611790,2611790,2611790,2611790,3043790,2815190,1.1654038035217227
1,38,anti_first_fail,indomain_min,0,1102920,1102920,1102920,1102920,1102920,1511928,1.0
1,38,anti_first_fail,indomain_min,50,1116470,1116470,1116470,1116470,1116470,1511928,1.0
1,38,anti_first_fail,indomain_min,500,1233120,1233120,1233120,1233120,1233120,1511928,1.0
1,38,anti_first_fail,indomain_min,1000,1318820,1318820,1318820,1318820,1318820,1511928,1.0
1,39,anti_first_fail,indomain_min,0,348790,348790,348790,348790,348790,488422,1.0
1,39,anti_first_fail,indomain_min,50,383890,383890,383890,383890,383890,488422,1.0
1,39,anti_first_fail,indomain_min,500,480422,480422,480422,480422,480422,488422,1.0
1,39,anti_first_fail,indomain_min,1000,484422,484422,484422,484422,484422,488422,1.0
1,40,anti_first_fail,indomain_min,0,2520810,2520810,2520810,2520810,2536210,23656572,1.0061091474565715
1,40,anti_first_fail,indomain_min,50,2637856,2637856,2637856,2637856,2651756,23656572,1.0052694309317871
1,40,anti_first_fail,indomain_min,500,3067972,3067972,3067972,3067972,3067972,23656572,1.0
1,40,anti_first_fail,indomain_min,1000,3298772,3298772,3298772,3298772,3403772,23656572,1.0318300264462048
1,41,anti_first_fail,indomain_min,0,1926470,1926470,1926470,1926470,1926470,3009738,1.0
1,41,anti_first_fail,indomain_min,50,1986670,1986670,1986670,1986670,1986670,3009738,1.0
1,41,anti_first_fail,indomain_min,500,2260302,2260302,2260302,2260302,2260302,3009738,1.0
1,41,anti_first_fail,indomain_min,1000,2489702,2489702,2489702,2489702,2489702,3009738,1.0
1,42,anti_first_fail,indomain_min,0,1918800,1918800,1918800,1918800,1918800,3814360,1.0
1,42,anti_first_fail,indomain_min,50,1945660,1945660,1945660,1945660,1945660,3814360,1.0
1,42,anti_first_fail,indomain_min,500,2151760,2151760,2151760,2151760,2151760,3814360,1.0
1,42,anti_first_fail,indomain_min,1000,2374860,2374860,2374860,2374860,2374860,3814360,1.0
1,43,anti_first_fail,indomain_min,0,2457650,2457650,2457650,2457650,2460450,5129740,1.0011392997375541
1,43,anti_first_fail,indomain_min,50,2521850,2521850,2521850,2521850,2527940,5129740,1.0024148938279438
1,43,anti_first_fail,indomain_min,500,2894040,2894040,2894040,2894040,2894040,5129740,1.0
1,43,anti_first_fail,indomain_min,1000,3186540,3186540,3186540,3186540,3186540,5129740,1.0
1,44,anti_first_fail,indomain_min,0,166095,166095,166095,166095,168820,383845,1.0164062735181674
1,44,anti_first_fail,indomain_min,50,205145,203495,205145,205145,206685,383845,1.00750688537376
1,44,anti_first_fail,indomain_min,500,372540,251320,372540,372540,458770,383845,1.2314650775755625
1,44,anti_first_fail,indomain_min,1000,538540,289170,538540,538540,738770,383845,1.3718015374902515
1,45,anti_first_fail,indomain_min,0,640770,640770,640770,640770,641040,2521182,1.000421368041575
1,45,anti_first_fail,indomain_min,50,674462,674462,674462,674462,674462,2521182,1.0
1,45,anti_first_fail,indomain_min,500,844227,844227,844227,844227,851692,2521182,1.0088424084991359
1,45,anti_first_fail,indomain_min,1000,970227,970227,970227,970227,970227,2521182,1.0
1,46,anti_first_fail,indomain_min,0,1599000,1599000,1599000,1599000,1599000,2226200,1.0
1,46,anti_first_fail,indomain_min,50,1675850,1675850,1675850,1675850,1690450,2226200,1.008711996897097
1,46,anti_first_fail,indomain_min,500,1909000,1909000,1909000,1909000,1914600,2226200,1.0029334730225248
1,46,anti_first_fail,indomain_min,1000,2016200,2016200,2016200,2016200,2016200,2226200,1.0
1,47,anti_first_fail,indomain_min,0,2013180,2013180,2013180,2013180,2013180,3293052,1.0
1,47,anti_first_fail,indomain_min,50,2104452,2104452,2104452,2104452,2104452,3293052,1.0
1,47,anti_first_fail,indomain_min,500,2463552,2463552,2463552,2463552,2463552,3293052,1.0
1,47,anti_first_fail,indomain_min,1000,2646352,2646352,2646352,2646352,2646352,3293052,1.0
1,48,anti_first_fail,indomain_min,0,1024725,1024725,1024725,1024725,1060525,1451305,1.0349362023957647
1,48,anti_first_fail,indomain_min,50,1043515,1043515,1043515,1043515,1346515,1451305,1.2903647767401523
1,48,anti_first_fail,indomain_min,500,1194155,1194155,1194155,1194155,1439605,1451305,1.205542831541969
1,48,anti_first_fail,indomain_min,1000,1361155,1361155,1361155,1361155,1507705,1451305,1.1076659160786244
1,49,anti_first_fail,indomain_min,0,1861000,1861000,1861000,1861000,1916600,2531800,1.029876410531972
1,49,anti_first_fail,indomain_min,50,1919300,1919300,1919300,1919300,2017350,2531800,1.05108633355911
1,49,anti_first_fail,indomain_min,500,2115000,2115000,2115000,2115000,2295000,2531800,1.0851063829787233
1,49,anti_first_fail,indomain_min,1000,2172200,2172200,2172200,2172200,2299000,2531800,1.0583739987109844
1,50,anti_first_fail,indomain_min,0,1107600,1107600,1107600,1107600,1107600,1436740,1.0
1,50,anti_first_fail,indomain_min,50,1163190,1163190,1163190,1163190,1163190,1436740,1.0
1,50,anti_first_fail,indomain_min,500,1554540,1554540,1554540,1554540,1554540,1436740,1.0
1,50,anti_first_fail,indomain_min,1000,1875540,1875540,1875540,1875540,1961540,1436740,1.0458534608699361
1,51,anti_first_fail,indomain_min,0,1494350,1494350,1494350,1494350,1512350,4994560,1.0120453708970456
1,51,anti_first_fail,indomain_min,50,1552950,1552950,1552950,1552950,1598250,4994560,1.0291702888051772
1,51,anti_first_fail,indomain_min,500,1898110,1898110,1898110,1898110,1976110,4994560,1.0410935088061282
1,51,anti_first_fail,indomain_min,1000,1956610,1956610,1956610,1956610,2237610,4994560,1.1436157435564573
1,52,anti_first_fail,indomain_min,0,1224600,1224600,1224600,1224600,1290400,2460050,1.0537318308018946
1,52,anti_first_fail,indomain_min,50,1269350,1269350,1269350,1269350,1329300,2460050,1.0472288966794028
1,52,anti_first_fail,indomain_min,500,1636950,1636950,1636950,1636950,1780800,2460050,1.087876844130853
1,52,anti_first_fail,indomain_min,1000,1888800,1888800,1888800,1888800,1896650,2460050,1.0041560779330791
1,53,anti_first_fail,indomain_min,0,218660,218660,218660,218660,219620,267100,1.0043903777554193
1,53,anti_first_fail,indomain_min,50,250620,250620,250620,250620,251100,267100,1.0019152501795547
1,53,anti_first_fail,indomain_min,500,263800,263800,263800,263800,263800,267100,1.0
1,53,anti_first_fail,indomain_min,1000,264100,264100,264100,264100,264100,267100,1.0
1,54,anti_first_fail,indomain_min,0,1960465,1960465,1960465,1960465,2069110,2750019,1.055417974817199
1,54,anti_first_fail,indomain_min,50,2042850,2042850,2042850,2042850,2151400,2750019,1.0531365494284946
1,54,anti_first_fail,indomain_min,500,2705694,2705694,2705694,2705694,3720509,2750019,1.3750664339722083
1,54,anti_first_fail,indomain_min,1000,2995014,2969724,2995014,2995014,3932509,2750019,1.3130185701970007
1,55,anti_first_fail,indomain_min,0,1846585,1846585,1846585,1846585,1846585,2687284,1.0
1,55,anti_first_fail,indomain_min,50,1877139,1877139,1877139,1877139,1877139,2687284,1.0
1,55,anti_first_fail,indomain_min,500,2120589,2120589,2120589,2120589,2120589,2687284,1.0
1,55,anti_first_fail,indomain_min,1000,2364889,2364889,2364889,2364889,2364889,2687284,1.0
1,56,anti_first_fail,indomain_min,0,1012180,1012180,1012180,1012180,1012224,5468188,1.0000434705289574
1,56,anti_first_fail,indomain_min,50,1062538,1062538,1062538,1062538,1062538,5468188,1.0
1,56,anti_first_fail,indomain_min,500,1372138,1372138,1372138,1372138,1372138,5468188,1.0
1,56,anti_first_fail,indomain_min,1000,1526138,1526138,1526138,1526138,1526138,5468188,1.0
1,57,anti_first_fail,indomain_min,0,68250,68250,68250,68250,68250,101240,1.0
1,57,anti_first_fail,indomain_min,50,83290,83290,83290,83290,83290,101240,1.0
1,57,anti_first_fail,indomain_min,500,85090,85090,85090,85090,85090,101240,1.0
1,57,anti_first_fail,indomain_min,1000,87090,87090,87090,87090,87090,101240,1.0
1,58,anti_first_fail,indomain_min,0,196560,196560,196560,196560,201360,913278,1.0244200244200243
1,58,anti_first_fail,indomain_min,50,232230,232230,232230,232230,233258,913278,1.0044266459975024
1,58,anti_first_fail,indomain_min,500,296778,296778,296778,296778,404278,913278,1.362223614957982
1,58,anti_first_fail,indomain_min,1000,349278,349278,349278,349278,593278,913278,1.6985839360051307
1,59,anti_first_fail,indomain_min,0,1199250,1199250,1199250,1199250,1211250,1682280,1.010006253908693
1,59,anti_first_fail,indomain_min,50,1252860,1252860,1252860,1252860,1252860,1682280,1.0
1,59,anti_first_fail,indomain_min,500,1511560,1511560,1511560,1511560,1647160,1682280,1.089708645372992
1,59,anti_first_fail,indomain_min,1000,1599000,1599000,1599000,1599000,1971360,1682280,1.2328705440900563
1,60,anti_first_fail,indomain_min,0,955500,955500,955500,955500,959100,7885012,1.003767660910518
1,60,anti_first_fail,indomain_min,50,1010422,1010422,1010422,1010422,1017062,7885012,1.0065715117050105
1,60,anti_first_fail,indomain_min,500,1302812,1302812,1302812,1302812,1302812,7885012,1.0
1,60,anti_first_fail,indomain_min,1000,1433912,1433912,1433912,1433912,1433912,7885012,1.0
1,61,anti_first_fail,indomain_min,0,191620,191620,191620,191620,191620,332744,1.0
1,61,anti_first_fail,indomain_min,50,226394,226394,226394,226394,226394,332744,1.0
1,61,anti_first_fail,indomain_min,500,261844,261844,261844,261844,261844,332744,1.0
1,61,anti_first_fail,indomain_min,1000,278844,278844,278844,278844,278844,332744,1.0
1,62,anti_first_fail,indomain_min,0,1833650,1833650,1833650,1833650,1833650,3505530,1.0
1,62,anti_first_fail,indomain_min,50,1874830,1874830,1874830,1874830,1874830,3505530,1.0
1,62,anti_first_fail,indomain_min,500,2050330,2050330,2050330,2050330,2050330,3505530,1.0
1,62,anti_first_fail,indomain_min,1000,2244330,2244330,2244330,2244330,2244330,3505530,1.0
1,63,anti_first_fail,indomain_min,0,113555,113555,113555,113555,113555,119688,1.0
1,63,anti_first_fail,indomain_min,50,116041,116041,116041,116041,120145,119688,1.0353668100068079
1,63,anti_first_fail,indomain_min,500,119091,119091,119091,119091,120995,119688,1.0159877740551344
1,63,anti_first_fail,indomain_min,1000,121591,121591,121591,121591,125495,119688,1.03210763954569
1,64,anti_first_fail,indomain_min,0,360230,360230,360230,360230,360230,968038,1.0
1,64,anti_first_fail,indomain_min,50,448236,448236,448236,448236,461560,968038,1.029725412505912
1,64,anti_first_fail,indomain_min,500,776550,738098,776550,776550,793462,968038,1.021778378726418
1,64,anti_first_fail,indomain_min,1000,1004550,919598,1004550,1004550,1034962,968038,1.0302742521527053
1,65,anti_first_fail,indomain_min,0,897325,897325,897325,897325,901105,1351910,1.004212520547182
1,65,anti_first_fail,indomain_min,50,922990,922990,922990,922990,922990,1351910,1.0
1,65,anti_first_fail,indomain_min,500,1019860,1019860,1019860,1019860,1019860,1351910,1.0
1,65,anti_first_fail,indomain_min,1000,1094860,1094860,1094860,1094860,1094860,1351910,1.0
1,66,anti_first_fail,indomain_min,0,151840,151840,151840,151840,151840,201938,1.0
1,66,anti_first_fail,indomain_min,50,174940,174940,174940,174940,174940,201938,1.0
1,66,anti_first_fail,indomain_min,500,201638,201638,201638,201638,201638,201938,1.0
1,66,anti_first_fail,indomain_min,1000,201938,201938,201938,201938,201938,201938,1.0
1,67,anti_first_fail,indomain_min,0,675890,675890,675890,675890,675930,2333027,1.0000591812277146
1,67,anti_first_fail,indomain_min,50,695633,695633,695633,695633,695633,2333027,1.0
1,67,anti_first_fail,indomain_min,500,759827,759827,759827,759827,759827,2333027,1.0
1,67,anti_first_fail,indomain_min,1000,827827,827827,827827,827827,827827,2333027,1.0
1,68,anti_first_fail,indomain_min,0,1092000,1092000,1092000,1092000,1092000,2249475,1.0
1,68,anti_first_fail,indomain_min,50,1136100,1136100,1136100,1136100,1136100,2249475,1.0
1,68,anti_first_fail,indomain_min,500,1297200,1297200,1297200,1297200,1297200,2249475,1.0
1,68,anti_first_fail,indomain_min,1000,1352175,1352175,1352175,1352175,1352175,2249475,1.0
1,69,anti_first_fail,indomain_min,0,974480,974480,974480,974480,974480,1577566,1.0
1,69,anti_first_fail,indomain_min,50,1010514,1010514,1010514,1010514,1010514,1577566,1.0
1,69,anti_first_fail,indomain_min,500,1183614,1183614,1183614,1183614,1183614,1577566,1.0
1,69,anti_first_fail,indomain_min,1000,1257466,1257466,1257466,1257466,1257466,1577566,1.0
1,70,anti_first_fail,indomain_min,0,2227225,2227225,2227225,2227225,2227721,10488665,1.000222698649665
1,70,anti_first_fail,indomain_min,50,2301377,2301377,2301377,2301377,2465045,10488665,1.07111742230847
1,70,anti_first_fail,indomain_min,500,2711595,2711595,2711595,2711595,2711595,10488665,1.0
1,70,anti_first_fail,indomain_min,1000,2883595,2883595,2883595,2883595,2883595,10488665,1.0
1,71,anti_first_fail,indomain_min,0,872200,872200,872200,872200,873400,1403200,1.001375831231369
1,71,anti_first_fail,indomain_min,50,917500,917500,917500,917500,936700,1403200,1.0209264305177113
1,71,anti_first_fail,indomain_min,500,1236600,1236600,1236600,1236600,1256500,1403200,1.0160925117256996
1,71,anti_first_fail,indomain_min,1000,1284200,1284200,1284200,1284200,1297700,1403200,1.0105123812490266
1,72,anti_first_fail,indomain_min,0,832000,832000,832000,832000,857200,3910900,1.0302884615384615
1,72,anti_first_fail,indomain_min,50,912050,912050,912050,912050,912050,3910900,1.0
1,72,anti_first_fail,indomain_min,500,1191900,1191900,1191900,1191900,1397700,3910900,1.1726654920714825
1,72,anti_first_fail,indomain_min,1000,1292050,1292050,1292050,1292050,1699100,3910900,1.315041987539182
