,,,,,Gecode,Optimistic
4,6,first_fail,indomain_split_random,time,100.0,0.0006833730003563687
4,7,first_fail,indomain_split_random,obj,2503300.0,2340300.0
4,7,first_fail,indomain_split_random,time,90.0,0.0009970239916583523
4,8,first_fail,indomain_split_random,obj,471330.0,471330.0
4,8,first_fail,indomain_split_random,time,90.0,0.0007727960037300363
4,9,first_fail,indomain_split_random,obj,427980.0,406368.0
4,9,first_fail,indomain_split_random,time,90.0,0.0007182660046964884
4,10,first_fail,indomain_split_random,obj,603563.0,603563.0
4,10,first_fail,indomain_split_random,time,90.0,0.0008416339987888932
5,1,first_fail,indomain_split_random,obj,912654.0,506054.0
5,1,first_fail,indomain_split_random,time,110.0,0.0002876270009437576
5,2,first_fail,indomain_split_random,obj,1126494.0,647030.0
5,2,first_fail,indomain_split_random,time,120.0,0.0002605699992273003
5,3,first_fail,indomain_split_random,obj,797372.0,385842.0
5,3,first_fail,indomain_split_random,time,110.0,0.00072144900332205
5,4,first_fail,indomain_split_random,obj,625593.0,444353.0
5,4,first_fail,indomain_split_random,time,110.0,0.0008964790031313896
5,5,first_fail,indomain_split_random,obj,1136480.0,1101680.0
5,5,first_fail,indomain_split_random,time,90.0,0.0007961899973452091
5,6,first_fail,indomain_split_random,obj,558662.0,343662.0
5,6,first_fail,indomain_split_random,time,100.0,0.0008305969968205318
5,7,first_fail,indomain_split_random,obj,2188800.0,2070800.0
5,7,first_fail,indomain_split_random,time,90.0,0.0006816259992774576
5,8,first_fail,indomain_split_random,obj,417455.0,417455.0
5,8,first_fail,indomain_split_random,time,90.0,0.0008997919940156862
5,9,first_fail,indomain_split_random,obj,413484.0,389540.0
5,9,first_fail,indomain_split_random,time,90.0,0.0008505180012434721
5,10,first_fail,indomain_split_random,obj,551503.0,551503.0
5,10,first_fail,indomain_split_random,time,90.0,0.0002405560080660507
