,,,,,Gecode,OGSA,Preferred,Objective Ratio
1,13,anti_first_fail,indomain_min,obj,2011670.0,2002070.0,4286370.0,0.9952278455213828
1,13,anti_first_fail,indomain_min,time,60.0,0.00026805815286934376,,4.467635881155729e-06
1,14,anti_first_fail,indomain_min,obj,732590.0,732550.0,2560980.0,0.9999453992000983
1,14,anti_first_fail,indomain_min,time,60.0,0.00021209591068327427,,3.5349318447212377e-06
1,15,anti_first_fail,indomain_min,obj,1014000.0,1014000.0,3208800.0,1.0
1,15,anti_first_fail,indomain_min,time,60.0,0.00022461987100541592,,3.743664516756932e-06
1,16,anti_first_fail,indomain_min,obj,1113200.0,1113125.0,1643140.0,0.9999326266618757
1,16,anti_first_fail,indomain_min,time,60.0,0.00021462910808622837,,3.5771518014371395e-06
1,17,anti_first_fail,indomain_min,obj,982275.0,982275.0,1477075.0,1.0
1,17,anti_first_fail,indomain_min,time,60.0,0.00021268799901008606,,3.544799983501434e-06
1,18,anti_first_fail,indomain_min,obj,203775.0,203775.0,872831.0,1.0
1,18,anti_first_fail,indomain_min,time,60.0,0.00021349801681935787,,3.558300280322631e-06
1,19,anti_first_fail,indomain_min,obj,1239550.0,1239550.0,5387180.0,1.0
1,19,anti_first_fail,indomain_min,time,60.0,0.0001639139372855425,,2.7318989547590413e-06
1,20,anti_first_fail,indomain_min,obj,1160250.0,1160250.0,4755700.0,1.0
1,20,anti_first_fail,indomain_min,time,60.0,0.0002395911142230034,,3.993185237050056e-06
1,21,anti_first_fail,indomain_min,obj,1047540.0,1047540.0,1453100.0,1.0
1,21,anti_first_fail,indomain_min,time,60.0,0.00018938910216093063,,3.1564850360155106e-06
1,22,anti_first_fail,indomain_min,obj,706160.0,706160.0,1477783.0,1.0
1,22,anti_first_fail,indomain_min,time,60.0,0.00016442895866930485,,2.740482644488414e-06
1,23,anti_first_fail,indomain_min,obj,1673350.0,1584550.0,1851390.0,0.9469327994741088
1,23,anti_first_fail,indomain_min,time,60.0,0.00022216490469872952,,3.7027484116454917e-06
1,24,anti_first_fail,indomain_min,obj,1201850.0,1201850.0,1282240.0,1.0
1,24,anti_first_fail,indomain_min,time,60.0,0.00023539504036307335,,3.923250672717889e-06
1,25,anti_first_fail,indomain_min,obj,2222090.0,2222090.0,2691014.0,1.0
1,25,anti_first_fail,indomain_min,time,60.0,0.00025724200531840324,,4.28736675530672e-06
1,26,anti_first_fail,indomain_min,obj,775850.0,675050.0,4233250.0,0.8700779789907843
1,26,anti_first_fail,indomain_min,time,60.0,0.00018941285088658333,,3.1568808481097223e-06
1,27,anti_first_fail,indomain_min,obj,145600.0,145600.0,260935.0,1.0
1,27,anti_first_fail,indomain_min,time,60.0,0.0003656719345599413,,6.094532242665688e-06
1,28,anti_first_fail,indomain_min,obj,2171910.0,2171910.0,3057120.0,1.0
1,28,anti_first_fail,indomain_min,time,60.0,0.00021453318186104298,,3.575553031017383e-06
1,29,anti_first_fail,indomain_min,obj,1424800.0,1424800.0,9575950.0,1.0
1,29,anti_first_fail,indomain_min,time,70.0,0.00029150000773370266,,4.164285824767181e-06
1,30,anti_first_fail,indomain_min,obj,1110135.0,1110135.0,4377725.0,1.0
1,30,anti_first_fail,indomain_min,time,60.0,0.0002548559568822384,,4.24759928137064e-06
1,31,anti_first_fail,indomain_min,obj,480220.0,480220.0,831630.0,1.0
1,31,anti_first_fail,indomain_min,time,60.0,0.0001636701636016369,,2.7278360600272816e-06
1,32,anti_first_fail,indomain_min,obj,204035.0,204035.0,314360.0,1.0
1,32,anti_first_fail,indomain_min,time,60.0,0.00019383197650313377,,3.230532941718896e-06
1,33,anti_first_fail,indomain_min,obj,225340.0,225340.0,471668.0,1.0
1,33,anti_first_fail,indomain_min,time,60.0,0.0001687789335846901,,2.8129822264115014e-06
1,34,anti_first_fail,indomain_min,obj,271700.0,271700.0,664900.0,1.0
1,34,anti_first_fail,indomain_min,time,60.0,0.00024251104332506657,,4.041850722084442e-06
1,35,anti_first_fail,indomain_min,obj,281450.0,281450.0,771647.0,1.0
1,35,anti_first_fail,indomain_min,time,60.0,0.00024150987155735493,,4.025164525955916e-06
1,36,anti_first_fail,indomain_min,obj,521764.0,521764.0,611869.0,1.0
1,36,anti_first_fail,indomain_min,time,60.0,0.00016783084720373154,,2.7971807867288588e-06
1,37,anti_first_fail,indomain_min,obj,3604476.0,3510876.0,5653340.0,0.9740322865237555
1,37,anti_first_fail,indomain_min,time,60.0,0.00024757604114711285,,4.126267352451881e-06
1,38,anti_first_fail,indomain_min,obj,1083405.0,1083405.0,1668627.0,1.0
1,38,anti_first_fail,indomain_min,time,60.0,0.00016511301510035992,,2.7518835850059986e-06
1,39,anti_first_fail,indomain_min,obj,510770.0,510770.0,731635.0,1.0
1,39,anti_first_fail,indomain_min,time,60.0,0.00016599218361079693,,2.766536393513282e-06
1,40,anti_first_fail,indomain_min,obj,143975.0,143975.0,190055.0,1.0
1,40,anti_first_fail,indomain_min,time,60.0,0.00016407296061515808,,2.734549343585968e-06
1,41,anti_first_fail,indomain_min,obj,177840.0,177840.0,401290.0,1.0
1,41,anti_first_fail,indomain_min,time,60.0,0.00016392790712416172,,2.732131785402695e-06
1,42,anti_first_fail,indomain_min,obj,2168075.0,2168075.0,15613895.0,1.0
1,42,anti_first_fail,indomain_min,time,60.0,0.00023491214960813522,,3.915202493468921e-06
1,43,anti_first_fail,indomain_min,obj,475750.0,475750.0,688740.0,1.0
1,43,anti_first_fail,indomain_min,time,60.0,0.00016833888366818428,,2.8056480611364045e-06
1,44,anti_first_fail,indomain_min,obj,402025.0,402025.0,593516.0,1.0
1,44,anti_first_fail,indomain_min,time,60.0,0.00019259797409176826,,3.2099662348628046e-06
1,45,anti_first_fail,indomain_min,obj,2445120.0,2444000.0,3332380.0,0.9995419447716267
1,45,anti_first_fail,indomain_min,time,60.0,0.00026118289679288864,,4.3530482798814775e-06
1,46,anti_first_fail,indomain_min,obj,270400.0,270400.0,391270.0,1.0
1,46,anti_first_fail,indomain_min,time,60.0,0.00020360900089144707,,3.3934833481907844e-06
1,47,anti_first_fail,indomain_min,obj,604500.0,604500.0,2171300.0,1.0
1,47,anti_first_fail,indomain_min,time,60.0,0.00022354605607688427,,3.7257676012814043e-06
1,48,anti_first_fail,indomain_min,obj,974935.0,974935.0,1496427.0,1.0
1,48,anti_first_fail,indomain_min,time,60.0,0.00016533304005861282,,2.755550667643547e-06
1,49,anti_first_fail,indomain_min,obj,213330.0,213330.0,872784.0,1.0
1,49,anti_first_fail,indomain_min,time,60.0,0.0002553630620241165,,4.256051033735275e-06
1,50,anti_first_fail,indomain_min,obj,1318980.0,1318980.0,3707640.0,1.0
1,50,anti_first_fail,indomain_min,time,60.0,0.0001618990208953619,,2.698317014922698e-06
2,1,anti_first_fail,indomain_min,obj,831408.0,833412.0,1860144.0,1.0024103689163444
2,1,anti_first_fail,indomain_min,time,60.0,0.00022815982811152935,,3.8026638018588227e-06
2,2,anti_first_fail,indomain_min,obj,3689600.0,3689180.0,4213355.0,0.9998861665221163
2,2,anti_first_fail,indomain_min,time,60.0,0.00020194496028125286,,3.365749338020881e-06
2,3,anti_first_fail,indomain_min,obj,784346.0,784346.0,1018010.0,1.0
2,3,anti_first_fail,indomain_min,time,60.0,0.00023271003738045692,,3.878500623007615e-06
2,4,anti_first_fail,indomain_min,obj,160684.0,159919.0,267645.0,0.9952391028353788
2,4,anti_first_fail,indomain_min,time,60.0,0.00023254705592989922,,3.87578426549832e-06
2,5,anti_first_fail,indomain_min,obj,418844.0,416804.0,699602.0,0.9951294515380428
2,5,anti_first_fail,indomain_min,time,60.0,0.00026344205252826214,,4.390700875471036e-06
2,6,anti_first_fail,indomain_min,obj,918124.0,918724.0,1447256.0,1.0006535064980329
2,6,anti_first_fail,indomain_min,time,60.0,0.0003723599947988987,,6.205999913314978e-06
2,7,anti_first_fail,indomain_min,obj,1172800.0,1224500.0,2008800.0,1.0440825375170533
2,7,anti_first_fail,indomain_min,time,60.0,0.0004421218764036894,,7.3686979400614895e-06
2,8,anti_first_fail,indomain_min,obj,955488.0,914448.0,1705104.0,0.9570481261931076
2,8,anti_first_fail,indomain_min,time,60.0,0.00028393790125846863,,4.73229835430781e-06
2,9,anti_first_fail,indomain_min,obj,1047800.0,1056245.0,1252710.0,1.0080597442259973
2,9,anti_first_fail,indomain_min,time,60.0,0.0002968120388686657,,4.946867314477762e-06
2,10,anti_first_fail,indomain_min,obj,865950.0,865950.0,1064625.0,1.0
2,10,anti_first_fail,indomain_min,time,60.0,0.00018169800750911236,,3.028300125151873e-06
2,11,anti_first_fail,indomain_min,obj,527191.0,527191.0,892356.0,1.0
2,11,anti_first_fail,indomain_min,time,60.0,0.00018003699369728565,,3.0006165616214274e-06
2,12,anti_first_fail,indomain_min,obj,1849332.0,1802532.0,2670504.0,0.9746935650278047
2,12,anti_first_fail,indomain_min,time,60.0,0.00023193703964352608,,3.8656173273921015e-06
2,13,anti_first_fail,indomain_min,obj,1788720.0,1759920.0,2319020.0,0.983899101033141
2,13,anti_first_fail,indomain_min,time,60.0,0.00022893096320331097,,3.815516053388516e-06
2,14,anti_first_fail,indomain_min,obj,620480.0,615210.0,1762580.0,0.9915065755544095
2,14,anti_first_fail,indomain_min,time,60.0,0.0002260240726172924,,3.767067876954873e-06
2,15,anti_first_fail,indomain_min,obj,833700.0,833700.0,1994600.0,1.0
2,15,anti_first_fail,indomain_min,time,60.0,0.00026859715580940247,,4.476619263490041e-06
2,16,anti_first_fail,indomain_min,obj,939775.0,939515.0,1681820.0,0.9997233380330398
2,16,anti_first_fail,indomain_min,time,60.0,0.0003080340102314949,,5.133900170524915e-06
2,17,anti_first_fail,indomain_min,obj,837985.0,836505.0,1320785.0,0.9982338586012877
2,17,anti_first_fail,indomain_min,time,60.0,0.000236480962485075,,3.94134937475125e-06
2,18,anti_first_fail,indomain_min,obj,173253.0,169653.0,379680.0,0.9792211390278956
2,18,anti_first_fail,indomain_min,time,60.0,0.00024880398996174335,,4.146733166029056e-06
2,19,anti_first_fail,indomain_min,obj,1031810.0,1031810.0,2377910.0,1.0
2,19,anti_first_fail,indomain_min,time,60.0,0.00017897202633321285,,2.9828671055535477e-06
2,20,anti_first_fail,indomain_min,obj,989350.0,988050.0,5037050.0,0.9986860059635114
2,20,anti_first_fail,indomain_min,time,60.0,0.0002589451614767313,,4.315752691278855e-06
2,21,anti_first_fail,indomain_min,obj,902432.0,888432.0,1482056.0,0.9844863657317117
2,21,anti_first_fail,indomain_min,time,60.0,0.00021821307018399239,,3.6368845030665396e-06
2,22,anti_first_fail,indomain_min,obj,592199.0,592199.0,1138033.0,1.0
2,22,anti_first_fail,indomain_min,time,60.0,0.00018142792396247387,,3.023798732707898e-06
2,23,anti_first_fail,indomain_min,obj,1568520.0,1444920.0,1808640.0,0.9211996021727489
2,23,anti_first_fail,indomain_min,time,60.0,0.00021539907902479172,,3.5899846504131953e-06
2,24,anti_first_fail,indomain_min,obj,1002310.0,999280.0,1191190.0,0.9969769831688798
2,24,anti_first_fail,indomain_min,time,60.0,0.00026386603713035583,,4.3977672855059305e-06
2,25,anti_first_fail,indomain_min,obj,1892346.0,1890408.0,2890384.0,0.9989758743908355
2,25,anti_first_fail,indomain_min,time,60.0,0.0003251919988542795,,5.419866647571326e-06
2,26,anti_first_fail,indomain_min,obj,713815.0,562615.0,963015.0,0.7881804108907771
2,26,anti_first_fail,indomain_min,time,60.0,0.00021326285786926746,,3.5543809644877912e-06
2,27,anti_first_fail,indomain_min,obj,116525.0,116525.0,247285.0,1.0
2,27,anti_first_fail,indomain_min,time,60.0,0.0003330870531499386,,5.5514508858323096e-06
2,28,anti_first_fail,indomain_min,obj,1791542.0,1791528.0,3175742.0,0.999992185502768
2,28,anti_first_fail,indomain_min,time,60.0,0.00023562507703900337,,3.927084617316723e-06
2,29,anti_first_fail,indomain_min,obj,1214430.0,1210550.0,2917550.0,0.9968050855133684
2,29,anti_first_fail,indomain_min,time,60.0,0.0003118650056421757,,5.1977500940362615e-06
2,30,anti_first_fail,indomain_min,obj,943154.0,927773.0,2916850.0,0.983691952745787
2,30,anti_first_fail,indomain_min,time,60.0,0.00027696904726326466,,4.616150787721078e-06
2,31,anti_first_fail,indomain_min,obj,386761.0,386761.0,723392.0,1.0
2,31,anti_first_fail,indomain_min,time,60.0,0.00018353993073105812,,3.058998845517635e-06
2,32,anti_first_fail,indomain_min,obj,163872.0,163732.0,317184.0,0.9991456746729155
2,32,anti_first_fail,indomain_min,time,60.0,0.00024982704780995846,,4.163784130165974e-06
2,33,anti_first_fail,indomain_min,obj,162047.0,162047.0,242759.0,1.0
2,33,anti_first_fail,indomain_min,time,60.0,0.0002746728714555502,,4.577881190925836e-06
2,34,anti_first_fail,indomain_min,obj,228160.0,227840.0,431880.0,0.9985974754558204
2,34,anti_first_fail,indomain_min,time,60.0,0.00026086089201271534,,4.347681533545256e-06
2,35,anti_first_fail,indomain_min,obj,226420.0,225628.0,521169.0,0.9965020757883579
2,35,anti_first_fail,indomain_min,time,60.0,0.00026829587295651436,,4.471597882608572e-06
2,36,anti_first_fail,indomain_min,obj,418355.0,418355.0,559091.0,1.0
2,36,anti_first_fail,indomain_min,time,60.0,0.0001805031206458807,,3.0083853440980115e-06
2,37,anti_first_fail,indomain_min,obj,3241408.0,3125392.0,5852744.0,0.9642081465832132
2,37,anti_first_fail,indomain_min,time,60.0,0.0002671009860932827,,4.451683101554711e-06
2,38,anti_first_fail,indomain_min,obj,965566.0,965566.0,1486126.0,1.0
2,38,anti_first_fail,indomain_min,time,60.0,0.00018185097724199295,,3.0308496206998824e-06
2,39,anti_first_fail,indomain_min,obj,422827.0,422827.0,729371.0,1.0
2,39,anti_first_fail,indomain_min,time,60.0,0.00017868890427052975,,2.978148404508829e-06
2,40,anti_first_fail,indomain_min,obj,118735.0,118735.0,182305.0,1.0
2,40,anti_first_fail,indomain_min,time,60.0,0.00018142210319638252,,3.023701719939709e-06
2,41,anti_first_fail,indomain_min,obj,147030.0,147030.0,330080.0,1.0
2,41,anti_first_fail,indomain_min,time,60.0,0.00018014619126915932,,3.0024365211526553e-06
2,42,anti_first_fail,indomain_min,obj,1774395.0,1765960.0,5050910.0,0.9952462670374973
2,42,anti_first_fail,indomain_min,time,60.0,0.0002615051344037056,,4.3584189067284266e-06
2,43,anti_first_fail,indomain_min,obj,412000.0,412000.0,630170.0,1.0
2,43,anti_first_fail,indomain_min,time,60.0,0.0001837408635765314,,3.0623477262755233e-06
2,44,anti_first_fail,indomain_min,obj,321863.0,321843.0,554305.0,0.9999378617610598
2,44,anti_first_fail,indomain_min,time,60.0,0.00020582997240126133,,3.430499540021022e-06
2,45,anti_first_fail,indomain_min,obj,2057110.0,2038070.0,3243040.0,0.9907442966102931
2,45,anti_first_fail,indomain_min,time,60.0,0.0002825218252837658,,4.708697088062763e-06
2,46,anti_first_fail,indomain_min,obj,219320.0,218120.0,387160.0,0.9945285427685574
2,46,anti_first_fail,indomain_min,time,60.0,0.00022449390962719917,,3.7415651604533195e-06
2,47,anti_first_fail,indomain_min,obj,502500.0,502500.0,1134200.0,1.0
2,47,anti_first_fail,indomain_min,time,60.0,0.00023962697014212608,,3.993782835702102e-06
2,48,anti_first_fail,indomain_min,obj,820175.0,820175.0,1415352.0,1.0
2,48,anti_first_fail,indomain_min,time,60.0,0.00017783697694540024,,2.963949615756671e-06
2,49,anti_first_fail,indomain_min,obj,172536.0,172536.0,1151074.0,1.0
2,49,anti_first_fail,indomain_min,time,60.0,0.0001782469917088747,,2.9707831951479116e-06
2,50,anti_first_fail,indomain_min,obj,1112766.0,1112766.0,4192626.0,1.0
2,50,anti_first_fail,indomain_min,time,60.0,0.00017745723016560078,,2.957620502760013e-06
