,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Solver Run Time Ratio,Solver Run Time Ratio,Model Run Time Ratio,Model Run Time Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Initial,Modified,Gurobi,Gecode
Month,House,Variable choices,Constraint variables,Weight,,,,,,,,,
1,1,anti_first_fail,indomain_min,0,70.0,100.0,90.0,90.0,0.00017894897609949112,1.4285714285714286,1.0,1.1111111111111112,0.7777777777777778
1,1,anti_first_fail,indomain_min,50,80.0,110.0,80.0,90.0,0.0003368170000612736,1.375,1.125,1.2222222222222223,1.0
1,1,anti_first_fail,indomain_min,500,80.0,120.0,70.0,90.0,0.00019047409296035767,1.5,1.2857142857142858,1.3333333333333333,1.1428571428571428
1,1,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,80.0,0.00020173797383904457,1.4285714285714286,1.1428571428571428,1.25,1.0
1,2,anti_first_fail,indomain_min,0,70.0,110.0,60.0,100.0,0.00020337197929620743,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
1,2,anti_first_fail,indomain_min,50,70.0,110.0,70.0,100.0,0.00022706110030412674,1.5714285714285714,1.4285714285714286,1.1,1.0
1,2,anti_first_fail,indomain_min,500,70.0,110.0,70.0,100.0,0.00021698512136936188,1.5714285714285714,1.4285714285714286,1.1,1.0
1,2,anti_first_fail,indomain_min,1000,80.0,110.0,70.0,100.0,0.00022357283160090446,1.375,1.4285714285714286,1.1,1.1428571428571428
1,3,anti_first_fail,indomain_min,0,70.0,110.0,60.0,90.0,0.00021023908630013466,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,3,anti_first_fail,indomain_min,50,70.0,110.0,60.0,100.0,0.0002105371095240116,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
1,3,anti_first_fail,indomain_min,500,70.0,110.0,60.0,90.0,0.00021111778914928436,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,3,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,90.0,0.0002144421450793743,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
2,1,anti_first_fail,indomain_min,0,80.0,130.0,70.0,90.0,0.00039424002170562744,1.625,1.2857142857142858,1.4444444444444444,1.1428571428571428
2,1,anti_first_fail,indomain_min,50,70.0,110.0,60.0,90.0,0.0002118297852575779,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
2,1,anti_first_fail,indomain_min,500,70.0,100.0,70.0,90.0,0.00020503206178545952,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
2,1,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,80.0,0.00019319774582982063,1.5714285714285714,1.1428571428571428,1.375,1.0
2,2,anti_first_fail,indomain_min,0,70.0,120.0,70.0,100.0,0.0002269018441438675,1.7142857142857142,1.4285714285714286,1.2,1.0
2,2,anti_first_fail,indomain_min,50,70.0,120.0,60.0,100.0,0.000224296934902668,1.7142857142857142,1.6666666666666667,1.2,1.1666666666666667
2,2,anti_first_fail,indomain_min,500,70.0,110.0,70.0,100.0,0.00022110017016530037,1.5714285714285714,1.4285714285714286,1.1,1.0
2,2,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,100.0,0.00021973997354507446,1.5714285714285714,1.4285714285714286,1.1,1.0
2,3,anti_first_fail,indomain_min,0,70.0,110.0,60.0,100.0,0.00023156404495239258,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
2,3,anti_first_fail,indomain_min,50,70.0,110.0,60.0,90.0,0.0002101217396557331,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
2,3,anti_first_fail,indomain_min,500,70.0,110.0,60.0,90.0,0.00022626295685768127,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
2,3,anti_first_fail,indomain_min,1000,70.0,120.0,70.0,90.0,0.00021120253950357437,1.7142857142857142,1.2857142857142858,1.3333333333333333,1.0
