Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
1,1,4300,4300,10500,4300,2100
2,1,3300,3300,10500,3300,2100
1,2,2400,2400,12000,2415,2400
2,2,2400,2400,12000,2400,2400
1,3,2200,2200,11000,2200,2200
2,3,2200,2200,11000,2200,2200
