,,,,,Gecode,OGSA,Preferred
,,,,,Initial,Initial,Initial
Month,House,Variable choices,Constraint variables,Result,,,
1,1,input_order,indomain_min,obj,1105000.0,1105000.0,3268100.0
1,1,input_order,indomain_min,time,60.0,0.00041288393549621105,
1,2,input_order,indomain_min,obj,2098460.0,2098460.0,6937496.0
1,2,input_order,indomain_min,time,60.0,0.00021923193708062172,
1,3,input_order,indomain_min,obj,716625.0,716625.0,1283950.0
1,3,input_order,indomain_min,time,60.0,0.0002956429962068796,
1,4,input_order,indomain_min,obj,223600.0,224200.0,273545.0
1,4,input_order,indomain_min,time,60.0,0.0005635048728436232,
1,5,input_order,indomain_min,obj,519025.0,523605.0,2358110.0
1,5,input_order,indomain_min,time,60.0,0.00033704680390655994,
1,6,input_order,indomain_min,obj,965120.0,965120.0,1445120.0
1,6,input_order,indomain_min,time,60.0,0.00021583796478807926,
1,7,input_order,indomain_min,obj,761475.0,761475.0,5500560.0
1,7,input_order,indomain_min,time,60.0,0.0002141110599040985,
1,8,input_order,indomain_min,obj,455000.0,455480.0,571580.0
1,8,input_order,indomain_min,time,60.0,0.00041432701982557774,
1,9,input_order,indomain_min,obj,444730.0,444730.0,3214525.0
1,9,input_order,indomain_min,time,70.0,0.00021460512652993202,
1,10,input_order,indomain_min,obj,978900.0,978920.0,3651045.0
1,10,input_order,indomain_min,time,90.0,0.0007407870143651962,
1,11,input_order,indomain_min,obj,701740.0,702484.0,4691455.0
1,11,input_order,indomain_min,time,80.0,0.0003081550821661949,
1,12,input_order,indomain_min,obj,2210650.0,2210650.0,5361380.0
1,12,input_order,indomain_min,time,60.0,0.00021773320622742176,
1,13,input_order,indomain_min,obj,349570.0,349570.0,521838.0
1,13,input_order,indomain_min,time,60.0,0.0002176759298890829,
1,14,input_order,indomain_min,obj,3348200.0,3445500.0,6026900.0
1,14,input_order,indomain_min,time,60.0,0.0003574530128389597,
1,15,input_order,indomain_min,obj,2178085.0,2178949.0,2796722.0
1,15,input_order,indomain_min,time,60.0,0.00029854499734938145,
1,16,input_order,indomain_min,obj,334448.0,334448.0,399558.0
1,16,input_order,indomain_min,time,60.0,0.0003346309531480074,
1,17,input_order,indomain_min,obj,2722200.0,2741400.0,3416280.0
1,17,input_order,indomain_min,time,70.0,0.00030665495432913303,
1,18,input_order,indomain_min,obj,442975.0,442975.0,646115.0
1,18,input_order,indomain_min,time,60.0,0.00030469708144664764,
1,19,input_order,indomain_min,obj,415813.0,415817.0,584935.0
1,19,input_order,indomain_min,time,60.0,0.00032552191987633705,
1,20,input_order,indomain_min,obj,500940.0,501708.0,666024.0
1,20,input_order,indomain_min,time,60.0,0.0004422140773385763,
1,21,input_order,indomain_min,obj,1766375.0,2258375.0,1940800.0
1,21,input_order,indomain_min,time,70.0,0.000321835046634078,
1,22,input_order,indomain_min,obj,1153300.0,1153300.0,1514000.0
1,22,input_order,indomain_min,time,60.0,0.0003128820098936558,
1,23,input_order,indomain_min,obj,1390350.0,1390350.0,2016406.0
1,23,input_order,indomain_min,time,60.0,0.00039446004666388035,
1,24,input_order,indomain_min,obj,558740.0,558740.0,4941102.0
1,24,input_order,indomain_min,time,60.0,0.00021085888147354126,
1,25,input_order,indomain_min,obj,1004850.0,1043850.0,1560780.0
1,25,input_order,indomain_min,time,60.0,0.00028578308410942554,
1,26,input_order,indomain_min,obj,517965.0,517965.0,4846360.0
1,26,input_order,indomain_min,time,60.0,0.0004631287883967161,
1,27,input_order,indomain_min,obj,456430.0,456430.0,564174.0
1,27,input_order,indomain_min,time,60.0,0.00034863315522670746,
1,28,input_order,indomain_min,obj,1214200.0,1214200.0,1582710.0
1,28,input_order,indomain_min,time,60.0,0.00030961097218096256,
1,29,input_order,indomain_min,obj,1557725.0,1557725.0,2449600.0
1,29,input_order,indomain_min,time,60.0,0.0003639680799096823,
1,30,input_order,indomain_min,obj,1660740.0,1668540.0,2817290.0
1,30,input_order,indomain_min,time,70.0,0.0003291759639978409,
1,31,input_order,indomain_min,obj,451870.0,469750.0,665305.0
1,31,input_order,indomain_min,time,60.0,0.00025884201750159264,
1,32,input_order,indomain_min,obj,555750.0,560550.0,818400.0
1,32,input_order,indomain_min,time,60.0,0.0003740370739251375,
1,33,input_order,indomain_min,obj,364650.0,364650.0,513250.0
1,33,input_order,indomain_min,time,60.0,0.00021592597477138042,
1,34,input_order,indomain_min,obj,1859260.0,1871260.0,12392900.0
1,34,input_order,indomain_min,time,60.0,0.0003288539592176676,
1,35,input_order,indomain_min,obj,1761500.0,1761500.0,2923900.0
1,35,input_order,indomain_min,time,60.0,0.00022170809097588062,
1,36,input_order,indomain_min,obj,1055600.0,1074800.0,1578140.0
1,36,input_order,indomain_min,time,60.0,0.00037636514753103256,
1,37,input_order,indomain_min,obj,920075.0,952075.0,2806060.0
1,37,input_order,indomain_min,time,60.0,0.00024789897724986076,
1,38,input_order,indomain_min,obj,1639600.0,1645720.0,1942740.0
1,38,input_order,indomain_min,time,70.0,0.00036865007132291794,
1,39,input_order,indomain_min,obj,414505.0,414505.0,761100.0
1,39,input_order,indomain_min,time,70.0,0.00028029317036271095,
1,40,input_order,indomain_min,obj,598900.0,599400.0,674600.0
1,40,input_order,indomain_min,time,60.0,0.0004381879698485136,
1,41,input_order,indomain_min,obj,1098500.0,1098900.0,1398100.0
1,41,input_order,indomain_min,time,60.0,0.00036680884659290314,
1,42,input_order,indomain_min,obj,1209000.0,1209000.0,4103600.0
1,42,input_order,indomain_min,time,60.0,0.00033056200481951237,
1,43,input_order,indomain_min,obj,1508780.0,1508780.0,2942732.0
1,43,input_order,indomain_min,time,60.0,0.00025661010295152664,
1,44,input_order,indomain_min,obj,328055.0,328455.0,391478.0
1,44,input_order,indomain_min,time,60.0,0.00031371391378343105,
1,45,input_order,indomain_min,obj,971135.0,1019035.0,1547116.0
1,45,input_order,indomain_min,time,60.0,0.0003009301144629717,
1,46,input_order,indomain_min,obj,906600.0,906600.0,1352640.0
1,46,input_order,indomain_min,time,60.0,0.000416924012824893,
1,47,input_order,indomain_min,obj,686060.0,686060.0,929880.0
1,47,input_order,indomain_min,time,60.0,0.00027589499950408936,
1,48,input_order,indomain_min,obj,744750.0,745740.0,855990.0
1,48,input_order,indomain_min,time,60.0,0.0003171630669385195,
1,49,input_order,indomain_min,obj,1653004.0,1762300.0,3093772.0
1,49,input_order,indomain_min,time,60.0,0.00043830089271068573,
1,50,input_order,indomain_min,obj,185380.0,187060.0,619192.0
1,50,input_order,indomain_min,time,60.0,0.00026829191483557224,
1,51,input_order,indomain_min,obj,375375.0,375375.0,531054.0
1,51,input_order,indomain_min,time,60.0,0.0003191051073372364,
1,52,input_order,indomain_min,obj,2775890.0,2776366.0,3846360.0
1,52,input_order,indomain_min,time,60.0,0.0004149370361119509,
1,53,input_order,indomain_min,obj,39000.0,39000.0,288115.0
1,53,input_order,indomain_min,time,60.0,0.0002156021073460579,
1,54,input_order,indomain_min,obj,758550.0,758550.0,1759240.0
1,54,input_order,indomain_min,time,60.0,0.00039808498695492744,
1,55,input_order,indomain_min,obj,472615.0,473095.0,1540829.0
1,55,input_order,indomain_min,time,60.0,0.00040971115231513977,
1,56,input_order,indomain_min,obj,566930.0,571200.0,770150.0
