,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,591955,591955,591955,591955,608755,720186,1.028380535682611
1,1,anti_first_fail,indomain_min,1000,676986,676986,676986,676986,676986,720186,1.0
1,2,anti_first_fail,indomain_min,0,305560,305560,305560,305560,315100,426860,1.0312213640528864
1,2,anti_first_fail,indomain_min,1000,426860,426860,426860,426860,426860,426860,1.0
1,3,anti_first_fail,indomain_min,0,279955,279955,279955,279955,294083,382896,1.0504652533442875
1,3,anti_first_fail,indomain_min,1000,382896,382896,382896,382896,382896,382896,1.0
2,1,anti_first_fail,indomain_min,0,488821,488821,488821,488821,514756,678622,1.0530562312175622
2,1,anti_first_fail,indomain_min,1000,627722,627722,627722,627722,627722,678622,1.0
2,2,anti_first_fail,indomain_min,0,259100,259100,259100,259100,262010,394460,1.0112311848707063
2,2,anti_first_fail,indomain_min,1000,394460,394460,394460,394460,394460,394460,1.0
2,3,anti_first_fail,indomain_min,0,225602,225602,225602,225602,246343,385381,1.091936241699985
2,3,anti_first_fail,indomain_min,1000,385381,385381,385381,385381,385381,385381,1.0
