,,,,,Gecode,Gurobi
8,2,max_regret,indomain_interval,time,60.0,100.0
8,2,max_regret,indomain_max,time,60.0,100.0
8,2,max_regret,indomain_min,time,60.0,100.0
8,2,max_regret,indomain_reverse_split,time,60.0,100.0
8,2,max_regret,indomain_split,time,60.0,100.0
8,2,max_regret,indomain_split_random,time,60.0,100.0
8,2,max_regret,outdomain_max,time,60.0,100.0
8,2,max_regret,outdomain_median,time,60.0,100.0
8,2,max_regret,outdomain_min,time,60.0,110.0
8,2,max_regret,outdomain_random,time,60.0,100.0
8,2,most_constrained,indomain,time,60.0,100.0
8,2,most_constrained,indomain_interval,time,60.0,100.0
8,2,most_constrained,indomain_max,time,60.0,100.0
8,2,most_constrained,indomain_min,time,60.0,100.0
8,2,most_constrained,indomain_reverse_split,time,60.0,100.0
8,2,most_constrained,indomain_split,time,60.0,100.0
8,2,most_constrained,indomain_split_random,time,60.0,110.0
8,2,most_constrained,outdomain_max,time,60.0,100.0
8,2,most_constrained,outdomain_median,time,60.0,110.0
8,2,most_constrained,outdomain_min,time,60.0,100.0
8,2,most_constrained,outdomain_random,time,60.0,100.0
8,2,occurrence,indomain,time,60.0,100.0
8,2,occurrence,indomain_interval,time,60.0,100.0
8,2,occurrence,indomain_max,time,60.0,100.0
8,2,occurrence,indomain_min,time,60.0,100.0
8,2,occurrence,indomain_reverse_split,time,60.0,100.0
8,2,occurrence,indomain_split,time,60.0,100.0
8,2,occurrence,indomain_split_random,time,60.0,100.0
8,2,occurrence,outdomain_max,time,60.0,100.0
8,2,occurrence,outdomain_median,time,60.0,100.0
8,2,occurrence,outdomain_min,time,60.0,100.0
8,2,occurrence,outdomain_random,time,60.0,100.0
8,2,smallest,indomain,time,60.0,120.0
8,2,smallest,indomain_interval,time,60.0,110.0
8,2,smallest,indomain_max,time,60.0,110.0
8,2,smallest,indomain_min,time,60.0,110.0
8,2,smallest,indomain_reverse_split,time,60.0,100.0
8,2,smallest,indomain_split,time,60.0,110.0
8,2,smallest,indomain_split_random,time,60.0,110.0
8,2,smallest,outdomain_max,time,60.0,110.0
8,2,smallest,outdomain_median,time,60.0,110.0
8,2,smallest,outdomain_min,time,60.0,100.0
8,2,smallest,outdomain_random,time,60.0,110.0
8,3,anti_first_fail,indomain,time,110.0,150.0
8,3,anti_first_fail,indomain_interval,time,90.0,150.0
8,3,anti_first_fail,indomain_max,time,100.0,150.0
8,3,anti_first_fail,indomain_min,time,110.0,150.0
8,3,anti_first_fail,indomain_reverse_split,time,100.0,150.0
8,3,anti_first_fail,indomain_split,time,90.0,150.0
8,3,anti_first_fail,indomain_split_random,time,110.0,150.0
8,3,anti_first_fail,outdomain_max,time,110.0,150.0
8,3,anti_first_fail,outdomain_median,time,110.0,150.0
8,3,anti_first_fail,outdomain_min,time,110.0,150.0
8,3,anti_first_fail,outdomain_random,time,110.0,150.0
8,3,dom_w_deg,indomain,time,90.0,150.0
8,3,dom_w_deg,indomain_interval,time,90.0,150.0
8,3,dom_w_deg,indomain_max,time,100.0,150.0
8,3,dom_w_deg,indomain_min,time,90.0,150.0
8,3,dom_w_deg,indomain_reverse_split,time,100.0,150.0
8,3,dom_w_deg,indomain_split,time,90.0,150.0
8,3,dom_w_deg,indomain_split_random,time,100.0,150.0
8,3,dom_w_deg,outdomain_max,time,90.0,150.0
8,3,dom_w_deg,outdomain_median,time,90.0,150.0
8,3,dom_w_deg,outdomain_min,time,90.0,150.0
8,3,dom_w_deg,outdomain_random,time,90.0,150.0
8,3,first_fail,indomain,time,90.0,150.0
8,3,first_fail,indomain_interval,time,90.0,150.0
8,3,first_fail,indomain_max,time,100.0,150.0
8,3,first_fail,indomain_min,time,90.0,150.0
8,3,first_fail,indomain_reverse_split,time,100.0,150.0
8,3,first_fail,indomain_split,time,90.0,150.0
8,3,first_fail,indomain_split_random,time,90.0,150.0
8,3,first_fail,outdomain_max,time,90.0,150.0
8,3,first_fail,outdomain_median,time,90.0,150.0
8,3,first_fail,outdomain_min,time,90.0,150.0
8,3,first_fail,outdomain_random,time,90.0,150.0
8,3,impact,indomain,time,100.0,150.0
8,3,impact,indomain_interval,time,90.0,150.0
8,3,impact,indomain_max,time,100.0,150.0
8,3,impact,indomain_min,time,90.0,150.0
8,3,impact,indomain_reverse_split,time,100.0,150.0
8,3,impact,indomain_split,time,90.0,150.0
8,3,impact,indomain_split_random,time,90.0,150.0
8,3,impact,outdomain_max,time,90.0,150.0
8,3,impact,outdomain_median,time,90.0,150.0
8,3,impact,outdomain_min,time,100.0,150.0
8,3,impact,outdomain_random,time,90.0,150.0
8,3,input_order,indomain,time,100.0,150.0
8,3,input_order,indomain_interval,time,90.0,150.0
8,3,input_order,indomain_max,time,100.0,150.0
8,3,input_order,indomain_min,time,100.0,150.0
8,3,input_order,indomain_reverse_split,time,100.0,150.0
8,3,input_order,indomain_split,time,90.0,150.0
8,3,input_order,indomain_split_random,time,100.0,150.0
8,3,input_order,outdomain_max,time,100.0,150.0
8,3,input_order,outdomain_median,time,100.0,150.0
8,3,input_order,outdomain_min,time,90.0,160.0
8,3,input_order,outdomain_random,time,100.0,150.0
8,3,largest,indomain,time,90.0,150.0
8,3,largest,indomain_interval,time,100.0,150.0
8,3,largest,indomain_max,time,100.0,150.0
8,3,largest,indomain_min,time,100.0,150.0
8,3,largest,indomain_reverse_split,time,100.0,150.0
8,3,largest,indomain_split,time,100.0,150.0
8,3,largest,indomain_split_random,time,100.0,150.0
8,3,largest,outdomain_max,time,100.0,150.0
8,3,largest,outdomain_median,time,100.0,150.0
8,3,largest,outdomain_min,time,100.0,150.0
8,3,largest,outdomain_random,time,100.0,150.0
8,3,max_regret,indomain,time,90.0,150.0
8,3,max_regret,indomain_interval,time,90.0,150.0
8,3,max_regret,indomain_max,time,100.0,150.0
8,3,max_regret,indomain_min,time,90.0,150.0
8,3,max_regret,indomain_reverse_split,time,100.0,150.0
8,3,max_regret,indomain_split,time,90.0,150.0
8,3,max_regret,indomain_split_random,time,100.0,150.0
8,3,max_regret,outdomain_max,time,90.0,150.0
8,3,max_regret,outdomain_median,time,90.0,150.0
8,3,max_regret,outdomain_min,time,100.0,150.0
8,3,max_regret,outdomain_random,time,90.0,150.0
8,3,most_constrained,indomain,time,90.0,150.0
8,3,most_constrained,indomain_interval,time,90.0,150.0
8,3,most_constrained,indomain_max,time,100.0,150.0
8,3,most_constrained,indomain_min,time,90.0,150.0
8,3,most_constrained,indomain_reverse_split,time,100.0,150.0
8,3,most_constrained,indomain_split,time,90.0,150.0
8,3,most_constrained,indomain_split_random,time,90.0,150.0
8,3,most_constrained,outdomain_max,time,90.0,150.0
8,3,most_constrained,outdomain_median,time,90.0,150.0
8,3,most_constrained,outdomain_min,time,90.0,150.0
8,3,most_constrained,outdomain_random,time,90.0,150.0
8,3,occurrence,indomain,time,90.0,150.0
8,3,occurrence,indomain_interval,time,90.0,150.0
8,3,occurrence,indomain_max,time,100.0,150.0
8,3,occurrence,indomain_min,time,100.0,150.0
8,3,occurrence,indomain_reverse_split,time,100.0,150.0
8,3,occurrence,indomain_split,time,90.0,150.0
8,3,occurrence,indomain_split_random,time,100.0,150.0
8,3,occurrence,outdomain_max,time,100.0,150.0
8,3,occurrence,outdomain_median,time,100.0,150.0
8,3,occurrence,outdomain_min,time,90.0,150.0
8,3,occurrence,outdomain_random,time,100.0,150.0
8,3,smallest,indomain,time,100.0,150.0
8,3,smallest,indomain_interval,time,90.0,150.0
8,3,smallest,indomain_max,time,100.0,150.0
8,3,smallest,indomain_min,time,100.0,150.0
8,3,smallest,indomain_reverse_split,time,100.0,150.0
8,3,smallest,indomain_split,time,90.0,150.0
8,3,smallest,indomain_split_random,time,90.0,150.0
8,3,smallest,outdomain_max,time,90.0,150.0
8,3,smallest,outdomain_median,time,100.0,150.0
8,3,smallest,outdomain_min,time,90.0,150.0
8,3,smallest,outdomain_random,time,90.0,150.0
8,4,anti_first_fail,indomain,time,100.0,140.0
8,4,anti_first_fail,indomain_interval,time,100.0,140.0
8,4,anti_first_fail,indomain_max,time,100.0,140.0
8,4,anti_first_fail,indomain_min,time,100.0,140.0
8,4,anti_first_fail,indomain_reverse_split,time,100.0,140.0
8,4,anti_first_fail,indomain_split,time,100.0,140.0
8,4,anti_first_fail,indomain_split_random,time,100.0,140.0
8,4,anti_first_fail,outdomain_max,time,100.0,140.0
8,4,anti_first_fail,outdomain_median,time,100.0,140.0
8,4,anti_first_fail,outdomain_min,time,100.0,150.0
8,4,anti_first_fail,outdomain_random,time,100.0,140.0
8,4,dom_w_deg,indomain,time,100.0,140.0
8,4,dom_w_deg,indomain_interval,time,100.0,140.0
8,4,dom_w_deg,indomain_max,time,100.0,140.0
8,4,dom_w_deg,indomain_min,time,100.0,140.0
8,4,dom_w_deg,indomain_reverse_split,time,100.0,140.0
8,4,dom_w_deg,indomain_split,time,90.0,140.0
8,4,dom_w_deg,indomain_split_random,time,100.0,140.0
8,4,dom_w_deg,outdomain_max,time,100.0,140.0
8,4,dom_w_deg,outdomain_median,time,100.0,140.0
8,4,dom_w_deg,outdomain_min,time,100.0,140.0
8,4,dom_w_deg,outdomain_random,time,100.0,150.0
8,4,first_fail,indomain,time,100.0,140.0
8,4,first_fail,indomain_interval,time,100.0,140.0
8,4,first_fail,indomain_max,time,100.0,140.0
8,4,first_fail,indomain_min,time,100.0,140.0
8,4,first_fail,indomain_reverse_split,time,100.0,140.0
8,4,first_fail,indomain_split,time,100.0,140.0
8,4,first_fail,indomain_split_random,time,100.0,140.0
8,4,first_fail,outdomain_max,time,100.0,140.0
8,4,first_fail,outdomain_median,time,100.0,150.0
8,4,first_fail,outdomain_min,time,100.0,140.0
8,4,first_fail,outdomain_random,time,100.0,140.0
8,4,impact,indomain,time,100.0,140.0
8,4,impact,indomain_interval,time,90.0,140.0
8,4,impact,indomain_max,time,100.0,140.0
8,4,impact,indomain_min,time,100.0,140.0
8,4,impact,indomain_reverse_split,time,100.0,150.0
8,4,impact,indomain_split,time,100.0,140.0
8,4,impact,indomain_split_random,time,100.0,150.0
8,4,impact,outdomain_max,time,100.0,140.0
8,4,impact,outdomain_median,time,100.0,140.0
8,4,impact,outdomain_min,time,100.0,140.0
8,4,impact,outdomain_random,time,100.0,140.0
8,4,input_order,indomain,time,100.0,150.0
8,4,input_order,indomain_interval,time,100.0,140.0
8,4,input_order,indomain_max,time,100.0,140.0
8,4,input_order,indomain_min,time,100.0,140.0
8,4,input_order,indomain_reverse_split,time,100.0,150.0
8,4,input_order,indomain_split,time,90.0,140.0
8,4,input_order,indomain_split_random,time,100.0,140.0
8,4,input_order,outdomain_max,time,100.0,140.0
8,4,input_order,outdomain_median,time,100.0,140.0
8,4,input_order,outdomain_min,time,100.0,140.0
8,4,input_order,outdomain_random,time,100.0,140.0
8,4,largest,indomain,time,100.0,150.0
8,4,largest,indomain_interval,time,100.0,140.0
8,4,largest,indomain_max,time,90.0,140.0
8,4,largest,indomain_min,time,100.0,140.0
8,4,largest,indomain_reverse_split,time,90.0,140.0
8,4,largest,indomain_split,time,100.0,140.0
8,4,largest,indomain_split_random,time,100.0,140.0
8,4,largest,outdomain_max,time,100.0,140.0
8,4,largest,outdomain_median,time,100.0,140.0
8,4,largest,outdomain_min,time,100.0,140.0
8,4,largest,outdomain_random,time,100.0,140.0
8,4,max_regret,indomain,time,100.0,140.0
8,4,max_regret,indomain_interval,time,100.0,140.0
8,4,max_regret,indomain_max,time,100.0,140.0
8,4,max_regret,indomain_min,time,100.0,140.0
8,4,max_regret,indomain_reverse_split,time,100.0,140.0
8,4,max_regret,indomain_split,time,100.0,140.0
8,4,max_regret,indomain_split_random,time,100.0,140.0
8,4,max_regret,outdomain_max,time,100.0,140.0
8,4,max_regret,outdomain_median,time,90.0,140.0
8,4,max_regret,outdomain_min,time,90.0,140.0
8,4,max_regret,outdomain_random,time,100.0,140.0
8,4,most_constrained,indomain,time,100.0,140.0
8,4,most_constrained,indomain_interval,time,90.0,140.0
8,4,most_constrained,indomain_max,time,100.0,150.0
8,4,most_constrained,indomain_min,time,100.0,140.0
8,4,most_constrained,indomain_reverse_split,time,100.0,140.0
8,4,most_constrained,indomain_split,time,90.0,140.0
8,4,most_constrained,indomain_split_random,time,90.0,140.0
8,4,most_constrained,outdomain_max,time,90.0,150.0
8,4,most_constrained,outdomain_median,time,90.0,140.0
8,4,most_constrained,outdomain_min,time,90.0,140.0
8,4,most_constrained,outdomain_random,time,90.0,140.0
8,4,occurrence,indomain,time,90.0,140.0
8,4,occurrence,indomain_interval,time,90.0,150.0
8,4,occurrence,indomain_max,time,90.0,140.0
8,4,occurrence,indomain_min,time,100.0,140.0
8,4,occurrence,indomain_reverse_split,time,90.0,140.0
8,4,occurrence,indomain_split,time,90.0,140.0
8,4,occurrence,indomain_split_random,time,100.0,140.0
8,4,occurrence,outdomain_max,time,100.0,140.0
8,4,occurrence,outdomain_median,time,100.0,150.0
8,4,occurrence,outdomain_min,time,90.0,140.0
8,4,occurrence,outdomain_random,time,100.0,140.0
8,4,smallest,indomain,time,100.0,140.0
8,4,smallest,indomain_interval,time,90.0,140.0
8,4,smallest,indomain_max,time,100.0,140.0
8,4,smallest,indomain_min,time,100.0,140.0
8,4,smallest,indomain_reverse_split,time,100.0,140.0
8,4,smallest,indomain_split,time,100.0,140.0
8,4,smallest,indomain_split_random,time,100.0,140.0
8,4,smallest,outdomain_max,time,100.0,140.0
8,4,smallest,outdomain_median,time,100.0,140.0
8,4,smallest,outdomain_min,time,100.0,140.0
8,4,smallest,outdomain_random,time,100.0,140.0
8,5,anti_first_fail,indomain,time,100.0,170.0
8,5,anti_first_fail,indomain_interval,time,100.0,180.0
8,5,anti_first_fail,indomain_max,time,100.0,170.0
8,5,anti_first_fail,indomain_min,time,100.0,170.0
8,5,anti_first_fail,indomain_reverse_split,time,100.0,170.0
8,5,anti_first_fail,indomain_split,time,100.0,170.0
8,5,anti_first_fail,indomain_split_random,time,100.0,170.0
8,5,anti_first_fail,outdomain_max,time,100.0,170.0
8,5,anti_first_fail,outdomain_median,time,100.0,170.0
8,5,anti_first_fail,outdomain_min,time,100.0,170.0
8,5,anti_first_fail,outdomain_random,time,100.0,170.0
8,5,dom_w_deg,indomain,time,110.0,170.0
8,5,dom_w_deg,indomain_interval,time,100.0,170.0
8,5,dom_w_deg,indomain_max,time,100.0,170.0
8,5,dom_w_deg,indomain_min,time,100.0,170.0
8,5,dom_w_deg,indomain_reverse_split,time,100.0,170.0
8,5,dom_w_deg,indomain_split,time,100.0,170.0
8,5,dom_w_deg,indomain_split_random,time,100.0,170.0
8,5,dom_w_deg,outdomain_max,time,100.0,170.0
8,5,dom_w_deg,outdomain_median,time,100.0,170.0
8,5,dom_w_deg,outdomain_min,time,100.0,170.0
8,5,dom_w_deg,outdomain_random,time,100.0,170.0
8,5,first_fail,indomain,time,100.0,170.0
8,5,first_fail,indomain_interval,time,100.0,170.0
8,5,first_fail,indomain_max,time,100.0,170.0
8,5,first_fail,indomain_min,time,100.0,170.0
8,5,first_fail,indomain_reverse_split,time,100.0,170.0
8,5,first_fail,indomain_split,time,100.0,170.0
8,5,first_fail,indomain_split_random,time,100.0,170.0
8,5,first_fail,outdomain_max,time,100.0,170.0
8,5,first_fail,outdomain_median,time,100.0,170.0
8,5,first_fail,outdomain_min,time,100.0,170.0
8,5,first_fail,outdomain_random,time,100.0,170.0
8,5,impact,indomain,time,100.0,170.0
8,5,impact,indomain_interval,time,90.0,170.0
8,5,impact,indomain_max,time,100.0,170.0
8,5,impact,indomain_min,time,100.0,170.0
8,5,impact,indomain_reverse_split,time,100.0,170.0
8,5,impact,indomain_split,time,90.0,170.0
8,5,impact,indomain_split_random,time,100.0,170.0
8,5,impact,outdomain_max,time,100.0,170.0
8,5,impact,outdomain_median,time,100.0,170.0
8,5,impact,outdomain_min,time,100.0,170.0
8,5,impact,outdomain_random,time,100.0,170.0
8,5,input_order,indomain,time,100.0,170.0
8,5,input_order,indomain_interval,time,90.0,170.0
8,5,input_order,indomain_max,time,100.0,170.0
8,5,input_order,indomain_min,time,100.0,170.0
8,5,input_order,indomain_reverse_split,time,100.0,170.0
8,5,input_order,indomain_split,time,90.0,170.0
8,5,input_order,indomain_split_random,time,100.0,170.0
8,5,input_order,outdomain_max,time,100.0,170.0
8,5,input_order,outdomain_median,time,100.0,170.0
8,5,input_order,outdomain_min,time,100.0,170.0
8,5,input_order,outdomain_random,time,100.0,170.0
8,5,largest,indomain,time,100.0,170.0
8,5,largest,indomain_interval,time,90.0,170.0
8,5,largest,indomain_max,time,100.0,170.0
8,5,largest,indomain_min,time,100.0,170.0
8,5,largest,indomain_reverse_split,time,100.0,170.0
8,5,largest,indomain_split,time,90.0,170.0
8,5,largest,indomain_split_random,time,100.0,170.0
8,5,largest,outdomain_max,time,100.0,170.0
8,5,largest,outdomain_median,time,100.0,170.0
8,5,largest,outdomain_min,time,100.0,170.0
8,5,largest,outdomain_random,time,100.0,170.0
8,5,max_regret,indomain,time,100.0,170.0
8,5,max_regret,indomain_interval,time,100.0,170.0
8,5,max_regret,indomain_max,time,100.0,170.0
8,5,max_regret,indomain_min,time,100.0,170.0
8,5,max_regret,indomain_reverse_split,time,100.0,170.0
8,5,max_regret,indomain_split,time,90.0,170.0
8,5,max_regret,indomain_split_random,time,100.0,170.0
8,5,max_regret,outdomain_max,time,100.0,170.0
8,5,max_regret,outdomain_median,time,100.0,170.0
8,5,max_regret,outdomain_min,time,100.0,170.0
8,5,max_regret,outdomain_random,time,100.0,170.0
8,5,most_constrained,indomain,time,100.0,170.0
8,5,most_constrained,indomain_interval,time,100.0,170.0
8,5,most_constrained,indomain_max,time,100.0,170.0
8,5,most_constrained,indomain_min,time,100.0,170.0
8,5,most_constrained,indomain_reverse_split,time,100.0,170.0
8,5,most_constrained,indomain_split,time,100.0,170.0
8,5,most_constrained,indomain_split_random,time,100.0,170.0
8,5,most_constrained,outdomain_max,time,100.0,170.0
8,5,most_constrained,outdomain_median,time,100.0,170.0
8,5,most_constrained,outdomain_min,time,100.0,170.0
8,5,most_constrained,outdomain_random,time,100.0,170.0
8,5,occurrence,indomain,time,100.0,170.0
8,5,occurrence,indomain_interval,time,100.0,170.0
8,5,occurrence,indomain_max,time,100.0,170.0
8,5,occurrence,indomain_min,time,100.0,170.0
8,5,occurrence,indomain_reverse_split,time,100.0,170.0
8,5,occurrence,indomain_split,time,100.0,170.0
8,5,occurrence,indomain_split_random,time,100.0,170.0
8,5,occurrence,outdomain_max,time,100.0,170.0
8,5,occurrence,outdomain_median,time,100.0,170.0
8,5,occurrence,outdomain_min,time,100.0,170.0
8,5,occurrence,outdomain_random,time,100.0,170.0
8,5,smallest,indomain,time,100.0,170.0
8,5,smallest,indomain_interval,time,90.0,170.0
8,5,smallest,indomain_max,time,100.0,170.0
8,5,smallest,indomain_min,time,100.0,170.0
8,5,smallest,indomain_reverse_split,time,100.0,170.0
8,5,smallest,indomain_split,time,90.0,170.0
8,5,smallest,indomain_split_random,time,100.0,170.0
8,5,smallest,outdomain_max,time,100.0,170.0
8,5,smallest,outdomain_median,time,100.0,170.0
8,5,smallest,outdomain_min,time,100.0,170.0
8,5,smallest,outdomain_random,time,100.0,170.0
8,6,anti_first_fail,indomain,time,110.0,160.0
8,6,anti_first_fail,indomain_interval,time,100.0,160.0
8,6,anti_first_fail,indomain_max,time,90.0,160.0
8,6,anti_first_fail,indomain_min,time,100.0,160.0
8,6,anti_first_fail,indomain_reverse_split,time,90.0,150.0
8,6,anti_first_fail,indomain_split,time,100.0,150.0
8,6,anti_first_fail,indomain_split_random,time,100.0,160.0
8,6,anti_first_fail,outdomain_max,time,100.0,150.0
8,6,anti_first_fail,outdomain_median,time,100.0,160.0
8,6,anti_first_fail,outdomain_min,time,100.0,160.0
8,6,anti_first_fail,outdomain_random,time,100.0,160.0
8,6,dom_w_deg,indomain,time,100.0,160.0
8,6,dom_w_deg,indomain_interval,time,100.0,160.0
8,6,dom_w_deg,indomain_max,time,90.0,150.0
8,6,dom_w_deg,indomain_min,time,100.0,150.0
8,6,dom_w_deg,indomain_reverse_split,time,90.0,160.0
8,6,dom_w_deg,indomain_split,time,100.0,160.0
8,6,dom_w_deg,indomain_split_random,time,100.0,160.0
8,6,dom_w_deg,outdomain_max,time,100.0,160.0
8,6,dom_w_deg,outdomain_median,time,100.0,160.0
8,6,dom_w_deg,outdomain_min,time,100.0,160.0
8,6,dom_w_deg,outdomain_random,time,100.0,150.0
8,6,first_fail,indomain,time,100.0,150.0
8,6,first_fail,indomain_interval,time,100.0,160.0
8,6,first_fail,indomain_max,time,100.0,160.0
8,6,first_fail,indomain_min,time,100.0,160.0
8,6,first_fail,indomain_reverse_split,time,100.0,160.0
8,6,first_fail,indomain_split,time,100.0,160.0
8,6,first_fail,indomain_split_random,time,100.0,160.0
8,6,first_fail,outdomain_max,time,100.0,150.0
8,6,first_fail,outdomain_median,time,100.0,150.0
8,6,first_fail,outdomain_min,time,100.0,160.0
8,6,first_fail,outdomain_random,time,100.0,160.0
8,6,impact,indomain,time,100.0,160.0
8,6,impact,indomain_interval,time,100.0,160.0
8,6,impact,indomain_max,time,90.0,160.0
8,6,impact,indomain_min,time,100.0,150.0
8,6,impact,indomain_reverse_split,time,90.0,160.0
8,6,impact,indomain_split,time,100.0,160.0
8,6,impact,indomain_split_random,time,100.0,150.0
8,6,impact,outdomain_max,time,100.0,160.0
8,6,impact,outdomain_median,time,100.0,150.0
8,6,impact,outdomain_min,time,100.0,160.0
8,6,impact,outdomain_random,time,100.0,160.0
8,6,input_order,indomain,time,100.0,160.0
8,6,input_order,indomain_interval,time,100.0,160.0
8,6,input_order,indomain_max,time,90.0,160.0
8,6,input_order,indomain_min,time,100.0,160.0
8,6,input_order,indomain_reverse_split,time,90.0,160.0
8,6,input_order,indomain_split,time,100.0,150.0
8,6,input_order,indomain_split_random,time,100.0,160.0
8,6,input_order,outdomain_max,time,100.0,160.0
8,6,input_order,outdomain_median,time,100.0,150.0
8,6,input_order,outdomain_min,time,100.0,160.0
8,6,input_order,outdomain_random,time,100.0,150.0
8,6,largest,indomain,time,110.0,160.0
8,6,largest,indomain_interval,time,100.0,160.0
8,6,largest,indomain_max,time,90.0,160.0
8,6,largest,indomain_min,time,120.0,160.0
8,6,largest,indomain_reverse_split,time,90.0,160.0
8,6,largest,indomain_split,time,100.0,160.0
8,6,largest,indomain_split_random,time,120.0,160.0
8,6,largest,outdomain_max,time,120.0,160.0
8,6,largest,outdomain_median,time,110.0,150.0
8,6,largest,outdomain_min,time,120.0,160.0
8,6,largest,outdomain_random,time,120.0,160.0
8,6,max_regret,indomain,time,100.0,150.0
8,6,max_regret,indomain_interval,time,100.0,160.0
8,6,max_regret,indomain_max,time,90.0,150.0
8,6,max_regret,indomain_min,time,100.0,160.0
8,6,max_regret,indomain_reverse_split,time,90.0,160.0
8,6,max_regret,indomain_split,time,100.0,160.0
8,6,max_regret,indomain_split_random,time,100.0,160.0
8,6,max_regret,outdomain_max,time,100.0,160.0
8,6,max_regret,outdomain_median,time,100.0,160.0
8,6,max_regret,outdomain_min,time,100.0,150.0
8,6,max_regret,outdomain_random,time,100.0,160.0
8,6,most_constrained,indomain,time,100.0,150.0
8,6,most_constrained,indomain_interval,time,100.0,160.0
8,6,most_constrained,indomain_max,time,90.0,160.0
8,6,most_constrained,indomain_min,time,100.0,160.0
8,6,most_constrained,indomain_reverse_split,time,90.0,160.0
8,6,most_constrained,indomain_split,time,100.0,150.0
8,6,most_constrained,indomain_split_random,time,100.0,150.0
8,6,most_constrained,outdomain_max,time,100.0,160.0
8,6,most_constrained,outdomain_median,time,100.0,150.0
8,6,most_constrained,outdomain_min,time,100.0,150.0
8,6,most_constrained,outdomain_random,time,100.0,160.0
8,6,occurrence,indomain,time,100.0,150.0
8,6,occurrence,indomain_interval,time,90.0,160.0
8,6,occurrence,indomain_max,time,90.0,160.0
8,6,occurrence,indomain_min,time,100.0,160.0
8,6,occurrence,indomain_reverse_split,time,90.0,160.0
8,6,occurrence,indomain_split,time,100.0,160.0
8,6,occurrence,indomain_split_random,time,100.0,160.0
8,6,occurrence,outdomain_max,time,100.0,160.0
8,6,occurrence,outdomain_median,time,100.0,160.0
8,6,occurrence,outdomain_min,time,100.0,160.0
8,6,occurrence,outdomain_random,time,100.0,160.0
8,6,smallest,indomain,time,100.0,150.0
8,6,smallest,indomain_interval,time,90.0,160.0
8,6,smallest,indomain_max,time,90.0,150.0
8,6,smallest,indomain_min,time,100.0,150.0
8,6,smallest,indomain_reverse_split,time,90.0,150.0
8,6,smallest,indomain_split,time,90.0,160.0
8,6,smallest,indomain_split_random,time,90.0,160.0
8,6,smallest,outdomain_max,time,90.0,160.0
8,6,smallest,outdomain_median,time,90.0,160.0
8,6,smallest,outdomain_min,time,90.0,150.0
8,6,smallest,outdomain_random,time,90.0,160.0
8,7,anti_first_fail,indomain,time,90.0,150.0
8,7,anti_first_fail,indomain_interval,time,90.0,150.0
8,7,anti_first_fail,indomain_max,time,100.0,150.0
8,7,anti_first_fail,indomain_min,time,90.0,150.0
8,7,anti_first_fail,indomain_reverse_split,time,100.0,150.0
8,7,anti_first_fail,indomain_split,time,90.0,150.0
8,7,anti_first_fail,indomain_split_random,time,90.0,150.0
8,7,anti_first_fail,outdomain_max,time,90.0,150.0
8,7,anti_first_fail,outdomain_median,time,90.0,150.0
8,7,anti_first_fail,outdomain_min,time,90.0,150.0
8,7,anti_first_fail,outdomain_random,time,90.0,150.0
8,7,dom_w_deg,indomain,time,90.0,150.0
8,7,dom_w_deg,indomain_interval,time,90.0,150.0
8,7,dom_w_deg,indomain_max,time,100.0,150.0
8,7,dom_w_deg,indomain_min,time,90.0,150.0
8,7,dom_w_deg,indomain_reverse_split,time,100.0,150.0
8,7,dom_w_deg,indomain_split,time,90.0,150.0
8,7,dom_w_deg,indomain_split_random,time,90.0,150.0
8,7,dom_w_deg,outdomain_max,time,90.0,150.0
8,7,dom_w_deg,outdomain_median,time,90.0,150.0
8,7,dom_w_deg,outdomain_min,time,90.0,150.0
8,7,dom_w_deg,outdomain_random,time,90.0,150.0
8,7,first_fail,indomain,time,100.0,150.0
8,7,first_fail,indomain_interval,time,100.0,150.0
8,7,first_fail,indomain_max,time,100.0,150.0
8,7,first_fail,indomain_min,time,90.0,150.0
8,7,first_fail,indomain_reverse_split,time,100.0,150.0
8,7,first_fail,indomain_split,time,100.0,150.0
8,7,first_fail,indomain_split_random,time,90.0,150.0
8,7,first_fail,outdomain_max,time,90.0,150.0
8,7,first_fail,outdomain_median,time,100.0,150.0
8,7,first_fail,outdomain_min,time,100.0,150.0
8,7,first_fail,outdomain_random,time,90.0,150.0
8,7,impact,indomain,time,90.0,150.0
8,7,impact,indomain_interval,time,90.0,150.0
8,7,impact,indomain_max,time,100.0,150.0
8,7,impact,indomain_min,time,100.0,150.0
8,7,impact,indomain_reverse_split,time,90.0,150.0
8,7,impact,indomain_split,time,90.0,150.0
8,7,impact,indomain_split_random,time,90.0,150.0
8,7,impact,outdomain_max,time,90.0,150.0
8,7,impact,outdomain_median,time,90.0,150.0
8,7,impact,outdomain_min,time,90.0,150.0
8,7,impact,outdomain_random,time,90.0,150.0
8,7,input_order,indomain,time,100.0,150.0
8,7,input_order,indomain_interval,time,100.0,150.0
8,7,input_order,indomain_max,time,100.0,150.0
8,7,input_order,indomain_min,time,90.0,150.0
8,7,input_order,indomain_reverse_split,time,100.0,150.0
8,7,input_order,indomain_split,time,100.0,150.0
8,7,input_order,indomain_split_random,time,100.0,150.0
8,7,input_order,outdomain_max,time,90.0,150.0
8,7,input_order,outdomain_median,time,100.0,150.0
8,7,input_order,outdomain_min,time,100.0,150.0
8,7,input_order,outdomain_random,time,90.0,150.0
