,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Solver Run Time Ratio,Solver Run Time Ratio,Model Run Time Ratio,Model Run Time Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Initial,Modified,Gurobi,Gecode
Month,House,Variable choices,Constraint variables,Weight,,,,,,,,,
1,1,anti_first_fail,indomain_min,0,70.0,90.0,80.0,70.0,0.00016906904056668282,1.2857142857142858,0.875,1.2857142857142858,0.875
1,1,anti_first_fail,indomain_min,1000,70.0,90.0,70.0,70.0,0.000195337925106287,1.2857142857142858,1.0,1.2857142857142858,1.0
1,2,anti_first_fail,indomain_min,0,70.0,100.0,60.0,80.0,0.00019773375242948532,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,2,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,80.0,0.00022841710597276688,1.5714285714285714,1.1428571428571428,1.375,1.0
1,3,anti_first_fail,indomain_min,0,70.0,100.0,60.0,90.0,0.00017309095710515976,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,3,anti_first_fail,indomain_min,1000,70.0,120.0,70.0,90.0,0.00019993120804429054,1.7142857142857142,1.2857142857142858,1.3333333333333333,1.0
2,1,anti_first_fail,indomain_min,0,70.0,90.0,60.0,70.0,0.0001999950036406517,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
2,1,anti_first_fail,indomain_min,1000,70.0,100.0,60.0,70.0,0.00019377609714865685,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
2,2,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.00022066105157136917,1.4285714285714286,1.1428571428571428,1.25,1.0
2,2,anti_first_fail,indomain_min,1000,80.0,100.0,70.0,80.0,0.0002178400754928589,1.25,1.1428571428571428,1.25,1.1428571428571428
2,3,anti_first_fail,indomain_min,0,70.0,100.0,60.0,90.0,0.00019802013412117958,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
2,3,anti_first_fail,indomain_min,1000,70.0,120.0,60.0,90.0,0.00019394000992178917,1.7142857142857142,1.5,1.3333333333333333,1.1666666666666667
