,,,,,Gecode,OGSA
1,36,first_fail,indomain_split_random,obj,1281052.0,1281052.0
1,36,first_fail,indomain_split_random,time,120.0,0.0002928929998233798
1,37,first_fail,indomain_split_random,obj,3526210.0,2997770.0
1,37,first_fail,indomain_split_random,time,90.0,0.0003830010000456241
1,38,first_fail,indomain_split_random,obj,2223198.0,1843296.0
1,38,first_fail,indomain_split_random,time,150.0,0.0004715140003099805
1,39,first_fail,indomain_split_random,obj,1107180.0,1042530.0
1,39,first_fail,indomain_split_random,time,100.0,0.0003425309996600845
1,40,first_fail,indomain_split_random,obj,1582400.0,1582400.0
1,40,first_fail,indomain_split_random,time,100.0,0.0003811919996223878
1,41,first_fail,indomain_split_random,obj,2964940.0,2857030.0
1,41,first_fail,indomain_split_random,time,90.0,0.0002961330001198803
1,42,first_fail,indomain_split_random,obj,811304.0,811304.0
1,42,first_fail,indomain_split_random,time,100.0,0.00024273500002891524
1,43,first_fail,indomain_split_random,obj,1616361.0,1289177.0
1,43,first_fail,indomain_split_random,time,90.0,0.0003459959998508566
1,44,first_fail,indomain_split_random,obj,1008543.0,288491.0
1,44,first_fail,indomain_split_random,time,110.0,0.0004365459999462473
1,45,first_fail,indomain_split_random,obj,1007660.0,1007660.0
1,45,first_fail,indomain_split_random,time,100.0,0.00023981899994396372
1,46,first_fail,indomain_split_random,obj,849319.0,655861.0
1,46,first_fail,indomain_split_random,time,100.0,0.0003111039995928877
1,47,first_fail,indomain_split_random,obj,1017830.0,1017830.0
1,47,first_fail,indomain_split_random,time,90.0,0.0003170359996147454
1,48,first_fail,indomain_split_random,obj,1645840.0,1576190.0
1,48,first_fail,indomain_split_random,time,120.0,0.00029213200014055474
1,49,first_fail,indomain_split_random,obj,563370.0,555920.0
1,49,first_fail,indomain_split_random,time,90.0,0.00038851699991937494
1,50,first_fail,indomain_split_random,obj,212791.0,212791.0
1,50,first_fail,indomain_split_random,time,80.0,0.000308708999909868
1,51,first_fail,indomain_split_random,obj,1253696.0,936274.0
1,51,first_fail,indomain_split_random,time,90.0,0.0003383610001037596
1,52,first_fail,indomain_split_random,obj,934991.0,934991.0
1,52,first_fail,indomain_split_random,time,90.0,0.000289995999992243
1,53,first_fail,indomain_split_random,obj,2170924.0,2102100.0
1,53,first_fail,indomain_split_random,time,90.0,0.00038531999962287955
1,54,first_fail,indomain_split_random,obj,672935.0,269800.0
1,54,first_fail,indomain_split_random,time,90.0,0.000587906999498955
1,55,first_fail,indomain_split_random,obj,265211.0,189266.0
1,55,first_fail,indomain_split_random,time,100.0,0.00039249000019481173
1,56,first_fail,indomain_split_random,obj,1023610.0,1023610.0
1,56,first_fail,indomain_split_random,time,100.0,0.00037132100078451913
1,57,first_fail,indomain_split_random,obj,1880070.0,1771170.0
1,57,first_fail,indomain_split_random,time,90.0,0.0004315369997129892
1,58,first_fail,indomain_split_random,obj,963910.0,866970.0
1,58,first_fail,indomain_split_random,time,90.0,0.000400688999434351
1,59,first_fail,indomain_split_random,obj,869955.0,843355.0
1,59,first_fail,indomain_split_random,time,100.0,0.00043175700011488516
1,60,first_fail,indomain_split_random,obj,552391.0,371191.0
1,60,first_fail,indomain_split_random,time,100.0,0.0003314660007163184
1,61,first_fail,indomain_split_random,obj,2343848.0,1859876.0
1,61,first_fail,indomain_split_random,time,100.0,0.00042000699977506883
1,62,first_fail,indomain_split_random,obj,546855.0,487080.0
1,62,first_fail,indomain_split_random,time,100.0,0.00028631100030906964
1,63,first_fail,indomain_split_random,obj,2133808.0,2083898.0
1,63,first_fail,indomain_split_random,time,110.0,0.000427664999733679
1,64,first_fail,indomain_split_random,obj,1621650.0,1561350.0
1,64,first_fail,indomain_split_random,time,100.0,0.00030652199984615436
1,65,first_fail,indomain_split_random,obj,1639500.0,1350000.0
1,65,first_fail,indomain_split_random,time,100.0,0.0004313509998610243
1,66,first_fail,indomain_split_random,obj,1338876.0,1147100.0
1,66,first_fail,indomain_split_random,time,110.0,0.0004497239997363067
1,67,first_fail,indomain_split_random,obj,972490.0,936994.0
1,67,first_fail,indomain_split_random,time,100.0,0.0007333779994951328
1,68,first_fail,indomain_split_random,obj,200133.0,200133.0
1,68,first_fail,indomain_split_random,time,170.0,0.0003753580003831303
1,69,first_fail,indomain_split_random,obj,564123.0,447878.0
1,69,first_fail,indomain_split_random,time,100.0,0.00033289400016656145
1,70,first_fail,indomain_split_random,obj,741232.0,590632.0
1,70,first_fail,indomain_split_random,time,100.0,0.000486079999973299
1,71,first_fail,indomain_split_random,obj,2081460.0,1747260.0
1,71,first_fail,indomain_split_random,time,110.0,0.0003902630005541141
1,72,first_fail,indomain_split_random,obj,2254410.0,2043420.0
1,72,first_fail,indomain_split_random,time,100.0,0.00043590999939624453
1,73,first_fail,indomain_split_random,obj,1320180.0,894180.0
1,73,first_fail,indomain_split_random,time,100.0,0.0007439319997502025
1,74,first_fail,indomain_split_random,obj,1330700.0,958210.0
1,74,first_fail,indomain_split_random,time,130.0,0.00042719599969132105
1,75,first_fail,indomain_split_random,obj,681409.0,349459.0
1,75,first_fail,indomain_split_random,time,110.0,0.0003049890001420863
1,76,first_fail,indomain_split_random,obj,1863940.0,1863940.0
1,76,first_fail,indomain_split_random,time,100.0,0.00031252299959305674
1,77,first_fail,indomain_split_random,obj,1148695.0,1090245.0
1,77,first_fail,indomain_split_random,time,100.0,0.00033481900027254596
1,78,first_fail,indomain_split_random,obj,2696320.0,2195920.0
1,78,first_fail,indomain_split_random,time,100.0,0.0005187420001675491
1,79,first_fail,indomain_split_random,obj,3816488.0,3752838.0
1,79,first_fail,indomain_split_random,time,100.0,0.0003429850003158208
1,80,first_fail,indomain_split_random,obj,2296292.0,2296292.0
1,80,first_fail,indomain_split_random,time,100.0,0.0003880599997501122
1,81,first_fail,indomain_split_random,obj,1468750.0,1337050.0
1,81,first_fail,indomain_split_random,time,100.0,0.000287251999907312
1,82,first_fail,indomain_split_random,obj,1173557.0,467955.0
1,82,first_fail,indomain_split_random,time,110.0,0.0002959489993372699
1,83,first_fail,indomain_split_random,obj,775762.0,695464.0
1,83,first_fail,indomain_split_random,time,110.0,0.0003755859997909283
1,84,first_fail,indomain_split_random,obj,4340405.0,3981875.0
1,84,first_fail,indomain_split_random,time,110.0,0.000309290999211953
1,85,first_fail,indomain_split_random,obj,1353930.0,1333130.0
1,85,first_fail,indomain_split_random,time,110.0,0.00031487999967794167
1,86,first_fail,indomain_split_random,obj,140340.0,140340.0
1,86,first_fail,indomain_split_random,time,110.0,0.000387962999411684
1,87,first_fail,indomain_split_random,obj,842578.0,701938.0
1,87,first_fail,indomain_split_random,time,110.0,0.0005239420006546425
1,88,first_fail,indomain_split_random,obj,148970.0,105070.0
1,88,first_fail,indomain_split_random,time,100.0,0.0002817740005411906
1,89,first_fail,indomain_split_random,obj,1337201.0,1337201.0
1,89,first_fail,indomain_split_random,time,120.0,0.0002661890002855216
1,90,first_fail,indomain_split_random,obj,641658.0,641658.0
1,90,first_fail,indomain_split_random,time,110.0,0.0002984610000567045
1,91,first_fail,indomain_split_random,obj,3196855.0,3094990.0
1,91,first_fail,indomain_split_random,time,100.0,0.0003353530000822502
1,92,first_fail,indomain_split_random,obj,869224.0,869224.0
1,92,first_fail,indomain_split_random,time,110.0,0.0004556190006042016
1,93,first_fail,indomain_split_random,obj,1259420.0,896670.0
1,93,first_fail,indomain_split_random,time,100.0,0.00033292399984929943
1,94,first_fail,indomain_split_random,obj,1371010.0,1349634.0
1,94,first_fail,indomain_split_random,time,100.0,0.0003581279997888487
1,95,first_fail,indomain_split_random,obj,2020630.0,1881370.0
1,95,first_fail,indomain_split_random,time,120.0,0.0003642210003818036
1,96,first_fail,indomain_split_random,obj,879480.0,833860.0
1,96,first_fail,indomain_split_random,time,110.0,0.0008173899996108958
1,97,first_fail,indomain_split_random,obj,553490.0,414300.0
1,97,first_fail,indomain_split_random,time,100.0,0.00032841800020833034
1,98,first_fail,indomain_split_random,obj,1902001.0,1902001.0
1,98,first_fail,indomain_split_random,time,100.0,0.00030408400016312953
1,99,first_fail,indomain_split_random,obj,1240588.0,1197328.0
1,99,first_fail,indomain_split_random,time,100.0,0.00038133300040499307
1,100,first_fail,indomain_split_random,obj,991400.0,365070.0
1,100,first_fail,indomain_split_random,time,120.0,0.0005880930002604146
2,1,first_fail,indomain_split_random,obj,652676.0,635576.0
2,1,first_fail,indomain_split_random,time,100.0,0.0004113909999432508
2,2,first_fail,indomain_split_random,obj,2511614.0,2173274.0
2,2,first_fail,indomain_split_random,time,90.0,0.0006155900000521797
2,3,first_fail,indomain_split_random,obj,2303576.0,2303576.0
2,3,first_fail,indomain_split_random,time,90.0,0.00035933500021201326
2,4,first_fail,indomain_split_random,obj,1137755.0,1137755.0
2,4,first_fail,indomain_split_random,time,90.0,0.000343882999914058
2,5,first_fail,indomain_split_random,obj,2181238.0,1392952.0
2,5,first_fail,indomain_split_random,time,90.0,0.00037881900016145664
2,6,first_fail,indomain_split_random,obj,2294958.0,2294958.0
2,6,first_fail,indomain_split_random,time,90.0,0.0004704480002146738
2,7,first_fail,indomain_split_random,obj,1482484.0,1482484.0
2,7,first_fail,indomain_split_random,time,90.0,0.00033645999974396545
2,8,first_fail,indomain_split_random,obj,2085552.0,1870177.0
2,8,first_fail,indomain_split_random,time,100.0,0.0005369460000110848
2,9,first_fail,indomain_split_random,obj,1726887.0,1706619.0
2,9,first_fail,indomain_split_random,time,90.0,0.000371874999927968
2,10,first_fail,indomain_split_random,obj,1249425.0,946485.0
2,10,first_fail,indomain_split_random,time,90.0,0.00046981800005596597
2,11,first_fail,indomain_split_random,obj,1264950.0,1263940.0
2,11,first_fail,indomain_split_random,time,90.0,0.00034253500007253024
2,12,first_fail,indomain_split_random,obj,1640356.0,1106206.0
2,12,first_fail,indomain_split_random,time,90.0,0.0007016529998509213
2,13,first_fail,indomain_split_random,obj,1077890.0,958490.0
2,13,first_fail,indomain_split_random,time,100.0,0.00037792900002386887
2,14,first_fail,indomain_split_random,obj,547818.0,449568.0
2,14,first_fail,indomain_split_random,time,90.0,0.000480740000057267
2,15,first_fail,indomain_split_random,obj,597902.0,341002.0
2,15,first_fail,indomain_split_random,time,90.0,0.00033042899985957774
2,16,first_fail,indomain_split_random,obj,3277060.0,2434060.0
2,16,first_fail,indomain_split_random,time,90.0,0.00038733800010959385
2,17,first_fail,indomain_split_random,obj,1261940.0,1159460.0
2,17,first_fail,indomain_split_random,time,90.0,0.0003346559997225995
2,18,first_fail,indomain_split_random,obj,1109144.0,1109144.0
2,18,first_fail,indomain_split_random,time,90.0,0.0002782910005407757
2,19,first_fail,indomain_split_random,obj,1759900.0,1605100.0
2,19,first_fail,indomain_split_random,time,90.0,0.00041758600036700955
2,20,first_fail,indomain_split_random,obj,757980.0,712020.0
2,20,first_fail,indomain_split_random,time,90.0,0.00043244600055913907
2,21,first_fail,indomain_split_random,obj,2021040.0,1929940.0
2,21,first_fail,indomain_split_random,time,90.0,0.00047924299997248454
2,22,first_fail,indomain_split_random,obj,640045.0,640045.0
2,22,first_fail,indomain_split_random,time,90.0,0.00033771699963836
2,23,first_fail,indomain_split_random,obj,1246090.0,625146.0
2,23,first_fail,indomain_split_random,time,90.0,0.0004263929995431681
2,24,first_fail,indomain_split_random,obj,1982910.0,1956410.0
2,24,first_fail,indomain_split_random,time,90.0,0.00037648199941031635
2,25,first_fail,indomain_split_random,obj,1120548.0,379028.0
2,25,first_fail,indomain_split_random,time,100.0,0.0004220260007059551
2,26,first_fail,indomain_split_random,obj,1374900.0,1338800.0
2,26,first_fail,indomain_split_random,time,80.0,0.0003316590000395081
2,27,first_fail,indomain_split_random,obj,1660110.0,1174510.0
2,27,first_fail,indomain_split_random,time,90.0,0.0003854929991575773
2,28,first_fail,indomain_split_random,obj,3940616.0,3284664.0
2,28,first_fail,indomain_split_random,time,90.0,0.0005788400003439165
2,29,first_fail,indomain_split_random,obj,1018860.0,737460.0
2,29,first_fail,indomain_split_random,time,90.0,0.00032577199999650475
2,30,first_fail,indomain_split_random,obj,778232.0,581088.0
2,30,first_fail,indomain_split_random,time,100.0,0.00041818800036708126
2,31,first_fail,indomain_split_random,obj,717210.0,595770.0
2,31,first_fail,indomain_split_random,time,90.0,0.00033807499949034536
2,32,first_fail,indomain_split_random,obj,2216150.0,2216150.0
2,32,first_fail,indomain_split_random,time,90.0,0.00028173400005471194
2,33,first_fail,indomain_split_random,obj,2869282.0,2529292.0
2,33,first_fail,indomain_split_random,time,90.0,0.000553405000573548
2,34,first_fail,indomain_split_random,obj,1079730.0,341030.0
2,34,first_fail,indomain_split_random,time,90.0,0.000602013000388979
2,35,first_fail,indomain_split_random,obj,1560353.0,1560353.0
2,35,first_fail,indomain_split_random,time,80.0,0.000424672000008286
2,36,first_fail,indomain_split_random,obj,1176988.0,1176988.0
2,36,first_fail,indomain_split_random,time,100.0,0.00032814299993333407
2,37,first_fail,indomain_split_random,obj,3286935.0,2620963.0
2,37,first_fail,indomain_split_random,time,100.0,0.0007282189999386901
2,38,first_fail,indomain_split_random,obj,2011088.0,1605590.0
2,38,first_fail,indomain_split_random,time,100.0,0.00037621699993906077
2,39,first_fail,indomain_split_random,obj,1017180.0,976860.0
2,39,first_fail,indomain_split_random,time,90.0,0.0003941529994335724
2,40,first_fail,indomain_split_random,obj,1507200.0,1507200.0
2,40,first_fail,indomain_split_random,time,120.0,0.00028542400013975566
2,41,first_fail,indomain_split_random,obj,2634025.0,2504965.0
2,41,first_fail,indomain_split_random,time,80.0,0.00033446599991293624
2,42,first_fail,indomain_split_random,obj,718870.0,718870.0
2,42,first_fail,indomain_split_random,time,100.0,0.0002892080001402064
2,43,first_fail,indomain_split_random,obj,1550039.0,1232797.0
2,43,first_fail,indomain_split_random,time,80.0,0.00038213900006667245
2,44,first_fail,indomain_split_random,obj,1000358.0,249590.0
2,44,first_fail,indomain_split_random,time,120.0,0.0004605270005413331
2,45,first_fail,indomain_split_random,obj,883395.0,883395.0
2,45,first_fail,indomain_split_random,time,100.0,0.00030744400010007666
2,46,first_fail,indomain_split_random,obj,723717.0,551717.0
2,46,first_fail,indomain_split_random,time,90.0,0.00033938999968086137
2,47,first_fail,indomain_split_random,obj,859990.0,859990.0
2,47,first_fail,indomain_split_random,time,90.0,0.0003779879998546676
2,48,first_fail,indomain_split_random,obj,1493770.0,1419780.0
2,48,first_fail,indomain_split_random,time,90.0,0.0003438720004851348
2,49,first_fail,indomain_split_random,obj,519870.0,509970.0
2,49,first_fail,indomain_split_random,time,90.0,0.0004997360001652851
2,50,first_fail,indomain_split_random,obj,202018.0,202018.0
2,50,first_fail,indomain_split_random,time,90.0,0.0003415040000618319
2,51,first_fail,indomain_split_random,obj,1145348.0,817582.0
2,51,first_fail,indomain_split_random,time,90.0,0.00033859500035759993
2,52,first_fail,indomain_split_random,obj,865578.0,837534.0
2,52,first_fail,indomain_split_random,time,90.0,0.00036615299995901296
2,53,first_fail,indomain_split_random,obj,2032652.0,1983560.0
2,53,first_fail,indomain_split_random,time,90.0,0.0003387509996173321
2,54,first_fail,indomain_split_random,obj,667555.0,269090.0
2,54,first_fail,indomain_split_random,time,90.0,0.0007502320004277863
2,55,first_fail,indomain_split_random,obj,204209.0,167439.0
2,55,first_fail,indomain_split_random,time,100.0,0.00043314499998814426
2,56,first_fail,indomain_split_random,obj,990630.0,990630.0
2,56,first_fail,indomain_split_random,time,90.0,0.0005073040001661866
2,57,first_fail,indomain_split_random,obj,1723680.0,1577810.0
2,57,first_fail,indomain_split_random,time,100.0,0.0004794930000571185
2,58,first_fail,indomain_split_random,obj,884444.0,761204.0
2,58,first_fail,indomain_split_random,time,80.0,0.0004958420004186337
2,59,first_fail,indomain_split_random,obj,793735.0,768435.0
2,59,first_fail,indomain_split_random,time,110.0,0.0009271799999623909
2,60,first_fail,indomain_split_random,obj,506590.0,329018.0
2,60,first_fail,indomain_split_random,time,100.0,0.0005125749994476791
2,61,first_fail,indomain_split_random,obj,2273816.0,1637396.0
2,61,first_fail,indomain_split_random,time,100.0,0.00048014299954957096
2,62,first_fail,indomain_split_random,obj,547205.0,479180.0
2,62,first_fail,indomain_split_random,time,110.0,0.00033168399932037573
2,63,first_fail,indomain_split_random,obj,2043726.0,1967697.0
2,63,first_fail,indomain_split_random,time,100.0,0.0004879710004388471
2,64,first_fail,indomain_split_random,obj,1492950.0,1444350.0
2,64,first_fail,indomain_split_random,time,100.0,0.00035846599985234207
2,65,first_fail,indomain_split_random,obj,1547600.0,1187600.0
2,65,first_fail,indomain_split_random,time,100.0,0.000863698000102886
2,66,first_fail,indomain_split_random,obj,1221736.0,1040700.0
2,66,first_fail,indomain_split_random,time,100.0,0.00045858100020268466
2,67,first_fail,indomain_split_random,obj,957546.0,911964.0
2,67,first_fail,indomain_split_random,time,110.0,0.0005560720001085429
2,68,first_fail,indomain_split_random,obj,124948.0,124948.0
2,68,first_fail,indomain_split_random,time,180.0,0.00041308600066258805
2,69,first_fail,indomain_split_random,obj,527272.0,412897.0
2,69,first_fail,indomain_split_random,time,100.0,0.00033769400033634156
2,70,first_fail,indomain_split_random,obj,711096.0,547968.0
2,70,first_fail,indomain_split_random,time,100.0,0.00033841500044218265
2,71,first_fail,indomain_split_random,obj,1932760.0,1590160.0
2,71,first_fail,indomain_split_random,time,100.0,0.00043084800017823
2,72,first_fail,indomain_split_random,obj,2221845.0,1942380.0
2,72,first_fail,indomain_split_random,time,100.0,0.00038419300017267233
2,73,first_fail,indomain_split_random,obj,1296895.0,875695.0
2,73,first_fail,indomain_split_random,time,100.0,0.0003265090008426341
2,74,first_fail,indomain_split_random,obj,1256805.0,869290.0
2,74,first_fail,indomain_split_random,time,120.0,0.00042407199998706346
2,75,first_fail,indomain_split_random,obj,654799.0,324849.0
2,75,first_fail,indomain_split_random,time,100.0,0.0007437309996021213
2,76,first_fail,indomain_split_random,obj,1702920.0,1702920.0
2,76,first_fail,indomain_split_random,time,100.0,0.00036807600008614827
2,77,first_fail,indomain_split_random,obj,1115520.0,1054540.0
2,77,first_fail,indomain_split_random,time,110.0,0.0003726779996213736
2,78,first_fail,indomain_split_random,obj,2525465.0,2135465.0
2,78,first_fail,indomain_split_random,time,100.0,0.0005619760004265117
2,79,first_fail,indomain_split_random,obj,3512002.0,3400112.0
2,79,first_fail,indomain_split_random,time,100.0,0.0003762049991564709
2,80,first_fail,indomain_split_random,obj,2281316.0,2281316.0
2,80,first_fail,indomain_split_random,time,100.0,0.0004829990002690465
2,81,first_fail,indomain_split_random,obj,1424550.0,1273100.0
2,81,first_fail,indomain_split_random,time,110.0,0.0003330790004838491
2,82,first_fail,indomain_split_random,obj,1147182.0,417539.0
2,82,first_fail,indomain_split_random,time,100.0,0.0004247169999871403
2,83,first_fail,indomain_split_random,obj,764994.0,684690.0
2,83,first_fail,indomain_split_random,time,120.0,0.0005750210002588574
2,84,first_fail,indomain_split_random,obj,4051550.0,3594485.0
2,84,first_fail,indomain_split_random,time,110.0,0.0007559099994978169
2,85,first_fail,indomain_split_random,obj,1275110.0,1221110.0
2,85,first_fail,indomain_split_random,time,100.0,0.0006376109995471779
2,86,first_fail,indomain_split_random,obj,139044.0,139044.0
2,86,first_fail,indomain_split_random,time,190.0,0.0004267920003258041
2,87,first_fail,indomain_split_random,obj,762545.0,634145.0
2,87,first_fail,indomain_split_random,time,100.0,0.000667833000079554
2,88,first_fail,indomain_split_random,obj,149500.0,107900.0
2,88,first_fail,indomain_split_random,time,100.0,0.0003334379998705117
2,89,first_fail,indomain_split_random,obj,1175827.0,1175827.0
2,89,first_fail,indomain_split_random,time,120.0,0.00030686199988849694
2,90,first_fail,indomain_split_random,obj,610321.0,610321.0
2,90,first_fail,indomain_split_random,time,100.0,0.0003550390001691994
2,91,first_fail,indomain_split_random,obj,3097280.0,2993180.0
2,91,first_fail,indomain_split_random,time,100.0,0.0006598039999516914
2,92,first_fail,indomain_split_random,obj,770463.0,770463.0
2,92,first_fail,indomain_split_random,time,100.0,0.000359193999429408
2,93,first_fail,indomain_split_random,obj,1201270.0,826870.0
2,93,first_fail,indomain_split_random,time,100.0,0.0003830350005955552
2,94,first_fail,indomain_split_random,obj,1293340.0,1249164.0
2,94,first_fail,indomain_split_random,time,100.0,0.0003859170001305756
2,95,first_fail,indomain_split_random,obj,1988830.0,1754780.0
2,95,first_fail,indomain_split_random,time,110.0,0.000567525999940699
2,96,first_fail,indomain_split_random,obj,880460.0,801680.0
2,96,first_fail,indomain_split_random,time,110.0,0.0010141299999304465
2,97,first_fail,indomain_split_random,obj,478200.0,327290.0
2,97,first_fail,indomain_split_random,time,100.0,0.0005556169999181293
2,98,first_fail,indomain_split_random,obj,1833136.0,1833136.0
2,98,first_fail,indomain_split_random,time,100.0,0.00037195200002315687
2,99,first_fail,indomain_split_random,obj,1182010.0,1137910.0
2,99,first_fail,indomain_split_random,time,100.0,0.0005281940002532792
2,100,first_fail,indomain_split_random,obj,961540.0,343540.0
2,100,first_fail,indomain_split_random,time,130.0,0.00058928599992214
3,1,first_fail,indomain_split_random,obj,619248.0,604848.0
3,1,first_fail,indomain_split_random,time,100.0,0.00041657499969005585
3,2,first_fail,indomain_split_random,obj,2423164.0,2070784.0
3,2,first_fail,indomain_split_random,time,90.0,0.0003873020000355609
3,3,first_fail,indomain_split_random,obj,2138332.0,2138332.0
3,3,first_fail,indomain_split_random,time,100.0,0.0002890189998652204
3,4,first_fail,indomain_split_random,obj,1018650.0,1018650.0
3,4,first_fail,indomain_split_random,time,80.0,0.00034621300028447877
3,5,first_fail,indomain_split_random,obj,2103660.0,1262316.0
3,5,first_fail,indomain_split_random,time,100.0,0.00040266499991048477
3,6,first_fail,indomain_split_random,obj,2239564.0,2239564.0
3,6,first_fail,indomain_split_random,time,110.0,0.0003114709998044418
3,7,first_fail,indomain_split_random,obj,1373366.0,1373366.0
3,7,first_fail,indomain_split_random,time,90.0,0.000419676000092295
3,8,first_fail,indomain_split_random,obj,1875456.0,1722081.0
3,8,first_fail,indomain_split_random,time,100.0,0.00041772699978537275
3,9,first_fail,indomain_split_random,obj,1643291.0,1631159.0
3,9,first_fail,indomain_split_random,time,90.0,0.00035421099983068416
3,10,first_fail,indomain_split_random,obj,1211490.0,912900.0
3,10,first_fail,indomain_split_random,time,90.0,0.00046672999997099396
3,11,first_fail,indomain_split_random,obj,1179795.0,1179565.0
3,11,first_fail,indomain_split_random,time,100.0,0.00040438399992126506
3,12,first_fail,indomain_split_random,obj,1418170.0,1129070.0
3,12,first_fail,indomain_split_random,time,100.0,0.0007931119998829672
3,13,first_fail,indomain_split_random,obj,955757.0,915857.0
3,13,first_fail,indomain_split_random,time,90.0,0.0003714849999596481
3,14,first_fail,indomain_split_random,obj,530154.0,424854.0
3,14,first_fail,indomain_split_random,time,80.0,0.0005160319997230545
3,15,first_fail,indomain_split_random,obj,547699.0,293199.0
3,15,first_fail,indomain_split_random,time,90.0,0.0003578369996830588
3,16,first_fail,indomain_split_random,obj,3078355.0,2241355.0
3,16,first_fail,indomain_split_random,time,90.0,0.0003893970001627167
3,17,first_fail,indomain_split_random,obj,1253535.0,1115835.0
3,17,first_fail,indomain_split_random,time,90.0,0.00032930599991232157
