,,,,,Gecode,Gecode,OGSA,Model Run Time Ratio
,,,,,Initial,Modified,Modified,Gecode
Month,House,Variable choices,Constraint variables,Weight,,,,
1,1,anti_first_fail,indomain_max,200,70.0,60.0,,1.1666666666666667
1,1,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,1,anti_first_fail,indomain_min,200,70.0,70.0,,1.0
1,1,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,1,first_fail,indomain_max,200,70.0,60.0,,1.1666666666666667
1,1,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,1,first_fail,indomain_min,200,70.0,70.0,,1.0
1,1,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,1,input_order,indomain_max,200,70.0,60.0,,1.1666666666666667
1,1,input_order,indomain_median,200,70.0,60.0,,1.1666666666666667
1,1,input_order,indomain_min,200,70.0,70.0,,1.0
1,1,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
1,1,largest,indomain_max,200,70.0,70.0,,1.0
1,1,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,1,largest,indomain_min,200,80.0,70.0,,1.1428571428571428
1,1,largest,indomain_random,200,70.0,60.0,0.0001795920543372631,1.1666666666666667
1,1,smallest,indomain_max,200,70.0,60.0,,1.1666666666666667
1,1,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,1,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
1,1,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
1,2,anti_first_fail,indomain_max,200,70.0,70.0,,1.0
1,2,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,2,anti_first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
1,2,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,2,first_fail,indomain_max,200,70.0,70.0,,1.0
1,2,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,2,first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
1,2,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,2,input_order,indomain_max,200,70.0,70.0,,1.0
1,2,input_order,indomain_median,200,70.0,60.0,,1.1666666666666667
1,2,input_order,indomain_min,200,70.0,70.0,,1.0
1,2,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
1,2,largest,indomain_max,200,70.0,70.0,,1.0
1,2,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,2,largest,indomain_min,200,70.0,60.0,,1.1666666666666667
1,2,largest,indomain_random,200,70.0,60.0,0.00022706110030412674,1.1666666666666667
1,2,smallest,indomain_max,200,70.0,70.0,,1.0
1,2,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,2,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
1,2,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
1,3,anti_first_fail,indomain_max,200,70.0,70.0,,1.0
1,3,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,3,anti_first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
1,3,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,3,first_fail,indomain_max,200,70.0,60.0,,1.1666666666666667
1,3,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
1,3,first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
1,3,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
1,3,input_order,indomain_max,200,70.0,60.0,,1.1666666666666667
1,3,input_order,indomain_median,200,70.0,60.0,,1.1666666666666667
1,3,input_order,indomain_min,200,70.0,60.0,,1.1666666666666667
1,3,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
1,3,largest,indomain_max,200,70.0,70.0,,1.0
1,3,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,3,largest,indomain_min,200,70.0,60.0,,1.1666666666666667
1,3,largest,indomain_random,200,70.0,60.0,0.00018799910321831703,1.1666666666666667
1,3,smallest,indomain_max,200,70.0,70.0,,1.0
1,3,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
1,3,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
1,3,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
2,1,anti_first_fail,indomain_max,200,70.0,70.0,,1.0
2,1,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,1,anti_first_fail,indomain_min,200,70.0,70.0,,1.0
2,1,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,1,first_fail,indomain_max,200,70.0,70.0,,1.0
2,1,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,1,first_fail,indomain_min,200,70.0,70.0,,1.0
2,1,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,1,input_order,indomain_max,200,70.0,70.0,,1.0
2,1,input_order,indomain_median,200,70.0,60.0,,1.1666666666666667
2,1,input_order,indomain_min,200,70.0,60.0,,1.1666666666666667
2,1,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
2,1,largest,indomain_max,200,70.0,70.0,,1.0
2,1,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,1,largest,indomain_min,200,70.0,70.0,,1.0
2,1,largest,indomain_random,200,70.0,60.0,0.00021160999312996864,1.1666666666666667
2,1,smallest,indomain_max,200,70.0,70.0,,1.0
2,1,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,1,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
2,1,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
2,2,anti_first_fail,indomain_max,200,70.0,70.0,,1.0
2,2,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,2,anti_first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
2,2,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,2,first_fail,indomain_max,200,70.0,70.0,,1.0
2,2,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,2,first_fail,indomain_min,200,70.0,70.0,,1.0
2,2,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,2,input_order,indomain_max,200,70.0,70.0,,1.0
2,2,input_order,indomain_median,200,70.0,60.0,,1.1666666666666667
2,2,input_order,indomain_min,200,70.0,60.0,,1.1666666666666667
2,2,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
2,2,largest,indomain_max,200,70.0,70.0,,1.0
2,2,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,2,largest,indomain_min,200,70.0,60.0,,1.1666666666666667
2,2,largest,indomain_random,200,70.0,60.0,0.0002555297687649727,1.1666666666666667
2,2,smallest,indomain_max,200,70.0,70.0,,1.0
2,2,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,2,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
2,2,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
2,3,anti_first_fail,indomain_max,200,70.0,70.0,,1.0
2,3,anti_first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,3,anti_first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
2,3,anti_first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,3,first_fail,indomain_max,200,70.0,60.0,,1.1666666666666667
2,3,first_fail,indomain_median,200,70.0,60.0,,1.1666666666666667
2,3,first_fail,indomain_min,200,70.0,60.0,,1.1666666666666667
2,3,first_fail,indomain_random,200,70.0,60.0,,1.1666666666666667
2,3,input_order,indomain_max,200,70.0,60.0,,1.1666666666666667
2,3,input_order,indomain_median,200,60.0,60.0,,1.0
2,3,input_order,indomain_min,200,70.0,60.0,,1.1666666666666667
2,3,input_order,indomain_random,200,70.0,60.0,,1.1666666666666667
2,3,largest,indomain_max,200,70.0,60.0,,1.1666666666666667
2,3,largest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,3,largest,indomain_min,200,70.0,60.0,,1.1666666666666667
2,3,largest,indomain_random,200,70.0,60.0,0.00020452821627259254,1.1666666666666667
2,3,smallest,indomain_max,200,70.0,60.0,,1.1666666666666667
2,3,smallest,indomain_median,200,70.0,60.0,,1.1666666666666667
2,3,smallest,indomain_min,200,70.0,60.0,,1.1666666666666667
2,3,smallest,indomain_random,200,70.0,60.0,,1.1666666666666667
