,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
1,7,anti_first_fail,indomain_min,time,70.0,100.0,0.0002521909773349762,,3.602728247642517e-06
1,8,anti_first_fail,indomain_min,obj,471796.0,471796.0,445996.0,481996.0,0.94531534815895
1,8,anti_first_fail,indomain_min,obj-testing,471796.0,471796.0,,,
1,8,anti_first_fail,indomain_min,time,50.0,90.0,0.00025116000324487686,,5.023200064897537e-06
1,9,anti_first_fail,indomain_min,obj,632331.0,632331.0,379155.0,1188297.0,0.599614758726047
1,9,anti_first_fail,indomain_min,obj-testing,632331.0,632331.0,,,
1,9,anti_first_fail,indomain_min,time,50.0,90.0,0.00024312292225658894,,4.862458445131778e-06
1,10,anti_first_fail,indomain_min,obj,983935.0,983935.0,983935.0,1004383.0,1.0
1,10,anti_first_fail,indomain_min,obj-testing,983935.0,983935.0,,,
1,10,anti_first_fail,indomain_min,time,60.0,80.0,0.00020653498359024525,,3.4422497265040875e-06
1,11,anti_first_fail,indomain_min,obj,1129132.0,1129132.0,1129130.0,1366730.0,0.9999982287279078
1,11,anti_first_fail,indomain_min,obj-testing,1129132.0,1129132.0,,,
1,11,anti_first_fail,indomain_min,time,50.0,80.0,0.00019564619287848473,,3.912923857569695e-06
1,12,anti_first_fail,indomain_min,obj,1422480.0,1422480.0,1422480.0,5830680.0,1.0
1,12,anti_first_fail,indomain_min,obj-testing,1422480.0,1422480.0,,,
1,12,anti_first_fail,indomain_min,time,50.0,70.0,0.00015611294656991959,,3.1222589313983917e-06
1,13,anti_first_fail,indomain_min,obj,813292.0,813292.0,813292.0,2897692.0,1.0
1,13,anti_first_fail,indomain_min,obj-testing,813292.0,813292.0,,,
1,13,anti_first_fail,indomain_min,time,60.0,80.0,0.00018965802155435085,,3.1609670259058475e-06
1,14,anti_first_fail,indomain_min,obj,635056.0,635056.0,639400.0,637887.0,1.0068403416391625
1,14,anti_first_fail,indomain_min,obj-testing,635056.0,635056.0,,,
1,14,anti_first_fail,indomain_min,time,60.0,80.0,0.00021074595861136913,,3.5124326435228188e-06
1,15,anti_first_fail,indomain_min,obj,348573.0,348573.0,348573.0,352373.0,1.0
1,15,anti_first_fail,indomain_min,obj-testing,348573.0,348573.0,,,
1,15,anti_first_fail,indomain_min,time,50.0,90.0,0.0002282988280057907,,4.5659765601158145e-06
1,16,anti_first_fail,indomain_min,obj,492436.0,492436.0,492436.0,617836.0,1.0
1,16,anti_first_fail,indomain_min,obj-testing,492436.0,492436.0,,,
1,16,anti_first_fail,indomain_min,time,60.0,80.0,0.00019118515774607658,,3.1864192957679433e-06
1,17,anti_first_fail,indomain_min,obj,743148.0,743148.0,688848.0,1477748.0,0.9269324549080399
1,17,anti_first_fail,indomain_min,obj-testing,743148.0,743148.0,,,
1,17,anti_first_fail,indomain_min,time,60.0,90.0,0.0002251998521387577,,3.753330868979295e-06
1,18,anti_first_fail,indomain_min,obj,2840000.0,2840000.0,2645200.0,13787050.0,0.9314084507042254
1,18,anti_first_fail,indomain_min,obj-testing,2840000.0,2840000.0,,,
1,18,anti_first_fail,indomain_min,time,60.0,80.0,0.00021251593716442585,,3.5419322860737642e-06
1,19,anti_first_fail,indomain_min,obj,1872150.0,1872150.0,1866750.0,2951700.0,0.9971156157359186
1,19,anti_first_fail,indomain_min,obj-testing,1872150.0,1872150.0,,,
1,19,anti_first_fail,indomain_min,time,50.0,80.0,0.0002103110309690237,,4.2062206193804745e-06
1,20,anti_first_fail,indomain_min,obj,825668.0,825668.0,825668.0,2162168.0,1.0
1,20,anti_first_fail,indomain_min,obj-testing,825668.0,825668.0,,,
1,20,anti_first_fail,indomain_min,time,50.0,70.0,0.00019850791431963444,,3.970158286392689e-06
1,21,anti_first_fail,indomain_min,obj,331550.0,331550.0,260600.0,418190.0,0.7860051274317599
1,21,anti_first_fail,indomain_min,obj-testing,331550.0,331550.0,,,
1,21,anti_first_fail,indomain_min,time,50.0,80.0,0.00021044211462140083,,4.208842292428017e-06
1,22,anti_first_fail,indomain_min,obj,2433500.0,2433500.0,2433500.0,4817900.0,1.0
1,22,anti_first_fail,indomain_min,obj-testing,2433500.0,2433500.0,,,
1,22,anti_first_fail,indomain_min,time,50.0,80.0,0.00023096404038369656,,4.619280807673931e-06
1,23,anti_first_fail,indomain_min,obj,738526.0,738526.0,738526.0,744126.0,1.0
1,23,anti_first_fail,indomain_min,obj-testing,738526.0,738526.0,,,
1,23,anti_first_fail,indomain_min,time,60.0,80.0,0.00021219695918262005,,3.5366159863770007e-06
1,24,anti_first_fail,indomain_min,obj,695736.0,695736.0,635536.0,688536.0,0.9134729265123552
1,24,anti_first_fail,indomain_min,obj-testing,695736.0,695736.0,,,
1,24,anti_first_fail,indomain_min,time,70.0,80.0,0.00020696711726486683,,2.956673103783812e-06
1,25,anti_first_fail,indomain_min,obj,1492200.0,1492200.0,1492200.0,1825600.0,1.0
1,25,anti_first_fail,indomain_min,obj-testing,1492200.0,1492200.0,,,
1,25,anti_first_fail,indomain_min,time,50.0,80.0,0.00019853119738399982,,3.970623947679997e-06
1,26,anti_first_fail,indomain_min,obj,1160000.0,1160000.0,1160000.0,2542500.0,1.0
1,26,anti_first_fail,indomain_min,obj-testing,1160000.0,1160000.0,,,
1,26,anti_first_fail,indomain_min,time,60.0,90.0,0.00022250600159168243,,3.708433359861374e-06
1,27,anti_first_fail,indomain_min,obj,2558240.0,2558240.0,2558240.0,8692340.0,1.0
1,27,anti_first_fail,indomain_min,obj-testing,2558240.0,2558240.0,,,
1,27,anti_first_fail,indomain_min,time,50.0,70.0,0.00016256910748779774,,3.2513821497559547e-06
1,28,anti_first_fail,indomain_min,obj,305245.0,305245.0,303075.0,475040.0,0.9928909564448231
1,28,anti_first_fail,indomain_min,obj-testing,305245.0,305245.0,,,
1,28,anti_first_fail,indomain_min,time,50.0,80.0,0.00020863418467342854,,4.172683693468571e-06
1,29,anti_first_fail,indomain_min,obj,1480138.0,1480138.0,1160210.0,1339974.0,0.7838525867182654
1,29,anti_first_fail,indomain_min,obj-testing,1480138.0,1480138.0,,,
1,29,anti_first_fail,indomain_min,time,70.0,90.0,0.00021308613941073418,,3.044087705867631e-06
1,30,anti_first_fail,indomain_min,obj,4947980.0,4947980.0,4717580.0,16086384.0,0.9534355433934656
1,30,anti_first_fail,indomain_min,obj-testing,4947980.0,4947980.0,,,
1,30,anti_first_fail,indomain_min,time,50.0,100.0,0.0002451168838888407,,4.902337677776814e-06
1,31,anti_first_fail,indomain_min,obj,426868.0,426868.0,426868.0,450568.0,1.0
1,31,anti_first_fail,indomain_min,obj-testing,426868.0,426868.0,,,
1,31,anti_first_fail,indomain_min,time,50.0,70.0,0.00016542687080800533,,3.3085374161601065e-06
1,32,anti_first_fail,indomain_min,obj,993356.0,993356.0,993356.0,1023056.0,1.0
1,32,anti_first_fail,indomain_min,obj-testing,993356.0,993356.0,,,
1,32,anti_first_fail,indomain_min,time,50.0,70.0,0.0001916191540658474,,3.832383081316948e-06
1,33,anti_first_fail,indomain_min,obj,820020.0,820020.0,820020.0,970040.0,1.0
1,33,anti_first_fail,indomain_min,obj-testing,820020.0,820020.0,,,
1,33,anti_first_fail,indomain_min,time,60.0,70.0,0.0001861348282545805,,3.1022471375763415e-06
1,34,anti_first_fail,indomain_min,obj,895538.0,895538.0,895538.0,962468.0,1.0
1,34,anti_first_fail,indomain_min,obj-testing,895538.0,895538.0,,,
1,34,anti_first_fail,indomain_min,time,50.0,70.0,0.00015953904949128628,,3.1907809898257254e-06
1,35,anti_first_fail,indomain_min,obj,1169039.0,1169039.0,1081639.0,1155439.0,0.9252377380053189
1,35,anti_first_fail,indomain_min,obj-testing,1169039.0,1169039.0,,,
1,35,anti_first_fail,indomain_min,time,60.0,90.0,0.00023069907911121845,,3.844984651853641e-06
1,36,anti_first_fail,indomain_min,obj,1226805.0,1226805.0,1226805.0,1321090.0,1.0
1,36,anti_first_fail,indomain_min,obj-testing,1226805.0,1226805.0,,,
1,36,anti_first_fail,indomain_min,time,50.0,70.0,0.0001585960853844881,,3.171921707689762e-06
1,37,anti_first_fail,indomain_min,obj,2722400.0,2722400.0,2722400.0,18400200.0,1.0
1,37,anti_first_fail,indomain_min,obj-testing,2722400.0,2722400.0,,,
1,37,anti_first_fail,indomain_min,time,50.0,80.0,0.0002028471790254116,,4.056943580508232e-06
1,38,anti_first_fail,indomain_min,obj,1162900.0,1162900.0,1162900.0,1239170.0,1.0
1,38,anti_first_fail,indomain_min,obj-testing,1162900.0,1162900.0,,,
1,38,anti_first_fail,indomain_min,time,50.0,70.0,0.00016015092842280865,,3.203018568456173e-06
1,39,anti_first_fail,indomain_min,obj,158273.0,158273.0,158273.0,298673.0,1.0
1,39,anti_first_fail,indomain_min,obj-testing,158273.0,158273.0,,,
1,39,anti_first_fail,indomain_min,time,50.0,70.0,0.00020565977320075035,,4.113195464015007e-06
1,40,anti_first_fail,indomain_min,obj,384996.0,384996.0,188856.0,178056.0,0.4905401614562229
1,40,anti_first_fail,indomain_min,obj-testing,384996.0,384996.0,,,
1,40,anti_first_fail,indomain_min,time,60.0,100.0,0.00034756120294332504,,5.792686715722084e-06
1,41,anti_first_fail,indomain_min,obj,1814600.0,1814600.0,1814600.0,4774000.0,1.0
1,41,anti_first_fail,indomain_min,obj-testing,1814600.0,1814600.0,,,
1,41,anti_first_fail,indomain_min,time,60.0,80.0,0.00015945895574986935,,2.6576492624978224e-06
1,42,anti_first_fail,indomain_min,obj,1574545.0,1574545.0,1382245.0,3119245.0,0.8778694797544687
1,42,anti_first_fail,indomain_min,obj-testing,1574545.0,1574545.0,,,
1,42,anti_first_fail,indomain_min,time,60.0,100.0,0.0002867600414901972,,4.779334024836619e-06
1,43,anti_first_fail,indomain_min,obj,801795.0,801795.0,801795.0,4981295.0,1.0
1,43,anti_first_fail,indomain_min,obj-testing,801795.0,801795.0,,,
1,43,anti_first_fail,indomain_min,time,60.0,80.0,0.000214356929063797,,3.5726154843966166e-06
1,44,anti_first_fail,indomain_min,obj,238360.0,238360.0,238360.0,238540.0,1.0
1,44,anti_first_fail,indomain_min,obj-testing,238360.0,238360.0,,,
1,44,anti_first_fail,indomain_min,time,50.0,90.0,0.0002330029383301735,,4.66005876660347e-06
1,45,anti_first_fail,indomain_min,obj,4189600.0,4189600.0,4189600.0,4461200.0,1.0
1,45,anti_first_fail,indomain_min,obj-testing,4189600.0,4189600.0,,,
1,45,anti_first_fail,indomain_min,time,60.0,70.0,0.0001596510410308838,,2.660850683848063e-06
1,46,anti_first_fail,indomain_min,obj,993420.0,993420.0,993420.0,1638220.0,1.0
1,46,anti_first_fail,indomain_min,obj-testing,993420.0,993420.0,,,
1,46,anti_first_fail,indomain_min,time,60.0,70.0,0.0002059729304164648,,3.432882173607747e-06
1,47,anti_first_fail,indomain_min,obj,1178350.0,1178350.0,1178350.0,5346650.0,1.0
1,47,anti_first_fail,indomain_min,obj-testing,1178350.0,1178350.0,,,
1,47,anti_first_fail,indomain_min,time,60.0,80.0,0.00018961308524012566,,3.1602180873354275e-06
1,48,anti_first_fail,indomain_min,obj,4278975.0,4278975.0,4278975.0,6925455.0,1.0
1,48,anti_first_fail,indomain_min,obj-testing,4278975.0,4278975.0,,,
1,48,anti_first_fail,indomain_min,time,60.0,70.0,0.00016497704200446606,,2.749617366741101e-06
1,49,anti_first_fail,indomain_min,obj,621120.0,621120.0,621120.0,759720.0,1.0
1,49,anti_first_fail,indomain_min,obj-testing,621120.0,621120.0,,,
1,49,anti_first_fail,indomain_min,time,60.0,80.0,0.00021081999875605106,,3.5136666459341845e-06
1,50,anti_first_fail,indomain_min,obj,1871712.0,1871712.0,1853212.0,2480012.0,0.9901160007522525
1,50,anti_first_fail,indomain_min,obj-testing,1871712.0,1871712.0,,,
1,50,anti_first_fail,indomain_min,time,60.0,90.0,0.00023553799837827682,,3.925633306304614e-06
2,1,anti_first_fail,indomain_min,obj,1560210.0,1560210.0,1555210.0,2251310.0,0.9967953031963646
2,1,anti_first_fail,indomain_min,obj-testing,1560210.0,1560210.0,,,
2,1,anti_first_fail,indomain_min,time,60.0,80.0,0.00023378594778478146,,3.896432463079691e-06
2,2,anti_first_fail,indomain_min,obj,1230250.0,1230250.0,1205050.0,2703150.0,0.9795163584637269
2,2,anti_first_fail,indomain_min,obj-testing,1230250.0,1230250.0,,,
2,2,anti_first_fail,indomain_min,time,60.0,80.0,0.0002360478974878788,,3.93413162479798e-06
2,3,anti_first_fail,indomain_min,obj,1241800.0,1241800.0,1160800.0,1476100.0,0.9347721050088581
2,3,anti_first_fail,indomain_min,obj-testing,1241800.0,1241800.0,,,
2,3,anti_first_fail,indomain_min,time,60.0,80.0,0.00023506814613938332,,3.917802435656388e-06
2,4,anti_first_fail,indomain_min,obj,288048.0,288048.0,149048.0,149048.0,0.5174415375215242
2,4,anti_first_fail,indomain_min,obj-testing,288048.0,288048.0,,,
2,4,anti_first_fail,indomain_min,time,50.0,90.0,0.00025835586711764336,,5.167117342352867e-06
2,5,anti_first_fail,indomain_min,obj,1415651.0,1415651.0,1415651.0,1816251.0,1.0
2,5,anti_first_fail,indomain_min,obj-testing,1415651.0,1415651.0,,,
2,5,anti_first_fail,indomain_min,time,60.0,70.0,0.000184549018740654,,3.0758169790108997e-06
2,6,anti_first_fail,indomain_min,obj,1044400.0,1044400.0,964000.0,1275700.0,0.92301800076599
2,6,anti_first_fail,indomain_min,obj-testing,1044400.0,1044400.0,,,
2,6,anti_first_fail,indomain_min,time,60.0,80.0,0.0002221129834651947,,3.701883057753245e-06
2,7,anti_first_fail,indomain_min,obj,1833332.0,1833332.0,1207772.0,1446032.0,0.658785206389241
2,7,anti_first_fail,indomain_min,obj-testing,1833332.0,1833332.0,,,
2,7,anti_first_fail,indomain_min,time,60.0,110.0,0.00027082511223852634,,4.513751870642106e-06
2,8,anti_first_fail,indomain_min,obj,450815.0,450815.0,409703.0,466703.0,0.9088051639807904
2,8,anti_first_fail,indomain_min,obj-testing,450815.0,450815.0,,,
2,8,anti_first_fail,indomain_min,time,60.0,90.0,0.0002648530062288046,,4.414216770480077e-06
2,9,anti_first_fail,indomain_min,obj,620335.0,620335.0,368567.0,496857.0,0.5941418749546616
2,9,anti_first_fail,indomain_min,obj-testing,620335.0,620335.0,,,
2,9,anti_first_fail,indomain_min,time,50.0,90.0,0.00026039406657218933,,5.207881331443787e-06
2,10,anti_first_fail,indomain_min,obj,928709.0,928709.0,928709.0,971309.0,1.0
2,10,anti_first_fail,indomain_min,obj-testing,928709.0,928709.0,,,
2,10,anti_first_fail,indomain_min,time,60.0,80.0,0.00022394303232431412,,3.732383872071902e-06
2,11,anti_first_fail,indomain_min,obj,1012660.0,1012660.0,1024516.0,1453258.0,1.0117077795113858
2,11,anti_first_fail,indomain_min,obj-testing,1012660.0,1012660.0,,,
2,11,anti_first_fail,indomain_min,time,50.0,80.0,0.00021482189185917377,,4.296437837183476e-06
2,12,anti_first_fail,indomain_min,obj,1234410.0,1234410.0,1234410.0,1921710.0,1.0
2,12,anti_first_fail,indomain_min,obj-testing,1234410.0,1234410.0,,,
2,12,anti_first_fail,indomain_min,time,50.0,70.0,0.0001799589954316616,,3.5991799086332323e-06
2,13,anti_first_fail,indomain_min,obj,757722.0,757722.0,757722.0,2450322.0,1.0
2,13,anti_first_fail,indomain_min,obj-testing,757722.0,757722.0,,,
2,13,anti_first_fail,indomain_min,time,50.0,80.0,0.00020265602506697178,,4.053120501339436e-06
2,14,anti_first_fail,indomain_min,obj,629344.0,629344.0,632724.0,629938.0,1.005370671683531
2,14,anti_first_fail,indomain_min,obj-testing,629344.0,629344.0,,,
2,14,anti_first_fail,indomain_min,time,50.0,100.0,0.00022606807760894299,,4.521361552178859e-06
2,15,anti_first_fail,indomain_min,obj,300167.0,300167.0,300167.0,307367.0,1.0
2,15,anti_first_fail,indomain_min,obj-testing,300167.0,300167.0,,,
2,15,anti_first_fail,indomain_min,time,50.0,80.0,0.00023989402689039707,,4.797880537807942e-06
2,16,anti_first_fail,indomain_min,obj,439008.0,439008.0,439008.0,601908.0,1.0
2,16,anti_first_fail,indomain_min,obj-testing,439008.0,439008.0,,,
2,16,anti_first_fail,indomain_min,time,60.0,80.0,0.00021316413767635822,,3.5527356279393037e-06
2,17,anti_first_fail,indomain_min,obj,624310.0,624310.0,570610.0,866860.0,0.9139850394835899
2,17,anti_first_fail,indomain_min,obj-testing,624310.0,624310.0,,,
2,17,anti_first_fail,indomain_min,time,60.0,90.0,0.00024254387244582176,,4.0423978740970295e-06
2,18,anti_first_fail,indomain_min,obj,2612780.0,2612780.0,2353230.0,3890730.0,0.9006613645236109
2,18,anti_first_fail,indomain_min,obj-testing,2612780.0,2612780.0,,,
2,18,anti_first_fail,indomain_min,time,50.0,80.0,0.00022920011542737484,,4.584002308547497e-06
2,19,anti_first_fail,indomain_min,obj,1691700.0,1691700.0,1677750.0,2531950.0,0.9917538570668558
2,19,anti_first_fail,indomain_min,obj-testing,1691700.0,1691700.0,,,
2,19,anti_first_fail,indomain_min,time,50.0,80.0,0.00023048301227390766,,4.609660245478153e-06
2,20,anti_first_fail,indomain_min,obj,768356.0,768356.0,768356.0,895856.0,1.0
2,20,anti_first_fail,indomain_min,obj-testing,768356.0,768356.0,,,
2,20,anti_first_fail,indomain_min,time,60.0,70.0,0.00021055503748357296,,3.509250624726216e-06
2,21,anti_first_fail,indomain_min,obj,313470.0,313470.0,228400.0,289510.0,0.7286183685839155
2,21,anti_first_fail,indomain_min,obj-testing,313470.0,313470.0,,,
2,21,anti_first_fail,indomain_min,time,50.0,80.0,0.00022758007980883121,,4.551601596176624e-06
2,22,anti_first_fail,indomain_min,obj,2278300.0,2278300.0,2278300.0,5536400.0,1.0
2,22,anti_first_fail,indomain_min,obj-testing,2278300.0,2278300.0,,,
2,22,anti_first_fail,indomain_min,time,50.0,80.0,0.0002565381582826376,,5.130763165652752e-06
2,23,anti_first_fail,indomain_min,obj,708948.0,708948.0,708948.0,713348.0,1.0
2,23,anti_first_fail,indomain_min,obj-testing,708948.0,708948.0,,,
2,23,anti_first_fail,indomain_min,time,60.0,80.0,0.000226292060688138,,3.7715343448023e-06
2,24,anti_first_fail,indomain_min,obj,661616.0,661616.0,604816.0,669416.0,0.91414959734952
2,24,anti_first_fail,indomain_min,obj-testing,661616.0,661616.0,,,
2,24,anti_first_fail,indomain_min,time,60.0,80.0,0.00022559799253940582,,3.75996654232343e-06
2,25,anti_first_fail,indomain_min,obj,1362300.0,1362300.0,1362300.0,1783800.0,1.0
2,25,anti_first_fail,indomain_min,obj-testing,1362300.0,1362300.0,,,
2,25,anti_first_fail,indomain_min,time,60.0,80.0,0.00021737022325396538,,3.6228370542327564e-06
2,26,anti_first_fail,indomain_min,obj,1096870.0,1096870.0,1096870.0,1559270.0,1.0
2,26,anti_first_fail,indomain_min,obj-testing,1096870.0,1096870.0,,,
2,26,anti_first_fail,indomain_min,time,60.0,90.0,0.00023382389917969704,,3.897064986328284e-06
2,27,anti_first_fail,indomain_min,obj,2449120.0,2449120.0,2449120.0,3900720.0,1.0
2,27,anti_first_fail,indomain_min,obj-testing,2449120.0,2449120.0,,,
2,27,anti_first_fail,indomain_min,time,50.0,70.0,0.00018127006478607655,,3.625401295721531e-06
2,28,anti_first_fail,indomain_min,obj,294435.0,294435.0,294310.0,336080.0,0.9995754580807309
2,28,anti_first_fail,indomain_min,obj-testing,294435.0,294435.0,,,
2,28,anti_first_fail,indomain_min,time,50.0,80.0,0.00022903410717844963,,4.580682143568993e-06
2,29,anti_first_fail,indomain_min,obj,1420018.0,1420018.0,1091890.0,1341666.0,0.7689268727579509
2,29,anti_first_fail,indomain_min,obj-testing,1420018.0,1420018.0,,,
2,29,anti_first_fail,indomain_min,time,80.0,90.0,0.0002324860543012619,,2.9060756787657738e-06
2,30,anti_first_fail,indomain_min,obj,4493820.0,4493820.0,4211404.0,8572908.0,0.9371545811803766
2,30,anti_first_fail,indomain_min,obj-testing,4493820.0,4493820.0,,,
2,30,anti_first_fail,indomain_min,time,50.0,90.0,0.0002590371295809746,,5.180742591619491e-06
2,31,anti_first_fail,indomain_min,obj,408920.0,408920.0,408920.0,474920.0,1.0
2,31,anti_first_fail,indomain_min,obj-testing,408920.0,408920.0,,,
2,31,anti_first_fail,indomain_min,time,50.0,70.0,0.00018094596453011036,,3.618919290602207e-06
2,32,anti_first_fail,indomain_min,obj,976850.0,976850.0,976850.0,993950.0,1.0
2,32,anti_first_fail,indomain_min,obj-testing,976850.0,976850.0,,,
2,32,anti_first_fail,indomain_min,time,50.0,70.0,0.0002061899285763502,,4.123798571527005e-06
2,33,anti_first_fail,indomain_min,obj,742890.0,742890.0,742890.0,777580.0,1.0
2,33,anti_first_fail,indomain_min,obj-testing,742890.0,742890.0,,,
2,33,anti_first_fail,indomain_min,time,60.0,80.0,0.00020868307910859585,,3.4780513184765975e-06
2,34,anti_first_fail,indomain_min,obj,890008.0,890008.0,890008.0,985768.0,1.0
2,34,anti_first_fail,indomain_min,obj-testing,890008.0,890008.0,,,
2,34,anti_first_fail,indomain_min,time,50.0,70.0,0.00018010195344686508,,3.6020390689373015e-06
2,35,anti_first_fail,indomain_min,obj,1081991.0,1081991.0,1006391.0,1170191.0,0.930128808834824
2,35,anti_first_fail,indomain_min,obj-testing,1081991.0,1081991.0,,,
2,35,anti_first_fail,indomain_min,time,60.0,90.0,0.00024758605286478996,,4.126434214413166e-06
2,36,anti_first_fail,indomain_min,obj,1223660.0,1223660.0,1223660.0,1288370.0,1.0
2,36,anti_first_fail,indomain_min,obj-testing,1223660.0,1223660.0,,,
2,36,anti_first_fail,indomain_min,time,50.0,70.0,0.00017861602827906609,,3.5723205655813217e-06
2,37,anti_first_fail,indomain_min,obj,2450870.0,2450870.0,2450870.0,4440270.0,1.0
2,37,anti_first_fail,indomain_min,obj-testing,2450870.0,2450870.0,,,
2,37,anti_first_fail,indomain_min,time,50.0,70.0,0.00022054393775761127,,4.410878755152226e-06
2,38,anti_first_fail,indomain_min,obj,1076530.0,1076530.0,1076530.0,1228330.0,1.0
2,38,anti_first_fail,indomain_min,obj-testing,1076530.0,1076530.0,,,
2,38,anti_first_fail,indomain_min,time,50.0,70.0,0.00018219905905425549,,3.64398118108511e-06
2,39,anti_first_fail,indomain_min,obj,138092.0,138092.0,138092.0,320492.0,1.0
2,39,anti_first_fail,indomain_min,obj-testing,138092.0,138092.0,,,
2,39,anti_first_fail,indomain_min,time,60.0,70.0,0.00022313999943435192,,3.718999990572532e-06
2,40,anti_first_fail,indomain_min,obj,379704.0,379704.0,186024.0,176484.0,0.48991846280260415
2,40,anti_first_fail,indomain_min,obj-testing,379704.0,379704.0,,,
2,40,anti_first_fail,indomain_min,time,60.0,100.0,0.00026001804508268833,,4.333634084711472e-06
2,41,anti_first_fail,indomain_min,obj,1679100.0,1679100.0,1679100.0,2684300.0,1.0
2,41,anti_first_fail,indomain_min,obj-testing,1679100.0,1679100.0,,,
2,41,anti_first_fail,indomain_min,time,60.0,70.0,0.0001793201081454754,,2.9886684690912565e-06
2,42,anti_first_fail,indomain_min,obj,1448725.0,1448725.0,1200625.0,1978375.0,0.8287459662806951
2,42,anti_first_fail,indomain_min,obj-testing,1448725.0,1448725.0,,,
2,42,anti_first_fail,indomain_min,time,60.0,100.0,0.00023904000408947468,,3.984000068157912e-06
2,43,anti_first_fail,indomain_min,obj,772300.0,772300.0,772300.0,1660800.0,1.0
2,43,anti_first_fail,indomain_min,obj-testing,772300.0,772300.0,,,
2,43,anti_first_fail,indomain_min,time,60.0,80.0,0.00023560295812785625,,3.926715968797604e-06
2,44,anti_first_fail,indomain_min,obj,215050.0,215050.0,215050.0,227890.0,1.0
2,44,anti_first_fail,indomain_min,obj-testing,215050.0,215050.0,,,
2,44,anti_first_fail,indomain_min,time,50.0,90.0,0.0002522650174796581,,5.045300349593163e-06
2,45,anti_first_fail,indomain_min,obj,4098000.0,4098000.0,4098000.0,4417800.0,1.0
2,45,anti_first_fail,indomain_min,obj-testing,4098000.0,4098000.0,,,
2,45,anti_first_fail,indomain_min,time,60.0,70.0,0.00017627282068133354,,2.9378803446888924e-06
2,46,anti_first_fail,indomain_min,obj,944810.0,944810.0,944810.0,1502860.0,1.0
2,46,anti_first_fail,indomain_min,obj-testing,944810.0,944810.0,,,
2,46,anti_first_fail,indomain_min,time,60.0,80.0,0.00022408482618629932,,3.7347471031049888e-06
2,47,anti_first_fail,indomain_min,obj,1032750.0,1032750.0,1032750.0,1778950.0,1.0
2,47,anti_first_fail,indomain_min,obj-testing,1032750.0,1032750.0,,,
2,47,anti_first_fail,indomain_min,time,60.0,80.0,0.00021738209761679173,,3.6230349602798623e-06
2,48,anti_first_fail,indomain_min,obj,3814152.0,3814152.0,3814152.0,5310192.0,1.0
2,48,anti_first_fail,indomain_min,obj-testing,3814152.0,3814152.0,,,
2,48,anti_first_fail,indomain_min,time,50.0,70.0,0.00018448196351528168,,3.6896392703056334e-06
2,49,anti_first_fail,indomain_min,obj,580304.0,580304.0,550904.0,727304.0,0.9493368992803772
2,49,anti_first_fail,indomain_min,obj-testing,580304.0,580304.0,,,
2,49,anti_first_fail,indomain_min,time,60.0,80.0,0.00022881897166371346,,3.8136495277285576e-06
2,50,anti_first_fail,indomain_min,obj,1779310.0,1779310.0,1706010.0,2159410.0,0.95880425558222
2,50,anti_first_fail,indomain_min,obj-testing,1779310.0,1779310.0,,,
2,50,anti_first_fail,indomain_min,time,60.0,90.0,0.0002336080651730299,,3.8934677528838314e-06
