Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
6,22,4110,4110,12000,4110,2400
7,22,3900,3900,12000,4110,2400
8,22,4110,4110,12000,4110,2400
9,22,3990,3990,12000,4110,2400
10,22,3990,3990,12000,4110,2400
11,22,3900,3900,12000,3900,2400
12,22,3900,4110,12000,4110,2400
1,23,2900,2900,12000,2900,2900
2,23,5300,5300,12000,5300,2900
3,23,5300,5300,12000,5300,2900
4,23,5300,5300,12000,5300,2900
5,23,5300,5300,12000,5300,2900
6,23,5300,5300,12000,5300,2900
7,23,5300,5300,12000,5300,2900
8,23,5300,5300,12000,5300,2900
9,23,5300,5300,12000,5300,2900
10,23,5300,5300,12000,5300,2900
11,23,5300,5300,12000,5300,2900
12,23,5300,5300,12000,5300,2900
1,24,6000,6000,30000,6000,6000
2,24,8400,6000,30000,6000,6000
3,24,6000,6000,30000,6000,6000
4,24,6000,6000,30000,6000,6000
5,24,8400,8400,30000,8400,6000
6,24,8468,8468,30000,8468,6000
7,24,8400,8400,30000,8400,6000
8,24,8400,8400,30000,8400,6000
9,24,8468,8468,30000,8468,6000
10,24,8468,8468,30000,8468,6000
11,24,6000,6000,30000,6000,6000
12,24,8400,8400,30000,8400,6000
1,25,650,650,3250,650,650
2,25,650,650,3250,650,650
3,25,650,650,3250,650,650
4,25,650,650,3250,650,650
5,25,650,650,3250,650,650
6,25,650,650,3250,650,650
7,25,650,650,3250,650,650
8,25,650,650,3250,650,650
9,25,650,650,3250,650,650
10,25,650,650,3250,650,650
11,25,650,650,3250,650,650
12,25,650,650,3250,650,650
1,26,1702,1702,8500,1700,1700
2,26,1800,1800,8500,1800,1700
3,26,1702,1702,8500,1700,1700
4,26,1700,1700,8500,1700,1700
5,26,1702,1702,8500,1700,1700
6,26,1702,1702,8500,1700,1700
7,26,1702,1702,8500,1700,1700
8,26,1702,1702,8500,1700,1700
9,26,1702,1702,8500,1700,1700
10,26,1800,1800,8500,1700,1700
11,26,1800,1800,8500,1800,1700
12,26,1702,1702,8500,1700,1700
1,27,2000,2000,5500,2200,1100
2,27,2200,2200,5500,2200,1100
3,27,2000,2000,5500,2200,1100
4,27,2200,2200,5500,2200,1100
5,27,2200,2200,5500,2200,1100
6,27,2000,2000,5500,2200,1100
7,27,2000,2000,5500,2200,1100
8,27,2200,2200,5500,2200,1100
9,27,2000,2000,5500,2200,1100
10,27,2000,2000,5500,2200,1100
11,27,2000,2000,5500,2200,1100
12,27,2000,2000,5500,2200,1100
1,28,1200,1200,6000,1200,1200
2,28,1200,1200,6000,1200,1200
3,28,1200,1200,6000,1200,1200
4,28,1200,1200,6000,1200,1200
5,28,1200,1200,6000,1200,1200
6,28,1200,1200,6000,1200,1200
7,28,1200,1200,6000,1200,1200
8,28,1200,1200,6000,1200,1200
9,28,1200,1200,6000,1200,1200
10,28,1200,1200,6000,1200,1200
11,28,1200,1200,6000,1200,1200
12,28,1200,1200,6000,1200,1200
1,29,6500,6500,17500,6500,3500
2,29,6500,6500,17500,6500,3500
3,29,6500,6500,17500,6500,3500
4,29,6500,6500,17500,6500,3500
5,29,6500,6500,17500,6500,3500
6,29,6500,6500,17500,6500,3500
7,29,6500,6500,17500,6500,3500
8,29,6500,6500,17500,6500,3500
9,29,6500,6500,17500,6500,3500
10,29,6500,6500,17500,6500,3500
11,29,6500,6500,17500,6500,3500
12,29,6500,6500,17500,6500,3500
1,30,2300,2300,6000,2372,1200
2,30,2300,2300,6000,2372,1200
3,30,2300,2300,6000,2372,1200
4,30,2300,2300,6000,2372,1200
5,30,2372,2372,6000,2372,1200
6,30,2300,2300,6000,2300,1200
7,30,2372,2372,6000,2372,1200
8,30,2300,2300,6000,2300,1200
9,30,2300,2300,6000,2300,1200
10,30,2300,2300,6000,2372,1200
11,30,2300,2300,6000,2300,1200
12,30,2300,2300,6000,3500,1200
1,31,2900,2900,8500,2900,1700
2,31,2902,2902,8500,2902,1700
3,31,2900,2900,8500,2900,1700
4,31,2900,2900,8500,2900,1700
5,31,2900,2900,8500,2900,1700
6,31,2900,2900,8500,2900,1700
7,31,2900,2900,8500,2900,1700
8,31,2900,2900,8500,2900,1700
9,31,2900,2900,8500,2900,1700
10,31,2900,2900,8500,2900,1700
11,31,1702,1702,8500,1702,1700
12,31,2900,2900,8500,2900,1700
1,32,5950,5950,25000,5950,5000
2,32,5000,5000,25000,5000,5000
3,32,5950,5950,25000,5950,5000
4,32,5950,5950,25000,5950,5000
5,32,5950,5950,25000,5950,5000
6,32,5950,5950,25000,5000,5000
7,32,5950,5950,25000,5950,5000
8,32,5950,5950,25000,5950,5000
9,32,5950,5950,25000,5000,5000
10,32,5950,5950,25000,5000,5000
11,32,5950,5950,25000,5950,5000
12,32,5950,5950,25000,5950,5000
1,33,7100,7100,17500,5400,4200
2,33,7100,7100,17500,4700,4200
3,33,7100,7100,17500,4700,4200
4,33,7100,7100,17500,4700,4200
5,33,7100,7100,17500,5400,4200
6,33,7100,7100,17500,5400,4200
7,33,7100,7100,17500,4700,4200
8,33,7100,7100,17500,4700,4200
9,33,7100,7100,17500,5400,4200
10,33,7100,7100,17500,5400,4200
11,33,7100,7100,17500,4700,4200
12,33,7100,7100,17500,4700,4200
1,34,1900,1900,6000,1900,1900
2,34,1900,1900,6000,1900,1900
3,34,1900,1900,6000,1900,1900
4,34,1900,1900,6000,1900,1900
5,34,1900,1900,6000,1900,1900
6,34,1200,1200,6000,1200,1900
7,34,1900,1900,6000,1900,1900
8,34,1900,1900,6000,1900,1900
9,34,1900,1900,6000,1900,1900
10,34,1900,1900,6000,1900,1900
11,34,1900,1900,6000,1900,1900
12,34,1900,1900,6000,1900,1900
1,35,4900,4900,12000,6000,2400
2,35,6000,6000,12000,2538,2400
3,35,4900,4900,12000,3800,2400
4,35,6000,6000,12000,3800,2400
5,35,6000,6000,12000,3800,2400
6,35,4900,4900,12000,3500,2400
7,35,4900,4900,12000,6000,2400
8,35,6000,6000,12000,3800,2400
9,35,4900,4900,12000,3500,2400
10,35,4900,4900,12000,3500,2400
11,35,4900,4900,12000,6000,2400
12,35,4900,4900,12000,6000,2400
1,36,1100,1110,5500,1100,1100
2,36,1110,1110,5500,1100,1100
3,36,1100,1110,5500,1100,1100
4,36,1110,1110,5500,1100,1100
5,36,1110,1110,5500,1100,1100
6,36,1110,1110,5500,1100,1100
7,36,1100,1110,5500,1100,1100
8,36,1110,1110,5500,1100,1100
9,36,1110,1110,5500,1100,1100
10,36,1110,1110,5500,1100,1100
11,36,1100,1110,5500,1100,1100
12,36,1100,1110,5500,1100,1100
1,37,6150,6150,30000,6000,6000
2,37,6000,6000,30000,6000,6000
3,37,6150,6150,30000,6000,6000
4,37,6150,6150,30000,6000,6000
5,37,6150,6150,30000,6000,6000
6,37,6150,6150,30000,6000,6000
7,37,6150,6150,30000,6000,6000
8,37,6150,6150,30000,6000,6000
9,37,6185,6185,30000,6000,6000
10,37,6150,6150,30000,6000,6000
11,37,6000,6000,30000,6000,6000
12,37,6150,6150,30000,6000,6000
1,38,2520,2570,12000,2520,2400
2,38,4150,4150,12000,4150,2400
3,38,4220,4270,12000,4270,2400
4,38,4270,4270,12000,4270,2400
5,38,4270,4270,12000,4270,2400
6,38,4270,4270,12000,4270,2400
7,38,4220,4150,12000,4270,2400
8,38,4270,4270,12000,4270,2400
9,38,4270,4270,12000,4270,2400
10,38,4270,4270,12000,4270,2400
11,38,4220,4150,12000,4220,2400
12,38,4220,4270,12000,4220,2400
1,39,2800,2800,11500,2800,2300
2,39,2800,2800,11500,2800,2300
3,39,2800,2800,11500,2800,2300
4,39,2800,2800,11500,2800,2300
5,39,2800,2800,11500,2300,2300
6,39,2800,2800,11500,2300,2300
7,39,2800,2800,11500,2300,2300
8,39,2800,2800,11500,2300,2300
9,39,2800,2800,11500,2800,2300
10,39,2800,2800,11500,2800,2300
11,39,2300,2300,11500,2300,2300
12,39,2300,2300,11500,2800,2300
1,40,1820,1700,6000,1320,1200
2,40,1530,1530,6000,1530,1200
3,40,1820,1820,6000,1320,1200
4,40,1820,1820,6000,1530,1200
5,40,1820,1820,6000,1530,1200
6,40,1820,1820,6000,1530,1200
7,40,1820,1820,6000,1320,1200
8,40,1820,1820,6000,1530,1200
9,40,1410,1410,6000,1530,1200
10,40,1820,1820,6000,1530,1200
11,40,1530,1530,6000,1530,1200
12,40,1820,1820,6000,1320,1200
1,41,900,900,4500,900,900
2,41,900,900,4500,900,900
3,41,900,900,4500,900,900
4,41,900,900,4500,900,900
5,41,900,900,4500,900,900
6,41,900,900,4500,900,900
7,41,900,900,4500,900,900
8,41,900,900,4500,900,900
9,41,900,900,4500,900,900
10,41,900,900,4500,900,900
11,41,900,900,4500,900,900
12,41,900,900,4500,900,900
1,42,2400,2400,12000,2400,3300
2,42,2400,2400,12000,2400,3300
3,42,2400,2400,12000,2400,3300
4,42,2400,2400,12000,2400,3300
5,42,3300,3300,12000,2400,3300
6,42,3300,3300,12000,2400,3300
7,42,3300,3300,12000,2400,3300
8,42,3300,3300,12000,2400,3300
9,42,3300,3300,12000,2472,3300
10,42,2400,2400,12000,2472,3300
11,42,2400,2400,12000,2400,3300
12,42,3300,3300,12000,2400,3300
1,43,5900,5900,17500,3552,3500
2,43,6900,6900,17500,4500,3500
3,43,5900,5900,17500,4552,3500
4,43,6900,6900,17500,4552,3500
5,43,6900,6900,17500,4552,3500
6,43,6900,6900,17500,4552,3500
7,43,5900,5900,17500,4552,3500
8,43,6900,6900,17500,5900,3500
9,43,6900,6900,17500,6900,3500
10,43,6900,6900,17500,4552,3500
11,43,6900,6900,17500,4552,3500
12,43,5900,5900,17500,4500,3500
1,44,8400,8400,30000,6000,6000
2,44,8475,8475,30000,6075,6000
3,44,8400,8400,30000,6000,6000
4,44,8400,8400,30000,6000,6000
5,44,8400,8400,30000,6000,6000
6,44,8400,8400,30000,7000,6000
7,44,8400,8400,30000,6000,6000
8,44,8400,8400,30000,6000,6000
9,44,8400,8400,30000,6000,6000
10,44,8400,8400,30000,6000,6000
11,44,8400,8400,30000,6000,6000
12,44,8400,8400,30000,6000,6000
1,45,2200,2200,11000,2900,2200
2,45,2900,2900,11000,2900,2200
3,45,2200,2200,11000,2200,2200
4,45,2900,2900,11000,2200,2200
5,45,2900,2900,11000,2900,2200
6,45,2200,2200,11000,2950,2200
7,45,2200,2200,11000,2250,2200
8,45,2200,2200,11000,2250,2200
9,45,2200,2200,11000,2200,2200
10,45,2200,2200,11000,2200,2200
11,45,2200,2200,11000,2200,2200
12,45,2200,2200,11000,2250,2200
1,46,4000,4005,20000,4000,4000
2,46,4005,4005,20000,4000,4000
3,46,4005,4005,20000,4000,4000
4,46,4005,4005,20000,4000,4000
5,46,4005,4005,20000,4000,4000
6,46,4005,4005,20000,4100,4000
7,46,4100,4100,20000,4100,4000
8,46,4100,4100,20000,4100,4000
9,46,4100,4100,20000,4000,4000
10,46,4005,4005,20000,4000,4000
11,46,4000,4005,20000,4000,4000
12,46,4005,4005,20000,4000,4000
1,47,5000,5000,25000,5000,5000
2,47,5030,5030,25000,5030,5000
3,47,5000,5000,25000,5000,5000
4,47,5000,5000,25000,5000,5000
5,47,5000,5000,25000,5000,5000
6,47,5000,5000,25000,5000,5000
7,47,5000,5000,25000,5000,5000
8,47,5550,5550,25000,5550,5000
9,47,5000,5000,25000,5000,5000
10,47,5000,5000,25000,5000,5000
11,47,5000,5000,25000,5000,5000
12,47,5000,5000,25000,5000,5000
1,48,4000,4000,12000,3400,2400
2,48,3400,3400,12000,3400,2400
3,48,4000,4000,12000,3400,2400
4,48,4000,3400,12000,3400,2400
5,48,4000,3400,12000,3400,2400
6,48,4000,4000,12000,3400,2400
7,48,4000,4000,12000,3400,2400
8,48,4000,3400,12000,3400,2400
9,48,4000,4000,12000,3400,2400
10,48,4000,4000,12000,3400,2400
11,48,4000,4000,12000,3400,2400
12,48,4000,4000,12000,3400,2400
1,49,2400,2400,10500,2400,2100
2,49,2400,2400,10500,2400,2100
3,49,2100,2100,10500,2100,2100
4,49,2450,2450,10500,2450,2100
5,49,2450,2450,10500,2502,2100
6,49,2450,2450,10500,2502,2100
7,49,2450,2450,10500,2502,2100
8,49,2450,2450,10500,2502,2100
9,49,2150,2150,10500,2150,2100
10,49,2150,2150,10500,2150,2100
11,49,2100,2100,10500,2100,2100
12,49,2450,2450,10500,2502,2100
1,50,2300,2300,11500,2300,2300
2,50,3500,3500,11500,3500,2300
3,50,2300,2300,11500,2300,2300
4,50,2300,2300,11500,2300,2300
5,50,3500,3500,11500,3500,2300
6,50,3500,3500,11500,3500,2300
7,50,3500,3500,11500,3500,2300
8,50,3500,3500,11500,3500,2300
9,50,3500,3500,11500,3500,2300
10,50,3575,3575,11500,3575,2300
11,50,2300,2300,11500,2300,2300
12,50,3500,3500,11500,3500,2300
1,51,6400,6500,20000,6500,4000
2,51,6500,6500,20000,6500,4000
3,51,6400,6500,20000,6500,4000
4,51,6500,6500,20000,6500,4000
5,51,6500,6500,20000,6500,4000
6,51,6500,6500,20000,6500,4000
7,51,6400,6500,20000,6400,4000
8,51,6500,6500,20000,6500,4000
9,51,6500,6500,20000,6500,4000
10,51,6500,6500,20000,6500,4000
11,51,4120,4120,20000,4120,4000
12,51,6400,6500,20000,6500,4000
1,52,1262,1262,6000,2520,1200
2,52,1320,1320,6000,2520,1200
3,52,1320,1320,6000,2520,1200
4,52,1320,1320,6000,2520,1200
5,52,2520,2520,6000,2520,1200
6,52,2520,2520,6000,2520,1200
7,52,2520,2520,6000,2520,1200
8,52,2520,2520,6000,2520,1200
9,52,1320,1320,6000,2520,1200
10,52,1320,1320,6000,2520,1200
11,52,1200,1200,6000,1320,1200
12,52,1320,1320,6000,2520,1200
1,53,5100,5100,18000,5100,3600
2,53,8700,8700,18000,8700,3600
3,53,6000,6000,18000,6000,3600
4,53,8700,8700,18000,8700,3600
5,53,8700,8700,18000,8700,3600
6,53,8700,8700,18000,8700,3600
7,53,6000,6000,18000,6000,3600
8,53,8700,8700,18000,8700,3600
9,53,8820,8820,18000,8820,3600
10,53,8700,8700,18000,8700,3600
11,53,6000,6000,18000,6000,3600
12,53,6000,6000,18000,6000,3600
1,54,5100,5100,12000,5100,2400
2,54,5700,5700,12000,5700,2400
3,54,5172,5172,12000,5172,2400
4,54,5100,5100,12000,5100,2400
5,54,5700,5700,12000,5700,2400
6,54,5100,5100,12000,5100,2400
7,54,5100,5100,12000,5100,2400
8,54,5100,5100,12000,5100,2400
9,54,5100,5100,12000,5100,2400
10,54,5700,5700,12000,5700,2400
11,54,5100,5100,12000,5100,2400
12,54,5172,5172,12000,5172,2400
1,55,3700,3700,10000,2700,2000
2,55,3700,3700,10000,2700,2000
3,55,3700,3700,10000,2700,2000
4,55,3700,3700,10000,2700,2000
5,55,3700,3700,10000,2700,2000
6,55,3700,3700,10000,2700,2000
7,55,3700,3700,10000,2700,2000
8,55,3700,3700,10000,2700,2000
9,55,3100,3100,10000,2100,2000
10,55,3700,3700,10000,2700,2000
11,55,3700,3700,10000,2700,2000
12,55,3700,3700,10000,2700,2000
1,56,1700,1700,8500,1700,1700
2,56,2400,2400,8500,1700,1700
3,56,2400,2400,8500,1700,1700
4,56,2400,2400,8500,1700,1700
5,56,2400,2400,8500,2400,1700
6,56,1700,1700,8500,1700,1700
7,56,2400,2400,8500,1700,1700
8,56,2400,2400,8500,2400,1700
9,56,1700,1700,8500,1700,1700
10,56,2400,2400,8500,2400,1700
11,56,1700,1700,8500,1700,1700
12,56,1700,1700,8500,1700,1700
1,57,2400,2400,6000,2400,1200
2,57,1200,1200,6000,1200,1200
3,57,1200,1200,6000,1200,1200
4,57,1200,1200,6000,1200,1200
5,57,1200,1200,6000,1200,1200
6,57,2400,2400,6000,2400,1200
7,57,1200,1200,6000,1200,1200
8,57,1200,1200,6000,1200,1200
9,57,2400,2400,6000,2400,1200
10,57,2400,2400,6000,2400,1200
11,57,1200,1200,6000,1200,1200
12,57,1200,1200,6000,1200,1200
1,58,3500,3500,17500,3500,3500
2,58,3500,3500,17500,3500,3500
3,58,3500,3500,17500,3500,3500
4,58,3500,3500,17500,3500,3500
5,58,3500,3500,17500,3500,3500
6,58,3500,3500,17500,3500,3500
7,58,3500,3500,17500,3500,3500
8,58,3500,3500,17500,3500,3500
9,58,3500,3500,17500,3500,3500
10,58,3500,3500,17500,3500,3500
11,58,3500,3500,17500,3500,3500
12,58,3500,3500,17500,3500,3500
1,59,1200,1200,6000,1200,1200
2,59,1750,1750,6000,1750,1200
3,59,1200,1200,6000,1200,1200
4,59,1750,1750,6000,1750,1200
5,59,2800,2800,6000,2800,1200
6,59,2220,2220,6000,2800,1200
7,59,2250,2250,6000,2800,1200
8,59,2250,2250,6000,2800,1200
9,59,1550,1550,6000,2250,1200
10,59,2250,2250,6000,2250,1200
11,59,1200,1200,6000,1200,1200
12,59,1550,1550,6000,2250,1200
1,60,9600,9600,30000,9600,6015
2,60,9600,9600,30000,9600,6015
3,60,9700,9700,30000,9700,6015
4,60,9600,9600,30000,9600,6015
5,60,9600,9600,30000,9600,6015
6,60,9700,9700,30000,9700,6015
7,60,9600,9600,30000,9600,6015
8,60,9700,9700,30000,9700,6015
9,60,9700,9700,30000,9700,6015
10,60,9700,9700,30000,9700,6015
11,60,9600,9600,30000,9600,6015
12,60,9600,9600,30000,9600,6015
1,61,6100,6100,20000,6100,4000
2,61,6100,6100,20000,6400,4000
3,61,6100,6100,20000,6100,4000
4,61,6100,6100,20000,6100,4000
5,61,6100,6100,20000,6100,4000
6,61,6100,6100,20000,6100,4000
7,61,6100,6100,20000,6100,4000
8,61,6100,6100,20000,6100,4000
9,61,6100,6100,20000,6100,4000
10,61,6100,6100,20000,4000,4000
11,61,6100,6100,20000,6100,4000
12,61,6100,6100,20000,6100,4000
1,62,2400,2400,6000,2400,2400
2,62,2400,2400,6000,2400,2400
3,62,2400,2400,6000,2400,2400
4,62,2530,2530,6000,2530,2400
5,62,2400,2400,6000,2400,2400
6,62,2400,2400,6000,2400,2400
7,62,2400,2400,6000,2400,2400
8,62,2400,2400,6000,2400,2400
9,62,2400,2400,6000,2400,2400
10,62,2400,2400,6000,2400,2400
11,62,2400,2400,6000,2400,2400
12,62,2400,2400,6000,2400,2400
1,63,6000,8200,30000,6000,6000
2,63,6000,8200,30000,8200,6000
