,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Result,,,,,,,
1,1,anti_first_fail,indomain_min,obj,2550855.0,2550855.0,2550855.0,2550855.0,2550855.0,2694315.0,1.0
1,1,anti_first_fail,indomain_min,time,80.0,100.0,80.0,80.0,0.00017598713748157024,,2.199839218519628e-06
1,2,anti_first_fail,indomain_min,obj,1541190.0,1541190.0,1541190.0,1541190.0,1541190.0,1643720.0,1.0
1,2,anti_first_fail,indomain_min,time,70.0,140.0,80.0,90.0,0.00016896193847060204,,2.1120242308825256e-06
1,3,anti_first_fail,indomain_min,obj,334236.0,334236.0,334236.0,334236.0,334236.0,403736.0,1.0
1,3,anti_first_fail,indomain_min,time,80.0,120.0,80.0,100.0,0.00026997807435691357,,3.3747259294614195e-06
1,4,anti_first_fail,indomain_min,obj,515340.0,515340.0,515340.0,515340.0,515340.0,3026580.0,1.0
1,4,anti_first_fail,indomain_min,time,80.0,110.0,70.0,90.0,0.00017683906480669975,,2.526272354381425e-06
1,5,anti_first_fail,indomain_min,obj,1495274.0,1495274.0,1495274.0,1495274.0,1517924.0,4300334.0,1.0151477254335994
1,5,anti_first_fail,indomain_min,time,80.0,130.0,90.0,100.0,0.00020183715969324112,,2.242635107702679e-06
1,6,anti_first_fail,indomain_min,obj,1883664.0,1883664.0,1883664.0,1883664.0,1898964.0,2573952.0,1.0081224677012461
1,6,anti_first_fail,indomain_min,time,80.0,140.0,80.0,120.0,0.0002073538489639759,,2.591923112049699e-06
1,7,anti_first_fail,indomain_min,obj,1038508.0,1038508.0,1038508.0,1038508.0,1038508.0,4242628.0,1.0
1,7,anti_first_fail,indomain_min,time,70.0,120.0,70.0,90.0,0.00020635314285755157,,2.9479020408221653e-06
1,8,anti_first_fail,indomain_min,obj,2441775.0,2441775.0,2441775.0,2441775.0,2519385.0,5095065.0,1.0317842553060785
1,8,anti_first_fail,indomain_min,time,80.0,120.0,70.0,100.0,0.00019589788280427456,,2.798541182918208e-06
1,9,anti_first_fail,indomain_min,obj,212376.0,212376.0,212376.0,212376.0,212376.0,237504.0,1.0
1,9,anti_first_fail,indomain_min,time,70.0,100.0,90.0,70.0,0.0001716199330985546,,1.9068881455394956e-06
1,10,anti_first_fail,indomain_min,obj,1130186.0,1130186.0,1130186.0,1130186.0,1198742.0,2128374.0,1.0606590419630044
1,10,anti_first_fail,indomain_min,time,80.0,130.0,70.0,100.0,0.00022141612134873867,,3.163087447839124e-06
1,11,anti_first_fail,indomain_min,obj,1339566.0,1339566.0,1339566.0,1339566.0,1339566.0,2742642.0,1.0
1,11,anti_first_fail,indomain_min,time,80.0,100.0,80.0,90.0,0.00021282699890434742,,2.6603374863043427e-06
1,12,anti_first_fail,indomain_min,obj,1120664.0,1120664.0,1120664.0,1120664.0,1131220.0,2560018.0,1.009419415632161
1,12,anti_first_fail,indomain_min,time,80.0,140.0,80.0,110.0,0.00018404400907456875,,2.3005501134321094e-06
1,13,anti_first_fail,indomain_min,obj,393462.0,393462.0,393462.0,393462.0,411514.0,913918.0,1.045879907081243
1,13,anti_first_fail,indomain_min,time,80.0,120.0,80.0,110.0,0.00044131791219115257,,5.516473902389407e-06
1,14,anti_first_fail,indomain_min,obj,118514.0,118514.0,118514.0,118514.0,118514.0,119804.0,1.0
1,14,anti_first_fail,indomain_min,time,80.0,110.0,80.0,90.0,0.000283228000625968,,3.5403500078245997e-06
1,15,anti_first_fail,indomain_min,obj,232146.0,232146.0,232146.0,232146.0,234586.0,274150.0,1.0105106269330508
1,15,anti_first_fail,indomain_min,time,90.0,140.0,90.0,100.0,0.00023948517628014088,,2.6609464031126762e-06
1,16,anti_first_fail,indomain_min,obj,1428430.0,1428430.0,1428430.0,1428430.0,1428430.0,3424640.0,1.0
1,16,anti_first_fail,indomain_min,time,70.0,120.0,90.0,90.0,0.00017961999401450157,,1.9957777112722395e-06
1,17,anti_first_fail,indomain_min,obj,564520.0,564520.0,564520.0,564520.0,564520.0,758424.0,1.0
1,17,anti_first_fail,indomain_min,time,80.0,110.0,80.0,80.0,0.0002042690757662058,,2.553363447077572e-06
1,18,anti_first_fail,indomain_min,obj,2107372.0,2107372.0,2107372.0,2107372.0,2114136.0,4421536.0,1.0032096848586771
1,18,anti_first_fail,indomain_min,time,90.0,140.0,80.0,100.0,0.0005637919530272484,,7.0473994128406044e-06
1,19,anti_first_fail,indomain_min,obj,462675.0,462675.0,462675.0,462675.0,541187.0,581129.0,1.169691468093154
1,19,anti_first_fail,indomain_min,time,80.0,130.0,80.0,110.0,0.00018248893320560455,,2.2811116650700567e-06
1,20,anti_first_fail,indomain_min,obj,1937430.0,1937430.0,1937430.0,1937430.0,2167545.0,2355660.0,1.118773323423298
1,20,anti_first_fail,indomain_min,time,90.0,140.0,80.0,100.0,0.0001744530163705349,,2.180662704631686e-06
1,21,anti_first_fail,indomain_min,obj,612655.0,612655.0,612655.0,612655.0,726250.0,823970.0,1.18541430331916
1,21,anti_first_fail,indomain_min,time,80.0,120.0,80.0,100.0,0.00026176590472459793,,3.2720738090574743e-06
1,22,anti_first_fail,indomain_min,obj,1359960.0,1359960.0,1359960.0,1359960.0,1359960.0,5789190.0,1.0
1,22,anti_first_fail,indomain_min,time,70.0,110.0,80.0,90.0,0.0001902529038488865,,2.378161298111081e-06
1,23,anti_first_fail,indomain_min,obj,1704655.0,1704655.0,1704655.0,1704655.0,1706740.0,1801010.0,1.001223121394065
1,23,anti_first_fail,indomain_min,time,80.0,130.0,80.0,110.0,0.00016881292685866356,,2.1101615857332947e-06
1,24,anti_first_fail,indomain_min,obj,1050198.0,1050198.0,1050198.0,1050198.0,1050198.0,7151503.0,1.0
1,24,anti_first_fail,indomain_min,time,80.0,100.0,80.0,80.0,0.0003929450176656246,,4.911812720820308e-06
1,25,anti_first_fail,indomain_min,obj,177640.0,177640.0,177640.0,177640.0,177640.0,1119525.0,1.0
1,25,anti_first_fail,indomain_min,time,80.0,130.0,80.0,100.0,0.00017438502982258797,,2.1798128727823497e-06
1,26,anti_first_fail,indomain_min,obj,727345.0,727345.0,727345.0,727345.0,727915.0,898907.0,1.000783672122583
1,26,anti_first_fail,indomain_min,time,80.0,130.0,80.0,110.0,0.00018410105258226395,,2.3012631572782994e-06
1,27,anti_first_fail,indomain_min,obj,648218.0,648218.0,648218.0,648218.0,668018.0,1463382.0,1.0305452795201615
1,27,anti_first_fail,indomain_min,time,80.0,130.0,80.0,100.0,0.00020723417401313782,,2.5904271751642225e-06
1,28,anti_first_fail,indomain_min,obj,376126.0,376126.0,376126.0,376126.0,423736.0,697794.0,1.1265799226854831
1,28,anti_first_fail,indomain_min,time,80.0,120.0,80.0,100.0,0.0001873900182545185,,2.342375228181481e-06
1,29,anti_first_fail,indomain_min,obj,1488580.0,1488580.0,1488580.0,1488580.0,1488580.0,7026910.0,1.0
1,29,anti_first_fail,indomain_min,time,80.0,110.0,80.0,80.0,0.00018685008399188519,,2.335626049898565e-06
1,30,anti_first_fail,indomain_min,obj,636918.0,636918.0,636918.0,636918.0,673790.0,1135180.0,1.057891282708292
1,30,anti_first_fail,indomain_min,time,70.0,130.0,70.0,110.0,0.0002045698929578066,,2.92242704225438e-06
1,31,anti_first_fail,indomain_min,obj,814478.0,814478.0,814478.0,814478.0,814478.0,2247038.0,1.0
1,31,anti_first_fail,indomain_min,time,80.0,100.0,80.0,80.0,0.0003729010932147503,,4.661263665184378e-06
1,32,anti_first_fail,indomain_min,obj,2211590.0,2211590.0,2211590.0,2211590.0,2211590.0,3585430.0,1.0
1,32,anti_first_fail,indomain_min,time,80.0,110.0,80.0,90.0,0.00018471106886863708,,2.3088883608579636e-06
