,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Solver Run Time Ratio,Solver Run Time Ratio,Model Run Time Ratio,Model Run Time Ratio
1,3,anti_first_fail,indomain_min,80,70.0,100.0,60.0,70.0,0.00019610393792390823,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
1,3,anti_first_fail,indomain_min,200,70.0,90.0,70.0,70.0,0.00019297609105706215,1.2857142857142858,1.0,1.2857142857142858,1.0
1,3,anti_first_fail,indomain_min,500,70.0,90.0,70.0,70.0,0.00019294209778308868,1.2857142857142858,1.0,1.2857142857142858,1.0
1,3,anti_first_fail,indomain_min,800,70.0,90.0,70.0,70.0,0.0001935809850692749,1.2857142857142858,1.0,1.2857142857142858,1.0
1,3,anti_first_fail,indomain_min,1000,70.0,90.0,70.0,70.0,0.00020132306963205338,1.2857142857142858,1.0,1.2857142857142858,1.0
1,4,anti_first_fail,indomain_min,0,70.0,90.0,70.0,70.0,0.00017377827316522598,1.2857142857142858,1.0,1.2857142857142858,1.0
1,4,anti_first_fail,indomain_min,20,70.0,90.0,70.0,80.0,0.00019245315343141556,1.2857142857142858,1.1428571428571428,1.125,1.0
1,4,anti_first_fail,indomain_min,50,70.0,90.0,60.0,70.0,0.0003598988987505436,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,4,anti_first_fail,indomain_min,80,70.0,100.0,70.0,70.0,0.00019401824101805687,1.4285714285714286,1.0,1.4285714285714286,1.0
1,4,anti_first_fail,indomain_min,200,80.0,100.0,70.0,70.0,0.00027571385726332664,1.25,1.0,1.4285714285714286,1.1428571428571428
1,4,anti_first_fail,indomain_min,500,70.0,100.0,70.0,70.0,0.00020290492102503777,1.4285714285714286,1.0,1.4285714285714286,1.0
1,4,anti_first_fail,indomain_min,800,70.0,100.0,60.0,70.0,0.00019970210269093513,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
1,4,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,70.0,0.000199940986931324,1.4285714285714286,1.0,1.4285714285714286,1.0
1,5,anti_first_fail,indomain_min,0,70.0,100.0,70.0,90.0,0.0001991228200495243,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,5,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.00022495118901133537,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,5,anti_first_fail,indomain_min,50,80.0,110.0,70.0,90.0,0.000255742110311985,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,5,anti_first_fail,indomain_min,80,70.0,140.0,70.0,90.0,0.00021947920322418213,2.0,1.2857142857142858,1.5555555555555556,1.0
1,5,anti_first_fail,indomain_min,200,80.0,110.0,70.0,90.0,0.0002212347462773323,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,5,anti_first_fail,indomain_min,500,70.0,110.0,70.0,90.0,0.0002199038863182068,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,5,anti_first_fail,indomain_min,800,80.0,110.0,70.0,90.0,0.00028541311621665955,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,5,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,90.0,0.00021882494911551476,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,6,anti_first_fail,indomain_min,0,70.0,110.0,70.0,90.0,0.00021017901599407196,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,6,anti_first_fail,indomain_min,20,70.0,110.0,60.0,100.0,0.00023809820413589478,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
1,6,anti_first_fail,indomain_min,50,70.0,110.0,70.0,90.0,0.00023412425071001053,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,6,anti_first_fail,indomain_min,80,70.0,110.0,70.0,90.0,0.00023643486201763153,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,6,anti_first_fail,indomain_min,200,70.0,110.0,70.0,90.0,0.00023257918655872345,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,6,anti_first_fail,indomain_min,500,70.0,110.0,60.0,90.0,0.00023322505876421928,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,6,anti_first_fail,indomain_min,800,70.0,110.0,60.0,90.0,0.00023530283942818642,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,6,anti_first_fail,indomain_min,1000,70.0,110.0,60.0,90.0,0.00023850193247199059,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,7,anti_first_fail,indomain_min,0,70.0,90.0,60.0,70.0,0.00017473474144935608,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,7,anti_first_fail,indomain_min,20,70.0,100.0,60.0,70.0,0.00019296910613775253,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
1,7,anti_first_fail,indomain_min,50,70.0,100.0,60.0,70.0,0.00019295187667012215,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
1,7,anti_first_fail,indomain_min,80,70.0,90.0,70.0,70.0,0.00019364524632692337,1.2857142857142858,1.0,1.2857142857142858,1.0
1,7,anti_first_fail,indomain_min,200,70.0,100.0,70.0,70.0,0.00019642198458313942,1.4285714285714286,1.0,1.4285714285714286,1.0
1,7,anti_first_fail,indomain_min,500,80.0,90.0,70.0,70.0,0.000192978885024786,1.125,1.0,1.2857142857142858,1.1428571428571428
1,7,anti_first_fail,indomain_min,800,80.0,100.0,70.0,70.0,0.0001904522068798542,1.25,1.0,1.4285714285714286,1.1428571428571428
1,7,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,70.0,0.0001941891387104988,1.4285714285714286,1.0,1.4285714285714286,1.0
1,8,anti_first_fail,indomain_min,0,70.0,100.0,60.0,90.0,0.00017834315076470375,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,8,anti_first_fail,indomain_min,20,70.0,100.0,60.0,90.0,0.00020019616931676865,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,8,anti_first_fail,indomain_min,50,70.0,110.0,60.0,90.0,0.00020993687212467194,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,8,anti_first_fail,indomain_min,80,70.0,100.0,60.0,90.0,0.00019581010565161705,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,8,anti_first_fail,indomain_min,200,70.0,100.0,70.0,90.0,0.00020038895308971405,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,8,anti_first_fail,indomain_min,500,70.0,100.0,60.0,90.0,0.00020018313080072403,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,8,anti_first_fail,indomain_min,800,70.0,100.0,60.0,80.0,0.00020108884200453758,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,8,anti_first_fail,indomain_min,1000,70.0,100.0,60.0,90.0,0.0002032383345067501,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,9,anti_first_fail,indomain_min,0,70.0,90.0,60.0,70.0,0.00020438618957996368,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,9,anti_first_fail,indomain_min,20,70.0,90.0,70.0,70.0,0.00019197305664420128,1.2857142857142858,1.0,1.2857142857142858,1.0
1,9,anti_first_fail,indomain_min,50,70.0,90.0,70.0,70.0,0.0001948089338839054,1.2857142857142858,1.0,1.2857142857142858,1.0
1,9,anti_first_fail,indomain_min,80,70.0,90.0,70.0,70.0,0.00019302591681480408,1.2857142857142858,1.0,1.2857142857142858,1.0
1,9,anti_first_fail,indomain_min,200,70.0,100.0,70.0,70.0,0.00019087688997387886,1.4285714285714286,1.0,1.4285714285714286,1.0
1,9,anti_first_fail,indomain_min,500,70.0,100.0,60.0,70.0,0.00023374799638986588,1.4285714285714286,1.1666666666666667,1.4285714285714286,1.1666666666666667
1,9,anti_first_fail,indomain_min,800,70.0,90.0,60.0,70.0,0.0003128480166196823,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,9,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,70.0,0.00019221659749746323,1.4285714285714286,1.0,1.4285714285714286,1.0
1,10,anti_first_fail,indomain_min,0,70.0,110.0,70.0,90.0,0.00018330197781324387,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,10,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.00020182598382234573,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,10,anti_first_fail,indomain_min,50,70.0,110.0,70.0,90.0,0.00020300224423408508,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,10,anti_first_fail,indomain_min,80,70.0,120.0,70.0,100.0,0.00020248722285032272,1.7142857142857142,1.4285714285714286,1.2,1.0
1,10,anti_first_fail,indomain_min,200,70.0,120.0,70.0,90.0,0.0002174130640923977,1.7142857142857142,1.2857142857142858,1.3333333333333333,1.0
1,10,anti_first_fail,indomain_min,500,80.0,110.0,70.0,90.0,0.0001994958147406578,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,10,anti_first_fail,indomain_min,800,70.0,110.0,70.0,90.0,0.00020071584731340408,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,10,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,90.0,0.0002009999006986618,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,11,anti_first_fail,indomain_min,0,70.0,100.0,70.0,90.0,0.00018589571118354797,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,11,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.0002036956138908863,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,11,anti_first_fail,indomain_min,50,70.0,110.0,70.0,90.0,0.00029627373442053795,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,11,anti_first_fail,indomain_min,80,70.0,100.0,70.0,80.0,0.0001957942731678486,1.4285714285714286,1.1428571428571428,1.25,1.0
1,11,anti_first_fail,indomain_min,200,70.0,100.0,70.0,80.0,0.00019823294132947922,1.4285714285714286,1.1428571428571428,1.25,1.0
1,11,anti_first_fail,indomain_min,500,70.0,100.0,70.0,80.0,0.00021401327103376389,1.4285714285714286,1.1428571428571428,1.25,1.0
1,11,anti_first_fail,indomain_min,800,70.0,100.0,60.0,80.0,0.00019322102889418602,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,11,anti_first_fail,indomain_min,1000,70.0,100.0,60.0,80.0,0.00019637681543827057,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,12,anti_first_fail,indomain_min,0,70.0,100.0,70.0,100.0,0.0001895017921924591,1.4285714285714286,1.4285714285714286,1.0,1.0
1,12,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.00020331703126430511,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,12,anti_first_fail,indomain_min,50,70.0,120.0,70.0,90.0,0.00020537711679935455,1.7142857142857142,1.2857142857142858,1.3333333333333333,1.0
1,12,anti_first_fail,indomain_min,80,80.0,110.0,80.0,90.0,0.00020377011969685555,1.375,1.125,1.2222222222222223,1.0
1,12,anti_first_fail,indomain_min,200,80.0,130.0,70.0,90.0,0.000210505910217762,1.625,1.2857142857142858,1.4444444444444444,1.1428571428571428
1,12,anti_first_fail,indomain_min,500,80.0,120.0,70.0,90.0,0.00020159920677542686,1.5,1.2857142857142858,1.3333333333333333,1.1428571428571428
1,12,anti_first_fail,indomain_min,800,70.0,110.0,70.0,100.0,0.0002025160938501358,1.5714285714285714,1.4285714285714286,1.1,1.0
1,12,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,90.0,0.0001994599588215351,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,13,anti_first_fail,indomain_min,0,70.0,110.0,70.0,80.0,0.00019320286810398102,1.5714285714285714,1.1428571428571428,1.375,1.0
1,13,anti_first_fail,indomain_min,20,70.0,110.0,70.0,80.0,0.00020886817947030067,1.5714285714285714,1.1428571428571428,1.375,1.0
1,13,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.0002070218324661255,1.4285714285714286,1.1428571428571428,1.25,1.0
1,13,anti_first_fail,indomain_min,80,80.0,110.0,70.0,80.0,0.0002100430428981781,1.375,1.1428571428571428,1.375,1.1428571428571428
1,13,anti_first_fail,indomain_min,200,80.0,100.0,70.0,80.0,0.00020936597138643265,1.25,1.1428571428571428,1.25,1.1428571428571428
1,13,anti_first_fail,indomain_min,500,80.0,100.0,70.0,80.0,0.00020952196791768074,1.25,1.1428571428571428,1.25,1.1428571428571428
1,13,anti_first_fail,indomain_min,800,80.0,100.0,70.0,80.0,0.0002099098637700081,1.25,1.1428571428571428,1.25,1.1428571428571428
1,13,anti_first_fail,indomain_min,1000,80.0,100.0,70.0,80.0,0.00020720390602946281,1.25,1.1428571428571428,1.25,1.1428571428571428
1,14,anti_first_fail,indomain_min,0,70.0,100.0,70.0,90.0,0.00017421599477529526,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,14,anti_first_fail,indomain_min,20,70.0,100.0,70.0,90.0,0.0001940918155014515,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,14,anti_first_fail,indomain_min,50,70.0,100.0,70.0,90.0,0.00019788462668657303,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,14,anti_first_fail,indomain_min,80,70.0,110.0,70.0,90.0,0.0001963302493095398,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,14,anti_first_fail,indomain_min,200,70.0,110.0,70.0,90.0,0.00019517960026860237,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,14,anti_first_fail,indomain_min,500,80.0,110.0,70.0,90.0,0.0001965947449207306,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,14,anti_first_fail,indomain_min,800,70.0,110.0,70.0,90.0,0.00019742408767342567,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,14,anti_first_fail,indomain_min,1000,80.0,110.0,70.0,90.0,0.00027105724439024925,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,15,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.0001699468120932579,1.4285714285714286,1.1428571428571428,1.25,1.0
1,15,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.0001953071914613247,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,15,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.00019491184502840042,1.4285714285714286,1.1428571428571428,1.25,1.0
1,15,anti_first_fail,indomain_min,80,70.0,100.0,70.0,90.0,0.00019862595945596695,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,15,anti_first_fail,indomain_min,200,70.0,100.0,70.0,90.0,0.00019314372912049294,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,15,anti_first_fail,indomain_min,500,70.0,100.0,70.0,90.0,0.0001920168288052082,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,15,anti_first_fail,indomain_min,800,70.0,100.0,70.0,90.0,0.00018906127661466599,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,15,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,90.0,0.00018996000289916992,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,16,anti_first_fail,indomain_min,0,70.0,110.0,70.0,90.0,0.00019007781520485878,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,16,anti_first_fail,indomain_min,20,70.0,110.0,70.0,90.0,0.00021510105580091476,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,16,anti_first_fail,indomain_min,50,70.0,110.0,70.0,90.0,0.00021546101197600365,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,16,anti_first_fail,indomain_min,80,70.0,110.0,70.0,100.0,0.00021613296121358871,1.5714285714285714,1.4285714285714286,1.1,1.0
1,16,anti_first_fail,indomain_min,200,70.0,110.0,70.0,90.0,0.00021316390484571457,1.5714285714285714,1.2857142857142858,1.2222222222222223,1.0
1,16,anti_first_fail,indomain_min,500,70.0,110.0,60.0,100.0,0.0002133040688931942,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
1,16,anti_first_fail,indomain_min,800,80.0,120.0,70.0,100.0,0.00021103117614984512,1.5,1.4285714285714286,1.2,1.1428571428571428
1,16,anti_first_fail,indomain_min,1000,80.0,110.0,70.0,90.0,0.00023044273257255554,1.375,1.2857142857142858,1.2222222222222223,1.1428571428571428
1,17,anti_first_fail,indomain_min,0,70.0,130.0,70.0,110.0,0.00022419681772589684,1.8571428571428572,1.5714285714285714,1.1818181818181819,1.0
1,17,anti_first_fail,indomain_min,20,70.0,130.0,70.0,110.0,0.00024966802448034286,1.8571428571428572,1.5714285714285714,1.1818181818181819,1.0
1,17,anti_first_fail,indomain_min,50,70.0,130.0,70.0,120.0,0.00024695228785276413,1.8571428571428572,1.7142857142857142,1.0833333333333333,1.0
1,17,anti_first_fail,indomain_min,80,70.0,130.0,70.0,110.0,0.00024877768009901047,1.8571428571428572,1.5714285714285714,1.1818181818181819,1.0
1,17,anti_first_fail,indomain_min,200,70.0,130.0,60.0,120.0,0.0002489900216460228,1.8571428571428572,2.0,1.0833333333333333,1.1666666666666667
1,17,anti_first_fail,indomain_min,500,80.0,120.0,80.0,110.0,0.00024329731240868568,1.5,1.375,1.0909090909090908,1.0
1,17,anti_first_fail,indomain_min,800,70.0,120.0,80.0,110.0,0.00024331780150532722,1.7142857142857142,1.375,1.0909090909090908,0.875
1,17,anti_first_fail,indomain_min,1000,70.0,120.0,80.0,110.0,0.00024322699755430222,1.7142857142857142,1.375,1.0909090909090908,0.875
1,18,anti_first_fail,indomain_min,0,70.0,90.0,70.0,70.0,0.00017937878146767616,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,20,70.0,90.0,70.0,70.0,0.0001920219510793686,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,50,70.0,90.0,70.0,70.0,0.00019305478781461716,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,80,70.0,90.0,70.0,70.0,0.00019399868324398994,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,200,70.0,90.0,70.0,70.0,0.00019107013940811157,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,500,70.0,90.0,70.0,70.0,0.00020561181008815765,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,800,70.0,90.0,70.0,70.0,0.00019316840916872025,1.2857142857142858,1.0,1.2857142857142858,1.0
1,18,anti_first_fail,indomain_min,1000,70.0,90.0,70.0,70.0,0.0001931348815560341,1.2857142857142858,1.0,1.2857142857142858,1.0
1,19,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.0001864209771156311,1.4285714285714286,1.1428571428571428,1.25,1.0
1,19,anti_first_fail,indomain_min,20,70.0,110.0,70.0,80.0,0.00020890776067972183,1.5714285714285714,1.1428571428571428,1.375,1.0
1,19,anti_first_fail,indomain_min,50,70.0,110.0,70.0,80.0,0.0002093999646604061,1.5714285714285714,1.1428571428571428,1.375,1.0
1,19,anti_first_fail,indomain_min,80,80.0,110.0,70.0,80.0,0.0002121482975780964,1.375,1.1428571428571428,1.375,1.1428571428571428
1,19,anti_first_fail,indomain_min,200,80.0,100.0,70.0,80.0,0.00021046632900834084,1.25,1.1428571428571428,1.25,1.1428571428571428
1,19,anti_first_fail,indomain_min,500,80.0,100.0,70.0,80.0,0.000208407174795866,1.25,1.1428571428571428,1.25,1.1428571428571428
1,19,anti_first_fail,indomain_min,800,80.0,100.0,70.0,80.0,0.00020645419135689735,1.25,1.1428571428571428,1.25,1.1428571428571428
1,19,anti_first_fail,indomain_min,1000,80.0,110.0,70.0,80.0,0.00020609982311725616,1.375,1.1428571428571428,1.375,1.1428571428571428
1,20,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.00018633902072906494,1.4285714285714286,1.1428571428571428,1.25,1.0
1,20,anti_first_fail,indomain_min,20,70.0,100.0,70.0,80.0,0.00020757783204317093,1.4285714285714286,1.1428571428571428,1.25,1.0
1,20,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.00020439084619283676,1.4285714285714286,1.1428571428571428,1.25,1.0
1,20,anti_first_fail,indomain_min,80,70.0,100.0,70.0,80.0,0.0002828901633620262,1.4285714285714286,1.1428571428571428,1.25,1.0
1,20,anti_first_fail,indomain_min,200,70.0,100.0,70.0,80.0,0.00020261993631720543,1.4285714285714286,1.1428571428571428,1.25,1.0
1,20,anti_first_fail,indomain_min,500,80.0,100.0,70.0,80.0,0.0002004280686378479,1.25,1.1428571428571428,1.25,1.1428571428571428
1,20,anti_first_fail,indomain_min,800,80.0,100.0,70.0,80.0,0.00020079873502254486,1.25,1.1428571428571428,1.25,1.1428571428571428
1,20,anti_first_fail,indomain_min,1000,80.0,100.0,70.0,80.0,0.0002038339152932167,1.25,1.1428571428571428,1.25,1.1428571428571428
1,21,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.00018007587641477585,1.4285714285714286,1.1428571428571428,1.25,1.0
1,21,anti_first_fail,indomain_min,20,70.0,100.0,70.0,90.0,0.0001999097876250744,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,21,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.00020052585750818253,1.4285714285714286,1.1428571428571428,1.25,1.0
1,21,anti_first_fail,indomain_min,80,70.0,100.0,70.0,80.0,0.00020077498629689217,1.4285714285714286,1.1428571428571428,1.25,1.0
1,21,anti_first_fail,indomain_min,200,80.0,100.0,70.0,80.0,0.00019997404888272285,1.25,1.1428571428571428,1.25,1.1428571428571428
1,21,anti_first_fail,indomain_min,500,80.0,110.0,70.0,80.0,0.00020613567903637886,1.375,1.1428571428571428,1.375,1.1428571428571428
1,21,anti_first_fail,indomain_min,800,80.0,110.0,70.0,80.0,0.0002053738571703434,1.375,1.1428571428571428,1.375,1.1428571428571428
1,21,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,80.0,0.00020006019622087479,1.4285714285714286,1.1428571428571428,1.25,1.0
1,22,anti_first_fail,indomain_min,0,70.0,110.0,70.0,100.0,0.0001830998808145523,1.5714285714285714,1.4285714285714286,1.1,1.0
1,22,anti_first_fail,indomain_min,20,70.0,110.0,70.0,100.0,0.0002030758187174797,1.5714285714285714,1.4285714285714286,1.1,1.0
1,22,anti_first_fail,indomain_min,50,80.0,110.0,70.0,100.0,0.00020111305639147758,1.375,1.4285714285714286,1.1,1.1428571428571428
1,22,anti_first_fail,indomain_min,80,70.0,120.0,70.0,110.0,0.00020355870947241783,1.7142857142857142,1.5714285714285714,1.0909090909090908,1.0
1,22,anti_first_fail,indomain_min,200,80.0,120.0,70.0,100.0,0.0002084178850054741,1.5,1.4285714285714286,1.2,1.1428571428571428
1,22,anti_first_fail,indomain_min,500,70.0,110.0,70.0,100.0,0.00020238198339939117,1.5714285714285714,1.4285714285714286,1.1,1.0
1,22,anti_first_fail,indomain_min,800,80.0,110.0,70.0,100.0,0.00020427117124199867,1.375,1.4285714285714286,1.1,1.1428571428571428
1,22,anti_first_fail,indomain_min,1000,80.0,110.0,70.0,100.0,0.0002009817399084568,1.375,1.4285714285714286,1.1,1.1428571428571428
1,23,anti_first_fail,indomain_min,0,70.0,100.0,70.0,80.0,0.00018431991338729858,1.4285714285714286,1.1428571428571428,1.25,1.0
1,23,anti_first_fail,indomain_min,20,80.0,100.0,70.0,90.0,0.0002076779492199421,1.25,1.2857142857142858,1.1111111111111112,1.1428571428571428
1,23,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.00021088076755404472,1.4285714285714286,1.1428571428571428,1.25,1.0
1,23,anti_first_fail,indomain_min,80,70.0,100.0,70.0,80.0,0.00020859623327851295,1.4285714285714286,1.1428571428571428,1.25,1.0
1,23,anti_first_fail,indomain_min,200,70.0,100.0,80.0,80.0,0.00020492123439908028,1.4285714285714286,1.0,1.25,0.875
1,23,anti_first_fail,indomain_min,500,70.0,100.0,70.0,80.0,0.00020917365327477455,1.4285714285714286,1.1428571428571428,1.25,1.0
1,23,anti_first_fail,indomain_min,800,90.0,110.0,70.0,80.0,0.00021197879686951637,1.2222222222222223,1.1428571428571428,1.375,1.2857142857142858
1,23,anti_first_fail,indomain_min,1000,80.0,100.0,70.0,80.0,0.00020799878984689713,1.25,1.1428571428571428,1.25,1.1428571428571428
