Month,House,Variable choices,Constraint variables,Result,OGSA,Gecode,Preferred,Ratio,OGSA,Optimised,Preferred,
10,89,anti_first_fail,indomain_min,obj,2001640,2008540,2684540,0.996564669,6250,6200,6200,1.008064516
8,77,anti_first_fail,indomain_min,obj,781360,784020,2830622,0.996607229,4930,3611,2400,1.365272778
8,22,anti_first_fail,indomain_min,obj,279994,280947,837909,0.996607901,4649,4600,2400,1.010652174
11,13,anti_first_fail,indomain_min,obj,883440,886440,1254400,0.996615676,4500,3335,3200,1.349325337
11,50,anti_first_fail,indomain_min,obj,1248120,1252320,1675650,0.996646225,5500,3500,2400,1.571428571
4,86,anti_first_fail,indomain_min,obj,1386130,1390730,2064310,0.996692385,6520,5330,4000,1.22326454
6,50,anti_first_fail,indomain_min,obj,904520,907520,2096380,0.996694288,5635,4600,2400,1.225
4,53,anti_first_fail,indomain_min,obj,1304385,1308705,2468505,0.996699027,8640,8520,6000,1.014084507
4,68,anti_first_fail,indomain_min,obj,216848,217548,359496,0.996782319,1588,1463,1200,1.085440875
11,2,anti_first_fail,indomain_min,obj,2509024,2517024,3473152,0.996821643,7172,6552,4000,1.094627595
5,91,anti_first_fail,indomain_min,obj,903668,906480,1316770,0.996897891,6000,6000,6000,1
4,97,anti_first_fail,indomain_min,obj,967450,970450,1544550,0.996908651,5150,3350,2100,1.537313433
1,35,anti_first_fail,indomain_min,obj,2201030,2207830,5463436,0.996920053,6848,5055,5000,1.354698318
8,71,anti_first_fail,indomain_min,obj,194942,195542,310778,0.996931605,2962,2312,2300,1.281141869
10,77,anti_first_fail,indomain_min,obj,1794467,1799927,2959303,0.996966544,3741,3611,2400,1.036001108
4,78,anti_first_fail,indomain_min,obj,2009900,2015900,3404600,0.997023662,10200,8700,6000,1.172413793
8,81,anti_first_fail,indomain_min,obj,67804,68004,195154,0.997058997,750,700,500,1.071428571
9,86,anti_first_fail,indomain_min,obj,1571630,1576230,2226880,0.997081644,6520,5330,4000,1.22326454
9,100,anti_first_fail,indomain_min,obj,630081,631917,926904,0.997094555,4053,3910,2400,1.03657289
9,54,anti_first_fail,indomain_min,obj,533540,535090,959110,0.997103291,3820,3630,2400,1.052341598
11,93,anti_first_fail,indomain_min,obj,1140300,1143600,1343385,0.997114376,3845,2540,2400,1.513779528
2,99,anti_first_fail,indomain_min,obj,751370,753535,1371940,0.997126875,7555,7400,5000,1.020945946
4,24,anti_first_fail,indomain_min,obj,3506848,3516748,5583468,0.997184899,9862,8762,6000,1.125542114
11,75,anti_first_fail,indomain_min,obj,4642600,4655700,6734850,0.997186245,14150,8250,6000,1.715151515
4,10,anti_first_fail,indomain_min,obj,1491800,1496000,2144500,0.997192513,8700,6600,2300,1.318181818
6,6,anti_first_fail,indomain_min,obj,272492,273240,492765,0.99726248,1127,1059,600,1.06421152
7,72,anti_first_fail,indomain_min,obj,129681,130031,364123,0.997308334,1451,1101,1000,1.317892825
10,53,anti_first_fail,indomain_min,obj,1705035,1709595,2935635,0.997332702,8640,8520,6000,1.014084507
6,82,anti_first_fail,indomain_min,obj,2282656,2288744,3862524,0.997340026,9908,8450,6000,1.172544379
9,35,anti_first_fail,indomain_min,obj,2023158,2028506,4056584,0.997363577,6848,5057,5000,1.354162547
6,8,anti_first_fail,indomain_min,obj,382272,383282,1095380,0.997364865,2580,2530,1330,1.019762846
6,81,anti_first_fail,indomain_min,obj,113708,114008,250958,0.997368606,800,700,500,1.142857143
11,91,anti_first_fail,indomain_min,obj,1259524,1262838,1588000,0.997375752,6000,6000,6000,1
9,78,anti_first_fail,indomain_min,obj,2280400,2286400,4010000,0.997375787,10200,8700,6000,1.172413793
7,54,anti_first_fail,indomain_min,obj,244080,244720,970760,0.997384766,3690,3630,2400,1.016528926
4,42,anti_first_fail,indomain_min,obj,921272,923672,1751536,0.997401675,7393,6193,4000,1.193767156
6,42,anti_first_fail,indomain_min,obj,921272,923672,2385486,0.997401675,7393,6193,4000,1.193767156
3,53,anti_first_fail,indomain_min,obj,1399005,1402605,2073525,0.997433347,8520,8520,6000,1
3,6,anti_first_fail,indomain_min,obj,291368,292116,425198,0.997439373,1123,1059,600,1.060434372
4,70,anti_first_fail,indomain_min,obj,166105,166525,293875,0.997477856,1325,1115,1000,1.188340807
6,70,anti_first_fail,indomain_min,obj,166105,166525,410575,0.997477856,1325,1115,1000,1.188340807
6,11,anti_first_fail,indomain_min,obj,1345360,1348720,1637330,0.997508749,2315,2000,2000,1.1575
9,10,anti_first_fail,indomain_min,obj,1692000,1696200,2303100,0.997523877,8700,6600,2300,1.318181818
9,82,anti_first_fail,indomain_min,obj,2587666,2593930,3375236,0.997585131,9958,8450,6000,1.178461538
8,29,anti_first_fail,indomain_min,obj,302976,303704,889600,0.997602929,3256,3200,1500,1.0175
10,2,anti_first_fail,indomain_min,obj,2420360,2425960,3674976,0.997691635,7252,6552,4000,1.106837607
9,42,anti_first_fail,indomain_min,obj,1045274,1047674,2389780,0.997709211,7393,6193,4000,1.193767156
2,21,anti_first_fail,indomain_min,obj,1451500,1454800,2220000,0.997731647,5400,4300,1500,1.255813953
9,53,anti_first_fail,indomain_min,obj,1479795,1483155,3027075,0.997734559,8640,8520,6000,1.014084507
9,70,anti_first_fail,indomain_min,obj,188435,188855,372600,0.997776072,1325,1115,1000,1.188340807
6,22,anti_first_fail,indomain_min,obj,485233,486312,1086072,0.99778126,4600,4600,2400,1
8,6,anti_first_fail,indomain_min,obj,158026,158366,371864,0.997853075,1123,1059,600,1.060434372
11,86,anti_first_fail,indomain_min,obj,1908000,1912000,2563850,0.99790795,6300,4220,4000,1.492890995
6,91,anti_first_fail,indomain_min,obj,1065782,1068002,1631590,0.997921352,6000,6000,6000,1
7,37,anti_first_fail,indomain_min,obj,168895,169245,537325,0.997931992,3095,3095,2400,1
1,53,anti_first_fail,indomain_min,obj,1623765,1627125,6404325,0.997935008,8520,8520,6000,1
3,50,anti_first_fail,indomain_min,obj,970760,972760,1432315,0.997943994,5600,4500,2400,1.244444444
6,52,anti_first_fail,indomain_min,obj,1173000,1175400,2901600,0.997958142,6000,4100,2400,1.463414634
6,29,anti_first_fail,indomain_min,obj,523504,524568,1099468,0.997971664,2956,3200,1500,0.92375
1,24,anti_first_fail,indomain_min,obj,4337060,4345860,8256384,0.997975084,9800,8762,6000,1.118466104
12,50,anti_first_fail,indomain_min,obj,988095,990095,2110030,0.997979992,5600,4500,2400,1.244444444
5,100,anti_first_fail,indomain_min,obj,437879,438737,907223,0.998044387,4053,3910,2400,1.03657289
6,77,anti_first_fail,indomain_min,obj,1344582,1347212,2822403,0.99804782,4930,3611,2400,1.365272778
5,21,anti_first_fail,indomain_min,obj,1076000,1078100,2557100,0.998052129,5500,4300,1500,1.279069767
2,52,anti_first_fail,indomain_min,obj,1241600,1244000,1911700,0.99807074,6500,5900,2400,1.101694915
3,8,anti_first_fail,indomain_min,obj,409796,410582,618506,0.998085644,2580,1380,1330,1.869565217
7,91,anti_first_fail,indomain_min,obj,695034,696366,1147632,0.998087213,6000,6000,6000,1
12,89,anti_first_fail,indomain_min,obj,1646860,1649960,3005560,0.998121167,6200,6200,6200,1
9,64,anti_first_fail,indomain_min,obj,641280,642480,878560,0.998132238,5710,5745,3500,0.993907746
9,50,anti_first_fail,indomain_min,obj,1027965,1029865,1615905,0.998155098,5535,4600,2400,1.20326087
2,2,anti_first_fail,indomain_min,obj,1975128,1978728,2921464,0.998180649,7252,6552,4000,1.106837607
11,54,anti_first_fail,indomain_min,obj,650880,652060,912030,0.998190351,3720,3630,2400,1.024793388
8,85,anti_first_fail,indomain_min,obj,220860,221260,703794,0.998192172,2300,2311,1200,0.995240156
5,11,anti_first_fail,indomain_min,obj,1182130,1184270,1343070,0.99819298,2315,2000,2000,1.1575
3,78,anti_first_fail,indomain_min,obj,2156500,2160400,3213100,0.998194779,10200,8700,6000,1.172413793
12,78,anti_first_fail,indomain_min,obj,2195000,2198900,4121300,0.998226386,10200,8700,6000,1.172413793
4,81,anti_first_fail,indomain_min,obj,114380,114580,190430,0.998254495,750,700,500,1.071428571
11,53,anti_first_fail,indomain_min,obj,1798890,1802010,2496570,0.9982686,8520,8520,6000,1
5,7,anti_first_fail,indomain_min,obj,866275,867775,1728200,0.998271441,4800,4375,2300,1.097142857
5,82,anti_first_fail,indomain_min,obj,1820134,1823230,3405396,0.998301915,9908,8450,6000,1.172544379
4,8,anti_first_fail,indomain_min,obj,382272,382908,718640,0.998339027,2648,2530,1330,1.046640316
7,81,anti_first_fail,indomain_min,obj,60832,60932,182582,0.998358826,750,700,500,1.071428571
11,21,anti_first_fail,indomain_min,obj,1844700,1847700,2651700,0.99837636,5500,4200,1500,1.30952381
8,13,anti_first_fail,indomain_min,obj,370800,371400,1389230,0.998384491,4500,4435,3200,1.014656144
11,24,anti_first_fail,indomain_min,obj,4817628,4825328,6701328,0.998404254,9862,8762,6000,1.125542114
9,97,anti_first_fail,indomain_min,obj,1098200,1099950,1885350,0.998409019,5150,3350,2100,1.537313433
5,99,anti_first_fail,indomain_min,obj,590210,591150,1512090,0.998409879,8755,7400,5000,1.183108108
8,37,anti_first_fail,indomain_min,obj,188700,189000,680975,0.998412698,3095,3095,2400,1
10,91,anti_first_fail,indomain_min,obj,1255152,1257140,1632254,0.998418633,6000,6000,6000,1
2,29,anti_first_fail,indomain_min,obj,541832,542672,1825804,0.998452104,2956,3200,1500,0.92375
3,86,anti_first_fail,indomain_min,obj,1484000,1486300,1981870,0.998452533,7720,4220,4000,1.829383886
5,67,anti_first_fail,indomain_min,obj,291623,292073,850123,0.998459289,1555,1405,1100,1.106761566
8,21,anti_first_fail,indomain_min,obj,779700,780900,3127600,0.998463312,5500,4300,1500,1.279069767
12,86,anti_first_fail,indomain_min,obj,1510500,1512800,2353740,0.99847964,6300,4220,4000,1.492890995
2,73,anti_first_fail,indomain_min,obj,119869,120049,148590,0.998500612,589,574,350,1.026132404
4,77,anti_first_fail,indomain_min,obj,1344452,1346432,2064103,0.998529447,4930,3611,2400,1.365272778
6,73,anti_first_fail,indomain_min,obj,115233,115398,188807,0.998570166,589,574,350,1.026132404
10,31,anti_first_fail,indomain_min,obj,735158,736208,1257463,0.998573773,6455,6380,4000,1.011755486
5,9,anti_first_fail,indomain_min,obj,190270,190540,258130,0.998582975,1865,1820,1000,1.024725275
11,7,anti_first_fail,indomain_min,obj,1449400,1451400,1912175,0.99862202,4300,2875,2300,1.495652174
10,32,anti_first_fail,indomain_min,obj,153550,153760,217565,0.998634235,835,830,690,1.006024096
9,52,anti_first_fail,indomain_min,obj,1330400,1332200,2753500,0.998648852,5900,4700,2400,1.255319149
5,29,anti_first_fail,indomain_min,obj,415496,416056,865732,0.998654027,2956,3200,1500,0.92375
6,100,anti_first_fail,indomain_min,obj,555378,556114,1047716,0.99867653,4053,3910,2400,1.03657289
8,2,anti_first_fail,indomain_min,obj,1059976,1061376,3788616,0.998680958,7252,6552,4000,1.106837607
10,64,anti_first_fail,indomain_min,obj,730860,731820,1008210,0.998688202,5805,5745,3500,1.010443864
5,73,anti_first_fail,indomain_min,obj,91573,91693,164473,0.998691285,589,574,350,1.026132404
3,72,anti_first_fail,indomain_min,obj,268968,269318,392039,0.998700421,1451,1101,1000,1.317892825
7,60,anti_first_fail,indomain_min,obj,480465,481085,702205,0.998711246,5685,5120,5120,1.110351563
5,52,anti_first_fail,indomain_min,obj,934800,936000,2792900,0.998717949,6500,5900,2400,1.101694915
12,72,anti_first_fail,indomain_min,obj,273771,274121,566545,0.998723192,1451,1101,1000,1.317892825
9,31,anti_first_fail,indomain_min,obj,646630,647455,1363925,0.99872578,6455,6380,4000,1.011755486
4,6,anti_first_fail,indomain_min,obj,272492,272832,452335,0.998753812,1123,1059,600,1.060434372
7,68,anti_first_fail,indomain_min,obj,112293,112433,384379,0.998754814,1440,1463,1200,0.984278879
9,32,anti_first_fail,indomain_min,obj,133695,133860,202945,0.998767369,835,830,690,1.006024096
9,77,anti_first_fail,indomain_min,obj,1532059,1533949,3002540,0.998767886,4930,3611,2400,1.365272778
8,82,anti_first_fail,indomain_min,obj,1324028,1325624,2949124,0.998796039,9958,8450,6000,1.178461538
7,97,anti_first_fail,indomain_min,obj,499500,500100,1394850,0.99880024,5150,3350,2100,1.537313433
8,91,anti_first_fail,indomain_min,obj,741158,742046,1326366,0.998803309,6000,6000,6000,1
2,31,anti_first_fail,indomain_min,obj,571656,572331,983751,0.998820613,4155,6380,4000,0.651253918
4,54,anti_first_fail,indomain_min,obj,470260,470810,859520,0.998831801,3820,3630,2400,1.052341598
10,9,anti_first_fail,indomain_min,obj,313770,314130,431090,0.998853978,1865,1820,1000,1.024725275
12,6,anti_first_fail,indomain_min,obj,296571,296911,843417,0.998854876,1123,1059,600,1.060434372
7,38,anti_first_fail,indomain_min,obj,199500,199725,598544,0.998873451,1128,1113,900,1.013477089
3,89,anti_first_fail,indomain_min,obj,1614720,1616520,2321420,0.998886497,6250,6200,6200,1.008064516
8,59,anti_first_fail,indomain_min,obj,259612,259901,745259,0.998888038,2567,2562,1500,1.0019516
3,77,anti_first_fail,indomain_min,obj,1436056,1437646,2120626,0.998894025,4800,3611,2400,1.32927167
6,13,anti_first_fail,indomain_min,obj,640740,641440,1547970,0.998908705,4535,4435,3200,1.022547914
12,77,anti_first_fail,indomain_min,obj,1461657,1463247,2740227,0.998913376,4930,3611,2400,1.365272778
4,99,anti_first_fail,indomain_min,obj,748075,748865,1249560,0.99894507,7555,7400,5000,1.020945946
1,93,anti_first_fail,indomain_min,obj,1029275,1030355,1441535,0.998951818,3830,2540,2400,1.507874016
4,85,anti_first_fail,indomain_min,obj,381944,382344,682960,0.998953822,2700,2311,1200,1.1683254
6,85,anti_first_fail,indomain_min,obj,381944,382344,853946,0.998953822,2600,2311,1200,1.125054089
3,13,anti_first_fail,indomain_min,obj,687120,687820,973420,0.998982292,2500,3335,3200,0.749625187
2,27,anti_first_fail,indomain_min,obj,717662,718390,908856,0.998986623,2100,2100,2100,1
1,89,anti_first_fail,indomain_min,obj,1873040,1874940,2877540,0.998986634,6000,6200,6200,0.967741935
11,72,anti_first_fail,indomain_min,obj,345816,346166,480734,0.998988924,1451,1101,1000,1.317892825
3,91,anti_first_fail,indomain_min,obj,1033252,1034288,1249844,0.998998345,6000,6000,6000,1
11,77,anti_first_fail,indomain_min,obj,1845672,1847522,2893675,0.998998659,4800,3611,2400,1.32927167
10,84,anti_first_fail,indomain_min,obj,740412,741132,1018198,0.999028513,3052,2962,1700,1.030384875
2,84,anti_first_fail,indomain_min,obj,582165,582723,862299,0.999042427,3052,2990,1700,1.020735786
4,13,anti_first_fail,indomain_min,obj,640740,641340,1004040,0.999064459,4535,4435,3200,1.022547914
7,77,anti_first_fail,indomain_min,obj,694827,695477,2244607,0.99906539,3730,3611,2400,1.03295486
6,97,anti_first_fail,indomain_min,obj,969550,970450,1900400,0.999072595,5150,3350,2100,1.537313433
4,37,anti_first_fail,indomain_min,obj,325870,326170,509045,0.999080234,3195,3095,2400,1.032310178
6,37,anti_first_fail,indomain_min,obj,325870,326170,725675,0.999080234,3195,3095,2400,1.032310178
4,21,anti_first_fail,indomain_min,obj,1342900,1344100,2324800,0.999107209,5400,4300,1500,1.255813953
8,100,anti_first_fail,indomain_min,obj,320440,320726,810735,0.999108273,4053,3910,2400,1.03657289
8,52,anti_first_fail,indomain_min,obj,680200,680800,2631300,0.999118684,6500,5900,2400,1.101694915
3,24,anti_first_fail,indomain_min,obj,3750044,3753344,5492040,0.999120784,9862,8762,6000,1.125542114
12,24,anti_first_fail,indomain_min,obj,3816768,3820068,6667192,0.999136141,9800,8762,6000,1.118466104
3,37,anti_first_fail,indomain_min,obj,349160,349460,495820,0.999141533,3095,3095,2400,1
10,1,anti_first_fail,indomain_min,obj,420122,420482,617202,0.99914384,1972,1882,1500,1.047821467
4,91,anti_first_fail,indomain_min,obj,1050782,1051670,1356418,0.999155629,6000,6000,6000,1
11,38,anti_first_fail,indomain_min,obj,530460,530908,706956,0.999156163,1128,1113,900,1.013477089
12,37,anti_first_fail,indomain_min,obj,355395,355695,638180,0.999156581,3050,3095,2400,0.98546042
3,21,anti_first_fail,indomain_min,obj,1435100,1436300,2036700,0.99916452,5400,4300,1500,1.255813953
3,81,anti_first_fail,indomain_min,obj,120848,120948,180398,0.999173198,800,700,500,1.142857143
5,38,anti_first_fail,indomain_min,obj,310397,310652,653600,0.999179146,1128,1113,900,1.013477089
12,21,anti_first_fail,indomain_min,obj,1460700,1461900,2675200,0.99917915,5400,4300,1500,1.255813953
8,61,anti_first_fail,indomain_min,obj,185898,186048,842500,0.999193756,6010,6100,6000,0.985245902
12,8,anti_first_fail,indomain_min,obj,417112,417448,796884,0.999195109,2580,1380,1330,1.869565217
9,61,anti_first_fail,indomain_min,obj,365592,365880,855184,0.999212857,6076,6100,6000,0.996065574
12,81,anti_first_fail,indomain_min,obj,127888,127988,217988,0.999218677,800,700,500,1.142857143
5,1,anti_first_fail,indomain_min,obj,256394,256592,449650,0.999228347,1972,1882,1500,1.047821467
4,2,anti_first_fail,indomain_min,obj,1825400,1826800,2787432,0.999233633,7252,6552,4000,1.106837607
7,59,anti_first_fail,indomain_min,obj,232143,232318,662659,0.999246722,2567,2562,1500,1.0019516
8,7,anti_first_fail,indomain_min,obj,665650,666150,2022575,0.999249418,4300,4375,2300,0.982857143
6,64,anti_first_fail,indomain_min,obj,565200,565620,862690,0.999257452,5805,5745,3500,1.010443864
3,2,anti_first_fail,indomain_min,obj,1952352,1953752,2659552,0.99928343,7172,6552,4000,1.094627595
8,67,anti_first_fail,indomain_min,obj,211736,211886,851268,0.999292072,1555,1405,1100,1.106761566
12,2,anti_first_fail,indomain_min,obj,1987144,1988544,3333584,0.999295967,7252,6552,4000,1.106837607
4,82,anti_first_fail,indomain_min,obj,2282648,2284196,3851376,0.9993223,9908,8450,6000,1.172544379
9,2,anti_first_fail,indomain_min,obj,2076944,2078344,4367680,0.999326387,7252,6552,4000,1.106837607
4,22,anti_first_fail,indomain_min,obj,485184,485511,860592,0.999326483,4649,4600,2400,1.010652174
10,90,anti_first_fail,indomain_min,obj,737053,737543,1084426,0.999335632,5463,5453,5000,1.001833853
10,61,anti_first_fail,indomain_min,obj,415220,415494,626860,0.999340544,6170,6100,6000,1.01147541
10,98,anti_first_fail,indomain_min,obj,636790,637210,1100420,0.999340877,4855,4840,2400,1.003099174
2,22,anti_first_fail,indomain_min,obj,486885,487203,830724,0.999347295,4649,4600,2400,1.010652174
11,81,anti_first_fail,indomain_min,obj,153520,153620,214020,0.999349043,700,700,500,1
4,29,anti_first_fail,indomain_min,obj,523504,523840,907848,0.999358583,2956,3200,1500,0.92375
2,38,anti_first_fail,indomain_min,obj,419914,420179,635642,0.999369316,1128,1113,900,1.013477089
11,89,anti_first_fail,indomain_min,obj,2075660,2076960,2549460,0.999374085,6200,6200,6200,1
3,60,anti_first_fail,indomain_min,obj,996520,997140,1086675,0.999378222,5685,5120,5120,1.110351563
12,60,anti_first_fail,indomain_min,obj,1014315,1014935,1152690,0.999389123,5685,5120,5120,1.110351563
4,100,anti_first_fail,indomain_min,obj,555328,555664,990859,0.999395318,4053,3910,2400,1.03657289
3,68,anti_first_fail,indomain_min,obj,232904,233044,335195,0.999399255,1588,1463,1200,1.085440875
8,98,anti_first_fail,indomain_min,obj,284200,284370,1124050,0.999402187,3755,4840,2400,0.775826446
12,68,anti_first_fail,indomain_min,obj,237063,237203,417293,0.999409788,1588,1463,1200,1.085440875
9,98,anti_first_fail,indomain_min,obj,558810,559140,1277155,0.999409808,4855,4840,2400,1.003099174
10,59,anti_first_fail,indomain_min,obj,586517,586857,864931,0.999420643,2575,2562,1500,1.005074161
3,97,anti_first_fail,indomain_min,obj,1036000,1036600,1550400,0.999421185,4550,3350,2100,1.358208955
12,13,anti_first_fail,indomain_min,obj,699390,699790,1146860,0.9994284,4500,3335,3200,1.349325337
12,97,anti_first_fail,indomain_min,obj,1054500,1055100,1779850,0.999431334,3950,3350,2100,1.179104478
5,84,anti_first_fail,indomain_min,obj,450966,451214,772730,0.999450372,3052,2990,1700,1.020735786
9,59,anti_first_fail,indomain_min,obj,509123,509402,927474,0.999452299,2567,2505,1500,1.024750499
3,54,anti_first_fail,indomain_min,obj,506240,506510,759720,0.99946694,3690,3630,2400,1.016528926
5,22,anti_first_fail,indomain_min,obj,382857,383061,888684,0.999467448,4649,4600,2400,1.010652174
6,31,anti_first_fail,indomain_min,obj,570084,570384,1432839,0.999474039,6455,6380,4000,1.011755486
10,38,anti_first_fail,indomain_min,obj,514871,515141,769369,0.999475872,1128,1113,900,1.013477089
12,54,anti_first_fail,indomain_min,obj,515280,515550,968790,0.999476287,2590,3630,2400,0.713498623
4,52,anti_first_fail,indomain_min,obj,1173000,1173600,1818300,0.999488753,6000,5900,2400,1.016949153
12,91,anti_first_fail,indomain_min,obj,1171144,1171736,1544884,0.999494767,6000,6000,6000,1
2,32,anti_first_fail,indomain_min,obj,120760,120820,277040,0.999503393,835,830,690,1.006024096
11,60,anti_first_fail,indomain_min,obj,1281240,1281860,1367910,0.999516328,5680,5120,5120,1.109375
4,7,anti_first_fail,indomain_min,obj,1059300,1059800,1450100,0.999528213,4875,4375,2300,1.114285714
6,7,anti_first_fail,indomain_min,obj,1064500,1065000,2067175,0.999530516,4800,4375,2300,1.097142857
11,68,anti_first_fail,indomain_min,obj,299448,299588,432556,0.999532692,1440,1463,1200,0.984278879
6,32,anti_first_fail,indomain_min,obj,117880,117935,200195,0.999533641,835,830,690,1.006024096
2,3,anti_first_fail,indomain_min,obj,795921,796284,1262200,0.999544132,3643,3583,3500,1.016745744
11,97,anti_first_fail,indomain_min,obj,1332000,1332600,2004250,0.999549752,3950,3350,2100,1.179104478
8,73,anti_first_fail,indomain_min,obj,66723,66753,154627,0.999550582,589,574,350,1.026132404
3,7,anti_first_fail,indomain_min,obj,1129800,1130300,1439450,0.99955764,4800,4375,2300,1.097142857
6,86,anti_first_fail,indomain_min,obj,1390130,1390730,2665580,0.999568572,7630,5330,4000,1.4315197
12,7,anti_first_fail,indomain_min,obj,1165075,1165575,1735725,0.999571027,4800,4375,2300,1.097142857
5,32,anti_first_fail,indomain_min,obj,93370,93410,178115,0.99957178,835,830,690,1.006024096
2,98,anti_first_fail,indomain_min,obj,497980,498190,884135,0.999578474,4840,4840,2400,1
2,64,anti_first_fail,indomain_min,obj,569340,569580,1347130,0.999578637,5770,5745,3500,1.00435161
5,59,anti_first_fail,indomain_min,obj,356181,356331,769372,0.999579043,2567,2562,1500,1.0019516
7,29,anti_first_fail,indomain_min,obj,270648,270760,776400,0.99958635,2956,3200,1500,0.92375
4,67,anti_first_fail,indomain_min,obj,365098,365248,668291,0.99958932,1555,1405,1100,1.106761566
6,67,anti_first_fail,indomain_min,obj,365098,365248,1054801,0.99958932,1555,1405,1100,1.106761566
5,62,anti_first_fail,indomain_min,obj,1239952,1240452,1370192,0.999596921,3500,3500,3500,1
1,6,anti_first_fail,indomain_min,obj,338195,338331,814805,0.999598027,1068,1004,600,1.06374502
7,99,anti_first_fail,indomain_min,obj,388265,388420,1276735,0.999600947,7555,7400,5000,1.020945946
10,62,anti_first_fail,indomain_min,obj,1524724,1525324,1701448,0.999606641,3500,3500,3500,1
5,94,anti_first_fail,indomain_min,obj,806205,806520,1795370,0.999609433,4335,4300,2200,1.008139535
4,73,anti_first_fail,indomain_min,obj,115218,115263,155522,0.999609589,589,574,350,1.026132404
4,9,anti_first_fail,indomain_min,obj,239720,239810,289140,0.999624703,1865,1820,1000,1.024725275
7,94,anti_first_fail,indomain_min,obj,567735,567945,1639695,0.999630246,4300,4200,2200,1.023809524
1,91,anti_first_fail,indomain_min,obj,1246980,1247424,6441668,0.999644066,6000,6000,6000,1
6,61,anti_first_fail,indomain_min,obj,322214,322328,981278,0.999646323,6002,6100,6000,0.983934426
10,69,anti_first_fail,indomain_min,obj,417240,417380,728820,0.999664574,2710,2100,1000,1.29047619
4,59,anti_first_fail,indomain_min,obj,448614,448764,733547,0.999665749,2575,2562,1500,1.005074161
8,38,anti_first_fail,indomain_min,obj,224621,224696,734040,0.999666216,1128,1113,900,1.013477089
5,31,anti_first_fail,indomain_min,obj,449706,449856,1161736,0.99966656,4155,6380,4000,0.651253918
9,9,anti_first_fail,indomain_min,obj,271850,271940,322510,0.999669045,1820,1820,1000,1
10,94,anti_first_fail,indomain_min,obj,1284335,1284755,2093365,0.999673089,4335,4300,2200,1.008139535
7,18,anti_first_fail,indomain_min,obj,368550,368670,443160,0.999674506,2750,2715,2400,1.012891344
5,18,anti_first_fail,indomain_min,obj,570510,570690,640325,0.999684592,2750,2730,2400,1.007326007
1,8,anti_first_fail,indomain_min,obj,475540,475690,2301562,0.999684669,1380,1380,1330,1
11,94,anti_first_fail,indomain_min,obj,1338360,1338780,1834490,0.999686282,4335,4200,2200,1.032142857
1,77,anti_first_fail,indomain_min,obj,1664065,1664585,2533975,0.99968761,3611,3611,2400,1
5,98,anti_first_fail,indomain_min,obj,389130,389250,1091555,0.999691715,3755,4840,2400,0.775826446
9,69,anti_first_fail,indomain_min,obj,362280,362390,767760,0.99969646,2710,2100,1000,1.29047619
3,38,anti_first_fail,indomain_min,obj,412780,412900,552588,0.999709373,1128,1113,900,1.013477089
6,59,anti_first_fail,indomain_min,obj,448619,448744,892629,0.999721445,2567,2562,1500,1.0019516
9,84,anti_first_fail,indomain_min,obj,646904,647084,1126960,0.999721829,3052,2962,1700,1.030384875
4,1,anti_first_fail,indomain_min,obj,323816,323906,458510,0.999722142,1972,1882,1500,1.047821467
10,11,anti_first_fail,indomain_min,obj,1533310,1533730,1807770,0.999726158,2315,2300,2000,1.006521739
2,69,anti_first_fail,indomain_min,obj,329040,329130,483140,0.999726552,2700,2100,1000,1.285714286
6,90,anti_first_fail,indomain_min,obj,571958,572114,1044250,0.999727327,5463,5411,5000,1.009610054
5,64,anti_first_fail,indomain_min,obj,446220,446340,755470,0.999731147,5805,5745,3500,1.010443864
2,90,anti_first_fail,indomain_min,obj,572088,572238,997336,0.999737871,5463,5453,5000,1.001833853
10,18,anti_first_fail,indomain_min,obj,947130,947370,1071215,0.999746667,2750,2730,2400,1.007326007
7,73,anti_first_fail,indomain_min,obj,59587,59602,131765,0.999748331,589,574,350,1.026132404
9,1,anti_first_fail,indomain_min,obj,367658,367748,561740,0.999755267,1972,1882,1500,1.047821467
11,18,anti_first_fail,indomain_min,obj,982800,983040,1130905,0.999755859,2735,2715,2400,1.007366483
6,98,anti_first_fail,indomain_min,obj,492100,492220,1137900,0.999756207,3755,4840,2400,0.775826446
10,65,anti_first_fail,indomain_min,obj,884031,884241,1270687,0.999762508,2569,2554,2400,1.00587314
7,58,anti_first_fail,indomain_min,obj,441826,441930,862840,0.999764669,3352,4575,2400,0.732677596
7,98,anti_first_fail,indomain_min,obj,255430,255490,928165,0.999765157,3655,4840,2400,0.755165289
8,31,anti_first_fail,indomain_min,obj,329692,329767,1110877,0.999772567,4155,6380,4000,0.651253918
9,90,anti_first_fail,indomain_min,obj,648961,649107,869327,0.999775076,5463,5411,5000,1.009610054
4,84,anti_first_fail,indomain_min,obj,567167,567291,743875,0.999781417,3052,2990,1700,1.020735786
8,90,anti_first_fail,indomain_min,obj,329980,330052,755608,0.999781853,5463,5453,5000,1.001833853
11,59,anti_first_fail,indomain_min,obj,618738,618873,817666,0.999781862,2567,2562,1500,1.0019516
1,59,anti_first_fail,indomain_min,obj,558415,558535,908960,0.999785152,2567,2562,1500,1.0019516
7,2,anti_first_fail,indomain_min,obj,947384,947584,3015416,0.999788937,7252,6552,4000,1.106837607
6,84,anti_first_fail,indomain_min,obj,569679,569797,952765,0.999792909,3052,2962,1700,1.030384875
