Month,House,Variable choices,Constraint variables,Result,OGSA,Gecode,Preferred,Ratio,OGSA,Optimised,Preferred,
3,1,anti_first_fail,indomain_min,obj,348156,348228,462760,0.999793239,1762,1882,1500,0.936238045
12,1,anti_first_fail,indomain_min,obj,354370,354442,532466,0.999796864,1882,1882,1500,1
3,29,anti_first_fail,indomain_min,obj,561344,561456,833804,0.999800519,2256,3200,1500,0.705
3,99,anti_first_fail,indomain_min,obj,805280,805440,1282405,0.999801351,7555,7400,5000,1.020945946
3,59,anti_first_fail,indomain_min,obj,481282,481377,657384,0.999802649,2567,2562,1500,1.0019516
12,29,anti_first_fail,indomain_min,obj,571368,571480,1045448,0.999804018,2956,3200,1500,0.92375
12,99,anti_first_fail,indomain_min,obj,819660,819820,1392395,0.999804835,5155,7400,5000,0.696621622
4,38,anti_first_fail,indomain_min,obj,386431,386506,613016,0.999805954,1128,1113,900,1.013477089
8,84,anti_first_fail,indomain_min,obj,333737,333799,905783,0.999814259,3052,2990,1700,1.020735786
8,64,anti_first_fail,indomain_min,obj,326280,326340,691520,0.999816143,5805,5745,3500,1.010443864
12,38,anti_first_fail,indomain_min,obj,420135,420210,687893,0.999821518,1128,1113,900,1.013477089
5,90,anti_first_fail,indomain_min,obj,450979,451059,829636,0.99982264,5463,5453,5000,1.001833853
9,65,anti_first_fail,indomain_min,obj,756783,756913,964545,0.99982825,2569,2554,2400,1.00587314
3,58,anti_first_fail,indomain_min,obj,916272,916428,1126206,0.999829774,5752,4575,2400,1.25726776
4,61,anti_first_fail,indomain_min,obj,322208,322262,525376,0.999832434,6010,6100,6000,0.985245902
12,58,anti_first_fail,indomain_min,obj,932634,932790,1495662,0.99983276,4552,4575,2400,0.994972678
11,1,anti_first_fail,indomain_min,obj,447580,447652,583186,0.999839161,1762,1882,1500,0.936238045
5,61,anti_first_fail,indomain_min,obj,254076,254116,1222640,0.999842592,6002,6100,6000,0.983934426
11,29,anti_first_fail,indomain_min,obj,721728,721840,1048328,0.999844841,2256,3200,1500,0.705
11,99,anti_first_fail,indomain_min,obj,1035360,1035520,1784420,0.999845488,6355,7400,5000,0.858783784
12,59,anti_first_fail,indomain_min,obj,489873,489948,821359,0.999846923,2567,2562,1500,1.0019516
4,98,anti_first_fail,indomain_min,obj,492100,492175,783430,0.999847615,4855,4840,2400,1.003099174
2,59,anti_first_fail,indomain_min,obj,463881,463951,948349,0.999849122,2567,2562,1500,1.0019516
2,65,anti_first_fail,indomain_min,obj,708108,708213,1115422,0.99985174,2569,2554,2400,1.00587314
8,32,anti_first_fail,indomain_min,obj,68160,68170,173120,0.999853308,835,830,690,1.006024096
8,18,anti_first_fail,indomain_min,obj,414930,414990,483095,0.999855418,2750,2730,2400,1.007326007
5,2,anti_first_fail,indomain_min,obj,1466904,1467104,2962288,0.999863677,7252,6552,4000,1.106837607
11,58,anti_first_fail,indomain_min,obj,1178064,1178220,1369342,0.999867597,5752,4575,2400,1.25726776
4,31,anti_first_fail,indomain_min,obj,569568,569643,963218,0.999868339,6455,6380,4000,1.011755486
10,3,anti_first_fail,indomain_min,obj,1006378,1006510,1450146,0.999868854,3643,3632,3500,1.003028634
4,32,anti_first_fail,indomain_min,obj,117875,117890,189715,0.999872763,835,830,690,1.006024096
1,13,anti_first_fail,indomain_min,obj,797550,797650,1351670,0.999874632,4500,3335,3200,1.349325337
6,69,anti_first_fail,indomain_min,obj,319440,319480,707300,0.999874797,2110,2100,1000,1.004761905
5,3,anti_first_fail,indomain_min,obj,615548,615625,1683123,0.999874924,3643,3583,3500,1.016745744
3,73,anti_first_fail,indomain_min,obj,123532,123547,153292,0.999878589,574,574,350,1
12,73,anti_first_fail,indomain_min,obj,125737,125752,169602,0.999880718,537,574,350,0.93554007
5,47,anti_first_fail,indomain_min,obj,1241838,1241981,2084856,0.999884861,3979,3968,2400,1.002772177
11,47,anti_first_fail,indomain_min,obj,1817748,1817946,2166228,0.999891086,3979,3968,2400,1.002772177
11,76,anti_first_fail,indomain_min,obj,5139096,5139654,7519355,0.999891432,13400,15800,6000,0.848101266
4,94,anti_first_fail,indomain_min,obj,978660,978765,1655995,0.999892722,4335,4300,2200,1.008139535
4,64,anti_first_fail,indomain_min,obj,565200,565260,829410,0.999893854,5805,5745,3500,1.010443864
7,47,anti_first_fail,indomain_min,obj,933768,933867,1790290,0.999893989,3979,3968,2400,1.002772177
4,90,anti_first_fail,indomain_min,obj,571958,572018,873836,0.999895108,5463,5453,5000,1.001833853
1,98,anti_first_fail,indomain_min,obj,614250,614310,972285,0.999902329,3740,4840,2400,0.772727273
8,62,anti_first_fail,indomain_min,obj,1041360,1041460,1194844,0.999903981,3500,3500,3500,1
11,73,anti_first_fail,indomain_min,obj,158812,158827,197445,0.999905558,589,574,350,1.026132404
9,94,anti_first_fail,indomain_min,obj,1116095,1116200,2299120,0.999905931,4335,4300,2200,1.008139535
6,65,anti_first_fail,indomain_min,obj,667596,667656,1145461,0.999910133,2569,2554,2400,1.00587314
11,98,anti_first_fail,indomain_min,obj,680680,680740,1083680,0.999911861,3740,4840,2400,0.772727273
3,61,anti_first_fail,indomain_min,obj,346984,347014,506868,0.999913548,6010,6100,6000,0.985245902
3,22,anti_first_fail,indomain_min,obj,522357,522402,808947,0.999913859,4645,4600,2400,1.009782609
12,22,anti_first_fail,indomain_min,obj,531684,531729,913182,0.99991537,4649,4600,2400,1.010652174
4,18,anti_first_fail,indomain_min,obj,715230,715290,781865,0.999916118,2750,2730,2400,1.007326007
7,32,anti_first_fail,indomain_min,obj,61020,61025,154710,0.999918066,830,830,690,1
5,69,anti_first_fail,indomain_min,obj,253320,253340,590400,0.999921055,2110,2100,1000,1.004761905
5,4,anti_first_fail,indomain_min,obj,1154730,1154820,2639640,0.999922066,8700,8700,3600,1
9,62,anti_first_fail,indomain_min,obj,1312348,1312448,1418280,0.999923807,3500,3500,3500,1
10,76,anti_first_fail,indomain_min,obj,4937431,4937803,7565160,0.999924663,15893,15800,6000,1.005886076
9,18,anti_first_fail,indomain_min,obj,810780,810840,869815,0.999926003,2750,2730,2400,1.007326007
2,92,anti_first_fail,indomain_min,obj,515220,515258,1606330,0.999926251,5108,5106,4000,1.000391696
6,62,anti_first_fail,indomain_min,obj,1374144,1374244,1517572,0.999927233,3500,3500,3500,1
4,62,anti_first_fail,indomain_min,obj,1383144,1383244,1513540,0.999927706,3500,3500,3500,1
9,38,anti_first_fail,indomain_min,obj,439761,439791,867415,0.999931786,1128,1113,900,1.013477089
3,94,anti_first_fail,indomain_min,obj,1037080,1037150,1412560,0.999932507,4335,4200,2200,1.032142857
11,22,anti_first_fail,indomain_min,obj,671589,671634,944955,0.999932999,2449,4600,2400,0.532391304
12,94,anti_first_fail,indomain_min,obj,1073085,1073155,1846255,0.999934772,4335,4200,2200,1.032142857
1,38,anti_first_fail,indomain_min,obj,478075,478105,800182,0.999937252,1128,1063,900,1.061147695
12,61,anti_first_fail,indomain_min,obj,353180,353202,582798,0.999937713,6078,6100,6000,0.996393443
3,98,anti_first_fail,indomain_min,obj,529480,529510,804125,0.999943344,3755,4840,2400,0.775826446
5,65,anti_first_fail,indomain_min,obj,532509,532539,952544,0.999943666,2569,2554,2400,1.00587314
12,98,anti_first_fail,indomain_min,obj,538930,538960,1105540,0.999944337,2540,4840,2400,0.524793388
8,69,anti_first_fail,indomain_min,obj,184800,184810,736080,0.99994589,2110,2100,1000,1.004761905
3,18,anti_first_fail,indomain_min,obj,764400,764440,875990,0.999947674,2735,2715,2400,1.007366483
12,18,anti_first_fail,indomain_min,obj,778050,778090,1127375,0.999948592,2735,2715,2400,1.007366483
8,3,anti_first_fail,indomain_min,obj,456591,456613,1948289,0.999951819,3643,3583,3500,1.016745744
8,47,anti_first_fail,indomain_min,obj,1008867,1008911,1961778,0.999956389,3979,3968,2400,1.002772177
8,76,anti_first_fail,indomain_min,obj,2167590,2167683,6216612,0.999957097,15893,15800,6000,1.005886076
5,39,anti_first_fail,indomain_min,obj,1133328,1133376,2428084,0.999957649,5919,5911,4700,1.001353409
3,32,anti_first_fail,indomain_min,obj,126560,126565,174930,0.999960495,835,830,690,1.006024096
12,32,anti_first_fail,indomain_min,obj,128820,128825,253895,0.999961188,835,830,690,1.006024096
8,65,anti_first_fail,indomain_min,obj,387294,387309,894487,0.999961271,2569,2554,2400,1.00587314
5,74,anti_first_fail,indomain_min,obj,861301,861334,1538247,0.999961687,8211,8200,6000,1.001341463
5,28,anti_first_fail,indomain_min,obj,2419430,2419520,3826980,0.999962803,11215,11200,6000,1.001339286
7,61,anti_first_fail,indomain_min,obj,167304,167310,730122,0.999964138,6002,6100,6000,0.983934426
8,4,anti_first_fail,indomain_min,obj,842700,842730,2605350,0.999964401,8700,8700,3600,1
7,90,anti_first_fail,indomain_min,obj,296973,296983,773673,0.999966328,5411,5453,5000,0.992297818
4,47,anti_first_fail,indomain_min,obj,1404315,1404359,2105868,0.999968669,3979,3968,2400,1.002772177
4,69,anti_first_fail,indomain_min,obj,319440,319450,533300,0.999968696,2110,2100,1000,1.004761905
10,74,anti_first_fail,indomain_min,obj,1420487,1420531,2172817,0.999969026,8200,8200,6000,1
11,32,anti_first_fail,indomain_min,obj,162720,162725,203005,0.999969273,835,830,690,1.006024096
10,28,anti_first_fail,indomain_min,obj,3914210,3914330,4894710,0.999969343,11215,11200,6000,1.001339286
1,61,anti_first_fail,indomain_min,obj,402744,402756,551354,0.999970205,6002,6100,6000,0.983934426
4,3,anti_first_fail,indomain_min,obj,767933,767955,1149559,0.999971352,3643,3583,3500,1.016745744
6,3,anti_first_fail,indomain_min,obj,772583,772605,1827418,0.999971525,3643,3583,3500,1.016745744
5,14,anti_first_fail,indomain_min,obj,875088,875112,1656000,0.999972575,5718,5710,2408,1.001401051
9,3,anti_first_fail,indomain_min,obj,874535,874557,1901863,0.999974844,3643,3583,3500,1.016745744
4,76,anti_first_fail,indomain_min,obj,3736036,3736129,5666054,0.999975108,15893,15800,6000,1.005886076
3,47,anti_first_fail,indomain_min,obj,1412904,1412937,1880799,0.999976644,3979,3968,2400,1.002772177
3,76,anti_first_fail,indomain_min,obj,3998408,3998501,5808705,0.999976741,15800,15800,6000,1
12,76,anti_first_fail,indomain_min,obj,4069701,4069794,6750435,0.999977149,15800,15800,6000,1
4,65,anti_first_fail,indomain_min,obj,667596,667611,1016404,0.999977532,2569,2554,2400,1.00587314
9,76,anti_first_fail,indomain_min,obj,4247087,4247180,6331123,0.999978103,15893,15800,6000,1.005886076
12,47,anti_first_fail,indomain_min,obj,1567188,1567221,3369705,0.999978944,3979,3968,2400,1.002772177
4,4,anti_first_fail,indomain_min,obj,1457160,1457190,2295210,0.999979412,8715,8700,3600,1.001724138
6,4,anti_first_fail,indomain_min,obj,1457160,1457190,3098850,0.999979412,8715,8700,3600,1.001724138
7,82,anti_first_fail,indomain_min,obj,1176498,1176522,2881714,0.999979601,9900,8450,6000,1.171597633
5,92,anti_first_fail,indomain_min,obj,395020,395028,849448,0.999979748,5108,5106,4000,1.000391696
8,39,anti_first_fail,indomain_min,obj,824893,824909,2152457,0.999980604,5919,5911,4700,1.001353409
10,92,anti_first_fail,indomain_min,obj,651354,651366,1046294,0.999981577,5108,5106,4000,1.000391696
3,90,anti_first_fail,indomain_min,obj,615944,615954,888019,0.999983765,5462,5453,5000,1.001650468
12,90,anti_first_fail,indomain_min,obj,626943,626953,1088051,0.99998405,5063,5453,5000,0.928479736
11,61,anti_first_fail,indomain_min,obj,446124,446130,662086,0.999986551,6010,6100,6000,0.985245902
11,90,anti_first_fail,indomain_min,obj,791928,791938,970715,0.999987373,5462,5453,5000,1.001650468
8,14,anti_first_fail,indomain_min,obj,638450,638458,1550758,0.99998747,5718,5710,2408,1.001401051
4,39,anti_first_fail,indomain_min,obj,1422897,1422913,2565313,0.999988755,5919,5911,4700,1.001353409
6,39,anti_first_fail,indomain_min,obj,1422897,1422913,2831869,0.999988755,5919,5911,4700,1.001353409
4,74,anti_first_fail,indomain_min,obj,1077122,1077133,1502957,0.999989788,8200,8200,6000,1
4,28,anti_first_fail,indomain_min,obj,2966060,2966090,3882460,0.999989886,11215,11200,6000,1.001339286
3,82,anti_first_fail,indomain_min,obj,2440144,2440168,3578176,0.999990165,8408,8450,6000,0.995029586
12,82,anti_first_fail,indomain_min,obj,2483718,2483742,5488308,0.999990337,8450,8450,6000,1
9,74,anti_first_fail,indomain_min,obj,1225849,1225860,1977558,0.999991027,8211,8200,6000,1.001341463
9,28,anti_first_fail,indomain_min,obj,3394670,3394700,4132350,0.999991163,11215,11200,6000,1.001339286
11,82,anti_first_fail,indomain_min,obj,3137328,3137352,3845102,0.99999235,8450,8450,6000,1
4,14,anti_first_fail,indomain_min,obj,1103706,1103714,1603078,0.999992752,5718,5710,2408,1.001401051
6,14,anti_first_fail,indomain_min,obj,1103706,1103714,1953418,0.999992752,5718,5710,2408,1.001401051
8,92,anti_first_fail,indomain_min,obj,287982,287984,863922,0.999993055,5108,5106,4000,1.000391696
6,38,anti_first_fail,indomain_min,obj,386579,386581,779433,0.999994826,1128,1113,900,1.013477089
4,92,anti_first_fail,indomain_min,obj,497554,497556,868010,0.99999598,5108,5106,4000,1.000391696
6,92,anti_first_fail,indomain_min,obj,497554,497556,1083698,0.99999598,5108,5106,4000,1.000391696
9,92,anti_first_fail,indomain_min,obj,564336,564338,901570,0.999996456,5108,5106,4000,1.000391696
1,1,anti_first_fail,indomain_min,obj,403910,403910,509034,1,1882,1882,1500,1
1,2,anti_first_fail,indomain_min,obj,2261480,2261480,2921696,1,4700,6552,4000,0.717338217
1,3,anti_first_fail,indomain_min,obj,950540,950540,1239526,1,3571,3583,3500,0.996650851
1,4,anti_first_fail,indomain_min,obj,1815450,1815450,2485020,1,7200,7200,3600,1
1,7,anti_first_fail,indomain_min,obj,1270475,1270475,1596500,1,4300,2875,2300,1.495652174
1,9,anti_first_fail,indomain_min,obj,298350,298350,352450,1,1020,1820,1000,0.56043956
1,10,anti_first_fail,indomain_min,obj,1859000,1859000,2504400,1,4900,6600,2300,0.742424242
1,12,anti_first_fail,indomain_min,obj,373360,373360,868532,1,2706,3006,1500,0.900199601
1,14,anti_first_fail,indomain_min,obj,1374620,1374620,2659238,1,3310,5710,2408,0.579684764
1,15,anti_first_fail,indomain_min,obj,215800,215800,1115440,1,1140,1210,1000,0.94214876
1,16,anti_first_fail,indomain_min,obj,1628250,1628250,2373400,1,4350,4650,3600,0.935483871
1,17,anti_first_fail,indomain_min,obj,212160,212160,356919,1,825,825,600,1
1,18,anti_first_fail,indomain_min,obj,887250,887250,1198325,1,2750,2715,2400,1.012891344
1,19,anti_first_fail,indomain_min,obj,884520,884520,2042154,1,3504,3549,2200,0.987320372
1,20,anti_first_fail,indomain_min,obj,572780,572780,689372,1,2502,2554,1200,0.979639781
1,21,anti_first_fail,indomain_min,obj,1664000,1664000,2638700,1,4200,4200,1500,1
1,22,anti_first_fail,indomain_min,obj,606255,606255,4603092,1,2449,4600,2400,0.532391304
1,23,anti_first_fail,indomain_min,obj,444015,444015,585906,1,2780,2833,1500,0.981291917
1,26,anti_first_fail,indomain_min,obj,1665625,1665625,2340825,1,6625,7175,6050,0.923344948
1,27,anti_first_fail,indomain_min,obj,762100,762100,884086,1,2100,2100,2100,1
1,28,anti_first_fail,indomain_min,obj,3669650,3669650,5486550,1,11200,11200,6000,1
1,29,anti_first_fail,indomain_min,obj,651560,651560,4623068,1,1756,3200,1500,0.54875
1,30,anti_first_fail,indomain_min,obj,432250,432250,2263950,1,2700,4600,1500,0.586956522
1,31,anti_first_fail,indomain_min,obj,711558,711558,2283698,1,4080,6380,4000,0.639498433
1,32,anti_first_fail,indomain_min,obj,146900,146900,678535,1,820,830,690,0.987951807
1,33,anti_first_fail,indomain_min,obj,1724915,1724915,5032842,1,4000,4000,4000,1
1,34,anti_first_fail,indomain_min,obj,1280572,1280572,4153484,1,8152,8152,4000,1
1,36,anti_first_fail,indomain_min,obj,1138020,1138020,6594360,1,3202,3602,2000,0.888950583
1,37,anti_first_fail,indomain_min,obj,405275,405275,717190,1,3095,2645,2400,1.170132325
1,39,anti_first_fail,indomain_min,obj,1766830,1766830,6163794,1,5911,5911,4700,1
1,40,anti_first_fail,indomain_min,obj,684740,684740,692687,1,1500,1500,1500,1
1,41,anti_first_fail,indomain_min,obj,1037450,1037450,2217600,1,3750,3750,1900,1
1,42,anti_first_fail,indomain_min,obj,1149590,1149590,3501982,1,7300,4100,4000,1.780487805
1,43,anti_first_fail,indomain_min,obj,1375725,1375725,15132308,1,3793,3793,3500,1
1,44,anti_first_fail,indomain_min,obj,842415,842415,3953443,1,2300,4690,2300,0.490405117
1,45,anti_first_fail,indomain_min,obj,1002600,1002600,1304120,1,3720,4840,3600,0.768595041
1,46,anti_first_fail,indomain_min,obj,2724150,2724150,8555290,1,9520,10170,6000,0.936086529
1,47,anti_first_fail,indomain_min,obj,1659360,1659360,3742013,1,3968,3968,2400,1
1,48,anti_first_fail,indomain_min,obj,963710,963710,1536628,1,2200,2200,2200,1
1,50,anti_first_fail,indomain_min,obj,1126775,1126775,4368670,1,4535,3500,2400,1.295714286
1,52,anti_first_fail,indomain_min,obj,1456000,1456000,2192800,1,3500,5900,2400,0.593220339
1,54,anti_first_fail,indomain_min,obj,587600,587600,2005240,1,2500,3630,2400,0.688705234
1,55,anti_first_fail,indomain_min,obj,1985900,1985900,2712790,1,3900,4630,2700,0.842332613
1,56,anti_first_fail,indomain_min,obj,379990,379990,496489,1,3100,4300,2400,0.720930233
1,57,anti_first_fail,indomain_min,obj,968565,968565,1293990,1,2624,3624,2493,0.72406181
1,58,anti_first_fail,indomain_min,obj,1063530,1063530,3656856,1,2527,4575,2400,0.552349727
1,60,anti_first_fail,indomain_min,obj,1156675,1156675,2807840,1,5685,5120,5120,1.110351563
1,62,anti_first_fail,indomain_min,obj,1673680,1673680,5668944,1,3500,3500,3500,1
1,63,anti_first_fail,indomain_min,obj,543595,543595,2392617,1,1665,1725,1004,0.965217391
1,64,anti_first_fail,indomain_min,obj,705900,705900,2268470,1,3805,5745,3500,0.662315057
1,65,anti_first_fail,indomain_min,obj,828165,828165,1269559,1,2554,2554,2400,1
1,67,anti_first_fail,indomain_min,obj,453115,453115,2125023,1,1551,1405,1100,1.103914591
1,68,anti_first_fail,indomain_min,obj,270335,270335,551029,1,1440,1463,1200,0.984278879
1,69,anti_first_fail,indomain_min,obj,397800,397800,668740,1,2100,2100,1000,1
1,70,anti_first_fail,indomain_min,obj,207350,207350,1421255,1,1030,1075,1000,0.958139535
1,71,anti_first_fail,indomain_min,obj,421070,421070,490612,1,2912,2312,2300,1.259515571
1,72,anti_first_fail,indomain_min,obj,312195,312195,712866,1,1051,1101,1000,0.954586739
1,73,anti_first_fail,indomain_min,obj,143325,143325,176417,1,417,574,350,0.726480836
1,74,anti_first_fail,indomain_min,obj,1336465,1336465,2034052,1,7861,7861,6000,1
1,75,anti_first_fail,indomain_min,obj,4189250,4189250,7483700,1,14150,8250,6000,1.715151515
1,76,anti_first_fail,indomain_min,obj,4634045,4634045,6436556,1,15800,15800,6000,1
1,78,anti_first_fail,indomain_min,obj,2502500,2502500,4403300,1,10200,8700,6000,1.172413793
1,79,anti_first_fail,indomain_min,obj,1033500,1033500,1458000,1,2900,5200,3600,0.557692308
1,81,anti_first_fail,indomain_min,obj,167600,167600,812936,1,750,700,500,1.071428571
1,82,anti_first_fail,indomain_min,obj,2832310,2832310,12262390,1,8450,8450,6000,1
1,83,anti_first_fail,indomain_min,obj,39455,39455,61622,1,105,190,102,0.552631579
1,84,anti_first_fail,indomain_min,obj,706405,706405,870953,1,2962,2990,1700,0.990635452
1,85,anti_first_fail,indomain_min,obj,475930,475930,4153644,1,2200,2211,1200,0.995024876
1,86,anti_first_fail,indomain_min,obj,1722500,1722500,2311820,1,6430,4220,4000,1.523696682
1,87,anti_first_fail,indomain_min,obj,1038050,1038050,1236100,1,4000,3435,2400,1.164483261
1,88,anti_first_fail,indomain_min,obj,1826890,1826890,2244940,1,5850,7052,5000,0.8295519
1,90,anti_first_fail,indomain_min,obj,714935,714935,1085220,1,5011,5453,5000,0.918943701
1,92,anti_first_fail,indomain_min,obj,619190,619190,4268222,1,4050,5050,4000,0.801980198
1,94,anti_first_fail,indomain_min,obj,1203925,1203925,1649720,1,4300,4200,2200,1.023809524
1,97,anti_first_fail,indomain_min,obj,1202500,1202500,1720950,1,3900,3350,2100,1.164179104
1,99,anti_first_fail,indomain_min,obj,934700,934700,1311450,1,6205,7400,5000,0.838513514
1,100,anti_first_fail,indomain_min,obj,694135,694135,4274088,1,2493,2503,2400,0.996004794
2,12,anti_first_fail,indomain_min,obj,298932,298932,508732,1,3006,3006,1500,1
2,15,anti_first_fail,indomain_min,obj,180710,180710,549760,1,2110,1210,1000,1.743801653
2,16,anti_first_fail,indomain_min,obj,1415700,1415700,2064000,1,4650,4650,3600,1
2,17,anti_first_fail,indomain_min,obj,176829,176829,330669,1,825,825,600,1
2,19,anti_first_fail,indomain_min,obj,755269,755269,2095020,1,3549,3549,2200,1
2,20,anti_first_fail,indomain_min,obj,475360,475360,587598,1,2502,2554,1200,0.979639781
2,23,anti_first_fail,indomain_min,obj,355482,355482,522769,1,2833,2833,1500,1
2,26,anti_first_fail,indomain_min,obj,1388350,1388350,2264900,1,6675,7175,6050,0.930313589
2,30,anti_first_fail,indomain_min,obj,345800,345800,785600,1,4600,4600,1500,1
2,33,anti_first_fail,indomain_min,obj,1635196,1635196,4663138,1,4000,4000,4000,1
2,34,anti_first_fail,indomain_min,obj,1071468,1071468,5744188,1,8072,8152,4000,0.990186457
2,36,anti_first_fail,indomain_min,obj,984434,984434,5110314,1,3602,3602,2000,1
2,40,anti_first_fail,indomain_min,obj,682792,682792,706741,1,1500,1500,1500,1
2,41,anti_first_fail,indomain_min,obj,887750,887750,1924450,1,3750,3750,1900,1
2,43,anti_first_fail,indomain_min,obj,1194754,1194754,4231724,1,4793,3793,3500,1.263643554
2,44,anti_first_fail,indomain_min,obj,700932,700932,1131374,1,2390,4690,2300,0.509594883
2,45,anti_first_fail,indomain_min,obj,844320,844320,1280120,1,4840,4840,3600,1
2,46,anti_first_fail,indomain_min,obj,2281920,2281920,5848860,1,10170,10170,6000,1
2,48,anti_first_fail,indomain_min,obj,872824,872824,1617696,1,2200,2200,2200,1
2,55,anti_first_fail,indomain_min,obj,1738810,1738810,2651830,1,4630,4630,2700,1
2,56,anti_first_fail,indomain_min,obj,303992,303992,444575,1,3173,4300,2400,0.737906977
2,57,anti_first_fail,indomain_min,obj,820212,820212,1313868,1,3624,3624,2493,1
2,61,anti_first_fail,indomain_min,obj,322334,322334,557282,1,6170,6100,6000,1.01147541
2,63,anti_first_fail,indomain_min,obj,464576,464576,1043706,1,1725,1725,1004,1
2,79,anti_first_fail,indomain_min,obj,852900,852900,1445300,1,5200,5200,3600,1
2,83,anti_first_fail,indomain_min,obj,33364,33364,52947,1,185,190,102,0.973684211
2,88,anti_first_fail,indomain_min,obj,1558562,1558562,2469726,1,6352,7052,5000,0.900737379
3,3,anti_first_fail,indomain_min,obj,820116,820116,1189668,1,3583,3583,3500,1
3,4,anti_first_fail,indomain_min,obj,1564080,1564080,2186160,1,8700,7200,3600,1.208333333
3,9,anti_first_fail,indomain_min,obj,257040,257040,344140,1,1300,1820,1000,0.714285714
3,10,anti_first_fail,indomain_min,obj,1601600,1601600,2313200,1,8700,6600,2300,1.318181818
3,12,anti_first_fail,indomain_min,obj,321674,321674,472114,1,1506,3006,1500,0.500998004
3,14,anti_first_fail,indomain_min,obj,1184288,1184288,1671740,1,5718,5710,2408,1.001401051
3,15,anti_first_fail,indomain_min,obj,186340,186340,286400,1,1150,1210,1000,0.950413223
3,16,anti_first_fail,indomain_min,obj,1405200,1405200,1961250,1,4600,4650,3600,0.989247312
3,17,anti_first_fail,indomain_min,obj,182784,182784,281145,1,825,825,600,1
3,19,anti_first_fail,indomain_min,obj,763252,763252,1213787,1,3549,3549,2200,1
3,20,anti_first_fail,indomain_min,obj,493472,493472,600112,1,2502,2554,1200,0.979639781
3,23,anti_first_fail,indomain_min,obj,382536,382536,485163,1,2753,2833,1500,0.971761384
3,26,anti_first_fail,indomain_min,obj,1435050,1435050,1988275,1,6550,7175,6050,0.912891986
3,27,anti_first_fail,indomain_min,obj,690520,690520,825089,1,2186,2186,2100,1
3,28,anti_first_fail,indomain_min,obj,3168630,3168630,3997470,1,11215,11200,6000,1.001339286
3,30,anti_first_fail,indomain_min,obj,372400,372400,524800,1,2700,4600,1500,0.586956522
3,31,anti_first_fail,indomain_min,obj,613028,613028,919998,1,6455,6380,4000,1.011755486
3,33,anti_first_fail,indomain_min,obj,1535888,1535888,1863367,1,4000,4000,4000,1
3,34,anti_first_fail,indomain_min,obj,1061468,1061468,1456332,1,8072,8152,4000,0.990186457
3,36,anti_first_fail,indomain_min,obj,982448,982448,1454388,1,3602,3602,2000,1
3,39,anti_first_fail,indomain_min,obj,1522192,1522192,2335153,1,5919,5911,4700,1.001353409
3,40,anti_first_fail,indomain_min,obj,642776,642776,656390,1,1500,1500,1500,1
3,41,anti_first_fail,indomain_min,obj,896050,896050,1460250,1,3750,3750,1900,1
3,42,anti_first_fail,indomain_min,obj,990516,990516,1503422,1,5393,4100,4000,1.315365854
3,43,anti_first_fail,indomain_min,obj,1187740,1187740,1902232,1,3793,3793,3500,1
3,44,anti_first_fail,indomain_min,obj,709896,709896,824571,1,2300,4690,2300,0.490405117
3,45,anti_first_fail,indomain_min,obj,865620,865620,1123060,1,4840,4840,3600,1
3,46,anti_first_fail,indomain_min,obj,2346960,2346960,3434710,1,10050,10170,6000,0.98820059
3,48,anti_first_fail,indomain_min,obj,771892,771892,1005638,1,2200,2200,2200,1
3,52,anti_first_fail,indomain_min,obj,1254400,1254400,1784900,1,5400,5900,2400,0.915254237
3,55,anti_first_fail,indomain_min,obj,1717520,1717520,2388270,1,4630,4630,2700,1
3,56,anti_first_fail,indomain_min,obj,327376,327376,422428,1,2462,4300,2400,0.57255814
3,57,anti_first_fail,indomain_min,obj,834456,834456,1244234,1,3613,3624,2493,0.99696468
3,62,anti_first_fail,indomain_min,obj,1311632,1311632,1386264,1,3500,3500,3500,1
3,63,anti_first_fail,indomain_min,obj,468328,468328,696792,1,1729,1725,1004,1.002318841
3,64,anti_first_fail,indomain_min,obj,608160,608160,785040,1,5770,5745,3500,1.00435161
3,65,anti_first_fail,indomain_min,obj,713496,713496,1033292,1,2554,2554,2400,1
3,67,anti_first_fail,indomain_min,obj,390976,390976,584492,1,1405,1405,1100,1
3,69,anti_first_fail,indomain_min,obj,342720,342720,462220,1,1700,2100,1000,0.80952381
3,70,anti_first_fail,indomain_min,obj,178640,178640,282855,1,1325,1075,1000,1.23255814
3,71,anti_first_fail,indomain_min,obj,362768,362768,441312,1,2352,2312,2300,1.017301038
3,74,anti_first_fail,indomain_min,obj,1153816,1153816,1516219,1,7850,7861,6000,0.998600687
3,79,anti_first_fail,indomain_min,obj,890400,890400,1020800,1,4100,5200,3600,0.788461538
3,83,anti_first_fail,indomain_min,obj,33992,33992,46224,1,168,190,102,0.884210526
3,84,anti_first_fail,indomain_min,obj,608811,608811,758913,1,2900,2990,1700,0.969899666
3,85,anti_first_fail,indomain_min,obj,410032,410032,645902,1,2600,2211,1200,1.175938489
3,87,anti_first_fail,indomain_min,obj,894320,894320,1058330,1,4735,3435,2400,1.37845706
3,88,anti_first_fail,indomain_min,obj,1574236,1574236,2543292,1,7052,7052,5000,1
3,92,anti_first_fail,indomain_min,obj,533506,533506,790120,1,5052,5050,4000,1.00039604
3,100,anti_first_fail,indomain_min,obj,598024,598024,907481,1,2503,2503,2400,1
