,,,,,Gecode,Optimistic
4,6,first_fail,indomain_split_random,obj,324600.0,259380.0
4,6,first_fail,indomain_split_random,time,150.0,0.0002881419932236895
4,7,first_fail,indomain_split_random,obj,1124130.0,1027530.0
4,7,first_fail,indomain_split_random,time,220.0,0.0007832669944036752
4,8,first_fail,indomain_split_random,obj,1065143.0,761483.0
4,8,first_fail,indomain_split_random,time,130.0,0.0005418509972514585
4,9,first_fail,indomain_split_random,obj,2552265.0,2245065.0
4,9,first_fail,indomain_split_random,time,90.0,0.0003030480002053082
4,10,first_fail,indomain_split_random,obj,828202.0,828202.0
4,10,first_fail,indomain_split_random,time,110.0,0.0002741920034168288
5,1,first_fail,indomain_split_random,obj,267061.0,181891.0
5,1,first_fail,indomain_split_random,time,90.0,0.00029091098986100405
5,2,first_fail,indomain_split_random,obj,183810.0,180200.0
5,2,first_fail,indomain_split_random,time,100.0,0.00025476800510659814
5,3,first_fail,indomain_split_random,obj,897170.0,834770.0
5,3,first_fail,indomain_split_random,time,90.0,0.0002640549937495962
5,4,first_fail,indomain_split_random,obj,942015.0,916359.0
5,4,first_fail,indomain_split_random,time,100.0,0.00029702798929065466
5,5,first_fail,indomain_split_random,obj,1003290.0,292645.0
5,5,first_fail,indomain_split_random,time,120.0,0.0003084210038650781
5,6,first_fail,indomain_split_random,obj,303405.0,234885.0
5,6,first_fail,indomain_split_random,time,160.0,0.00032875400211196393
5,7,first_fail,indomain_split_random,obj,1073120.0,979320.0
5,7,first_fail,indomain_split_random,time,200.0,0.0005069600010756403
5,8,first_fail,indomain_split_random,obj,959512.0,653552.0
5,8,first_fail,indomain_split_random,time,90.0,0.00029523400007747114
5,9,first_fail,indomain_split_random,obj,2149002.0,1845314.0
5,9,first_fail,indomain_split_random,time,90.0,0.0009152769926004112
5,10,first_fail,indomain_split_random,obj,715323.0,715323.0
5,10,first_fail,indomain_split_random,time,100.0,0.00024285800463985652
