Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
4,18,8806,8806,20000,8806,4000
5,18,8806,8806,20000,8801,4000
6,18,8806,8806,20000,8806,4000
7,18,8806,8806,20000,8806,4000
8,18,8806,8806,20000,8801,4000
9,18,8806,8806,20000,8801,4000
10,18,8806,8806,20000,8806,4000
11,18,8806,8806,20000,6401,4000
12,18,8806,8806,20000,6401,4000
1,19,4355,5300,18000,4600,3600
2,19,5300,5300,18000,4355,3600
3,19,5300,5300,18000,4600,3600
4,19,5300,5300,18000,4355,3600
5,19,5300,5300,18000,4355,3600
6,19,5300,5300,18000,4355,3600
7,19,5300,5300,18000,4355,3600
8,19,5300,5300,18000,4355,3600
9,19,5300,5300,18000,4355,3600
10,19,5300,5300,18000,4355,3600
11,19,5300,5300,18000,4355,3600
12,19,5300,5300,18000,4355,3600
1,20,5150,4510,17500,4500,3500
2,20,5150,4556,17500,4500,3500
3,20,5150,4510,17500,4510,3500
4,20,5150,4556,17500,5150,3500
5,20,5150,4556,17500,5150,3500
6,20,5150,4556,17500,4500,3500
7,20,5150,4510,17500,4556,3500
8,20,5150,4556,17500,4500,3500
9,20,4510,4510,17500,4556,3500
10,20,5150,4556,17500,5150,3500
11,20,5150,4510,17500,3510,3500
12,20,5150,4510,17500,3556,3500
1,21,5600,3900,12000,5600,2400
2,21,5600,5600,12000,5600,2400
3,21,5600,5600,12000,5600,2400
4,21,5600,5600,12000,5000,2400
5,21,5600,5600,12000,5000,2400
6,21,5600,5600,12000,5600,2400
7,21,5600,5600,12000,3300,2400
8,21,5600,5600,12000,5000,2400
9,21,5600,5600,12000,5600,2400
10,21,5600,5600,12000,3900,2400
11,21,5600,5600,12000,5000,2400
12,21,5600,5600,12000,3900,2400
1,22,2670,3210,8500,2600,1700
2,22,4310,4310,8500,2670,1700
3,22,2810,3210,8500,4310,1700
4,22,4310,4310,8500,2810,1700
5,22,4310,4310,8500,2670,1700
6,22,4310,4310,8500,2670,1700
7,22,2810,3210,8500,2670,1700
8,22,4310,4310,8500,2670,1700
9,22,4310,4310,8500,2670,1700
10,22,4310,4310,8500,2670,1700
11,22,2810,3210,8500,1700,1700
12,22,2810,3210,8500,1700,1700
1,23,1095,1015,4500,985,950
2,23,1095,1095,4500,1095,950
3,23,1095,1035,4500,1095,950
4,23,1095,1095,4500,1095,950
5,23,1095,1095,4500,1095,950
6,23,1095,1095,4500,1095,950
7,23,1095,1035,4500,1035,950
8,23,1095,1095,4500,1095,950
9,23,1095,1095,4500,1095,950
10,23,1095,1095,4500,1095,950
11,23,1095,1035,4500,1035,950
12,23,1095,1035,4500,1045,950
1,24,2700,2656,11000,2556,2200
2,24,2700,2556,11000,2700,2200
3,24,2556,2656,11000,2200,2200
4,24,2556,2656,11000,2700,2200
5,24,2556,2556,11000,2700,2200
6,24,2656,2656,11000,2556,2200
7,24,2700,2656,11000,2200,2200
8,24,2556,2656,11000,2700,2200
9,24,2656,2656,11000,2500,2200
10,24,2656,2656,11000,2700,2200
11,24,2700,2656,11000,2556,2200
12,24,2556,2656,11000,2556,2200
1,25,6500,4100,12000,4600,2400
2,25,6500,6500,12000,6450,2400
3,25,6500,6500,12000,5800,2400
4,25,6500,6500,12000,6500,2400
5,25,6500,6500,12000,5850,2400
6,25,6500,6500,12000,5850,2400
7,25,6500,6500,12000,5800,2400
8,25,6500,6500,12000,5850,2400
9,25,6500,6500,12000,5800,2400
10,25,6500,6500,12000,5800,2400
11,25,6500,6500,12000,6450,2400
12,25,6500,6500,12000,4650,2400
1,26,7840,5840,17500,5840,3500
2,26,7840,7840,17500,7840,3500
3,26,7840,7840,17500,7840,3500
4,26,7840,7840,17500,7840,3500
5,26,7840,7840,17500,7840,3500
6,26,7840,7840,17500,7840,3500
7,26,7840,7840,17500,7840,3500
8,26,7840,7840,17500,7840,3500
9,26,7840,7840,17500,7840,3500
10,26,7840,7840,17500,7840,3500
11,26,7840,7840,17500,7840,3500
12,26,7840,7840,17500,7840,3500
1,27,210,300,740,210,148
2,27,210,300,740,210,148
3,27,210,300,740,243,148
4,27,210,300,740,210,148
5,27,210,300,740,210,148
6,27,210,300,740,210,148
7,27,210,300,740,210,148
8,27,210,300,740,210,148
9,27,210,300,740,210,148
10,27,210,300,740,210,148
11,27,210,300,740,153,148
12,27,210,300,740,153,148
1,28,455,405,1050,265,210
2,28,455,455,1050,455,210
3,28,455,405,1050,315,210
4,28,455,455,1050,455,210
5,28,455,455,1050,455,210
6,28,455,455,1050,455,210
7,28,455,405,1050,315,210
8,28,455,455,1050,455,210
9,28,455,455,1050,455,210
10,28,455,455,1050,455,210
11,28,455,405,1050,455,210
12,28,455,405,1050,455,210
1,29,2360,3508,10500,2220,2100
2,29,3508,3508,10500,2360,2100
3,29,3300,3508,10500,2360,2100
4,29,3508,3508,10500,2360,2100
5,29,3508,3508,10500,2360,2100
6,29,3508,3508,10500,2360,2100
7,29,3300,3508,10500,2360,2100
8,29,3508,3508,10500,3300,2100
9,29,3508,3508,10500,2360,2100
10,29,3508,3508,10500,2360,2100
11,29,3300,3508,10500,2360,2100
12,29,3300,3508,10500,2360,2100
1,30,1283,875,3500,708,700
2,30,1283,1283,3500,1208,700
3,30,1283,875,3500,708,700
4,30,1283,1283,3500,1208,700
5,30,1283,1283,3500,1208,700
6,30,1283,1283,3500,1208,700
7,30,1283,875,3500,708,700
8,30,1283,1283,3500,1208,700
9,30,1283,883,3500,1283,700
10,30,1283,1283,3500,1208,700
11,30,1283,875,3500,1208,700
12,30,1283,875,3500,1208,700
1,31,199,202,740,153,148
2,31,199,199,740,199,148
3,31,199,202,740,153,148
4,31,202,202,740,154,148
5,31,202,202,740,199,148
6,31,202,202,740,199,148
7,31,199,202,740,154,148
8,31,202,202,740,198,148
9,31,202,202,740,199,148
10,31,202,202,740,199,148
11,31,199,202,740,202,148
12,31,199,202,740,202,148
1,32,7300,4800,11500,7300,3200
2,32,7300,7300,11500,7300,3200
3,32,7300,7300,11500,7300,3200
4,32,7300,7300,11500,7300,3200
5,32,7300,7300,11500,7300,3200
6,32,7300,7300,11500,7300,3200
7,32,7300,7300,11500,7300,3200
8,32,7300,7300,11500,7300,3200
9,32,7300,7300,11500,7300,3200
10,32,7300,7300,11500,7300,3200
11,32,7300,7300,11500,7300,3200
12,32,7300,7300,11500,7300,3200
1,33,1255,1375,6000,1200,1200
2,33,1200,1200,6000,1200,1200
3,33,1255,1375,6000,1200,1200
4,33,1375,1375,6000,1200,1200
5,33,1255,1255,6000,1200,1200
6,33,1375,1375,6000,1200,1200
7,33,1255,1375,6000,1200,1200
8,33,1375,1375,6000,1200,1200
9,33,1375,1375,6000,1200,1200
10,33,1375,1375,6000,1200,1200
11,33,1255,1375,6000,1200,1200
12,33,1255,1375,6000,1200,1200
1,34,6124,8415,30000,6004,6000
2,34,6124,8535,30000,6124,6000
3,34,6124,8415,30000,6004,6000
4,34,8535,8535,30000,6124,6000
5,34,8535,8535,30000,6124,6000
6,34,8535,8535,30000,6124,6000
7,34,6124,8415,30000,6124,6000
8,34,8535,8535,30000,6124,6000
9,34,8535,8535,30000,6124,6000
10,34,8535,8535,30000,6124,6000
11,34,6124,8415,30000,6124,6000
12,34,6124,8415,30000,6004,6000
1,35,136,136,300,121,60
2,35,136,136,300,136,60
3,35,136,136,300,136,60
4,35,136,136,300,136,60
5,35,136,136,300,136,60
6,35,136,136,300,136,60
7,35,136,136,300,136,60
8,35,136,136,300,136,60
9,35,136,136,300,136,60
10,35,136,136,300,136,60
11,35,136,136,300,136,60
12,35,136,136,300,136,60
1,36,1400,1400,4500,1400,900
2,36,1435,1435,4500,972,900
3,36,1435,1435,4500,972,900
4,36,1435,1435,4500,1400,900
5,36,1435,1435,4500,1400,900
6,36,1435,1435,4500,972,900
7,36,1435,1435,4500,1435,900
8,36,1435,1435,4500,1400,900
9,36,1435,1435,4500,972,900
10,36,1435,1435,4500,972,900
11,36,1435,1435,4500,972,900
12,36,1435,1435,4500,1400,900
1,37,6750,6000,18000,3650,3650
2,37,6750,6050,18000,6750,3650
3,37,6750,6050,18000,6050,3650
4,37,6750,6050,18000,6750,3650
5,37,6750,6050,18000,6750,3650
6,37,6750,6050,18000,6750,3650
7,37,6750,6050,18000,6050,3650
8,37,6750,6050,18000,6750,3650
9,37,6750,6050,18000,6750,3650
10,37,6750,6050,18000,6750,3650
11,37,6750,6050,18000,6750,3650
12,37,6750,6050,18000,6750,3650
1,38,2420,2300,11500,2420,2300
2,38,2520,2520,11500,2300,2300
3,38,2520,2400,11500,2300,2300
4,38,2520,2520,11500,2420,2300
5,38,2520,2520,11500,2300,2300
6,38,2520,2520,11500,2420,2300
7,38,2520,2400,11500,2300,2300
8,38,2520,2520,11500,2420,2300
9,38,2520,2520,11500,2300,2300
10,38,2520,2520,11500,2300,2300
11,38,2520,2400,11500,2400,2300
12,38,2520,2400,11500,2420,2300
1,39,890,760,3000,852,600
2,39,890,890,3000,890,600
3,39,890,760,3000,672,600
4,39,890,890,3000,890,600
5,39,890,890,3000,890,600
6,39,890,890,3000,890,600
7,39,890,760,3000,730,600
8,39,890,890,3000,852,600
9,39,890,890,3000,852,600
10,39,890,890,3000,890,600
11,39,890,760,3000,890,600
12,39,890,760,3000,722,600
1,40,2475,3686,12000,3656,2400
2,40,3686,3686,12000,2475,2400
3,40,2475,3686,12000,2445,2400
4,40,3686,3686,12000,2445,2400
5,40,3686,3686,12000,2475,2400
6,40,3686,3686,12000,2445,2400
7,40,2475,3686,12000,2445,2400
8,40,3686,3686,12000,2475,2400
9,40,3686,3686,12000,2475,2400
10,40,3686,3686,12000,2475,2400
11,40,2475,3686,12000,2445,2400
12,40,2475,3686,12000,2445,2400
1,41,6915,7008,30000,6303,6900
2,41,7008,7008,30000,6303,6900
3,41,6915,7008,30000,6915,6900
4,41,7008,7008,30000,6915,6900
5,41,7008,7008,30000,6915,6900
6,41,7008,7008,30000,6303,6900
7,41,6915,7008,30000,7008,6900
8,41,7008,7008,30000,6303,6900
9,41,7008,7008,30000,6303,6900
10,41,7008,7008,30000,6303,6900
11,41,6915,7008,30000,7008,6900
12,41,6915,7008,30000,6210,6900
1,42,7405,7255,30000,7350,6000
2,42,7405,7405,30000,7405,6000
3,42,7405,7405,30000,7405,6000
4,42,7405,7405,30000,7405,6000
5,42,7405,7405,30000,7405,6000
6,42,7405,7405,30000,7405,6000
7,42,7405,7405,30000,7405,6000
8,42,7405,7405,30000,7405,6000
9,42,7405,7405,30000,6000,6000
10,42,7405,7405,30000,7405,6000
11,42,7405,7405,30000,7350,6000
12,42,7405,7405,30000,7405,6000
1,43,4030,4200,10000,4000,2000
2,43,5100,5100,10000,3100,2000
3,43,4030,4200,10000,2900,2000
4,43,5100,5100,10000,4030,2000
5,43,5100,5100,10000,3100,2000
6,43,5100,5100,10000,4030,2000
7,43,4030,4200,10000,4030,2000
8,43,5100,5100,10000,4030,2000
9,43,5100,5100,10000,4000,2000
10,43,5100,5100,10000,4030,2000
11,43,4030,4200,10000,4030,2000
12,43,4030,4200,10000,5100,2000
1,44,8102,5000,25000,8102,5000
2,44,8102,8102,25000,8102,5000
3,44,8102,8102,25000,8102,5000
4,44,8102,8102,25000,8102,5000
5,44,8102,8102,25000,8102,5000
6,44,8102,8102,25000,8102,5000
7,44,8102,8102,25000,8102,5000
8,44,8102,8102,25000,8102,5000
9,44,8102,8102,25000,8102,5000
10,44,8102,8102,25000,8102,5000
11,44,8102,8102,25000,8102,5000
12,44,8102,8102,25000,8102,5000
1,45,2340,2250,6000,2340,1200
2,45,2340,2340,6000,1208,1200
3,45,2340,2340,6000,2340,1200
4,45,2340,2340,6000,2340,1200
5,45,2340,2340,6000,1690,1200
6,45,2340,2340,6000,1208,1200
7,45,2340,2340,6000,1690,1200
8,45,2340,2340,6000,1690,1200
9,45,2340,2340,6000,1208,1200
10,45,2340,2340,6000,1208,1200
11,45,2340,2340,6000,2340,1200
12,45,2340,2340,6000,2340,1200
1,46,4800,6000,12000,7200,3600
2,46,7200,7200,12000,4800,3600
3,46,7200,6000,12000,6000,3600
4,46,7200,7200,12000,4800,3600
5,46,7200,7200,12000,4800,3600
6,46,7200,7200,12000,4800,3600
7,46,7200,6000,12000,4800,3600
8,46,7200,7200,12000,4800,3600
9,46,7200,7200,12000,4800,3600
10,46,7200,7200,12000,4800,3600
11,46,7200,6000,12000,4800,3600
12,46,7200,6000,12000,6000,3600
1,47,2550,2500,12000,2445,2400
2,47,2550,2550,12000,2550,2400
3,47,2550,2545,12000,2545,2400
4,47,2550,2550,12000,2550,2400
5,47,2550,2550,12000,2550,2400
6,47,2550,2550,12000,2550,2400
7,47,2550,2545,12000,2550,2400
8,47,2550,2550,12000,2550,2400
9,47,2550,2550,12000,2550,2400
10,47,2550,2550,12000,2550,2400
11,47,2550,2545,12000,2550,2400
12,47,2550,2545,12000,2550,2400
1,48,1331,1300,6000,1316,1200
2,48,1331,1331,6000,1331,1200
3,48,1331,1331,6000,1331,1200
4,48,1331,1331,6000,1331,1200
5,48,1331,1331,6000,1331,1200
6,48,1331,1331,6000,1331,1200
7,48,1331,1331,6000,1331,1200
8,48,1331,1331,6000,1331,1200
9,48,1331,1331,6000,1331,1200
10,48,1331,1331,6000,1331,1200
11,48,1331,1331,6000,1331,1200
12,48,1331,1331,6000,1331,1200
1,49,2031,2011,5000,1900,1000
2,49,2031,2011,5000,1111,1000
3,49,2031,2011,5000,1100,1000
4,49,2031,2011,5000,1131,1000
5,49,2031,2011,5000,1111,1000
6,49,2031,2011,5000,1131,1000
7,49,2031,2011,5000,1100,1000
8,49,2031,2011,5000,1131,1000
9,49,2031,2011,5000,2031,1000
10,49,2031,2011,5000,1131,1000
11,49,2031,2011,5000,1011,1000
12,49,2031,2011,5000,1011,1000
1,50,5210,5110,18000,3710,3600
2,50,5210,5210,18000,5210,3600
3,50,5210,5210,18000,5110,3600
4,50,5210,5210,18000,5210,3600
5,50,5210,5210,18000,5210,3600
6,50,5210,5210,18000,5210,3600
7,50,5210,5210,18000,5110,3600
8,50,5210,5210,18000,5210,3600
9,50,5210,5210,18000,5210,3600
10,50,5210,5210,18000,4260,3600
11,50,5210,5210,18000,5210,3600
12,50,5210,5210,18000,4260,3600
1,51,2506,2506,10500,2506,2100
2,51,2506,2506,10500,2506,2100
3,51,2506,2506,10500,2506,2100
4,51,2506,2506,10500,2506,2100
5,51,2506,2506,10500,2506,2100
6,51,2506,2506,10500,2506,2100
7,51,2506,2506,10500,2506,2100
8,51,2506,2506,10500,2506,2100
9,51,2450,2450,10500,2506,2100
10,51,2506,2506,10500,2506,2100
11,51,2506,2506,10500,2506,2100
12,51,2506,2506,10500,2506,2100
1,52,5055,5055,25000,5055,5000
2,52,5055,5055,25000,5055,5000
3,52,5055,5055,25000,5055,5000
4,52,5055,5055,25000,5055,5000
5,52,5055,5055,25000,5055,5000
6,52,5055,5055,25000,5055,5000
7,52,5055,5055,25000,5055,5000
8,52,5055,5055,25000,5055,5000
9,52,5055,5055,25000,5055,5000
10,52,5055,5055,25000,5055,5000
11,52,5055,5055,25000,5055,5000
12,52,5055,5055,25000,5055,5000
1,53,831,600,3000,650,600
2,53,831,601,3000,781,600
3,53,831,600,3000,601,600
4,53,831,601,3000,701,600
5,53,831,601,3000,731,600
6,53,831,601,3000,781,600
7,53,831,600,3000,731,600
8,53,831,601,3000,731,600
9,53,831,601,3000,601,600
10,53,831,601,3000,731,600
11,53,831,600,3000,600,600
12,53,831,600,3000,701,600
1,54,3000,3015,7500,2048,3000
2,54,3415,3415,7500,2063,3000
3,54,3415,3400,7500,2063,3000
4,54,3415,3415,7500,2063,3000
5,54,3415,3415,7500,2063,3000
6,54,3415,3415,7500,2063,3000
7,54,3415,3400,7500,2063,3000
8,54,3415,3415,7500,2063,3000
9,54,3415,3415,7500,2063,3000
10,54,3415,3415,7500,2063,3000
11,54,3400,3400,7500,2063,3000
12,54,3415,3400,7500,2063,3000
1,55,4600,2355,11500,3401,2300
2,55,4655,4655,11500,4655,2300
3,55,4600,4600,11500,3500,2300
4,55,4655,4655,11500,4600,2300
5,55,4655,4655,11500,3500,2300
6,55,4655,4655,11500,3455,2300
7,55,4600,4600,11500,4655,2300
8,55,4655,4655,11500,4600,2300
9,55,4655,4655,11500,3455,2300
10,55,4655,4655,11500,4600,2300
11,55,4600,4600,11500,3400,2300
12,55,4600,4600,11500,3401,2300
1,56,3661,3661,18000,3661,3600
2,56,3661,3661,18000,3661,3600
3,56,3661,3661,18000,4750,3600
4,56,3661,3661,18000,3611,3600
5,56,3661,3661,18000,3661,3600
6,56,3661,3661,18000,3661,3600
7,56,3661,3661,18000,3600,3600
8,56,3661,3661,18000,3661,3600
9,56,3661,3661,18000,3611,3600
10,56,3661,3661,18000,3611,3600
11,56,3661,3661,18000,3661,3600
12,56,3661,3661,18000,4750,3600
1,57,795,700,3500,775,775
2,57,795,795,3500,795,775
3,57,795,790,3500,795,775
4,57,795,795,3500,795,775
5,57,795,795,3500,795,775
6,57,784,784,3500,795,775
7,57,795,790,3500,790,775
8,57,795,795,3500,795,775
9,57,784,784,3500,795,775
10,57,784,784,3500,795,775
11,57,795,790,3500,779,775
12,57,795,790,3500,795,775
1,58,4679,4607,17500,4535,3500
2,58,4679,4679,17500,4679,3500
3,58,4679,4607,17500,4644,3500
4,58,4679,4679,17500,4679,3500
5,58,4679,4679,17500,4679,3500
6,58,4679,4679,17500,4679,3500
7,58,4679,4607,17500,4607,3500
8,58,4679,4679,17500,4679,3500
9,58,4679,4679,17500,4679,3500
10,58,4679,4679,17500,4679,3500
11,58,4679,4607,17500,4572,3500
12,58,4679,4607,17500,4607,3500
1,59,3600,3712,12000,3600,2400
2,59,3600,3712,12000,3600,2400
3,59,3600,3712,12000,3662,2400
4,59,3712,3712,12000,3712,2400
5,59,3600,3712,12000,3712,2400
6,59,3712,3712,12000,3650,2400
7,59,3600,3712,12000,3600,2400
8,59,3712,3712,12000,3600,2400
9,59,3712,3712,12000,3600,2400
10,59,3712,3712,12000,3600,2400
11,59,3600,3712,12000,3600,2400
12,59,3600,3712,12000,3600,2400
1,60,13000,9600,30000,12000,6000
2,60,13000,13000,30000,13000,6000
3,60,13000,12000,30000,13000,6000
4,60,13000,13000,30000,13000,6000
5,60,13000,13000,30000,13000,6000
6,60,13000,13000,30000,13000,6000
7,60,13000,12000,30000,13000,6000
8,60,13000,13000,30000,13000,6000
9,60,13000,13000,30000,13000,6000
10,60,13000,13000,30000,13000,6000
11,60,13000,12000,30000,12000,6000
12,60,13000,12000,30000,13000,6000
1,61,5148,5148,12000,2600,2400
2,61,5148,5148,12000,3148,2400
3,61,5148,5148,12000,3148,2400
4,61,5148,5148,12000,5148,2400
5,61,5148,5148,12000,5148,2400
6,61,5148,3648,12000,5148,2400
7,61,5148,3648,12000,3648,2400
8,61,5148,3648,12000,5148,2400
9,61,5148,3648,12000,5148,2400
10,61,5148,3648,12000,3148,2400
11,61,5148,3648,12000,3648,2400
12,61,5148,5148,12000,5148,2400
1,62,3600,5500,12000,3600,2400
2,62,5500,5500,12000,4300,2400
3,62,3600,5500,12000,3600,2400
4,62,5500,5500,12000,4800,2400
5,62,5500,5500,12000,3600,2400
6,62,5500,5500,12000,3600,2400
7,62,3600,5500,12000,3600,2400
8,62,5500,5500,12000,3600,2400
9,62,5500,5500,12000,3600,2400
10,62,5500,5500,12000,3600,2400
11,62,3600,5500,12000,5500,2400
12,62,3600,5500,12000,4300,2400
1,63,1508,1583,7500,1500,1500
2,63,2183,2183,7500,1500,1500
3,63,1583,1583,7500,1500,1500
4,63,2183,2183,7500,1500,1500
5,63,2183,2183,7500,1500,1500
6,63,2183,2183,7500,1500,1500
7,63,1583,1583,7500,1500,1500
8,63,2183,2183,7500,1500,1500
9,63,2183,2183,7500,1500,1500
10,63,2183,2183,7500,1500,1500
11,63,1583,1583,7500,1500,1500
12,63,1583,1583,7500,1500,1500
1,64,4402,3402,12000,3402,2400
2,64,4402,4402,12000,3402,2400
3,64,4402,3402,12000,3402,2400
4,64,4402,4402,12000,4402,2400
5,64,4402,4402,12000,4402,2400
6,64,4402,4402,12000,4402,2400
7,64,4402,3402,12000,3402,2400
