,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Result,,,,,,,
1,1,anti_first_fail,indomain_min,obj,834600.0,834600.0,834600.0,834600.0,834600.0,1106300.0,1.0
1,1,anti_first_fail,indomain_min,time,70.0,100.0,100.0,70.0,0.00016544503159821033,,1.6544503159821034e-06
1,2,anti_first_fail,indomain_min,obj,2159690.0,2159690.0,2159690.0,2159690.0,2303842.0,2538280.0,1.0667466164125408
1,2,anti_first_fail,indomain_min,time,80.0,120.0,70.0,100.0,0.00018148100934922695,,2.5925858478460995e-06
1,3,anti_first_fail,indomain_min,obj,643500.0,643500.0,643500.0,643500.0,647500.0,755830.0,1.0062160062160062
1,3,anti_first_fail,indomain_min,time,70.0,110.0,70.0,90.0,0.00018730293959379196,,2.6757562799113136e-06
1,4,anti_first_fail,indomain_min,obj,735480.0,735480.0,735480.0,735480.0,770875.0,931585.0,1.048125033991407
1,4,anti_first_fail,indomain_min,time,80.0,130.0,70.0,120.0,0.00018292805179953575,,2.613257882850511e-06
1,5,anti_first_fail,indomain_min,obj,501345.0,501345.0,501345.0,501345.0,501345.0,721065.0,1.0
1,5,anti_first_fail,indomain_min,time,70.0,110.0,70.0,90.0,0.00017046602442860603,,2.4352289204086577e-06
1,6,anti_first_fail,indomain_min,obj,335725.0,335725.0,335725.0,335725.0,335725.0,477065.0,1.0
1,6,anti_first_fail,indomain_min,time,80.0,110.0,80.0,100.0,0.00019655795767903328,,2.456974470987916e-06
1,7,anti_first_fail,indomain_min,obj,2682680.0,2682680.0,2682680.0,2682680.0,2725880.0,6606437.0,1.0161032996853891
1,7,anti_first_fail,indomain_min,time,80.0,110.0,80.0,110.0,0.00020190211944282055,,2.523776493035257e-06
1,8,anti_first_fail,indomain_min,obj,397540.0,397540.0,397540.0,397540.0,411348.0,541678.0,1.034733611712029
1,8,anti_first_fail,indomain_min,time,80.0,120.0,70.0,110.0,0.000255142105743289,,3.6448872249041283e-06
1,9,anti_first_fail,indomain_min,obj,949650.0,949650.0,949650.0,949650.0,949650.0,1277140.0,1.0
1,9,anti_first_fail,indomain_min,time,80.0,100.0,70.0,80.0,0.0001705959439277649,,2.4370849132537843e-06
1,10,anti_first_fail,indomain_min,obj,1164540.0,1164540.0,1164540.0,1164540.0,1169340.0,1866474.0,1.0041217991653357
1,10,anti_first_fail,indomain_min,time,70.0,120.0,70.0,100.0,0.00020037801004946232,,2.8625430007066045e-06
1,11,anti_first_fail,indomain_min,obj,248625.0,248625.0,248625.0,248625.0,255825.0,361660.0,1.0289592760180994
1,11,anti_first_fail,indomain_min,time,80.0,120.0,90.0,100.0,0.0002095378004014492,,2.3281977822383244e-06
1,12,anti_first_fail,indomain_min,obj,1031030.0,1031030.0,1031030.0,1031030.0,1031030.0,2013760.0,1.0
1,12,anti_first_fail,indomain_min,time,80.0,100.0,70.0,70.0,0.00017180200666189194,,2.4543143808841707e-06
1,13,anti_first_fail,indomain_min,obj,579410.0,579410.0,579410.0,579410.0,583010.0,1105070.0,1.0062132168930464
1,13,anti_first_fail,indomain_min,time,70.0,120.0,70.0,130.0,0.0002005270216614008,,2.864671738020011e-06
1,14,anti_first_fail,indomain_min,obj,893530.0,893530.0,893530.0,893530.0,1049045.0,1385190.0,1.1740456392062941
1,14,anti_first_fail,indomain_min,time,80.0,130.0,80.0,110.0,0.00018449686467647552,,2.306210808455944e-06
1,15,anti_first_fail,indomain_min,obj,166725.0,166725.0,166725.0,166725.0,166725.0,423175.0,1.0
1,15,anti_first_fail,indomain_min,time,80.0,110.0,70.0,90.0,0.00017438502982258797,,2.4912147117512565e-06
1,16,anti_first_fail,indomain_min,obj,385255.0,385255.0,385255.0,385255.0,385255.0,1209480.0,1.0
1,16,anti_first_fail,indomain_min,time,80.0,110.0,70.0,80.0,0.00017480412498116493,,2.4972017854452132e-06
1,17,anti_first_fail,indomain_min,obj,199420.0,199420.0,199420.0,199420.0,199900.0,283998.0,1.0024069802427038
1,17,anti_first_fail,indomain_min,time,80.0,100.0,80.0,90.0,0.00018830504268407822,,2.3538130335509775e-06
1,18,anti_first_fail,indomain_min,obj,1509105.0,1509105.0,1509105.0,1509105.0,1509105.0,6811097.0,1.0
1,18,anti_first_fail,indomain_min,time,70.0,130.0,70.0,70.0,0.00017239409498870373,,2.4627727855529103e-06
1,19,anti_first_fail,indomain_min,obj,1216800.0,1216800.0,1216800.0,1216800.0,1216800.0,1949090.0,1.0
1,19,anti_first_fail,indomain_min,time,80.0,150.0,70.0,100.0,0.00016923295333981514,,2.4176136191402165e-06
1,20,anti_first_fail,indomain_min,obj,638430.0,638430.0,638430.0,638430.0,639044.0,2476792.0,1.0009617342543426
1,20,anti_first_fail,indomain_min,time,80.0,120.0,70.0,130.0,0.00022652489133179188,,3.2360698761684556e-06
1,21,anti_first_fail,indomain_min,obj,1690000.0,1690000.0,1690000.0,1690000.0,1690000.0,5430000.0,1.0
1,21,anti_first_fail,indomain_min,time,70.0,120.0,80.0,100.0,0.00021328311413526535,,2.6660389266908167e-06
1,22,anti_first_fail,indomain_min,obj,843700.0,843700.0,843700.0,843700.0,874300.0,1152250.0,1.0362688159298328
1,22,anti_first_fail,indomain_min,time,80.0,110.0,70.0,100.0,0.00018676090985536575,,2.6680129979337964e-06
1,23,anti_first_fail,indomain_min,obj,444600.0,444600.0,444600.0,444600.0,444600.0,522030.0,1.0
1,23,anti_first_fail,indomain_min,time,70.0,110.0,70.0,80.0,0.0002738991752266884,,3.9128453603812625e-06
1,24,anti_first_fail,indomain_min,obj,368348.0,368348.0,368348.0,368348.0,382564.0,758220.0,1.0385939383409168
1,24,anti_first_fail,indomain_min,time,100.0,130.0,70.0,110.0,0.00038224016316235065,,5.460573759462152e-06
1,25,anti_first_fail,indomain_min,obj,1361750.0,1361750.0,1361750.0,1361750.0,1361750.0,6434600.0,1.0
1,25,anti_first_fail,indomain_min,time,70.0,100.0,70.0,80.0,0.00017762510105967522,,2.537501443709646e-06
1,26,anti_first_fail,indomain_min,obj,2342340.0,2342340.0,2342340.0,2342340.0,2342916.0,2969436.0,1.0002459079382156
1,26,anti_first_fail,indomain_min,time,80.0,110.0,90.0,90.0,0.00018833507783710957,,2.0926119759678842e-06
1,27,anti_first_fail,indomain_min,obj,38285.0,38285.0,38285.0,38285.0,38533.0,68504.0,1.0064777327935224
1,27,anti_first_fail,indomain_min,time,70.0,110.0,70.0,100.0,0.0002315109595656395,,3.3072994223662785e-06
1,28,anti_first_fail,indomain_min,obj,102700.0,102700.0,102700.0,102700.0,102700.0,162405.0,1.0
1,28,anti_first_fail,indomain_min,time,80.0,100.0,70.0,70.0,0.0001856659073382616,,2.6523701048323087e-06
1,29,anti_first_fail,indomain_min,obj,890240.0,890240.0,890240.0,890240.0,890240.0,3467824.0,1.0
1,29,anti_first_fail,indomain_min,time,70.0,110.0,70.0,90.0,0.00017807004041969776,,2.5438577202813965e-06
1,30,anti_first_fail,indomain_min,obj,163475.0,163475.0,163475.0,163475.0,163475.0,269905.0,1.0
1,30,anti_first_fail,indomain_min,time,80.0,110.0,70.0,90.0,0.00019915285520255566,,2.845040788607938e-06
1,31,anti_first_fail,indomain_min,obj,24830.0,24830.0,24830.0,24830.0,24830.0,35559.0,1.0
1,31,anti_first_fail,indomain_min,time,70.0,100.0,70.0,90.0,0.00018221093341708183,,2.6030133345297405e-06
1,32,anti_first_fail,indomain_min,obj,1813500.0,1813500.0,1813500.0,1813500.0,1813500.0,2574700.0,1.0
1,32,anti_first_fail,indomain_min,time,80.0,110.0,70.0,90.0,0.00019010109826922417,,2.715729975274631e-06
1,33,anti_first_fail,indomain_min,obj,314275.0,314275.0,314275.0,314275.0,319075.0,460530.0,1.0152732479516346
