gurobi,170000, 200000, 190000, 200000, 170000, 190000, 190000, 180000, 180000, 280000, 220000, 200000, 200000, 170000, 200000, 200000, 200000, 180000, 200000, 180000, 170000, 230000, 220000, 180000, 200000, 200000, 200000, 200000, 210000, 250000, 200000, 200000, 260000, 240000, 160000, 310000, 230000, 250000, 220000, 200000, 250000, 200000, 230000, 210000, 230000, 230000, 210000, 180000, 220000, 200000
cplex,160000, 220000, 170000, 210000, 170000, 190000, 180000, 180000, 180000, 290000, 250000, 210000, 220000, 170000, 210000, 200000, 190000, 190000, 200000, 180000, 180000, 220000, 200000, 190000, 190000, 220000, 200000, 200000, 210000, 220000, 210000, 190000, 270000, 260000, 190000, 250000, 220000, 240000, 200000, 200000, 230000, 190000, 200000, 220000, 250000, 220000, 210000, 170000, 220000, 200000
gecode,120000, 100000, 180000, 110000, 90000, 120000, 90000, 90000, 130000, 90000, 100000, 90000, 100000, 120000, 90000, 100000, 90000, 120000, 80000, 160000, 130000, 140000, 90000, 100000, 110000, 110000, 120000, 190000, 160000, 100000, 100000, 100000, 140000, 110000, 110000, 90000, 120000, 80000, 170000, 110000, 90000, 110000, 90000, 170000, 120000, 90000, 160000, 180000, 100000, 140000
chuffed,560000, 260000, 550000, 450000, 220000, 650000, 119999, 140000, 280000, 330000, 890000, 830000, 150000, 680000, 920000, 600000, 440000, 50000, 740000, 380000, 660000, 610000, 380000, 280000, 270000, 990000, 690000, 320000, 440000, 60000, 220000, 340000, 119999, 720000, 360000, 650000, 120000, 510000, 900000, 0, 360000, 360000, 460000, 310000, 130000, 270000, 980000, 660000, 710000, 600000
