gurobi,210000, 270000, 220000, 250000, 220000, 210000, 220000, 180000, 250000, 210000, 230000, 200000, 200000, 210000, 270000, 230000, 220000, 210000, 230000, 210000, 180000, 230000, 210000, 200000, 180000, 210000, 220000, 210000, 200000, 230000, 190000, 210000, 210000, 250000, 200000, 190000, 260000, 200000, 210000, 220000, 240000, 200000, 200000, 230000, 190000, 220000, 250000, 200000, 230000, 220000, 210000, 230000, 180000, 210000, 210000, 190000, 200000, 220000, 220000, 190000, 230000, 210000, 190000, 220000, 260000, 230000, 190000, 180000, 190000, 210000, 220000, 250000, 330000, 230000, 270000, 250000, 240000, 270000, 220000, 200000, 210000, 210000, 220000, 190000, 230000, 300000, 200000, 190000, 210000, 190000, 240000, 230000, 200000, 220000, 220000, 210000, 210000, 220000, 190000, 290000
gecode,140000, 90000, 80000, 150000, 190000, 170000, 120000, 190000, 130000, 110000, 130000, 160000, 120000, 140000, 160000, 190000, 100000, 120000, 140000, 140000, 100000, 120000, 100000, 190000, 120000, 120000, 100000, 120000, 150000, 170000, 120000, 160000, 110000, 110000, 120000, 120000, 120000, 110000, 90000, 150000, 90000, 150000, 100000, 100000, 120000, 110000, 80000, 140000, 90000, 130000, 140000, 120000, 170000, 110000, 110000, 150000, 150000, 110000, 90000, 160000, 130000, 160000, 140000, 170000, 140000, 110000, 110000, 140000, 130000, 120000, 110000, 120000, 120000, 220000, 130000, 180000, 110000, 130000, 120000, 140000, 180000, 120000, 110000, 100000, 120000, 100000, 200000, 100000, 100000, 120000, 120000, 110000, 140000, 110000, 140000, 130000, 130000, 130000, 110000, 90000
