gurobi,230000, 210000, 160000, 250000, 200000, 200000, 150000, 230000, 220000, 210000, 210000, 350000, 220000, 190000, 190000, 220000, 230000, 230000, 220000, 210000, 210000, 220000, 260000, 220000, 210000, 190000, 230000, 190000, 190000, 230000, 190000, 260000, 200000, 190000, 230000, 190000, 180000, 230000, 180000, 210000, 170000, 250000, 210000, 210000, 190000, 160000, 210000, 200000, 200000, 200000
cplex,210000, 240000, 160000, 210000, 190000, 190000, 160000, 200000, 230000, 250000, 220000, 210000, 210000, 200000, 200000, 230000, 190000, 450000, 210000, 230000, 200000, 170000, 260000, 180000, 200000, 190000, 210000, 180000, 200000, 260000, 190000, 200000, 210000, 200000, 250000, 190000, 210000, 240000, 190000, 190000, 150000, 240000, 210000, 200000, 190000, 170000, 200000, 180000, 190000, 170000
gecode,90000, 90000, 130000, 100000, 140000, 100000, 100000, 110000, 110000, 130000, 110000, 110000, 130000, 130000, 160000, 90000, 120000, 130000, 90000, 130000, 130000, 90000, 120000, 100000, 120000, 150000, 180000, 140000, 100000, 100000, 150000, 90000, 170000, 130000, 180000, 100000, 130000, 80000, 110000, 170000, 140000, 80000, 140000, 120000, 90000, 200000, 140000, 190000, 130000, 150000
chuffed,790000, 410000, 870000, 630000, 930000, 190000, 720000, 10000, 610000, 880000, 690000, 480000, 270000, 490000, 920000, 780000, 720000, 120000, 200000, 620000, 450000, 950000, 50000, 730000, 740000, 330000, 100000, 250000, 10000, 800000, 730000, 140000, 0, 860000, 990000, 780000, 970000, 360000, 90000, 300000, 890000, 500000, 660000, 650000, 250000, 920000, 910000, 30000, 690000, 990000
