gurobi,160000, 240000, 200000, 200000, 210000, 190000, 140000, 180000, 200000, 170000, 220000, 230000, 210000, 180000, 210000, 190000, 190000, 190000, 190000, 200000, 200000, 240000, 200000, 200000, 210000, 230000, 190000, 180000, 220000, 180000, 170000, 220000, 190000, 200000, 210000, 220000, 190000, 210000, 230000, 180000, 170000, 240000, 300000, 190000, 150000, 220000, 240000, 210000, 190000, 170000, 210000, 210000, 260000, 180000, 210000, 190000, 250000, 220000, 220000, 230000, 220000, 230000, 250000, 230000, 220000, 210000, 220000, 250000, 220000, 270000, 190000, 210000, 220000, 190000, 180000, 200000, 190000, 250000, 220000, 190000, 200000, 240000, 280000, 220000, 210000, 180000, 200000, 250000, 180000, 260000, 200000, 220000, 210000, 170000, 280000, 180000, 280000, 240000, 180000, 200000
gecode,110000, 140000, 90000, 120000, 100000, 90000, 170000, 130000, 140000, 160000, 140000, 90000, 100000, 110000, 150000, 130000, 110000, 110000, 110000, 100000, 120000, 90000, 110000, 130000, 120000, 120000, 120000, 90000, 120000, 90000, 180000, 120000, 120000, 110000, 130000, 110000, 100000, 120000, 150000, 110000, 100000, 140000, 150000, 120000, 110000, 230000, 120000, 110000, 130000, 140000, 90000, 130000, 120000, 100000, 80000, 100000, 100000, 110000, 140000, 120000, 190000, 130000, 120000, 150000, 160000, 170000, 120000, 90000, 130000, 180000, 110000, 140000, 110000, 80000, 120000, 90000, 220000, 100000, 100000, 160000, 150000, 110000, 120000, 130000, 100000, 120000, 120000, 130000, 110000, 100000, 130000, 130000, 100000, 110000, 160000, 120000, 90000, 100000, 130000, 100000
