gurobi,300000, 230000, 250000, 240000, 250000, 240000, 220000, 190000, 230000, 210000, 220000, 220000, 170000, 210000, 200000, 210000, 200000, 200000, 190000, 210000, 200000, 200000, 210000, 170000, 220000, 180000, 220000, 260000, 230000, 210000, 180000, 210000, 190000, 190000, 210000, 230000, 210000, 200000, 200000, 210000, 260000, 220000, 200000, 210000, 180000, 180000, 180000, 170000, 180000, 210000
cplex,270000, 220000, 250000, 230000, 240000, 210000, 200000, 200000, 220000, 200000, 210000, 220000, 180000, 200000, 190000, 200000, 180000, 180000, 190000, 210000, 180000, 200000, 200000, 180000, 220000, 170000, 190000, 220000, 290000, 200000, 170000, 230000, 180000, 190000, 190000, 190000, 200000, 190000, 200000, 180000, 250000, 240000, 190000, 210000, 180000, 180000, 180000, 160000, 190000, 170000
gecode,110000, 100000, 120000, 140000, 120000, 100000, 180000, 90000, 90000, 140000, 150000, 140000, 100000, 100000, 150000, 200000, 110000, 140000, 90000, 150000, 120000, 100000, 80000, 150000, 90000, 80000, 150000, 160000, 140000, 110000, 100000, 120000, 140000, 170000, 180000, 100000, 90000, 120000, 90000, 80000, 90000, 100000, 150000, 220000, 120000, 90000, 160000, 120000, 130000, 90000
chuffed,640000, 470000, 390000, 670000, 810000, 960000, 540000, 730000, 360000, 610000, 99999, 630000, 660000, 460000, 60000, 20000, 730000, 910000, 340000, 870000, 610000, 690000, 860000, 930000, 310000, 680000, 310000, 620000, 960000, 940000, 820000, 500000, 830000, 400000, 190000, 980000, 620000, 410000, 920000, 270000, 320000, 660000, 410000, 950000, 820000, 850000, 720000, 860000, 630000, 110000
