gurobi,220000, 230000, 210000, 240000, 210000, 220000, 230000, 200000, 220000, 210000, 270000, 250000, 230000, 230000, 230000, 200000, 210000, 200000, 230000, 240000, 270000, 230000, 210000, 210000, 290000, 200000, 200000, 220000, 250000, 240000, 210000, 210000, 210000, 190000, 190000, 180000, 210000, 200000, 160000, 170000, 160000, 150000, 210000, 200000, 140000, 190000, 220000, 180000, 200000, 170000
cplex,210000, 250000, 230000, 230000, 210000, 210000, 210000, 200000, 220000, 210000, 240000, 250000, 230000, 210000, 200000, 200000, 200000, 190000, 210000, 250000, 260000, 260000, 200000, 230000, 310000, 230000, 200000, 200000, 240000, 230000, 210000, 210000, 180000, 180000, 170000, 180000, 200000, 200000, 170000, 180000, 180000, 160000, 210000, 190000, 130000, 170000, 180000, 190000, 210000, 170000
gecode,120000, 150000, 200000, 140000, 110000, 180000, 180000, 100000, 140000, 100000, 100000, 160000, 120000, 130000, 140000, 140000, 150000, 140000, 150000, 130000, 90000, 100000, 150000, 120000, 80000, 120000, 110000, 100000, 90000, 120000, 130000, 110000, 120000, 100000, 110000, 80000, 150000, 110000, 120000, 90000, 100000, 90000, 180000, 110000, 90000, 100000, 90000, 120000, 70000, 220000
chuffed,830000, 350000, 910000, 370000, 620000, 110000, 200000, 150000, 420000, 430000, 980000, 830000, 250000, 730000, 960000, 410000, 960000, 940000, 210000, 370000, 310000, 880000, 910000, 290000, 650000, 380000, 990000, 300000, 820000, 190000, 610000, 950000, 700000, 600000, 10000, 420000, 50000, 160000, 800000, 300000, 380000, 730000, 500000, 300000, 690000, 430000, 710000, 800000, 200000, 740000
