gurobi,250000, 210000, 180000, 200000, 220000, 180000, 200000, 210000, 200000, 190000, 180000, 170000, 180000, 180000, 190000, 180000, 220000, 190000, 180000, 220000, 190000, 210000, 230000, 220000, 190000, 200000, 180000, 220000, 190000, 220000, 170000, 240000, 190000, 230000, 200000, 190000, 190000, 180000, 210000, 210000, 260000, 190000, 190000, 200000, 220000, 190000, 190000, 210000, 230000, 190000, 210000, 190000, 230000, 240000, 210000, 200000, 250000, 220000, 250000, 150000, 190000, 240000, 160000, 240000, 180000, 190000, 200000, 200000, 220000, 180000, 230000, 220000, 210000, 170000, 190000, 200000, 220000, 160000, 190000, 180000, 300000, 160000, 180000, 250000, 180000, 180000, 210000, 210000, 210000, 190000, 230000, 180000, 210000, 170000, 200000, 190000, 200000, 200000, 200000, 180000
gecode,160000, 130000, 190000, 100000, 130000, 120000, 120000, 110000, 140000, 140000, 100000, 190000, 180000, 100000, 90000, 120000, 110000, 140000, 110000, 110000, 100000, 140000, 90000, 90000, 120000, 110000, 110000, 90000, 120000, 180000, 120000, 110000, 120000, 80000, 90000, 140000, 170000, 110000, 110000, 120000, 110000, 180000, 110000, 90000, 90000, 110000, 120000, 110000, 130000, 90000, 80000, 120000, 120000, 120000, 90000, 140000, 110000, 120000, 90000, 110000, 110000, 90000, 100000, 90000, 120000, 140000, 120000, 140000, 90000, 130000, 230000, 80000, 110000, 130000, 90000, 130000, 130000, 160000, 110000, 120000, 90000, 130000, 100000, 130000, 160000, 90000, 80000, 90000, 130000, 100000, 100000, 160000, 120000, 100000, 180000, 180000, 140000, 110000, 180000, 130000
