gurobi,210000, 210000, 220000, 210000, 220000, 210000, 200000, 300000, 270000, 200000
cplex,200000, 200000, 220000, 220000, 250000, 220000, 200000, 230000, 500000, 210000
gecode,110000, 100000, 90000, 90000, 100000, 130000, 100000, 130000, 90000, 200000
chuffed,580000, 790000, 650000, 850000, 730000, 840000, 240000, 160000, 290000, 920000
