gurobi,190000, 190000, 200000, 190000, 170000, 210000, 170000, 190000, 230000, 200000
cplex,170000, 190000, 200000, 200000, 180000, 190000, 160000, 220000, 240000, 220000
gecode,120000, 150000, 160000, 150000, 110000, 140000, 100000, 150000, 130000, 160000
chuffed,270000, 150000, 350000, 780000, 150000, 310000, 240000, 340000, 550000, 730000
