,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,4664000,4664000,4664000,4664000,4703700,6505000,1.0085120068610636
1,1,anti_first_fail,indomain_min,1000,4935000,4935000,4935000,4935000,4935000,6505000,1.0
1,2,anti_first_fail,indomain_min,0,2160604,2160604,2160604,2160604,2160604,2821148,1.0
1,2,anti_first_fail,indomain_min,1000,2478148,2478148,2478148,2478148,2478148,2821148,1.0
1,3,anti_first_fail,indomain_min,0,1135100,1135100,1135100,1135100,1136700,1657660,1.0014095674389922
1,3,anti_first_fail,indomain_min,1000,1404010,1404010,1404010,1404010,1404010,1657660,1.0
2,1,anti_first_fail,indomain_min,0,4108200,4108200,4108200,4108200,4124600,6315600,1.003992015968064
2,1,anti_first_fail,indomain_min,1000,4442200,4442200,4442200,4442200,4446600,6315600,1.0009905002026023
2,2,anti_first_fail,indomain_min,0,1816936,1816936,1816936,1816936,1816936,2778180,1.0
2,2,anti_first_fail,indomain_min,1000,2317780,2317780,2317780,2317780,2317780,2778180,1.0
2,3,anti_first_fail,indomain_min,0,934110,934110,934110,934110,934110,1626160,1.0
2,3,anti_first_fail,indomain_min,1000,1312160,1312160,1312160,1312160,1312160,1626160,1.0
