,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,126360,126360,126360,126360,126360,399739,1.0
1,1,anti_first_fail,indomain_min,50,168200,168200,168200,168200,168200,399739,1.0
1,1,anti_first_fail,indomain_min,500,212139,212139,212139,212139,212139,399739,1.0
1,1,anti_first_fail,indomain_min,1000,230139,230139,230139,230139,230139,399739,1.0
1,2,anti_first_fail,indomain_min,0,631425,631425,631425,631425,632079,890997,1.0010357524646634
1,2,anti_first_fail,indomain_min,50,660869,660869,660869,660869,660869,890997,1.0
1,2,anti_first_fail,indomain_min,500,766666,766666,766666,766666,766666,890997,1.0
1,2,anti_first_fail,indomain_min,1000,858002,858002,858002,858002,858002,890997,1.0
1,3,anti_first_fail,indomain_min,0,2920775,2920775,2920775,2920775,2920775,17172315,1.0
1,3,anti_first_fail,indomain_min,50,2930975,2930975,2930975,2930975,3893865,17172315,1.3285220788304233
1,3,anti_first_fail,indomain_min,500,3015125,3015125,3015125,3015125,3912315,17172315,1.2975631192736619
1,3,anti_first_fail,indomain_min,1000,3108125,3108125,3108125,3108125,3932315,17172315,1.2651727327568871
2,1,anti_first_fail,indomain_min,0,101097,101097,101097,101097,101097,302629,1.0
2,1,anti_first_fail,indomain_min,50,154109,154109,154109,154109,154109,302629,1.0
2,1,anti_first_fail,indomain_min,500,194429,194429,194429,194429,194429,302629,1.0
2,1,anti_first_fail,indomain_min,1000,204029,204029,204029,204029,204029,302629,1.0
2,2,anti_first_fail,indomain_min,0,533964,533964,533964,533964,533964,783846,1.0
2,2,anti_first_fail,indomain_min,50,566234,566234,566234,566234,566234,783846,1.0
2,2,anti_first_fail,indomain_min,500,640798,640798,640798,640798,640798,783846,1.0
2,2,anti_first_fail,indomain_min,1000,711686,711686,711686,711686,711686,783846,1.0
2,3,anti_first_fail,indomain_min,0,2444760,2444760,2444760,2444760,2642620,4032585,1.0809322796511722
2,3,anti_first_fail,indomain_min,50,2463860,2463860,2463860,2463860,3872860,4032585,1.5718669080223715
2,3,anti_first_fail,indomain_min,500,2602385,2602385,2602385,2602385,3892585,4032585,1.4957759901013878
2,3,anti_first_fail,indomain_min,1000,2736385,2736385,2736385,2736385,3894585,4032585,1.4232591539567714
