,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Result,,,,,,,
1,1,anti_first_fail,indomain_min,obj,1350375.0,1350375.0,1350375.0,1350375.0,1350375.0,3376400.0,1.0
1,1,anti_first_fail,indomain_min,time,60.0,130.0,50.0,100.0,0.00037938496097922325,,7.587699219584465e-06
1,2,anti_first_fail,indomain_min,obj,692400.0,692400.0,692400.0,692400.0,692250.0,3067800.0,0.9997833622183708
1,2,anti_first_fail,indomain_min,time,60.0,110.0,60.0,100.0,0.0005027991719543934,,8.37998619923989e-06
1,3,anti_first_fail,indomain_min,obj,1452830.0,1452830.0,1452830.0,1452830.0,1452750.0,5920400.0,0.9999449350577838
1,3,anti_first_fail,indomain_min,time,60.0,110.0,60.0,90.0,0.00032679387368261814,,5.446564561376969e-06
1,4,anti_first_fail,indomain_min,obj,1248260.0,1248260.0,1248260.0,1248260.0,1248260.0,4680542.0,1.0
1,4,anti_first_fail,indomain_min,time,60.0,100.0,60.0,90.0,0.0003211451694369316,,5.352419490615527e-06
1,5,anti_first_fail,indomain_min,obj,195520.0,195520.0,195520.0,195520.0,195520.0,255046.0,1.0
1,5,anti_first_fail,indomain_min,time,70.0,100.0,60.0,90.0,0.00024172011762857437,,4.028668627142906e-06
1,6,anti_first_fail,indomain_min,obj,3381500.0,3381500.0,3381500.0,3381500.0,3373500.0,6243800.0,0.9976341860121248
1,6,anti_first_fail,indomain_min,time,70.0,110.0,60.0,80.0,0.00028957705944776535,,4.8262843241294226e-06
1,7,anti_first_fail,indomain_min,obj,2013655.0,2013655.0,2013655.0,2013655.0,2013655.0,5973811.0,1.0
1,7,anti_first_fail,indomain_min,time,60.0,90.0,60.0,70.0,0.00016427808441221714,,2.7379680735369524e-06
1,8,anti_first_fail,indomain_min,obj,328185.0,328185.0,328185.0,328185.0,328185.0,2496403.0,1.0
1,8,anti_first_fail,indomain_min,time,60.0,100.0,50.0,80.0,0.00025879405438899994,,5.175881087779999e-06
1,9,anti_first_fail,indomain_min,obj,1248000.0,1248000.0,1248000.0,1248000.0,1248000.0,3005000.0,1.0
1,9,anti_first_fail,indomain_min,time,60.0,110.0,60.0,110.0,0.0003059208393096924,,5.09868065516154e-06
1,10,anti_first_fail,indomain_min,obj,767780.0,767780.0,767780.0,767780.0,767780.0,1042463.0,1.0
1,10,anti_first_fail,indomain_min,time,60.0,100.0,50.0,90.0,0.0002968958579003811,,5.937917158007622e-06
1,11,anti_first_fail,indomain_min,obj,396565.0,396565.0,396565.0,396565.0,396565.0,611916.0,1.0
1,11,anti_first_fail,indomain_min,time,60.0,100.0,50.0,90.0,0.0003427600022405386,,6.855200044810772e-06
1,12,anti_first_fail,indomain_min,obj,393380.0,393380.0,393380.0,393380.0,393380.0,574410.0,1.0
1,12,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.0002476379740983248,,4.952759481966495e-06
1,13,anti_first_fail,indomain_min,obj,362115.0,362115.0,362115.0,362115.0,362115.0,571386.0,1.0
1,13,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.00016471906565129757,,3.2943813130259514e-06
1,14,anti_first_fail,indomain_min,obj,698665.0,698665.0,698665.0,698665.0,695065.0,821160.0,0.9948473159525667
1,14,anti_first_fail,indomain_min,time,60.0,130.0,50.0,100.0,0.00033179507590830326,,6.635901518166065e-06
1,15,anti_first_fail,indomain_min,obj,3010910.0,3010910.0,3010910.0,3010910.0,3002350.0,3579040.0,0.9971570056893099
1,15,anti_first_fail,indomain_min,time,60.0,120.0,50.0,90.0,0.0003944218624383211,,7.888437248766423e-06
1,16,anti_first_fail,indomain_min,obj,431585.0,431585.0,431585.0,431585.0,430885.0,619379.0,0.9983780715270456
1,16,anti_first_fail,indomain_min,time,60.0,110.0,50.0,100.0,0.0004269769415259361,,8.539538830518723e-06
1,17,anti_first_fail,indomain_min,obj,639925.0,639925.0,639925.0,639925.0,639925.0,819575.0,1.0
1,17,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.00023909402079880238,,4.781880415976048e-06
1,18,anti_first_fail,indomain_min,obj,613600.0,613600.0,613600.0,613600.0,613600.0,4251400.0,1.0
1,18,anti_first_fail,indomain_min,time,60.0,110.0,50.0,100.0,0.0003664949908852577,,7.3298998177051545e-06
1,19,anti_first_fail,indomain_min,obj,440700.0,440700.0,440700.0,440700.0,440700.0,605780.0,1.0
1,19,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.00023863790556788445,,4.772758111357689e-06
1,20,anti_first_fail,indomain_min,obj,1342470.0,1342470.0,1342470.0,1342470.0,1342470.0,1473816.0,1.0
1,20,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.00024349195882678032,,4.869839176535606e-06
1,21,anti_first_fail,indomain_min,obj,874380.0,874380.0,874380.0,874380.0,874380.0,1240672.0,1.0
1,21,anti_first_fail,indomain_min,time,60.0,100.0,50.0,90.0,0.0003504338674247265,,7.00867734849453e-06
1,22,anti_first_fail,indomain_min,obj,1283620.0,1283620.0,1283620.0,1283620.0,1283620.0,5503692.0,1.0
1,22,anti_first_fail,indomain_min,time,60.0,90.0,50.0,60.0,0.00016761105507612228,,3.3522211015224457e-06
1,23,anti_first_fail,indomain_min,obj,1761950.0,1761950.0,1761950.0,1761950.0,1761950.0,4927060.0,1.0
1,23,anti_first_fail,indomain_min,time,60.0,100.0,50.0,70.0,0.00024097412824630737,,4.8194825649261476e-06
1,24,anti_first_fail,indomain_min,obj,3571900.0,3571900.0,3571900.0,3571900.0,3571900.0,12413450.0,1.0
1,24,anti_first_fail,indomain_min,time,60.0,90.0,50.0,70.0,0.0001628519967198372,,3.2570399343967436e-06
1,25,anti_first_fail,indomain_min,obj,23580.0,23580.0,23580.0,23580.0,23400.0,50445.0,0.9923664122137404
1,25,anti_first_fail,indomain_min,time,60.0,110.0,50.0,90.0,0.00032682204619050026,,6.536440923810005e-06
1,26,anti_first_fail,indomain_min,obj,3008137.0,3008137.0,3008137.0,3008137.0,3008135.0,3286269.0,0.9999993351366643
1,26,anti_first_fail,indomain_min,time,60.0,100.0,50.0,80.0,0.00025745294988155365,,5.149058997631073e-06
1,27,anti_first_fail,indomain_min,obj,340730.0,340730.0,340730.0,340730.0,340730.0,552078.0,1.0
1,27,anti_first_fail,indomain_min,time,60.0,90.0,50.0,60.0,0.000163777032867074,,3.2755406573414803e-06
1,28,anti_first_fail,indomain_min,obj,1576025.0,1576025.0,1576025.0,1576025.0,1565525.0,4223475.0,0.9933376691359591
1,28,anti_first_fail,indomain_min,time,60.0,110.0,50.0,90.0,0.0003561698831617832,,7.123397663235664e-06
1,29,anti_first_fail,indomain_min,obj,851850.0,851850.0,851850.0,851850.0,851500.0,1147800.0,0.999589129541586
1,29,anti_first_fail,indomain_min,time,60.0,100.0,50.0,80.0,0.00026969402097165585,,5.393880419433117e-06
1,30,anti_first_fail,indomain_min,obj,8190.0,8190.0,8190.0,8190.0,8190.0,12216.0,1.0
1,30,anti_first_fail,indomain_min,time,60.0,80.0,50.0,60.0,0.0001666620373725891,,3.333240747451782e-06
1,31,anti_first_fail,indomain_min,obj,350350.0,350350.0,350350.0,350350.0,350350.0,2224015.0,1.0
1,31,anti_first_fail,indomain_min,time,60.0,100.0,50.0,70.0,0.0002390928566455841,,4.781857132911682e-06
1,32,anti_first_fail,indomain_min,obj,760392.0,760392.0,760392.0,760392.0,760370.0,8950339.0,0.9999710675546297
1,32,anti_first_fail,indomain_min,time,60.0,100.0,50.0,90.0,0.00029539805836975574,,5.907961167395115e-06
1,33,anti_first_fail,indomain_min,obj,2790515.0,2790515.0,2790515.0,2790515.0,2790515.0,6938835.0,1.0
