day_num,household_num,result_type,model_type,"mip, gurobi","cp, gecode"
10,29,time,initial,150000,70000
10,30,time,initial,130000,70000
10,31,time,initial,170000,60000
10,32,time,initial,120000,70000
10,33,time,initial,120000,70000
10,34,time,initial,110000,60000
10,35,time,initial,130000,60000
10,36,time,initial,100000,70000
10,37,time,initial,100000,60000
10,38,time,initial,130000,70000
10,39,time,initial,100000,60000
10,40,time,initial,160000,70000
10,41,time,initial,130000,60000
10,42,time,initial,130000,60000
10,43,time,initial,160000,60000
10,44,time,initial,170000,80000
10,45,time,initial,120000,80000
10,46,time,initial,100000,80000
10,47,time,initial,140000,60000
10,48,time,initial,100000,70000
10,49,time,initial,140000,70000
10,50,time,initial,110000,70000
10,51,time,initial,190000,70000
10,52,time,initial,110000,70000
10,53,time,initial,130000,70000
10,54,time,initial,100000,60000
10,55,time,initial,130000,70000
10,56,time,initial,120000,70000
10,57,time,initial,120000,80000
10,58,time,initial,110000,60000
10,59,time,initial,130000,70000
10,60,time,initial,180000,60000
10,61,time,initial,130000,60000
10,62,time,initial,100000,60000
10,63,time,initial,130000,70000
10,64,time,initial,130000,70000
10,65,time,initial,100000,60000
10,66,time,initial,130000,70000
10,67,time,initial,100000,70000
10,68,time,initial,110000,80000
10,69,time,initial,120000,70000
10,70,time,initial,160000,60000
10,71,time,initial,100000,70000
10,72,time,initial,160000,70000
10,73,time,initial,110000,60000
10,74,time,initial,130000,60000
10,75,time,initial,110000,60000
10,76,time,initial,180000,70000
10,77,time,initial,100000,70000
10,78,time,initial,120000,70000
10,79,time,initial,110000,70000
10,80,time,initial,110000,60000
10,81,time,initial,110000,60000
10,82,time,initial,110000,70000
10,83,time,initial,110000,70000
10,84,time,initial,130000,60000
10,85,time,initial,120000,70000
10,86,time,initial,120000,60000
10,87,time,initial,170000,70000
10,88,time,initial,110000,60000
10,89,time,initial,210000,60000
10,90,time,initial,170000,70000
10,91,time,initial,130000,70000
10,92,time,initial,100000,60000
10,93,time,initial,140000,70000
10,94,time,initial,140000,70000
10,95,time,initial,120000,60000
10,96,time,initial,170000,70000
10,97,time,initial,140000,70000
10,98,time,initial,120000,70000
10,99,time,initial,120000,70000
10,100,time,initial,140000,70000
11,1,time,initial,110000,70000
11,2,time,initial,100000,60000
11,3,time,initial,120000,60000
11,4,time,initial,100000,60000
11,5,time,initial,120000,60000
11,6,time,initial,160000,120000
11,7,time,initial,130000,60000
11,8,time,initial,140000,70000
11,9,time,initial,130000,70000
11,10,time,initial,130000,60000
11,11,time,initial,120000,60000
11,12,time,initial,110000,60000
11,13,time,initial,110000,60000
11,14,time,initial,110000,80000
11,15,time,initial,170000,80000
11,16,time,initial,180000,60000
11,17,time,initial,120000,70000
11,18,time,initial,160000,80000
11,19,time,initial,100000,60000
11,20,time,initial,100000,60000
11,21,time,initial,110000,60000
11,22,time,initial,110000,60000
11,23,time,initial,130000,70000
11,24,time,initial,110000,60000
11,25,time,initial,120000,70000
11,26,time,initial,120000,60000
11,27,time,initial,130000,70000
11,28,time,initial,120000,70000
11,29,time,initial,150000,70000
11,30,time,initial,130000,60000
11,31,time,initial,170000,60000
11,32,time,initial,120000,60000
11,33,time,initial,120000,70000
11,34,time,initial,110000,60000
11,35,time,initial,120000,60000
11,36,time,initial,100000,70000
11,37,time,initial,100000,70000
11,38,time,initial,120000,70000
11,39,time,initial,100000,60000
11,40,time,initial,190000,60000
11,41,time,initial,130000,60000
11,42,time,initial,130000,60000
11,43,time,initial,160000,60000
11,44,time,initial,130000,70000
11,45,time,initial,130000,70000
11,46,time,initial,100000,70000
11,47,time,initial,210000,70000
11,48,time,initial,100000,80000
11,49,time,initial,150000,60000
11,50,time,initial,110000,70000
11,51,time,initial,180000,70000
11,52,time,initial,110000,60000
11,53,time,initial,130000,70000
11,54,time,initial,110000,60000
11,55,time,initial,120000,70000
11,56,time,initial,120000,60000
11,57,time,initial,140000,70000
11,58,time,initial,110000,60000
11,59,time,initial,160000,70000
11,60,time,initial,140000,60000
11,61,time,initial,110000,70000
11,62,time,initial,90000,70000
11,63,time,initial,150000,60000
11,64,time,initial,120000,80000
11,65,time,initial,110000,70000
11,66,time,initial,140000,70000
11,67,time,initial,110000,70000
11,68,time,initial,120000,70000
11,69,time,initial,120000,70000
11,70,time,initial,120000,60000
11,71,time,initial,100000,60000
11,72,time,initial,180000,70000
11,73,time,initial,120000,60000
11,74,time,initial,130000,60000
11,75,time,initial,110000,60000
11,76,time,initial,170000,70000
11,77,time,initial,110000,70000
11,78,time,initial,120000,60000
11,79,time,initial,110000,70000
11,80,time,initial,110000,60000
11,81,time,initial,110000,60000
11,82,time,initial,110000,60000
11,83,time,initial,110000,70000
11,84,time,initial,120000,60000
11,85,time,initial,120000,60000
11,86,time,initial,120000,70000
11,87,time,initial,140000,70000
11,88,time,initial,120000,70000
11,89,time,initial,150000,70000
11,90,time,initial,160000,70000
11,91,time,initial,230000,60000
11,92,time,initial,100000,70000
11,93,time,initial,130000,80000
11,94,time,initial,170000,70000
11,95,time,initial,120000,70000
11,96,time,initial,220000,70000
11,97,time,initial,140000,70000
11,98,time,initial,120000,60000
11,99,time,initial,120000,60000
11,100,time,initial,130000,60000
12,1,time,initial,120000,70000
12,2,time,initial,100000,60000
12,3,time,initial,120000,70000
12,4,time,initial,100000,60000
12,5,time,initial,130000,70000
12,6,time,initial,180000,110000
12,7,time,initial,110000,70000
12,8,time,initial,180000,70000
12,9,time,initial,130000,60000
12,10,time,initial,120000,60000
12,11,time,initial,120000,60000
12,12,time,initial,120000,70000
12,13,time,initial,120000,60000
12,14,time,initial,110000,80000
12,15,time,initial,210000,90000
12,16,time,initial,140000,70000
12,17,time,initial,120000,70000
12,18,time,initial,170000,80000
12,19,time,initial,100000,60000
12,20,time,initial,110000,60000
12,21,time,initial,100000,60000
12,22,time,initial,120000,60000
12,23,time,initial,120000,70000
12,24,time,initial,110000,60000
12,25,time,initial,130000,70000
12,26,time,initial,120000,60000
12,27,time,initial,130000,70000
12,28,time,initial,120000,70000
12,29,time,initial,140000,70000
12,30,time,initial,130000,70000
12,31,time,initial,160000,60000
12,32,time,initial,120000,70000
12,33,time,initial,120000,70000
12,34,time,initial,110000,60000
12,35,time,initial,110000,60000
12,36,time,initial,100000,70000
12,37,time,initial,100000,60000
12,38,time,initial,210000,70000
12,39,time,initial,100000,60000
12,40,time,initial,140000,70000
12,41,time,initial,130000,60000
12,42,time,initial,150000,60000
12,43,time,initial,150000,70000
12,44,time,initial,170000,70000
12,45,time,initial,120000,80000
12,46,time,initial,100000,90000
12,47,time,initial,170000,70000
12,48,time,initial,110000,70000
12,49,time,initial,130000,70000
12,50,time,initial,110000,60000
12,51,time,initial,310000,70000
12,52,time,initial,110000,60000
12,53,time,initial,140000,70000
12,54,time,initial,100000,70000
12,55,time,initial,130000,70000
12,56,time,initial,120000,60000
12,57,time,initial,130000,70000
12,58,time,initial,110000,70000
12,59,time,initial,120000,60000
12,60,time,initial,120000,70000
12,61,time,initial,140000,70000
12,62,time,initial,100000,70000
12,63,time,initial,150000,70000
12,64,time,initial,120000,70000
12,65,time,initial,110000,70000
12,66,time,initial,120000,70000
12,67,time,initial,110000,70000
12,68,time,initial,120000,90000
12,69,time,initial,130000,90000
12,70,time,initial,170000,90000
12,71,time,initial,110000,60000
12,72,time,initial,170000,70000
12,73,time,initial,110000,60000
12,74,time,initial,190000,70000
12,75,time,initial,110000,60000
12,76,time,initial,160000,70000
12,77,time,initial,100000,70000
12,78,time,initial,120000,70000
12,79,time,initial,110000,70000
12,80,time,initial,110000,60000
12,81,time,initial,110000,70000
12,82,time,initial,110000,70000
12,83,time,initial,110000,70000
12,84,time,initial,110000,70000
12,85,time,initial,130000,60000
12,86,time,initial,120000,60000
12,87,time,initial,130000,70000
12,88,time,initial,110000,70000
12,89,time,initial,190000,70000
12,90,time,initial,170000,70000
12,91,time,initial,140000,60000
12,92,time,initial,100000,60000
12,93,time,initial,120000,80000
12,94,time,initial,250000,70000
12,95,time,initial,110000,60000
12,96,time,initial,200000,80000
12,97,time,initial,150000,80000
12,98,time,initial,120000,70000
12,99,time,initial,120000,70000
12,100,time,initial,150000,70000
