78.94,73.73,67.09,63.13,58.1,55.82,54.76,54.76,57.37,60.52,72.43,79.26,95.92,123.63,100.54,118.51,107.99,96.55,96.02,91.71,90.21,89.58,87.19,85.66,85.04,84.2,85.32,101.68,126.96,96.7,114.28,146.56,139.42,187.74,151.52,145.54,128.69,132.13,109.81,106.97,103.96,96.54,91.12,84.01,94.5,83.47,92.38,99.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.3,14.3,14.3,14.2,14.2,14.2,14.8,14.8,14.8,18.9,18.9,18.9,16.3,16.3,16.3,14.5,14.5,14.5,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.2,14.2,14.2,14.1,14.1,14.1,14.6,14.6,14.6,15.8,15.8,15.8,20.3,20.3,20.3,31.3,31.3,31.3,115.5,115.5,115.5,115.5,115.5,115.5,144.6,144.6,144.6,61.6,61.6,61.6,61.6,61.6,61.6,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,42.7,42.7,42.7,22.1,22.1,22.1,15.8,15.8,15.8,14.8,14.8,14.8,15.8,15.8,15.8,14.3,14.3,14.3,14.2,14.2,14.2,14.4,14.4,14.4
