,,,,,Gecode,Optimistic
,,,,,Modified,Modified
Month,House,Variable choices,Constraint variables,Result,,
1,1,first_fail,indomain_split_random,obj,758960.0,715580.0
1,1,first_fail,indomain_split_random,time,400.0,0.000712857989128679
1,2,first_fail,indomain_split_random,obj,2101246.0,1908046.0
1,2,first_fail,indomain_split_random,time,260.0,0.0007706519972998649
1,3,first_fail,indomain_split_random,obj,2260800.0,2260800.0
1,3,first_fail,indomain_split_random,time,250.0,0.000756649998947978
2,1,first_fail,indomain_split_random,obj,685724.0,641730.0
2,1,first_fail,indomain_split_random,time,290.0,0.0012507509964052588
2,2,first_fail,indomain_split_random,obj,2055140.0,1888730.0
2,2,first_fail,indomain_split_random,time,250.0,0.0007789680093992501
2,3,first_fail,indomain_split_random,obj,2018400.0,2018400.0
2,3,first_fail,indomain_split_random,time,250.0,0.0007104389951564372
