,,,,,Gecode,Gecode,OGSA,Preferred,Objective Ratio
1,5,anti_first_fail,indomain_min,400,986936,986936,986936,1452736,1.0
1,5,anti_first_fail,indomain_min,600,1011236,1011236,1011236,1452736,1.0
1,5,anti_first_fail,indomain_min,800,1027436,1027436,1027436,1452736,1.0
1,5,anti_first_fail,indomain_min,1000,1043636,1043636,1043636,1452736,1.0
1,6,anti_first_fail,indomain_min,0,1274260,1274260,1274260,1733388,1.0
1,6,anti_first_fail,indomain_min,200,1378388,1378388,1378388,1733388,1.0
1,6,anti_first_fail,indomain_min,400,1480588,1480588,1480588,1733388,1.0
1,6,anti_first_fail,indomain_min,600,1565388,1565388,1565388,1733388,1.0
1,6,anti_first_fail,indomain_min,800,1639188,1639188,1639188,1733388,1.0
1,6,anti_first_fail,indomain_min,1000,1703188,1703188,1703188,1733388,1.0
1,7,anti_first_fail,indomain_min,0,1047000,1047000,1047000,1312200,1.0
1,7,anti_first_fail,indomain_min,200,1090600,1090600,1094000,1312200,1.0031175499724923
1,7,anti_first_fail,indomain_min,400,1125600,1125600,1128800,1312200,1.0028429282160625
1,7,anti_first_fail,indomain_min,600,1157800,1157800,1160800,1312200,1.0025911210917258
1,7,anti_first_fail,indomain_min,800,1188600,1188600,1191400,1312200,1.0023557126030624
1,7,anti_first_fail,indomain_min,1000,1200600,1200600,1203200,1312200,1.0021655838747292
1,8,anti_first_fail,indomain_min,0,700180,700180,700180,1065340,1.0
1,8,anti_first_fail,indomain_min,200,814180,814180,830980,1065340,1.0206342577808347
1,8,anti_first_fail,indomain_min,400,913780,913780,923380,1065340,1.0105058110267242
1,8,anti_first_fail,indomain_min,600,1000180,1000180,1000180,1065340,1.0
1,8,anti_first_fail,indomain_min,800,1008580,1008580,1008580,1065340,1.0
1,8,anti_first_fail,indomain_min,1000,1013380,1013380,1013380,1065340,1.0
1,9,anti_first_fail,indomain_min,0,702390,702390,702390,1549100,1.0
1,9,anti_first_fail,indomain_min,200,781700,781700,781700,1549100,1.0
1,9,anti_first_fail,indomain_min,400,821100,821100,821100,1549100,1.0
1,9,anti_first_fail,indomain_min,600,860500,860500,860500,1549100,1.0
1,9,anti_first_fail,indomain_min,800,895100,895100,895100,1549100,1.0
1,9,anti_first_fail,indomain_min,1000,921900,921900,921900,1549100,1.0
1,10,anti_first_fail,indomain_min,0,3170817,3170817,3372365,9431910,1.063563428605309
1,10,anti_first_fail,indomain_min,200,3415992,3415992,3933660,9431910,1.1515425094672354
1,10,anti_first_fail,indomain_min,400,3658242,3658242,4027910,9431910,1.1010507232709044
1,10,anti_first_fail,indomain_min,600,3900042,3900042,4121710,9431910,1.0568373366235544
1,10,anti_first_fail,indomain_min,800,4139042,4139042,4212710,9431910,1.01779832144733
1,10,anti_first_fail,indomain_min,1000,4273310,4273310,4273310,9431910,1.0
1,11,anti_first_fail,indomain_min,0,475730,475730,506154,876024,1.0639522418178378
1,11,anti_first_fail,indomain_min,200,587740,587740,695200,876024,1.182835947868105
1,11,anti_first_fail,indomain_min,400,667540,667540,720400,876024,1.079186265991551
1,11,anti_first_fail,indomain_min,600,734680,734680,734800,876024,1.0001633364185767
1,11,anti_first_fail,indomain_min,800,749200,749200,749200,876024,1.0
1,11,anti_first_fail,indomain_min,1000,763600,763600,763600,876024,1.0
1,12,anti_first_fail,indomain_min,0,1490125,1490125,1518525,7066100,1.0190588037916282
1,12,anti_first_fail,indomain_min,200,1564925,1564925,1676450,7066100,1.0712653961052447
1,12,anti_first_fail,indomain_min,400,1631825,1631825,1722950,7066100,1.0558423850596725
1,12,anti_first_fail,indomain_min,600,1682095,1682095,1759750,7066100,1.0461656446276815
1,12,anti_first_fail,indomain_min,800,1727295,1727295,1796550,7066100,1.040094482992193
1,12,anti_first_fail,indomain_min,1000,1767545,1767545,1828400,7066100,1.0344291093013191
1,13,anti_first_fail,indomain_min,0,1038180,1038180,1041820,1378280,1.0035061357375408
1,13,anti_first_fail,indomain_min,200,1124508,1124508,1124508,1378280,1.0
1,13,anti_first_fail,indomain_min,400,1188508,1188508,1188508,1378280,1.0
1,13,anti_first_fail,indomain_min,600,1252508,1252508,1252508,1378280,1.0
1,13,anti_first_fail,indomain_min,800,1300592,1300592,1316508,1378280,1.0122375041519553
1,13,anti_first_fail,indomain_min,1000,1341792,1341792,1380508,1378280,1.0288539505377883
1,14,anti_first_fail,indomain_min,0,803550,803550,808750,2655800,1.0064712836786758
1,14,anti_first_fail,indomain_min,200,991300,991300,991300,2655800,1.0
1,14,anti_first_fail,indomain_min,400,1133500,1133500,1133500,2655800,1.0
1,14,anti_first_fail,indomain_min,600,1211900,1211900,1211900,2655800,1.0
1,14,anti_first_fail,indomain_min,800,1280300,1280300,1280300,2655800,1.0
1,14,anti_first_fail,indomain_min,1000,1348700,1348700,1348700,2655800,1.0
1,15,anti_first_fail,indomain_min,0,608725,608725,608725,927135,1.0
1,15,anti_first_fail,indomain_min,200,706335,706335,706335,927135,1.0
1,15,anti_first_fail,indomain_min,400,784735,784735,784735,927135,1.0
1,15,anti_first_fail,indomain_min,600,863135,863135,863135,927135,1.0
1,15,anti_first_fail,indomain_min,800,923935,923935,923935,927135,1.0
1,15,anti_first_fail,indomain_min,1000,925335,925335,925335,927135,1.0
1,16,anti_first_fail,indomain_min,0,641030,641030,641430,857484,1.0006239957568288
1,16,anti_first_fail,indomain_min,200,739012,739012,756012,857484,1.0230036860023923
1,16,anti_first_fail,indomain_min,400,811812,811812,825712,857484,1.0171221908520691
1,16,anti_first_fail,indomain_min,600,868412,868412,874712,857484,1.0072546210784743
1,16,anti_first_fail,indomain_min,800,873612,873612,883512,857484,1.0113322619194791
1,16,anti_first_fail,indomain_min,1000,878812,878812,889312,857484,1.0119479479114988
1,17,anti_first_fail,indomain_min,0,482170,482170,496570,1227284,1.0298649853786008
1,17,anti_first_fail,indomain_min,200,699362,699362,765884,1227284,1.0951181219454302
1,17,anti_first_fail,indomain_min,400,857900,857900,869684,1227284,1.013735866651125
1,17,anti_first_fail,indomain_min,600,962790,962790,973484,1227284,1.0111073027347603
1,17,anti_first_fail,indomain_min,800,1056966,1056966,1077284,1227284,1.0192229456765876
1,17,anti_first_fail,indomain_min,1000,1147566,1147566,1180484,1227284,1.0286850603799695
1,18,anti_first_fail,indomain_min,0,1015250,1015250,1015691,1451563,1.0004343757695149
1,18,anti_first_fail,indomain_min,200,1148967,1148967,1148967,1451563,1.0
1,18,anti_first_fail,indomain_min,400,1202267,1202267,1202267,1451563,1.0
1,18,anti_first_fail,indomain_min,600,1207467,1207467,1207467,1451563,1.0
1,18,anti_first_fail,indomain_min,800,1212267,1212267,1212267,1451563,1.0
1,18,anti_first_fail,indomain_min,1000,1217067,1217067,1217067,1451563,1.0
1,19,anti_first_fail,indomain_min,0,698325,698325,707925,904770,1.0137471807539469
1,19,anti_first_fail,indomain_min,200,721520,721520,721520,904770,1.0
1,19,anti_first_fail,indomain_min,400,735070,735070,735070,904770,1.0
1,19,anti_first_fail,indomain_min,600,747870,747870,747870,904770,1.0
1,19,anti_first_fail,indomain_min,800,760670,760670,760670,904770,1.0
1,19,anti_first_fail,indomain_min,1000,771070,771070,771070,904770,1.0
1,20,anti_first_fail,indomain_min,0,384872,384872,387272,595668,1.0062358394479203
1,20,anti_first_fail,indomain_min,200,494568,494568,499928,595668,1.0108377412206209
1,20,anti_first_fail,indomain_min,400,569216,569216,569368,595668,1.0002670339554756
1,20,anti_first_fail,indomain_min,600,581724,581724,582968,595668,1.0021384711650199
1,20,anti_first_fail,indomain_min,800,592524,592524,595368,595668,1.0047998055774956
1,20,anti_first_fail,indomain_min,1000,603324,603324,607768,595668,1.0073658598033561
1,21,anti_first_fail,indomain_min,0,1663350,1663350,1663350,10052950,1.0
1,21,anti_first_fail,indomain_min,200,1855150,1855150,1855150,10052950,1.0
1,21,anti_first_fail,indomain_min,400,2021950,2021950,2021950,10052950,1.0
1,21,anti_first_fail,indomain_min,600,2188750,2188750,2188750,10052950,1.0
1,21,anti_first_fail,indomain_min,800,2257150,2257150,2257150,10052950,1.0
1,21,anti_first_fail,indomain_min,1000,2307550,2307550,2307550,10052950,1.0
1,22,anti_first_fail,indomain_min,0,53365,53365,53885,74713,1.0097442143727162
1,22,anti_first_fail,indomain_min,200,58693,58693,59373,74713,1.0115857086875777
1,22,anti_first_fail,indomain_min,400,59373,59373,59373,74713,1.0
1,22,anti_first_fail,indomain_min,600,59373,59373,59373,74713,1.0
1,22,anti_first_fail,indomain_min,800,59373,59373,59373,74713,1.0
1,22,anti_first_fail,indomain_min,1000,59373,59373,59373,74713,1.0
1,23,anti_first_fail,indomain_min,0,389610,389610,389654,1744214,1.0001129334462668
1,23,anti_first_fail,indomain_min,200,481076,481076,583371,1744214,1.212637919996009
1,23,anti_first_fail,indomain_min,400,522476,522476,732352,1744214,1.401695006086404
1,23,anti_first_fail,indomain_min,600,541276,541276,856152,1744214,1.5817290993873736
1,23,anti_first_fail,indomain_min,800,560076,560076,979952,1744214,1.7496768295731293
1,23,anti_first_fail,indomain_min,1000,578876,578876,1064724,1744214,1.8392954622406181
1,24,anti_first_fail,indomain_min,0,252395,252395,252395,324166,1.0
1,24,anti_first_fail,indomain_min,200,292366,292366,292366,324166,1.0
1,24,anti_first_fail,indomain_min,400,301366,301366,301366,324166,1.0
1,24,anti_first_fail,indomain_min,600,310366,310366,310366,324166,1.0
1,24,anti_first_fail,indomain_min,800,315566,315566,315566,324166,1.0
1,24,anti_first_fail,indomain_min,1000,320166,320166,320166,324166,1.0
1,25,anti_first_fail,indomain_min,0,2120800,2120800,2150900,6583400,1.014192757450019
1,25,anti_first_fail,indomain_min,200,2415300,2415300,2452900,6583400,1.0155674243365214
1,25,anti_first_fail,indomain_min,400,2602400,2602400,2632800,6583400,1.011681524746388
1,25,anti_first_fail,indomain_min,600,2789400,2789400,2812600,6583400,1.00831720083172
1,25,anti_first_fail,indomain_min,800,2943500,2943500,2975900,6583400,1.0110073042296586
1,25,anti_first_fail,indomain_min,1000,3016500,3016500,3125300,6583400,1.0360682910658048
1,26,anti_first_fail,indomain_min,0,1997900,1997900,2061500,7450400,1.0318334250963512
1,26,anti_first_fail,indomain_min,200,2109400,2109400,2169400,7450400,1.0284441073290984
1,26,anti_first_fail,indomain_min,400,2207400,2207400,2263800,7450400,1.0255504213101385
1,26,anti_first_fail,indomain_min,600,2305400,2305400,2358200,7450400,1.0229027500650647
1,26,anti_first_fail,indomain_min,800,2403400,2403400,2452600,7450400,1.0204709994174919
1,26,anti_first_fail,indomain_min,1000,2498600,2498600,2544200,7450400,1.018250220123269
1,27,anti_first_fail,indomain_min,0,546000,546000,546000,705750,1.0
1,27,anti_first_fail,indomain_min,200,593950,593950,594350,705750,1.0006734573617309
1,27,anti_first_fail,indomain_min,400,629950,629950,629950,705750,1.0
1,27,anti_first_fail,indomain_min,600,665550,665550,665550,705750,1.0
1,27,anti_first_fail,indomain_min,800,698750,698750,698750,705750,1.0
1,27,anti_first_fail,indomain_min,1000,708550,708550,708550,705750,1.0
1,28,anti_first_fail,indomain_min,0,1097525,1097525,1097525,1574825,1.0
1,28,anti_first_fail,indomain_min,200,1167175,1167175,1167175,1574825,1.0
1,28,anti_first_fail,indomain_min,400,1204510,1204510,1204510,1574825,1.0
1,28,anti_first_fail,indomain_min,600,1232855,1232855,1232855,1574825,1.0
1,28,anti_first_fail,indomain_min,800,1253495,1253495,1253495,1574825,1.0
1,28,anti_first_fail,indomain_min,1000,1271295,1271295,1271295,1574825,1.0
1,29,anti_first_fail,indomain_min,0,1853800,1853800,1901800,10288990,1.0258927608156219
1,29,anti_first_fail,indomain_min,200,1931000,1931000,1976800,10288990,1.0237182806835836
1,29,anti_first_fail,indomain_min,400,2008200,2008200,2051800,10288990,1.0217109849616572
1,29,anti_first_fail,indomain_min,600,2085400,2085400,2126800,10288990,1.0198523065119403
1,29,anti_first_fail,indomain_min,800,2162600,2162600,2201800,10288990,1.0181263294182927
1,29,anti_first_fail,indomain_min,1000,2239800,2239800,2276800,10288990,1.0165193320832218
1,30,anti_first_fail,indomain_min,0,1116258,1116258,1116674,3895132,1.0003726737008827
1,30,anti_first_fail,indomain_min,200,1393024,1393024,1431044,3895132,1.0272931406781218
1,30,anti_first_fail,indomain_min,400,1524564,1524564,1548024,3895132,1.0153880060135225
1,30,anti_first_fail,indomain_min,600,1622564,1622564,1703024,3895132,1.0495881826541202
1,30,anti_first_fail,indomain_min,800,1720564,1720564,1720564,3895132,1.0
1,30,anti_first_fail,indomain_min,1000,1818564,1818564,1818564,3895132,1.0
1,31,anti_first_fail,indomain_min,0,174330,174330,175518,358009,1.006814661848219
1,31,anti_first_fail,indomain_min,200,235545,235545,235545,358009,1.0
1,31,anti_first_fail,indomain_min,400,249945,249945,249945,358009,1.0
1,31,anti_first_fail,indomain_min,600,264345,264345,264345,358009,1.0
1,31,anti_first_fail,indomain_min,800,278745,278745,278745,358009,1.0
1,31,anti_first_fail,indomain_min,1000,293145,293145,293145,358009,1.0
1,32,anti_first_fail,indomain_min,0,1195025,1195025,1195025,1841110,1.0
1,32,anti_first_fail,indomain_min,200,1340425,1340425,1460250,1841110,1.0893932894417815
1,32,anti_first_fail,indomain_min,400,1466225,1466225,1513650,1841110,1.0323449675186278
1,32,anti_first_fail,indomain_min,600,1545450,1545450,1545450,1841110,1.0
1,32,anti_first_fail,indomain_min,800,1556450,1556450,1556450,1841110,1.0
1,32,anti_first_fail,indomain_min,1000,1567450,1567450,1567450,1841110,1.0
1,33,anti_first_fail,indomain_min,0,2034500,2034500,2034500,2340930,1.0
1,33,anti_first_fail,indomain_min,200,2118800,2118800,2119290,2340930,1.0002312629790446
1,33,anti_first_fail,indomain_min,400,2167720,2167720,2167720,2340930,1.0
1,33,anti_first_fail,indomain_min,600,2203520,2203520,2203520,2340930,1.0
1,33,anti_first_fail,indomain_min,800,2238320,2238320,2238320,2340930,1.0
1,33,anti_first_fail,indomain_min,1000,2273120,2273120,2273120,2340930,1.0
1,34,anti_first_fail,indomain_min,0,690950,690950,690950,1091330,1.0
1,34,anti_first_fail,indomain_min,200,761150,761150,761150,1091330,1.0
1,34,anti_first_fail,indomain_min,400,820650,820650,820650,1091330,1.0
1,34,anti_first_fail,indomain_min,600,880050,880050,880050,1091330,1.0
1,34,anti_first_fail,indomain_min,800,939450,939450,939450,1091330,1.0
1,34,anti_first_fail,indomain_min,1000,997950,997950,997950,1091330,1.0
1,35,anti_first_fail,indomain_min,0,1646970,1646970,1646970,2422354,1.0
1,35,anti_first_fail,indomain_min,200,1921054,1921054,1921054,2422354,1.0
1,35,anti_first_fail,indomain_min,400,2071054,2071054,2071054,2422354,1.0
1,35,anti_first_fail,indomain_min,600,2220254,2220254,2220254,2422354,1.0
1,35,anti_first_fail,indomain_min,800,2311954,2311954,2311954,2422354,1.0
1,35,anti_first_fail,indomain_min,1000,2349154,2349154,2349154,2422354,1.0
1,36,anti_first_fail,indomain_min,0,964340,964340,964340,1514482,1.0
1,36,anti_first_fail,indomain_min,200,1060797,1060797,1060797,1514482,1.0
1,36,anti_first_fail,indomain_min,400,1122197,1122197,1122197,1514482,1.0
1,36,anti_first_fail,indomain_min,600,1183597,1183597,1183597,1514482,1.0
1,36,anti_first_fail,indomain_min,800,1244997,1244997,1244997,1514482,1.0
1,36,anti_first_fail,indomain_min,1000,1303682,1303682,1303682,1514482,1.0
1,37,anti_first_fail,indomain_min,0,862875,862875,862875,1244875,1.0
1,37,anti_first_fail,indomain_min,200,944875,944875,944875,1244875,1.0
1,37,anti_first_fail,indomain_min,400,1015875,1015875,1015875,1244875,1.0
1,37,anti_first_fail,indomain_min,600,1072475,1072475,1072475,1244875,1.0
1,37,anti_first_fail,indomain_min,800,1099875,1099875,1099875,1244875,1.0
1,37,anti_first_fail,indomain_min,1000,1110075,1110075,1110075,1244875,1.0
1,38,anti_first_fail,indomain_min,0,360555,360555,361155,895425,1.0016641011773515
1,38,anti_first_fail,indomain_min,200,397825,397825,397825,895425,1.0
1,38,anti_first_fail,indomain_min,400,424625,424625,424625,895425,1.0
1,38,anti_first_fail,indomain_min,600,451425,451425,451425,895425,1.0
1,38,anti_first_fail,indomain_min,800,478225,478225,478225,895425,1.0
1,38,anti_first_fail,indomain_min,1000,505025,505025,505025,895425,1.0
1,39,anti_first_fail,indomain_min,0,426140,426140,426140,976408,1.0
1,39,anti_first_fail,indomain_min,200,612096,612096,644856,976408,1.0535210163111668
1,39,anti_first_fail,indomain_min,400,712096,712096,806860,976408,1.1330775625758325
1,39,anti_first_fail,indomain_min,600,753816,753816,890596,976408,1.181450115147463
1,39,anti_first_fail,indomain_min,800,776616,776616,967380,976408,1.2456349083717049
1,39,anti_first_fail,indomain_min,1000,797016,797016,985784,976408,1.2368434259789014
1,40,anti_first_fail,indomain_min,0,1152035,1152035,1380345,4396955,1.198179742802953
1,40,anti_first_fail,indomain_min,200,1411835,1411835,1470655,4396955,1.041662092241657
1,40,anti_first_fail,indomain_min,400,1540055,1540055,1569955,4396955,1.0194148910266192
1,40,anti_first_fail,indomain_min,600,1627155,1627155,1627155,4396955,1.0
1,40,anti_first_fail,indomain_min,800,1682555,1682555,1682555,4396955,1.0
1,40,anti_first_fail,indomain_min,1000,1736955,1736955,1736955,4396955,1.0
1,41,anti_first_fail,indomain_min,0,4061200,4061200,4061200,5368890,1.0
1,41,anti_first_fail,indomain_min,200,4199640,4199640,4199640,5368890,1.0
1,41,anti_first_fail,indomain_min,400,4281240,4281240,4281240,5368890,1.0
1,41,anti_first_fail,indomain_min,600,4361240,4361240,4361240,5368890,1.0
1,41,anti_first_fail,indomain_min,800,4416440,4416440,4416440,5368890,1.0
1,41,anti_first_fail,indomain_min,1000,4428440,4428440,4428440,5368890,1.0
1,42,anti_first_fail,indomain_min,0,665535,665535,665535,862080,1.0
1,42,anti_first_fail,indomain_min,200,837525,837525,837525,862080,1.0
1,42,anti_first_fail,indomain_min,400,846925,846925,846925,862080,1.0
1,42,anti_first_fail,indomain_min,600,853125,853125,853125,862080,1.0
1,42,anti_first_fail,indomain_min,800,857925,857925,857925,862080,1.0
1,42,anti_first_fail,indomain_min,1000,861125,861125,861125,862080,1.0
1,43,anti_first_fail,indomain_min,0,595400,595400,596000,3323600,1.0010077258985557
1,43,anti_first_fail,indomain_min,200,701400,701400,701400,3323600,1.0
1,43,anti_first_fail,indomain_min,400,772400,772400,772400,3323600,1.0
1,43,anti_first_fail,indomain_min,600,800600,800600,800600,3323600,1.0
1,43,anti_first_fail,indomain_min,800,828800,828800,828800,3323600,1.0
1,43,anti_first_fail,indomain_min,1000,854200,854200,854200,3323600,1.0
1,44,anti_first_fail,indomain_min,0,803230,803230,804364,1681971,1.001411799858073
1,44,anti_first_fail,indomain_min,200,952171,952171,952171,1681971,1.0
1,44,anti_first_fail,indomain_min,400,1075171,1075171,1075171,1681971,1.0
1,44,anti_first_fail,indomain_min,600,1120771,1120771,1120771,1681971,1.0
1,44,anti_first_fail,indomain_min,800,1144171,1144171,1144171,1681971,1.0
1,44,anti_first_fail,indomain_min,1000,1167571,1167571,1167571,1681971,1.0
1,45,anti_first_fail,indomain_min,0,889300,889300,909600,1209410,1.0228269425390757
1,45,anti_first_fail,indomain_min,200,1069560,1069560,1138510,1209410,1.0644657616216013
1,45,anti_first_fail,indomain_min,400,1131910,1131910,1151710,1209410,1.0174925568287232
1,45,anti_first_fail,indomain_min,600,1148710,1148710,1162510,1209410,1.0120134759861061
1,45,anti_first_fail,indomain_min,800,1165510,1165510,1173310,1209410,1.0066923492719926
1,45,anti_first_fail,indomain_min,1000,1178960,1178960,1182110,1209410,1.0026718463730746
1,46,anti_first_fail,indomain_min,0,3299140,3299140,3299556,6394048,1.0001260934667822
1,46,anti_first_fail,indomain_min,200,3467276,3467276,3467276,6394048,1.0
1,46,anti_first_fail,indomain_min,400,3628276,3628276,3628276,6394048,1.0
1,46,anti_first_fail,indomain_min,600,3789276,3789276,3789276,6394048,1.0
1,46,anti_first_fail,indomain_min,800,3950276,3950276,3950276,6394048,1.0
1,46,anti_first_fail,indomain_min,1000,4107276,4107276,4107276,6394048,1.0
1,47,anti_first_fail,indomain_min,0,740350,740350,740350,1377685,1.0
1,47,anti_first_fail,indomain_min,200,860700,860700,860700,1377685,1.0
1,47,anti_first_fail,indomain_min,400,930540,930540,930540,1377685,1.0
1,47,anti_first_fail,indomain_min,600,978540,978540,978540,1377685,1.0
1,47,anti_first_fail,indomain_min,800,1022940,1022940,1022940,1377685,1.0
1,47,anti_first_fail,indomain_min,1000,1064875,1064875,1064875,1377685,1.0
1,48,anti_first_fail,indomain_min,0,997100,997100,1013940,2043020,1.0168889780363053
1,48,anti_first_fail,indomain_min,200,1218020,1218020,1218020,2043020,1.0
1,48,anti_first_fail,indomain_min,400,1328720,1328720,1328720,2043020,1.0
1,48,anti_first_fail,indomain_min,600,1421120,1421120,1421120,2043020,1.0
1,48,anti_first_fail,indomain_min,800,1448720,1448720,1448720,2043020,1.0
1,48,anti_first_fail,indomain_min,1000,1476320,1476320,1476320,2043020,1.0
1,49,anti_first_fail,indomain_min,0,368550,368550,368550,445200,1.0
1,49,anti_first_fail,indomain_min,200,411550,411550,411550,445200,1.0
1,49,anti_first_fail,indomain_min,400,418550,418550,418550,445200,1.0
1,49,anti_first_fail,indomain_min,600,420750,420750,420750,445200,1.0
1,49,anti_first_fail,indomain_min,800,422950,422950,422950,445200,1.0
1,49,anti_first_fail,indomain_min,1000,425150,425150,425150,445200,1.0
1,50,anti_first_fail,indomain_min,0,546975,546975,562975,902872,1.0292517939576764
1,50,anti_first_fail,indomain_min,200,650172,650172,650172,902872,1.0
1,50,anti_first_fail,indomain_min,400,678572,678572,678572,902872,1.0
1,50,anti_first_fail,indomain_min,600,706972,706972,706972,902872,1.0
1,50,anti_first_fail,indomain_min,800,728172,728172,728172,902872,1.0
1,50,anti_first_fail,indomain_min,1000,745772,745772,745772,902872,1.0
1,51,anti_first_fail,indomain_min,0,1702925,1702925,1703145,3619490,1.0001291894828017
1,51,anti_first_fail,indomain_min,200,1982510,1982510,1982510,3619490,1.0
1,51,anti_first_fail,indomain_min,400,2119500,2119500,2119500,3619490,1.0
1,51,anti_first_fail,indomain_min,600,2190700,2190700,2190700,3619490,1.0
1,51,anti_first_fail,indomain_min,800,2259090,2259090,2259090,3619490,1.0
1,51,anti_first_fail,indomain_min,1000,2323490,2323490,2323490,3619490,1.0
1,52,anti_first_fail,indomain_min,0,562250,562250,562250,1335360,1.0
1,52,anti_first_fail,indomain_min,200,711480,711480,762410,1335360,1.071583178726036
1,52,anti_first_fail,indomain_min,400,766880,766880,766880,1335360,1.0
1,52,anti_first_fail,indomain_min,600,777680,777680,777680,1335360,1.0
1,52,anti_first_fail,indomain_min,800,788480,788480,788480,1335360,1.0
1,52,anti_first_fail,indomain_min,1000,799280,799280,799280,1335360,1.0
1,53,anti_first_fail,indomain_min,0,2109250,2109250,2109250,9189450,1.0
1,53,anti_first_fail,indomain_min,200,2302850,2302850,2302850,9189450,1.0
1,53,anti_first_fail,indomain_min,400,2475450,2475450,2475450,9189450,1.0
1,53,anti_first_fail,indomain_min,600,2580850,2580850,2580850,9189450,1.0
1,53,anti_first_fail,indomain_min,800,2681450,2681450,2681450,9189450,1.0
1,53,anti_first_fail,indomain_min,1000,2724850,2724850,2724850,9189450,1.0
1,54,anti_first_fail,indomain_min,0,2158390,2158390,2158390,11134943,1.0
1,54,anti_first_fail,indomain_min,200,2489913,2489913,2489913,11134943,1.0
1,54,anti_first_fail,indomain_min,400,2746023,2746023,2814633,11134943,1.0249852240858872
1,54,anti_first_fail,indomain_min,600,2813223,2813223,3084033,11134943,1.0962632539261907
1,54,anti_first_fail,indomain_min,800,2861223,2861223,3334233,11134943,1.1653174184605675
1,54,anti_first_fail,indomain_min,1000,2909223,2909223,3584433,11134943,1.2320928990318034
1,55,anti_first_fail,indomain_min,0,1311375,1311375,1311675,1851650,1.0002287675150128
1,55,anti_first_fail,indomain_min,200,1343525,1343525,1343525,1851650,1.0
1,55,anti_first_fail,indomain_min,400,1355525,1355525,1355525,1851650,1.0
1,55,anti_first_fail,indomain_min,600,1367525,1367525,1367525,1851650,1.0
1,55,anti_first_fail,indomain_min,800,1379525,1379525,1379525,1851650,1.0
1,55,anti_first_fail,indomain_min,1000,1391525,1391525,1391525,1851650,1.0
1,56,anti_first_fail,indomain_min,0,44260,44260,45760,87180,1.033890646181654
1,56,anti_first_fail,indomain_min,200,76160,76160,76160,87180,1.0
1,56,anti_first_fail,indomain_min,400,82820,82820,82820,87180,1.0
1,56,anti_first_fail,indomain_min,600,87080,87080,87080,87180,1.0
1,56,anti_first_fail,indomain_min,800,87080,87080,87080,87180,1.0
1,56,anti_first_fail,indomain_min,1000,87080,87080,87080,87180,1.0
1,57,anti_first_fail,indomain_min,0,654095,654095,654959,941746,1.0013209090422646
1,57,anti_first_fail,indomain_min,200,784102,784102,784102,941746,1.0
1,57,anti_first_fail,indomain_min,400,901646,901646,904302,941746,1.0029457237097485
1,57,anti_first_fail,indomain_min,600,984446,984446,1024502,941746,1.0406888747579857
1,57,anti_first_fail,indomain_min,800,1037846,1037846,1144702,941746,1.102959398600563
1,57,anti_first_fail,indomain_min,1000,1086846,1086846,1260502,941746,1.1597797664066483
1,58,anti_first_fail,indomain_min,0,1000545,1000545,1010145,6178008,1.009594770849887
