,,,,,Gecode,Gecode,OGSA,Model Run Time Ratio
1,11,anti_first_fail,indomain_min,400,100.0,90.0,0.00029710600210819393,1.1111111111111112
1,11,anti_first_fail,indomain_min,600,110.0,90.0,0.0003049770020879805,1.2222222222222223
1,11,anti_first_fail,indomain_min,800,100.0,150.0,0.00033251100103370845,0.6666666666666666
1,11,anti_first_fail,indomain_min,1000,160.0,130.0,0.00034038600279018283,1.2307692307692308
1,12,anti_first_fail,indomain_min,0,100.0,100.0,0.0004768720027641393,1.0
1,12,anti_first_fail,indomain_min,200,100.0,80.0,0.0003444149988354184,1.25
1,12,anti_first_fail,indomain_min,400,100.0,100.0,0.0003465979971224442,1.0
1,12,anti_first_fail,indomain_min,600,90.0,80.0,0.00047291399823734537,1.125
1,12,anti_first_fail,indomain_min,800,100.0,90.0,0.00044659400009550154,1.1111111111111112
1,12,anti_first_fail,indomain_min,1000,100.0,90.0,0.0003520130048855208,1.1111111111111112
1,13,anti_first_fail,indomain_min,0,100.0,80.0,0.00028311600181041285,1.25
1,13,anti_first_fail,indomain_min,200,100.0,80.0,0.0003809339978033677,1.25
1,13,anti_first_fail,indomain_min,400,100.0,90.0,0.00038433900044765323,1.1111111111111112
1,13,anti_first_fail,indomain_min,600,100.0,100.0,0.00032415299938293174,1.0
1,13,anti_first_fail,indomain_min,800,110.0,90.0,0.00030662900098832324,1.2222222222222223
1,13,anti_first_fail,indomain_min,1000,120.0,100.0,0.00034153299930039793,1.2
1,14,anti_first_fail,indomain_min,0,100.0,100.0,0.0003248899956815876,1.0
1,14,anti_first_fail,indomain_min,200,100.0,90.0,0.00031686299917055294,1.1111111111111112
1,14,anti_first_fail,indomain_min,400,100.0,110.0,0.00038876200414961204,0.9090909090909091
1,14,anti_first_fail,indomain_min,600,90.0,80.0,0.00039307799306698143,1.125
1,14,anti_first_fail,indomain_min,800,90.0,100.0,0.0004025310045108199,0.9
1,14,anti_first_fail,indomain_min,1000,100.0,80.0,0.0003880180011037737,1.25
1,15,anti_first_fail,indomain_min,0,100.0,80.0,0.0003609269988373853,1.25
1,15,anti_first_fail,indomain_min,200,100.0,90.0,0.0003711419994942844,1.1111111111111112
1,15,anti_first_fail,indomain_min,400,100.0,100.0,0.000823291004053317,1.0
1,15,anti_first_fail,indomain_min,600,100.0,90.0,0.0005838280048919842,1.1111111111111112
1,15,anti_first_fail,indomain_min,800,100.0,90.0,0.0003082850016653538,1.1111111111111112
1,15,anti_first_fail,indomain_min,1000,100.0,160.0,0.0003867960040224716,0.625
1,16,anti_first_fail,indomain_min,0,110.0,90.0,0.0004411209956742823,1.2222222222222223
1,16,anti_first_fail,indomain_min,200,100.0,110.0,0.00038638200203422457,0.9090909090909091
1,16,anti_first_fail,indomain_min,400,130.0,90.0,0.0003643890013336204,1.4444444444444444
1,16,anti_first_fail,indomain_min,600,100.0,80.0,0.00037075400177855045,1.25
1,16,anti_first_fail,indomain_min,800,120.0,90.0,0.00038050799776101485,1.3333333333333333
1,16,anti_first_fail,indomain_min,1000,170.0,90.0,0.0007065359968692064,1.8888888888888888
1,17,anti_first_fail,indomain_min,0,130.0,90.0,0.0004991449968656525,1.4444444444444444
1,17,anti_first_fail,indomain_min,200,100.0,80.0,0.00039839099918026477,1.25
1,17,anti_first_fail,indomain_min,400,100.0,90.0,0.00032373800058849156,1.1111111111111112
1,17,anti_first_fail,indomain_min,600,100.0,90.0,0.0003921289971913211,1.1111111111111112
1,17,anti_first_fail,indomain_min,800,100.0,90.0,0.0007027100000414066,1.1111111111111112
1,17,anti_first_fail,indomain_min,1000,100.0,100.0,0.0003969390018028207,1.0
1,18,anti_first_fail,indomain_min,0,100.0,80.0,0.00029039999935775995,1.25
1,18,anti_first_fail,indomain_min,200,100.0,90.0,0.0003113779966952279,1.1111111111111112
1,18,anti_first_fail,indomain_min,400,90.0,80.0,0.0003198690028511919,1.125
1,18,anti_first_fail,indomain_min,600,100.0,90.0,0.0003140839980915189,1.1111111111111112
1,18,anti_first_fail,indomain_min,800,100.0,90.0,0.0003135590013698675,1.1111111111111112
1,18,anti_first_fail,indomain_min,1000,100.0,80.0,0.0005163130044820718,1.25
1,19,anti_first_fail,indomain_min,0,100.0,100.0,0.00029938400257378817,1.0
1,19,anti_first_fail,indomain_min,200,90.0,90.0,0.00044911499571753666,1.0
1,19,anti_first_fail,indomain_min,400,120.0,90.0,0.00035961600224254653,1.3333333333333333
1,19,anti_first_fail,indomain_min,600,100.0,90.0,0.00039996499981498346,1.1111111111111112
1,19,anti_first_fail,indomain_min,800,100.0,90.0,0.0003224239990231581,1.1111111111111112
1,19,anti_first_fail,indomain_min,1000,120.0,100.0,0.0003993699938291684,1.2
1,20,anti_first_fail,indomain_min,0,120.0,90.0,0.000334327996824868,1.3333333333333333
1,20,anti_first_fail,indomain_min,200,110.0,90.0,0.0003219070058548823,1.2222222222222223
1,20,anti_first_fail,indomain_min,400,100.0,170.0,0.00032470800215378404,0.5882352941176471
1,20,anti_first_fail,indomain_min,600,130.0,110.0,0.0007231479976326227,1.1818181818181819
1,20,anti_first_fail,indomain_min,800,100.0,90.0,0.00032051000016508624,1.1111111111111112
1,20,anti_first_fail,indomain_min,1000,110.0,100.0,0.00037031000101706013,1.1
1,21,anti_first_fail,indomain_min,0,100.0,90.0,0.0005029469975852408,1.1111111111111112
1,21,anti_first_fail,indomain_min,200,90.0,90.0,0.00037814799725310877,1.0
1,21,anti_first_fail,indomain_min,400,100.0,90.0,0.0005485479996423237,1.1111111111111112
1,21,anti_first_fail,indomain_min,600,90.0,100.0,0.00029771999834338203,0.9
1,21,anti_first_fail,indomain_min,800,100.0,100.0,0.00030269899434642866,1.0
1,21,anti_first_fail,indomain_min,1000,100.0,90.0,0.0003754880017368123,1.1111111111111112
1,22,anti_first_fail,indomain_min,0,100.0,90.0,0.00036251400160836056,1.1111111111111112
1,22,anti_first_fail,indomain_min,200,100.0,80.0,0.0003154279984300956,1.25
1,22,anti_first_fail,indomain_min,400,100.0,90.0,0.0003113429993391037,1.1111111111111112
1,22,anti_first_fail,indomain_min,600,90.0,80.0,0.00031652100005885586,1.125
1,22,anti_first_fail,indomain_min,800,100.0,90.0,0.0003809529953286983,1.1111111111111112
1,22,anti_first_fail,indomain_min,1000,110.0,90.0,0.0003804789957939647,1.2222222222222223
1,23,anti_first_fail,indomain_min,0,90.0,90.0,0.0003794959993683733,1.0
1,23,anti_first_fail,indomain_min,200,100.0,90.0,0.00040694900235394016,1.1111111111111112
1,23,anti_first_fail,indomain_min,400,100.0,100.0,0.00031764899904374033,1.0
1,23,anti_first_fail,indomain_min,600,100.0,90.0,0.0005317360046319664,1.1111111111111112
1,23,anti_first_fail,indomain_min,800,110.0,110.0,0.0006944619963178411,1.0
1,23,anti_first_fail,indomain_min,1000,130.0,100.0,0.0003454850011621602,1.3
1,24,anti_first_fail,indomain_min,0,110.0,90.0,0.00035396299790591,1.2222222222222223
1,24,anti_first_fail,indomain_min,200,110.0,100.0,0.00031016299908515066,1.1
1,24,anti_first_fail,indomain_min,400,100.0,80.0,0.000584940004046075,1.25
1,24,anti_first_fail,indomain_min,600,110.0,90.0,0.00032229100179392844,1.2222222222222223
1,24,anti_first_fail,indomain_min,800,120.0,100.0,0.0005033120032749139,1.2
1,24,anti_first_fail,indomain_min,1000,100.0,80.0,0.0003191900032106787,1.25
1,25,anti_first_fail,indomain_min,0,110.0,90.0,0.00034227099968120456,1.2222222222222223
1,25,anti_first_fail,indomain_min,200,110.0,90.0,0.0005044650024501607,1.2222222222222223
1,25,anti_first_fail,indomain_min,400,120.0,90.0,0.0003003770034410991,1.3333333333333333
1,25,anti_first_fail,indomain_min,600,110.0,90.0,0.0006217699992703274,1.2222222222222223
1,25,anti_first_fail,indomain_min,800,90.0,90.0,0.00031745099840918556,1.0
1,25,anti_first_fail,indomain_min,1000,100.0,90.0,0.0005241210019448772,1.1111111111111112
1,26,anti_first_fail,indomain_min,0,90.0,80.0,0.00030308599525596946,1.125
1,26,anti_first_fail,indomain_min,200,140.0,120.0,0.0006175460002850741,1.1666666666666667
1,26,anti_first_fail,indomain_min,400,90.0,100.0,0.00042961099825333804,0.9
1,26,anti_first_fail,indomain_min,600,100.0,80.0,0.00030634999711764976,1.25
1,26,anti_first_fail,indomain_min,800,100.0,80.0,0.0003588780018617399,1.25
1,26,anti_first_fail,indomain_min,1000,90.0,90.0,0.0003653839958133176,1.0
1,27,anti_first_fail,indomain_min,0,90.0,80.0,0.00038351499824784696,1.125
1,27,anti_first_fail,indomain_min,200,100.0,90.0,0.0004205069999443367,1.1111111111111112
1,27,anti_first_fail,indomain_min,400,100.0,100.0,0.0006338210005196743,1.0
1,27,anti_first_fail,indomain_min,600,100.0,110.0,0.00032801899942569435,0.9090909090909091
1,27,anti_first_fail,indomain_min,800,120.0,100.0,0.0006031500015524216,1.2
1,27,anti_first_fail,indomain_min,1000,100.0,90.0,0.00043939099850831553,1.1111111111111112
1,28,anti_first_fail,indomain_min,0,100.0,90.0,0.00028960400231881067,1.1111111111111112
1,28,anti_first_fail,indomain_min,200,100.0,80.0,0.00032492500031366944,1.25
1,28,anti_first_fail,indomain_min,400,100.0,80.0,0.00029599799745483324,1.25
1,28,anti_first_fail,indomain_min,600,100.0,90.0,0.0002966660031233914,1.1111111111111112
1,28,anti_first_fail,indomain_min,800,120.0,100.0,0.0002973360024043359,1.2
1,28,anti_first_fail,indomain_min,1000,90.0,90.0,0.00030527799390256405,1.0
1,29,anti_first_fail,indomain_min,0,90.0,80.0,0.00037408899515867233,1.125
1,29,anti_first_fail,indomain_min,200,130.0,90.0,0.0003313609995529987,1.4444444444444444
1,29,anti_first_fail,indomain_min,400,100.0,90.0,0.0003292960027465597,1.1111111111111112
1,29,anti_first_fail,indomain_min,600,100.0,100.0,0.0003585279991966672,1.0
1,29,anti_first_fail,indomain_min,800,100.0,90.0,0.00036166900099487975,1.1111111111111112
1,29,anti_first_fail,indomain_min,1000,90.0,90.0,0.0006390249982359819,1.0
1,30,anti_first_fail,indomain_min,0,100.0,90.0,0.00036263099900679663,1.1111111111111112
1,30,anti_first_fail,indomain_min,200,110.0,90.0,0.0006784599972888827,1.2222222222222223
1,30,anti_first_fail,indomain_min,400,110.0,100.0,0.000371383001038339,1.1
1,30,anti_first_fail,indomain_min,600,100.0,90.0,0.0005965239979559556,1.1111111111111112
1,30,anti_first_fail,indomain_min,800,120.0,100.0,0.0005856780044268817,1.2
1,30,anti_first_fail,indomain_min,1000,110.0,80.0,0.0003104389979853295,1.375
1,31,anti_first_fail,indomain_min,0,110.0,90.0,0.0003859710050164722,1.2222222222222223
1,31,anti_first_fail,indomain_min,200,100.0,80.0,0.0003248009961680509,1.25
1,31,anti_first_fail,indomain_min,400,100.0,90.0,0.0003289379965281114,1.1111111111111112
1,31,anti_first_fail,indomain_min,600,100.0,90.0,0.00039160899905255064,1.1111111111111112
1,31,anti_first_fail,indomain_min,800,100.0,90.0,0.0003558850003173575,1.1111111111111112
1,31,anti_first_fail,indomain_min,1000,100.0,90.0,0.00039811900205677375,1.1111111111111112
1,32,anti_first_fail,indomain_min,0,90.0,90.0,0.0003205050015822053,1.0
1,32,anti_first_fail,indomain_min,200,90.0,90.0,0.00046977500460343435,1.0
1,32,anti_first_fail,indomain_min,400,100.0,90.0,0.0006123920029494911,1.1111111111111112
1,32,anti_first_fail,indomain_min,600,110.0,100.0,0.00036054699739906937,1.1
1,32,anti_first_fail,indomain_min,800,100.0,90.0,0.00032744799682404846,1.1111111111111112
1,32,anti_first_fail,indomain_min,1000,100.0,90.0,0.0006451500012190081,1.1111111111111112
1,33,anti_first_fail,indomain_min,0,90.0,110.0,0.0002980419958475977,0.8181818181818182
1,33,anti_first_fail,indomain_min,200,140.0,100.0,0.0004025309972348623,1.4
1,33,anti_first_fail,indomain_min,400,150.0,100.0,0.00032222599838860333,1.5
1,33,anti_first_fail,indomain_min,600,110.0,90.0,0.0003231899972888641,1.2222222222222223
1,33,anti_first_fail,indomain_min,800,100.0,90.0,0.0003229259964427911,1.1111111111111112
1,33,anti_first_fail,indomain_min,1000,100.0,100.0,0.0005892079934710637,1.0
1,34,anti_first_fail,indomain_min,0,100.0,90.0,0.0002748569968389347,1.1111111111111112
1,34,anti_first_fail,indomain_min,200,100.0,90.0,0.0003723129993886687,1.1111111111111112
1,34,anti_first_fail,indomain_min,400,100.0,100.0,0.0007249490008689463,1.0
1,34,anti_first_fail,indomain_min,600,100.0,80.0,0.00029480500234058127,1.25
1,34,anti_first_fail,indomain_min,800,100.0,80.0,0.0002977819967782125,1.25
1,34,anti_first_fail,indomain_min,1000,120.0,90.0,0.00029381399508565664,1.3333333333333333
1,35,anti_first_fail,indomain_min,0,100.0,90.0,0.00029709799855481833,1.1111111111111112
1,35,anti_first_fail,indomain_min,200,100.0,110.0,0.0003282809993834235,0.9090909090909091
1,35,anti_first_fail,indomain_min,400,100.0,90.0,0.00030525599868269637,1.1111111111111112
1,35,anti_first_fail,indomain_min,600,100.0,90.0,0.00046372700307983905,1.1111111111111112
1,35,anti_first_fail,indomain_min,800,100.0,120.0,0.00032511500467080623,0.8333333333333334
1,35,anti_first_fail,indomain_min,1000,100.0,100.0,0.0003984499999205582,1.0
1,36,anti_first_fail,indomain_min,0,130.0,100.0,0.0003413119993638247,1.3
1,36,anti_first_fail,indomain_min,200,110.0,80.0,0.0007166319992393255,1.375
1,36,anti_first_fail,indomain_min,400,110.0,90.0,0.0003027040002052672,1.2222222222222223
1,36,anti_first_fail,indomain_min,600,150.0,110.0,0.00029723600164288655,1.3636363636363635
1,36,anti_first_fail,indomain_min,800,100.0,90.0,0.00047608800377929583,1.1111111111111112
1,36,anti_first_fail,indomain_min,1000,100.0,90.0,0.00032501600071555004,1.1111111111111112
1,37,anti_first_fail,indomain_min,0,100.0,90.0,0.00029110100149409845,1.1111111111111112
1,37,anti_first_fail,indomain_min,200,90.0,80.0,0.0003150300035485998,1.125
1,37,anti_first_fail,indomain_min,400,100.0,90.0,0.00031260999821824953,1.1111111111111112
1,37,anti_first_fail,indomain_min,600,90.0,90.0,0.0003138510001008399,1.0
1,37,anti_first_fail,indomain_min,800,90.0,90.0,0.00031482300255447626,1.0
1,37,anti_first_fail,indomain_min,1000,100.0,100.0,0.0005702829948859289,1.0
1,38,anti_first_fail,indomain_min,0,100.0,80.0,0.00031437900179298595,1.25
1,38,anti_first_fail,indomain_min,200,110.0,100.0,0.00046614799794042483,1.1
1,38,anti_first_fail,indomain_min,400,100.0,90.0,0.0003075909990002401,1.1111111111111112
1,38,anti_first_fail,indomain_min,600,100.0,90.0,0.00031216899515129626,1.1111111111111112
1,38,anti_first_fail,indomain_min,800,100.0,90.0,0.0006134510040283203,1.1111111111111112
1,38,anti_first_fail,indomain_min,1000,100.0,90.0,0.0003155800004606135,1.1111111111111112
1,39,anti_first_fail,indomain_min,0,100.0,90.0,0.0002743039949564263,1.1111111111111112
1,39,anti_first_fail,indomain_min,200,100.0,90.0,0.0005356900001061149,1.1111111111111112
1,39,anti_first_fail,indomain_min,400,100.0,90.0,0.00033448099566157907,1.1111111111111112
1,39,anti_first_fail,indomain_min,600,100.0,90.0,0.0003022909950232133,1.1111111111111112
1,39,anti_first_fail,indomain_min,800,110.0,100.0,0.00041465600224910304,1.1
1,39,anti_first_fail,indomain_min,1000,100.0,90.0,0.00039306800317717716,1.1111111111111112
1,40,anti_first_fail,indomain_min,0,100.0,90.0,0.0005320000054780394,1.1111111111111112
1,40,anti_first_fail,indomain_min,200,100.0,90.0,0.00047846300003584474,1.1111111111111112
1,40,anti_first_fail,indomain_min,400,100.0,90.0,0.0004450799970072694,1.1111111111111112
1,40,anti_first_fail,indomain_min,600,110.0,90.0,0.0005152340017957613,1.2222222222222223
1,40,anti_first_fail,indomain_min,800,110.0,90.0,0.0005489749964908697,1.2222222222222223
1,40,anti_first_fail,indomain_min,1000,90.0,90.0,0.0004450859996723011,1.0
1,41,anti_first_fail,indomain_min,0,100.0,90.0,0.0002764370001386851,1.1111111111111112
1,41,anti_first_fail,indomain_min,200,110.0,90.0,0.0005561409998335876,1.2222222222222223
1,41,anti_first_fail,indomain_min,400,110.0,90.0,0.00033307800185866654,1.2222222222222223
1,41,anti_first_fail,indomain_min,600,100.0,90.0,0.0005033910056226887,1.1111111111111112
1,41,anti_first_fail,indomain_min,800,110.0,90.0,0.00030883200088283047,1.2222222222222223
1,41,anti_first_fail,indomain_min,1000,100.0,90.0,0.00039535700489068404,1.1111111111111112
1,42,anti_first_fail,indomain_min,0,100.0,90.0,0.00027945100009674206,1.1111111111111112
1,42,anti_first_fail,indomain_min,200,120.0,100.0,0.00032486399868503213,1.2
1,42,anti_first_fail,indomain_min,400,110.0,90.0,0.0003830319983535446,1.2222222222222223
1,42,anti_first_fail,indomain_min,600,100.0,90.0,0.0003017350027221255,1.1111111111111112
1,42,anti_first_fail,indomain_min,800,100.0,80.0,0.0009677370035205968,1.25
1,42,anti_first_fail,indomain_min,1000,100.0,90.0,0.0004414529976202175,1.1111111111111112
1,43,anti_first_fail,indomain_min,0,100.0,90.0,0.00028853599360445514,1.1111111111111112
1,43,anti_first_fail,indomain_min,200,100.0,90.0,0.0003227139968657866,1.1111111111111112
1,43,anti_first_fail,indomain_min,400,110.0,100.0,0.000294552999548614,1.1
1,43,anti_first_fail,indomain_min,600,110.0,100.0,0.0003998729953309521,1.1
1,43,anti_first_fail,indomain_min,800,100.0,100.0,0.0005710609984816983,1.0
1,43,anti_first_fail,indomain_min,1000,110.0,100.0,0.00044887300464324653,1.1
1,44,anti_first_fail,indomain_min,0,110.0,90.0,0.000438410002971068,1.2222222222222223
1,44,anti_first_fail,indomain_min,200,110.0,110.0,0.0003288449952378869,1.0
1,44,anti_first_fail,indomain_min,400,110.0,100.0,0.0006043809989932925,1.1
1,44,anti_first_fail,indomain_min,600,110.0,100.0,0.00040315399382961914,1.1
1,44,anti_first_fail,indomain_min,800,110.0,100.0,0.0006926019996171817,1.1
1,44,anti_first_fail,indomain_min,1000,110.0,90.0,0.000416110000514891,1.2222222222222223
1,45,anti_first_fail,indomain_min,0,100.0,90.0,0.0002811410013237037,1.1111111111111112
1,45,anti_first_fail,indomain_min,200,100.0,90.0,0.00034918799792649224,1.1111111111111112
1,45,anti_first_fail,indomain_min,400,100.0,100.0,0.00034462500480003655,1.0
1,45,anti_first_fail,indomain_min,600,110.0,90.0,0.0006756099974154495,1.2222222222222223
1,45,anti_first_fail,indomain_min,800,110.0,90.0,0.0003228880013921298,1.2222222222222223
1,45,anti_first_fail,indomain_min,1000,110.0,90.0,0.00033139099832624197,1.2222222222222223
1,46,anti_first_fail,indomain_min,0,100.0,90.0,0.00028572799783432856,1.1111111111111112
1,46,anti_first_fail,indomain_min,200,110.0,90.0,0.0002940400008810684,1.2222222222222223
1,46,anti_first_fail,indomain_min,400,100.0,90.0,0.00036023499706061557,1.1111111111111112
1,46,anti_first_fail,indomain_min,600,100.0,90.0,0.0003335550063638948,1.1111111111111112
1,46,anti_first_fail,indomain_min,800,100.0,90.0,0.00029504999838536605,1.1111111111111112
1,46,anti_first_fail,indomain_min,1000,110.0,100.0,0.0005055709989392199,1.1
1,47,anti_first_fail,indomain_min,0,100.0,80.0,0.00029248099599499255,1.25
1,47,anti_first_fail,indomain_min,200,100.0,90.0,0.0005342560034478083,1.1111111111111112
1,47,anti_first_fail,indomain_min,400,100.0,90.0,0.0009759229942574166,1.1111111111111112
1,47,anti_first_fail,indomain_min,600,100.0,90.0,0.0005293719950714149,1.1111111111111112
1,47,anti_first_fail,indomain_min,800,110.0,90.0,0.0003282799953012727,1.2222222222222223
1,47,anti_first_fail,indomain_min,1000,100.0,90.0,0.00033124900073744357,1.1111111111111112
1,48,anti_first_fail,indomain_min,0,90.0,90.0,0.00044796599831897765,1.0
1,48,anti_first_fail,indomain_min,200,110.0,90.0,0.0007113749961717986,1.2222222222222223
1,48,anti_first_fail,indomain_min,400,110.0,90.0,0.000516542000696063,1.2222222222222223
1,48,anti_first_fail,indomain_min,600,110.0,100.0,0.00047187200107146055,1.1
1,48,anti_first_fail,indomain_min,800,100.0,90.0,0.000642440005321987,1.1111111111111112
1,48,anti_first_fail,indomain_min,1000,100.0,100.0,0.0007191549957497045,1.0
1,49,anti_first_fail,indomain_min,0,100.0,80.0,0.0003131729972665198,1.25
1,49,anti_first_fail,indomain_min,200,110.0,90.0,0.0006993630013312213,1.2222222222222223
1,49,anti_first_fail,indomain_min,400,100.0,90.0,0.0003396219981368631,1.1111111111111112
1,49,anti_first_fail,indomain_min,600,100.0,90.0,0.0003554150025593117,1.1111111111111112
1,49,anti_first_fail,indomain_min,800,100.0,90.0,0.0003216159966541454,1.1111111111111112
1,49,anti_first_fail,indomain_min,1000,90.0,90.0,0.00033216200245078653,1.0
1,50,anti_first_fail,indomain_min,0,90.0,100.0,0.00027668500115396455,0.9
1,50,anti_first_fail,indomain_min,200,100.0,90.0,0.00032085699785966426,1.1111111111111112
1,50,anti_first_fail,indomain_min,400,110.0,90.0,0.00034149500424973667,1.2222222222222223
1,50,anti_first_fail,indomain_min,600,100.0,90.0,0.00032855999597813934,1.1111111111111112
1,50,anti_first_fail,indomain_min,800,100.0,90.0,0.00030546800553565845,1.1111111111111112
1,50,anti_first_fail,indomain_min,1000,100.0,90.0,0.0005660419992636889,1.1111111111111112
1,51,anti_first_fail,indomain_min,0,100.0,90.0,0.0003896730049746111,1.1111111111111112
1,51,anti_first_fail,indomain_min,200,110.0,100.0,0.0003573070061975159,1.1
1,51,anti_first_fail,indomain_min,400,110.0,90.0,0.00039918699621921405,1.2222222222222223
1,51,anti_first_fail,indomain_min,600,110.0,100.0,0.0003655679975054227,1.1
1,51,anti_first_fail,indomain_min,800,110.0,100.0,0.0003550159963197075,1.1
1,51,anti_first_fail,indomain_min,1000,110.0,90.0,0.0004660949998651631,1.2222222222222223
1,52,anti_first_fail,indomain_min,0,100.0,90.0,0.00030202799825929105,1.1111111111111112
1,52,anti_first_fail,indomain_min,200,110.0,90.0,0.0003223060048185289,1.2222222222222223
