,,,,,Gecode,OGSA
1,36,first_fail,indomain_split_random,obj,996082.0,638872.0
1,36,first_fail,indomain_split_random,time,110.0,0.0003386899998076842
1,37,first_fail,indomain_split_random,obj,1624176.0,1438092.0
1,37,first_fail,indomain_split_random,time,90.0,0.00020717400002467912
1,38,first_fail,indomain_split_random,obj,1013056.0,912046.0
1,38,first_fail,indomain_split_random,time,100.0,0.00018365699997957563
1,39,first_fail,indomain_split_random,obj,482856.0,265016.0
1,39,first_fail,indomain_split_random,time,110.0,0.0003246200003559352
1,40,first_fail,indomain_split_random,obj,2032600.0,2032600.0
1,40,first_fail,indomain_split_random,time,100.0,0.0001489569995101192
1,41,first_fail,indomain_split_random,obj,430380.0,430380.0
1,41,first_fail,indomain_split_random,time,100.0,0.0001411910006936523
1,42,first_fail,indomain_split_random,obj,741775.0,740965.0
1,42,first_fail,indomain_split_random,time,110.0,0.0001811540005292045
1,43,first_fail,indomain_split_random,obj,314086.0,314086.0
1,43,first_fail,indomain_split_random,time,100.0,0.0001612309997653938
1,44,first_fail,indomain_split_random,obj,384685.0,317485.0
1,44,first_fail,indomain_split_random,time,100.0,0.00015932899987092242
1,45,first_fail,indomain_split_random,obj,896200.0,886790.0
1,45,first_fail,indomain_split_random,time,130.0,0.00018034900040220236
1,46,first_fail,indomain_split_random,obj,2979450.0,2858550.0
1,46,first_fail,indomain_split_random,time,90.0,0.0002840249999280786
1,47,first_fail,indomain_split_random,obj,1254829.0,844565.0
1,47,first_fail,indomain_split_random,time,100.0,0.0004815679994862876
1,48,first_fail,indomain_split_random,obj,913119.0,898971.0
1,48,first_fail,indomain_split_random,time,100.0,0.0005197600003157277
1,49,first_fail,indomain_split_random,obj,2762620.0,2168290.0
1,49,first_fail,indomain_split_random,time,100.0,0.000182765000317886
1,50,first_fail,indomain_split_random,obj,238748.0,211348.0
1,50,first_fail,indomain_split_random,time,170.0,0.0002916209996328689
1,51,first_fail,indomain_split_random,obj,915821.0,343391.0
1,51,first_fail,indomain_split_random,time,100.0,0.0001954320005097543
1,52,first_fail,indomain_split_random,obj,1279481.0,1064555.0
1,52,first_fail,indomain_split_random,time,100.0,0.0006090169999879436
1,53,first_fail,indomain_split_random,obj,3098840.0,2770220.0
1,53,first_fail,indomain_split_random,time,100.0,0.000166732000252523
1,54,first_fail,indomain_split_random,obj,1415398.0,1281973.0
1,54,first_fail,indomain_split_random,time,140.0,0.00030272500043793116
1,55,first_fail,indomain_split_random,obj,1225462.0,438691.0
1,55,first_fail,indomain_split_random,time,90.0,0.00019647499993880047
1,56,first_fail,indomain_split_random,obj,1237609.0,1164025.0
1,56,first_fail,indomain_split_random,time,140.0,0.0002888729995902395
1,57,first_fail,indomain_split_random,obj,500925.0,400800.0
1,57,first_fail,indomain_split_random,time,120.0,0.0004680279998865444
1,58,first_fail,indomain_split_random,obj,1057500.0,1057500.0
1,58,first_fail,indomain_split_random,time,130.0,0.0002749559998846962
1,59,first_fail,indomain_split_random,obj,860814.0,520184.0
1,59,first_fail,indomain_split_random,time,180.0,0.0004837660007979139
1,60,first_fail,indomain_split_random,obj,1870585.0,1687585.0
1,60,first_fail,indomain_split_random,time,130.0,0.00039977399956114823
1,61,first_fail,indomain_split_random,obj,624771.0,574687.0
1,61,first_fail,indomain_split_random,time,130.0,0.00016180900001927512
1,62,first_fail,indomain_split_random,obj,2213100.0,2052200.0
1,62,first_fail,indomain_split_random,time,90.0,0.00018656500014913036
1,63,first_fail,indomain_split_random,obj,2127793.0,2045096.0
1,63,first_fail,indomain_split_random,time,90.0,0.00014922799982741708
1,64,first_fail,indomain_split_random,obj,466625.0,466625.0
1,64,first_fail,indomain_split_random,time,100.0,0.0001520710002296255
1,65,first_fail,indomain_split_random,obj,2295752.0,2290352.0
1,65,first_fail,indomain_split_random,time,130.0,0.00015743700078019174
1,66,first_fail,indomain_split_random,obj,2271381.0,1867981.0
1,66,first_fail,indomain_split_random,time,140.0,0.0002161920001526596
1,67,first_fail,indomain_split_random,obj,839400.0,492082.0
1,67,first_fail,indomain_split_random,time,150.0,0.0002964530003737309
1,68,first_fail,indomain_split_random,obj,441696.0,355164.0
1,68,first_fail,indomain_split_random,time,170.0,0.000212773999919591
1,69,first_fail,indomain_split_random,obj,2559540.0,2467190.0
1,69,first_fail,indomain_split_random,time,130.0,0.0003263849994254997
1,70,first_fail,indomain_split_random,obj,1328232.0,260512.0
1,70,first_fail,indomain_split_random,time,150.0,0.00048297699959221063
1,71,first_fail,indomain_split_random,obj,2869325.0,2611970.0
1,71,first_fail,indomain_split_random,time,110.0,0.000449875000413158
1,72,first_fail,indomain_split_random,obj,3186840.0,2388708.0
1,72,first_fail,indomain_split_random,time,110.0,0.00016753900035837432
1,73,first_fail,indomain_split_random,obj,1018365.0,1014465.0
1,73,first_fail,indomain_split_random,time,90.0,0.00015356400035670958
1,74,first_fail,indomain_split_random,obj,1326950.0,1216270.0
1,74,first_fail,indomain_split_random,time,140.0,0.00015897299999778625
1,75,first_fail,indomain_split_random,obj,870931.0,704314.0
1,75,first_fail,indomain_split_random,time,190.0,0.0003043850001631654
1,76,first_fail,indomain_split_random,obj,789610.0,734410.0
1,76,first_fail,indomain_split_random,time,100.0,0.00024435199975414434
1,77,first_fail,indomain_split_random,obj,671000.0,484600.0
1,77,first_fail,indomain_split_random,time,100.0,0.00023118200078897644
1,78,first_fail,indomain_split_random,obj,1253568.0,1015128.0
1,78,first_fail,indomain_split_random,time,110.0,0.00015334700037783477
1,79,first_fail,indomain_split_random,obj,4105591.0,4079241.0
1,79,first_fail,indomain_split_random,time,100.0,0.000293503000648343
1,80,first_fail,indomain_split_random,obj,664114.0,490524.0
1,80,first_fail,indomain_split_random,time,100.0,0.0003434169993852265
1,81,first_fail,indomain_split_random,obj,4760400.0,4760400.0
1,81,first_fail,indomain_split_random,time,100.0,0.0002495180006008013
1,82,first_fail,indomain_split_random,obj,108385.0,107395.0
1,82,first_fail,indomain_split_random,time,100.0,0.0001544560000183992
1,83,first_fail,indomain_split_random,obj,1207360.0,1086060.0
1,83,first_fail,indomain_split_random,time,120.0,0.0002151849994334043
1,84,first_fail,indomain_split_random,obj,852724.0,811696.0
1,84,first_fail,indomain_split_random,time,100.0,0.00017232299978786614
1,85,first_fail,indomain_split_random,obj,588345.0,588345.0
1,85,first_fail,indomain_split_random,time,90.0,0.00028258700058358954
1,86,first_fail,indomain_split_random,obj,920570.0,920570.0
1,86,first_fail,indomain_split_random,time,180.0,0.00012931800029036822
1,87,first_fail,indomain_split_random,obj,1925736.0,1917336.0
1,87,first_fail,indomain_split_random,time,110.0,0.00016777699966041837
1,88,first_fail,indomain_split_random,obj,1123329.0,1123329.0
1,88,first_fail,indomain_split_random,time,110.0,0.0003168799994455185
1,89,first_fail,indomain_split_random,obj,1079736.0,1041802.0
1,89,first_fail,indomain_split_random,time,110.0,0.00037130500004423084
1,90,first_fail,indomain_split_random,obj,520780.0,520780.0
1,90,first_fail,indomain_split_random,time,160.0,0.0003621440000642906
1,91,first_fail,indomain_split_random,obj,1434490.0,1223290.0
1,91,first_fail,indomain_split_random,time,240.0,0.00034033600059046876
1,92,first_fail,indomain_split_random,obj,1283958.0,1250656.0
1,92,first_fail,indomain_split_random,time,150.0,0.00028853799994976725
1,93,first_fail,indomain_split_random,obj,3195900.0,2162400.0
1,93,first_fail,indomain_split_random,time,90.0,0.00019419700038270094
1,94,first_fail,indomain_split_random,obj,771585.0,168135.0
1,94,first_fail,indomain_split_random,time,100.0,0.0001523020000604447
1,95,first_fail,indomain_split_random,obj,529066.0,476614.0
1,95,first_fail,indomain_split_random,time,110.0,0.00023568799952045083
1,96,first_fail,indomain_split_random,obj,1241482.0,716032.0
1,96,first_fail,indomain_split_random,time,100.0,0.0001647870003580465
1,97,first_fail,indomain_split_random,obj,449949.0,365149.0
1,97,first_fail,indomain_split_random,time,90.0,0.0002126079998561181
1,98,first_fail,indomain_split_random,obj,712995.0,534800.0
1,98,first_fail,indomain_split_random,time,90.0,0.00015639200046280166
1,99,first_fail,indomain_split_random,obj,428854.0,384524.0
1,99,first_fail,indomain_split_random,time,120.0,0.00015082400022947695
1,100,first_fail,indomain_split_random,obj,2924856.0,2602356.0
1,100,first_fail,indomain_split_random,time,90.0,0.0001815389996409067
2,1,first_fail,indomain_split_random,obj,1237776.0,1136676.0
2,1,first_fail,indomain_split_random,time,100.0,0.00018630700014909962
2,2,first_fail,indomain_split_random,obj,2057098.0,1333198.0
2,2,first_fail,indomain_split_random,time,90.0,0.0002330859997528023
2,3,first_fail,indomain_split_random,obj,313829.0,300039.0
2,3,first_fail,indomain_split_random,time,90.0,0.0001911389999804669
2,4,first_fail,indomain_split_random,obj,1591644.0,1591644.0
2,4,first_fail,indomain_split_random,time,90.0,0.00015683200035709888
2,5,first_fail,indomain_split_random,obj,1840128.0,1840128.0
2,5,first_fail,indomain_split_random,time,90.0,0.0003831100002571475
2,6,first_fail,indomain_split_random,obj,3300100.0,2687300.0
2,6,first_fail,indomain_split_random,time,90.0,0.00022465799975179834
2,7,first_fail,indomain_split_random,obj,1753640.0,1612340.0
2,7,first_fail,indomain_split_random,time,100.0,0.00027587299973674817
2,8,first_fail,indomain_split_random,obj,2013946.0,1968556.0
2,8,first_fail,indomain_split_random,time,90.0,0.00019623099979071412
2,9,first_fail,indomain_split_random,obj,536760.0,503656.0
2,9,first_fail,indomain_split_random,time,120.0,0.000177580000126909
2,10,first_fail,indomain_split_random,obj,655320.0,449720.0
2,10,first_fail,indomain_split_random,time,90.0,0.0002230949994554976
2,11,first_fail,indomain_split_random,obj,1052919.0,832254.0
2,11,first_fail,indomain_split_random,time,170.0,0.0003921810002793791
2,12,first_fail,indomain_split_random,obj,1589150.0,1575260.0
2,12,first_fail,indomain_split_random,time,180.0,0.00019039699964196188
2,13,first_fail,indomain_split_random,obj,2791500.0,2213900.0
2,13,first_fail,indomain_split_random,time,90.0,0.00018079499932355247
2,14,first_fail,indomain_split_random,obj,1753540.0,1671170.0
2,14,first_fail,indomain_split_random,time,100.0,0.000192546999642218
2,15,first_fail,indomain_split_random,obj,1292246.0,1165246.0
2,15,first_fail,indomain_split_random,time,110.0,0.0004325119998611626
2,16,first_fail,indomain_split_random,obj,355020.0,222180.0
2,16,first_fail,indomain_split_random,time,100.0,0.00021744499917986104
2,17,first_fail,indomain_split_random,obj,913185.0,531460.0
2,17,first_fail,indomain_split_random,time,110.0,0.00021816200023749843
2,18,first_fail,indomain_split_random,obj,1113475.0,766575.0
2,18,first_fail,indomain_split_random,time,100.0,0.0004994119999537361
2,19,first_fail,indomain_split_random,obj,975150.0,905850.0
2,19,first_fail,indomain_split_random,time,90.0,0.0004263379996700678
2,20,first_fail,indomain_split_random,obj,962024.0,962024.0
2,20,first_fail,indomain_split_random,time,100.0,0.00021775000004709
2,21,first_fail,indomain_split_random,obj,789530.0,789530.0
2,21,first_fail,indomain_split_random,time,130.0,0.00017763400046533206
2,22,first_fail,indomain_split_random,obj,341073.0,341073.0
2,22,first_fail,indomain_split_random,time,130.0,0.00018578900017018896
2,23,first_fail,indomain_split_random,obj,1642512.0,1331962.0
2,23,first_fail,indomain_split_random,time,100.0,0.00019229099962103646
2,24,first_fail,indomain_split_random,obj,1975550.0,1974050.0
2,24,first_fail,indomain_split_random,time,100.0,0.0003228309997211909
2,25,first_fail,indomain_split_random,obj,3665560.0,3366740.0
2,25,first_fail,indomain_split_random,time,100.0,0.00023662599960516673
2,26,first_fail,indomain_split_random,obj,1921850.0,1619330.0
2,26,first_fail,indomain_split_random,time,100.0,0.00035426400063443
2,27,first_fail,indomain_split_random,obj,810570.0,306830.0
2,27,first_fail,indomain_split_random,time,110.0,0.00040304699996340787
2,28,first_fail,indomain_split_random,obj,1737650.0,1737650.0
2,28,first_fail,indomain_split_random,time,90.0,0.000346399000591191
2,29,first_fail,indomain_split_random,obj,3030690.0,2392470.0
2,29,first_fail,indomain_split_random,time,100.0,0.00019209400034014834
2,30,first_fail,indomain_split_random,obj,3439736.0,3158978.0
2,30,first_fail,indomain_split_random,time,170.0,0.00041499700000713347
2,31,first_fail,indomain_split_random,obj,1362595.0,1032995.0
2,31,first_fail,indomain_split_random,time,170.0,0.0004104789995835745
2,32,first_fail,indomain_split_random,obj,814192.0,536628.0
2,32,first_fail,indomain_split_random,time,150.0,0.00045548499929282116
2,33,first_fail,indomain_split_random,obj,1108619.0,942425.0
2,33,first_fail,indomain_split_random,time,100.0,0.00019180900017090607
2,34,first_fail,indomain_split_random,obj,818360.0,674460.0
2,34,first_fail,indomain_split_random,time,90.0,0.00020582999968610238
2,35,first_fail,indomain_split_random,obj,1323370.0,1299450.0
2,35,first_fail,indomain_split_random,time,90.0,0.0005405409992818022
2,36,first_fail,indomain_split_random,obj,903276.0,556230.0
2,36,first_fail,indomain_split_random,time,140.0,0.0003243319997636718
2,37,first_fail,indomain_split_random,obj,1608072.0,1387388.0
2,37,first_fail,indomain_split_random,time,100.0,0.00022239499958232045
2,38,first_fail,indomain_split_random,obj,954446.0,851876.0
2,38,first_fail,indomain_split_random,time,100.0,0.00021415399987745332
2,39,first_fail,indomain_split_random,obj,480292.0,246392.0
2,39,first_fail,indomain_split_random,time,120.0,0.0003697479996844777
2,40,first_fail,indomain_split_random,obj,1916300.0,1914800.0
2,40,first_fail,indomain_split_random,time,130.0,0.0002848369995263056
2,41,first_fail,indomain_split_random,obj,358570.0,358570.0
2,41,first_fail,indomain_split_random,time,90.0,0.0001763319996825885
2,42,first_fail,indomain_split_random,obj,672865.0,670615.0
2,42,first_fail,indomain_split_random,time,100.0,0.00037887899998167995
2,43,first_fail,indomain_split_random,obj,314818.0,314818.0
2,43,first_fail,indomain_split_random,time,100.0,0.0009497999999439344
2,44,first_fail,indomain_split_random,obj,367300.0,292900.0
2,44,first_fail,indomain_split_random,time,100.0,0.0001744840001265402
2,45,first_fail,indomain_split_random,obj,731175.0,719815.0
2,45,first_fail,indomain_split_random,time,170.0,0.0002382379998380202
2,46,first_fail,indomain_split_random,obj,2824700.0,2694200.0
2,46,first_fail,indomain_split_random,time,90.0,0.00019430700012890156
2,47,first_fail,indomain_split_random,obj,1149470.0,739054.0
2,47,first_fail,indomain_split_random,time,180.0,0.00019289300053060288
2,48,first_fail,indomain_split_random,obj,828696.0,811902.0
2,48,first_fail,indomain_split_random,time,110.0,0.00017586299964023056
2,49,first_fail,indomain_split_random,obj,2599315.0,1994420.0
2,49,first_fail,indomain_split_random,time,110.0,0.0002213949992437847
2,50,first_fail,indomain_split_random,obj,203432.0,181532.0
2,50,first_fail,indomain_split_random,time,100.0,0.00019862399949488463
2,51,first_fail,indomain_split_random,obj,921690.0,350520.0
2,51,first_fail,indomain_split_random,time,140.0,0.0004108949997316813
2,52,first_fail,indomain_split_random,obj,1214204.0,991382.0
2,52,first_fail,indomain_split_random,time,100.0,0.00023048799994285218
2,53,first_fail,indomain_split_random,obj,2872200.0,2511660.0
2,53,first_fail,indomain_split_random,time,110.0,0.00023409000004903646
2,54,first_fail,indomain_split_random,obj,1264994.0,1144769.0
2,54,first_fail,indomain_split_random,time,180.0,0.00020193299951642985
2,55,first_fail,indomain_split_random,obj,1172430.0,384111.0
2,55,first_fail,indomain_split_random,time,110.0,0.0002237030003016116
2,56,first_fail,indomain_split_random,obj,1141080.0,1066272.0
2,56,first_fail,indomain_split_random,time,110.0,0.00038812000002508285
2,57,first_fail,indomain_split_random,obj,466080.0,360765.0
2,57,first_fail,indomain_split_random,time,120.0,0.0005640350000248873
2,58,first_fail,indomain_split_random,obj,955830.0,955830.0
2,58,first_fail,indomain_split_random,time,200.0,0.00016528699961781967
2,59,first_fail,indomain_split_random,obj,847118.0,472288.0
2,59,first_fail,indomain_split_random,time,120.0,0.00037028599945188034
2,60,first_fail,indomain_split_random,obj,1798205.0,1527635.0
2,60,first_fail,indomain_split_random,time,150.0,0.0004383809991850285
2,61,first_fail,indomain_split_random,obj,578193.0,540093.0
2,61,first_fail,indomain_split_random,time,120.0,0.0003517830000419053
2,62,first_fail,indomain_split_random,obj,2050300.0,1892400.0
2,62,first_fail,indomain_split_random,time,100.0,0.0002772860007098643
2,63,first_fail,indomain_split_random,obj,2003179.0,1921180.0
2,63,first_fail,indomain_split_random,time,100.0,0.00046005599961063126
2,64,first_fail,indomain_split_random,obj,457895.0,447395.0
2,64,first_fail,indomain_split_random,time,90.0,0.0003209120004612487
2,65,first_fail,indomain_split_random,obj,2089323.0,2033523.0
2,65,first_fail,indomain_split_random,time,100.0,0.00025288400047429604
2,66,first_fail,indomain_split_random,obj,2141532.0,1721132.0
2,66,first_fail,indomain_split_random,time,110.0,0.0006038890005584108
2,67,first_fail,indomain_split_random,obj,833672.0,479297.0
2,67,first_fail,indomain_split_random,time,140.0,0.00034197500008303905
2,68,first_fail,indomain_split_random,obj,423946.0,337384.0
2,68,first_fail,indomain_split_random,time,250.0,0.0006133630004114821
2,69,first_fail,indomain_split_random,obj,2217875.0,2108185.0
2,69,first_fail,indomain_split_random,time,170.0,0.00023843800045142416
2,70,first_fail,indomain_split_random,obj,1336272.0,237239.0
2,70,first_fail,indomain_split_random,time,110.0,0.0002885650001189788
2,71,first_fail,indomain_split_random,obj,2667620.0,2435240.0
2,71,first_fail,indomain_split_random,time,100.0,0.00026324999998905696
2,72,first_fail,indomain_split_random,obj,3135992.0,2276528.0
2,72,first_fail,indomain_split_random,time,110.0,0.00017550199936522404
2,73,first_fail,indomain_split_random,obj,918210.0,914610.0
2,73,first_fail,indomain_split_random,time,100.0,0.0003579900003387593
2,74,first_fail,indomain_split_random,obj,1242868.0,1091098.0
2,74,first_fail,indomain_split_random,time,120.0,0.00028581900005519856
2,75,first_fail,indomain_split_random,obj,812891.0,646299.0
2,75,first_fail,indomain_split_random,time,110.0,0.0002489479993528221
2,76,first_fail,indomain_split_random,obj,787126.0,700126.0
2,76,first_fail,indomain_split_random,time,100.0,0.00047165100022539264
2,77,first_fail,indomain_split_random,obj,654200.0,457350.0
2,77,first_fail,indomain_split_random,time,90.0,0.0005366039995351457
2,78,first_fail,indomain_split_random,obj,1201804.0,850624.0
2,78,first_fail,indomain_split_random,time,130.0,0.0001758899998094421
2,79,first_fail,indomain_split_random,obj,3760194.0,3731894.0
2,79,first_fail,indomain_split_random,time,100.0,0.00019283999972685706
2,80,first_fail,indomain_split_random,obj,629814.0,439894.0
2,80,first_fail,indomain_split_random,time,90.0,0.0002866439999706927
2,81,first_fail,indomain_split_random,obj,4680100.0,4564000.0
2,81,first_fail,indomain_split_random,time,100.0,0.00020889099960186286
2,82,first_fail,indomain_split_random,obj,110935.0,108775.0
2,82,first_fail,indomain_split_random,time,110.0,0.000182232000042859
2,83,first_fail,indomain_split_random,obj,1155620.0,1009120.0
2,83,first_fail,indomain_split_random,time,110.0,0.00043596700015768874
2,84,first_fail,indomain_split_random,obj,806640.0,767036.0
2,84,first_fail,indomain_split_random,time,90.0,0.00021531199945457047
2,85,first_fail,indomain_split_random,obj,554535.0,554535.0
2,85,first_fail,indomain_split_random,time,100.0,0.0003081089998886455
2,86,first_fail,indomain_split_random,obj,881210.0,881210.0
2,86,first_fail,indomain_split_random,time,110.0,0.0003710289993250626
2,87,first_fail,indomain_split_random,obj,1727842.0,1713458.0
2,87,first_fail,indomain_split_random,time,120.0,0.00021286999981384724
2,88,first_fail,indomain_split_random,obj,1061889.0,1061889.0
2,88,first_fail,indomain_split_random,time,100.0,0.00024248600038845325
2,89,first_fail,indomain_split_random,obj,978684.0,939130.0
2,89,first_fail,indomain_split_random,time,130.0,0.0001923259997056448
2,90,first_fail,indomain_split_random,obj,447245.0,447245.0
2,90,first_fail,indomain_split_random,time,220.0,0.0004250390002198401
2,91,first_fail,indomain_split_random,obj,1378720.0,1114820.0
2,91,first_fail,indomain_split_random,time,170.0,0.0003832990005321335
2,92,first_fail,indomain_split_random,obj,1244280.0,1206750.0
2,92,first_fail,indomain_split_random,time,150.0,0.0004474750003282679
2,93,first_fail,indomain_split_random,obj,2907200.0,1919900.0
2,93,first_fail,indomain_split_random,time,100.0,0.00018421599997964222
2,94,first_fail,indomain_split_random,obj,745085.0,125795.0
2,94,first_fail,indomain_split_random,time,110.0,0.00017794000086723827
2,95,first_fail,indomain_split_random,obj,522140.0,460144.0
2,95,first_fail,indomain_split_random,time,110.0,0.0004568009999275091
2,96,first_fail,indomain_split_random,obj,1164766.0,678016.0
2,96,first_fail,indomain_split_random,time,90.0,0.0001872809998531011
2,97,first_fail,indomain_split_random,obj,448084.0,356319.0
2,97,first_fail,indomain_split_random,time,90.0,0.00024858300002961187
2,98,first_fail,indomain_split_random,obj,673575.0,475910.0
2,98,first_fail,indomain_split_random,time,90.0,0.0002204490001531667
2,99,first_fail,indomain_split_random,obj,411286.0,349736.0
2,99,first_fail,indomain_split_random,time,130.0,0.00020700899949588347
2,100,first_fail,indomain_split_random,obj,2852268.0,2444868.0
2,100,first_fail,indomain_split_random,time,90.0,0.0002158699999199598
3,1,first_fail,indomain_split_random,obj,1173572.0,1025372.0
3,1,first_fail,indomain_split_random,time,100.0,0.00035720300002139993
3,2,first_fail,indomain_split_random,obj,2010514.0,1254814.0
3,2,first_fail,indomain_split_random,time,120.0,0.000604044999818143
3,3,first_fail,indomain_split_random,obj,250168.0,238583.0
3,3,first_fail,indomain_split_random,time,100.0,0.0003958349998356425
3,4,first_fail,indomain_split_random,obj,1562764.0,1562764.0
3,4,first_fail,indomain_split_random,time,90.0,0.00030038699969736626
3,5,first_fail,indomain_split_random,obj,1718296.0,1718296.0
3,5,first_fail,indomain_split_random,time,100.0,0.0001595029998497921
3,6,first_fail,indomain_split_random,obj,3016400.0,2442200.0
3,6,first_fail,indomain_split_random,time,100.0,0.00025932899916369934
3,7,first_fail,indomain_split_random,obj,1549275.0,1404975.0
3,7,first_fail,indomain_split_random,time,100.0,0.00024537899935239693
3,8,first_fail,indomain_split_random,obj,1928888.0,1903148.0
3,8,first_fail,indomain_split_random,time,90.0,0.0003369550004208577
3,9,first_fail,indomain_split_random,obj,465524.0,423564.0
3,9,first_fail,indomain_split_random,time,100.0,0.00018512600036046933
3,10,first_fail,indomain_split_random,obj,590820.0,429210.0
3,10,first_fail,indomain_split_random,time,190.0,0.0002315479996468639
3,11,first_fail,indomain_split_random,obj,968478.0,795184.0
3,11,first_fail,indomain_split_random,time,130.0,0.00021179600025789114
3,12,first_fail,indomain_split_random,obj,1496465.0,1496465.0
3,12,first_fail,indomain_split_random,time,100.0,0.00023448100000678096
3,13,first_fail,indomain_split_random,obj,2664500.0,2078600.0
3,13,first_fail,indomain_split_random,time,100.0,0.00018197600002167746
3,14,first_fail,indomain_split_random,obj,1611260.0,1545170.0
3,14,first_fail,indomain_split_random,time,120.0,0.00020163099998171674
3,15,first_fail,indomain_split_random,obj,1139714.0,1052214.0
3,15,first_fail,indomain_split_random,time,100.0,0.0004994310002075508
3,16,first_fail,indomain_split_random,obj,334334.0,201782.0
3,16,first_fail,indomain_split_random,time,100.0,0.00017446500078222016
3,17,first_fail,indomain_split_random,obj,836910.0,451845.0
3,17,first_fail,indomain_split_random,time,110.0,0.00019379399964236654
3,18,first_fail,indomain_split_random,obj,1071400.0,692380.0
