,,,,,Gecode,OGSA,Preferred,Objective Ratio
1,13,anti_first_fail,indomain_min,obj,298175.0,274275.0,318950.0,0.9198457281797602
1,13,anti_first_fail,indomain_min,time,60.0,0.0002080518752336502,,3.46753125389417e-06
1,14,anti_first_fail,indomain_min,obj,741410.0,737750.0,2082260.0,0.995063460163742
1,14,anti_first_fail,indomain_min,time,60.0,0.00026461901143193245,,4.4103168571988744e-06
1,15,anti_first_fail,indomain_min,obj,1063657.0,1063657.0,2632643.0,1.0
1,15,anti_first_fail,indomain_min,time,60.0,0.00016216794028878212,,2.702799004813035e-06
1,16,anti_first_fail,indomain_min,obj,1300514.0,1117472.0,1365880.0,0.8592541102979283
1,16,anti_first_fail,indomain_min,time,70.0,0.00021433411166071892,,3.0619158808674133e-06
1,17,anti_first_fail,indomain_min,obj,2625394.0,2421094.0,6972194.0,0.9221831085162836
1,17,anti_first_fail,indomain_min,time,60.0,0.00021094409748911858,,3.5157349581519764e-06
1,18,anti_first_fail,indomain_min,obj,2744430.0,2579630.0,7566530.0,0.9399511009572115
1,18,anti_first_fail,indomain_min,time,80.0,0.0002574159298092127,,3.2176991226151586e-06
1,19,anti_first_fail,indomain_min,obj,1617220.0,1520820.0,3813420.0,0.9403915360928012
1,19,anti_first_fail,indomain_min,time,70.0,0.000249034957960248,,3.5576422565749715e-06
1,20,anti_first_fail,indomain_min,obj,2701207.0,2683907.0,3803007.0,0.9935954556611174
1,20,anti_first_fail,indomain_min,time,60.0,0.00022266991436481476,,3.7111652394135794e-06
1,21,anti_first_fail,indomain_min,obj,994875.0,803385.0,959285.0,0.8075235582359593
1,21,anti_first_fail,indomain_min,time,70.0,0.00022614002227783203,,3.230571746826172e-06
1,22,anti_first_fail,indomain_min,obj,1588234.0,1588234.0,2125634.0,1.0
1,22,anti_first_fail,indomain_min,time,60.0,0.0001631351187825203,,2.718918646375338e-06
1,23,anti_first_fail,indomain_min,obj,1821563.0,1821563.0,4001663.0,1.0
1,23,anti_first_fail,indomain_min,time,60.0,0.0002000429667532444,,3.3340494458874066e-06
1,24,anti_first_fail,indomain_min,obj,2818607.0,2818607.0,7875347.0,1.0
1,24,anti_first_fail,indomain_min,time,60.0,0.00020660297013819218,,3.4433828356365364e-06
1,25,anti_first_fail,indomain_min,obj,1166239.0,1166239.0,4496699.0,1.0
1,25,anti_first_fail,indomain_min,time,60.0,0.00024952320381999016,,4.158720063666502e-06
1,26,anti_first_fail,indomain_min,obj,1130683.0,1130683.0,6206671.0,1.0
1,26,anti_first_fail,indomain_min,time,60.0,0.0001587041188031435,,2.6450686467190584e-06
1,27,anti_first_fail,indomain_min,obj,473190.0,473190.0,562956.0,1.0
1,27,anti_first_fail,indomain_min,time,70.0,0.00023422297090291977,,3.3460424414702824e-06
1,28,anti_first_fail,indomain_min,obj,1207977.0,1207945.0,1323195.0,0.9999735094294014
1,28,anti_first_fail,indomain_min,time,60.0,0.00020256987772881985,,3.376164628813664e-06
1,29,anti_first_fail,indomain_min,obj,758453.0,749573.0,855189.0,0.988291957444957
1,29,anti_first_fail,indomain_min,time,60.0,0.00021802005358040333,,3.633667559673389e-06
1,30,anti_first_fail,indomain_min,obj,1119720.0,1119720.0,1159440.0,1.0
1,30,anti_first_fail,indomain_min,time,60.0,0.00019190297462046146,,3.1983829103410246e-06
1,31,anti_first_fail,indomain_min,obj,417348.0,417348.0,610548.0,1.0
1,31,anti_first_fail,indomain_min,time,60.0,0.000159052899107337,,2.65088165178895e-06
1,32,anti_first_fail,indomain_min,obj,677940.0,677940.0,680890.0,1.0
1,32,anti_first_fail,indomain_min,time,60.0,0.0002507399767637253,,4.178999612728755e-06
1,33,anti_first_fail,indomain_min,obj,635565.0,635565.0,656685.0,1.0
1,33,anti_first_fail,indomain_min,time,60.0,0.00019413908012211323,,3.2356513353685537e-06
1,34,anti_first_fail,indomain_min,obj,1078464.0,1070464.0,1145864.0,0.9925820426087473
1,34,anti_first_fail,indomain_min,time,60.0,0.00022539799101650715,,3.7566331836084525e-06
1,35,anti_first_fail,indomain_min,obj,1057886.0,1057886.0,1318786.0,1.0
1,35,anti_first_fail,indomain_min,time,60.0,0.00016090809367597103,,2.681801561266184e-06
1,36,anti_first_fail,indomain_min,obj,1046476.0,623494.0,637014.0,0.5958034393526465
1,36,anti_first_fail,indomain_min,time,90.0,0.00026994594372808933,,2.9993993747565483e-06
1,37,anti_first_fail,indomain_min,obj,514860.0,514860.0,520910.0,1.0
1,37,anti_first_fail,indomain_min,time,60.0,0.0002387198619544506,,3.97866436590751e-06
1,38,anti_first_fail,indomain_min,obj,323985.0,306380.0,420080.0,0.9456610645554578
1,38,anti_first_fail,indomain_min,time,60.0,0.00023636897094547749,,3.939482849091292e-06
1,39,anti_first_fail,indomain_min,obj,671496.0,660048.0,838402.0,0.9829514993387898
1,39,anti_first_fail,indomain_min,time,60.0,0.00021599000319838524,,3.599833386639754e-06
1,40,anti_first_fail,indomain_min,obj,1173600.0,1173600.0,2551400.0,1.0
1,40,anti_first_fail,indomain_min,time,60.0,0.00018800399266183376,,3.1333998776972295e-06
1,41,anti_first_fail,indomain_min,obj,2238950.0,2082100.0,3530200.0,0.9299448402152795
1,41,anti_first_fail,indomain_min,time,60.0,0.00020748097449541092,,3.458016241590182e-06
1,42,anti_first_fail,indomain_min,obj,1589630.0,1589630.0,4338830.0,1.0
1,42,anti_first_fail,indomain_min,time,60.0,0.00015923497267067432,,2.6539162111779055e-06
1,43,anti_first_fail,indomain_min,obj,1428320.0,1412700.0,1740276.0,0.9890640752772488
1,43,anti_first_fail,indomain_min,time,60.0,0.00028821895830333233,,4.803649305055539e-06
1,44,anti_first_fail,indomain_min,obj,458240.0,458240.0,488640.0,1.0
1,44,anti_first_fail,indomain_min,time,60.0,0.00016069994308054447,,2.6783323846757413e-06
1,45,anti_first_fail,indomain_min,obj,988581.0,988581.0,1856151.0,1.0
1,45,anti_first_fail,indomain_min,time,60.0,0.0001663931179791689,,2.773218632986148e-06
1,46,anti_first_fail,indomain_min,obj,1348987.0,1221643.0,1238718.0,0.9056002763555171
1,46,anti_first_fail,indomain_min,time,60.0,0.0002090951893478632,,3.4849198224643867e-06
1,47,anti_first_fail,indomain_min,obj,1269248.0,1169264.0,1284728.0,0.9212257966922146
1,47,anti_first_fail,indomain_min,time,70.0,0.0002050190232694149,,2.92884318956307e-06
1,48,anti_first_fail,indomain_min,obj,402584.0,402584.0,561584.0,1.0
1,48,anti_first_fail,indomain_min,time,60.0,0.00016037304885685444,,2.672884147614241e-06
1,49,anti_first_fail,indomain_min,obj,1035515.0,1035515.0,1100515.0,1.0
1,49,anti_first_fail,indomain_min,time,60.0,0.0001643181312829256,,2.7386355213820935e-06
1,50,anti_first_fail,indomain_min,obj,967450.0,924598.0,960098.0,0.955706238048478
1,50,anti_first_fail,indomain_min,time,60.0,0.0002055640798062086,,3.4260679967701436e-06
2,1,anti_first_fail,indomain_min,obj,375121.0,319021.0,328221.0,0.8504482553629362
2,1,anti_first_fail,indomain_min,time,60.0,0.0002416290808469057,,4.0271513474484285e-06
2,2,anti_first_fail,indomain_min,obj,500464.0,500464.0,760880.0,1.0
2,2,anti_first_fail,indomain_min,time,60.0,0.00017116079106926918,,2.852679851154486e-06
2,3,anti_first_fail,indomain_min,obj,2598795.0,2586195.0,2646580.0,0.995151599106509
2,3,anti_first_fail,indomain_min,time,60.0,0.000262698158621788,,4.378302643696467e-06
2,4,anti_first_fail,indomain_min,obj,1192935.0,1192792.0,1338099.0,0.999880127584487
2,4,anti_first_fail,indomain_min,time,60.0,0.0002652320545166731,,4.420534241944551e-06
2,5,anti_first_fail,indomain_min,obj,2724700.0,2224800.0,2394200.0,0.8165302602121335
2,5,anti_first_fail,indomain_min,time,60.0,0.0002285689115524292,,3.8094818592071534e-06
2,6,anti_first_fail,indomain_min,obj,6062656.0,6062656.0,11478256.0,1.0
2,6,anti_first_fail,indomain_min,time,60.0,0.00024177110753953457,,4.029518458992243e-06
2,7,anti_first_fail,indomain_min,obj,3886456.0,3886456.0,6089956.0,1.0
2,7,anti_first_fail,indomain_min,time,60.0,0.00022400403395295143,,3.733400565882524e-06
2,8,anti_first_fail,indomain_min,obj,442515.0,442515.0,452115.0,1.0
2,8,anti_first_fail,indomain_min,time,60.0,0.00020443415269255638,,3.407235878209273e-06
2,9,anti_first_fail,indomain_min,obj,1173208.0,1155460.0,1159408.0,0.9848722477173698
2,9,anti_first_fail,indomain_min,time,60.0,0.00025039492174983025,,4.173248695830504e-06
2,10,anti_first_fail,indomain_min,obj,538860.0,538860.0,758430.0,1.0
2,10,anti_first_fail,indomain_min,time,60.0,0.0002074441872537136,,3.4574031208952266e-06
2,11,anti_first_fail,indomain_min,obj,2548540.0,2533140.0,5052240.0,0.9939573245858413
2,11,anti_first_fail,indomain_min,time,60.0,0.00022957311011850834,,3.826218501975139e-06
2,12,anti_first_fail,indomain_min,obj,588893.0,588893.0,710093.0,1.0
2,12,anti_first_fail,indomain_min,time,70.0,0.00021898886188864708,,3.128412312694958e-06
2,13,anti_first_fail,indomain_min,obj,266700.0,245875.0,319700.0,0.9219160104986877
2,13,anti_first_fail,indomain_min,time,60.0,0.0002327980473637581,,3.8799674560626345e-06
2,14,anti_first_fail,indomain_min,obj,692420.0,689450.0,1728020.0,0.9957106958204558
2,14,anti_first_fail,indomain_min,time,80.0,0.0002819099463522434,,3.5238743294030426e-06
2,15,anti_first_fail,indomain_min,obj,1027104.0,1027104.0,1190104.0,1.0
2,15,anti_first_fail,indomain_min,time,70.0,0.0001815438736230135,,2.5934839089001926e-06
2,16,anti_first_fail,indomain_min,obj,1149951.0,963599.0,1347451.0,0.8379478777791401
2,16,anti_first_fail,indomain_min,time,60.0,0.0002331719733774662,,3.886199556291103e-06
2,17,anti_first_fail,indomain_min,obj,2501724.0,2319624.0,7248324.0,0.9272101958489426
2,17,anti_first_fail,indomain_min,time,60.0,0.00022774795070290565,,3.795799178381761e-06
2,18,anti_first_fail,indomain_min,obj,2664910.0,2432860.0,3037360.0,0.9129238886116229
2,18,anti_first_fail,indomain_min,time,80.0,0.0002766619436442852,,3.458274295553565e-06
2,19,anti_first_fail,indomain_min,obj,1500640.0,1394140.0,2650940.0,0.9290302804136902
2,19,anti_first_fail,indomain_min,time,60.0,0.00027093919925391674,,4.515653320898612e-06
2,20,anti_first_fail,indomain_min,obj,2391401.0,2325501.0,3480351.0,0.9724429319884035
2,20,anti_first_fail,indomain_min,time,70.0,0.000236978055909276,,3.3854007987039428e-06
2,21,anti_first_fail,indomain_min,obj,915575.0,703655.0,876755.0,0.7685388963219835
2,21,anti_first_fail,indomain_min,time,70.0,0.00025169108994305134,,3.5955869991864475e-06
2,22,anti_first_fail,indomain_min,obj,1401845.0,1401845.0,1981445.0,1.0
2,22,anti_first_fail,indomain_min,time,60.0,0.00017685582861304283,,2.947597143550714e-06
2,23,anti_first_fail,indomain_min,obj,1606742.0,1606042.0,3840842.0,0.9995643357801066
2,23,anti_first_fail,indomain_min,time,60.0,0.00021595903672277927,,3.599317278712988e-06
2,24,anti_first_fail,indomain_min,obj,2605022.0,2605022.0,5360822.0,1.0
2,24,anti_first_fail,indomain_min,time,60.0,0.00022895983420312405,,3.815997236718734e-06
2,25,anti_first_fail,indomain_min,obj,1083753.0,1069603.0,1957873.0,0.98694351941817
2,25,anti_first_fail,indomain_min,time,60.0,0.0002704670187085867,,4.5077836451431114e-06
2,26,anti_first_fail,indomain_min,obj,1012787.0,1012787.0,1399773.0,1.0
2,26,anti_first_fail,indomain_min,time,60.0,0.00017357291653752327,,2.8928819422920546e-06
2,27,anti_first_fail,indomain_min,obj,411494.0,409982.0,428798.0,0.996325584334158
2,27,anti_first_fail,indomain_min,time,60.0,0.0002504137810319662,,4.173563017199437e-06
2,28,anti_first_fail,indomain_min,obj,1083132.0,1078536.0,1290740.0,0.995756749869822
2,28,anti_first_fail,indomain_min,time,60.0,0.00031203008256852627,,5.2005013761421045e-06
2,29,anti_first_fail,indomain_min,obj,737163.0,724287.0,827815.0,0.9825330354344969
2,29,anti_first_fail,indomain_min,time,60.0,0.00023949798196554184,,3.991633032759031e-06
2,30,anti_first_fail,indomain_min,obj,1012340.0,1012340.0,1016660.0,1.0
2,30,anti_first_fail,indomain_min,time,60.0,0.00020815199241042137,,3.469199873507023e-06
2,31,anti_first_fail,indomain_min,obj,389748.0,389748.0,411348.0,1.0
2,31,anti_first_fail,indomain_min,time,60.0,0.0001787608489394188,,2.9793474823236467e-06
2,32,anti_first_fail,indomain_min,obj,626980.0,626980.0,638280.0,1.0
2,32,anti_first_fail,indomain_min,time,60.0,0.0002698218449950218,,4.49703074991703e-06
2,33,anti_first_fail,indomain_min,obj,614080.0,614080.0,617805.0,1.0
2,33,anti_first_fail,indomain_min,time,60.0,0.0002078409306704998,,3.464015511174997e-06
2,34,anti_first_fail,indomain_min,obj,1039972.0,1015672.0,1071072.0,0.9766339862996312
2,34,anti_first_fail,indomain_min,time,60.0,0.00024079694412648678,,4.013282402108113e-06
2,35,anti_first_fail,indomain_min,obj,928160.0,928160.0,1291060.0,1.0
2,35,anti_first_fail,indomain_min,time,60.0,0.00017554499208927155,,2.9257498681545258e-06
2,36,anti_first_fail,indomain_min,obj,991850.0,629588.0,659592.0,0.6347613046327569
2,36,anti_first_fail,indomain_min,time,80.0,0.00028567411936819553,,3.5709264921024443e-06
2,37,anti_first_fail,indomain_min,obj,475560.0,474710.0,481060.0,0.9982126335267895
2,37,anti_first_fail,indomain_min,time,60.0,0.0002459411043673754,,4.099018406122923e-06
2,38,anti_first_fail,indomain_min,obj,295246.0,260411.0,503111.0,0.8820136428605299
2,38,anti_first_fail,indomain_min,time,70.0,0.00025981804355978966,,3.711686336568424e-06
2,39,anti_first_fail,indomain_min,obj,593224.0,580468.0,625468.0,0.9784971612746618
2,39,anti_first_fail,indomain_min,time,60.0,0.00031536701135337353,,5.2561168558895585e-06
2,40,anti_first_fail,indomain_min,obj,1052600.0,1052600.0,1275000.0,1.0
2,40,anti_first_fail,indomain_min,time,60.0,0.00021898397244513035,,3.649732874085506e-06
2,41,anti_first_fail,indomain_min,obj,2049250.0,1860250.0,1993900.0,0.9077711357813835
2,41,anti_first_fail,indomain_min,time,60.0,0.00023194216191768646,,3.8657026986281075e-06
2,42,anti_first_fail,indomain_min,obj,1430870.0,1430870.0,4997270.0,1.0
2,42,anti_first_fail,indomain_min,time,60.0,0.0001802451442927122,,3.0040857382118704e-06
2,43,anti_first_fail,indomain_min,obj,1197204.0,1195680.0,1432352.0,0.9987270339891948
2,43,anti_first_fail,indomain_min,time,60.0,0.00031117117032408714,,5.186186172068119e-06
2,44,anti_first_fail,indomain_min,obj,431794.0,431794.0,490572.0,1.0
2,44,anti_first_fail,indomain_min,time,60.0,0.000174232991412282,,2.9038831902047e-06
2,45,anti_first_fail,indomain_min,obj,959349.0,959349.0,1073229.0,1.0
2,45,anti_first_fail,indomain_min,time,60.0,0.00017574499361217022,,2.929083226869504e-06
2,46,anti_first_fail,indomain_min,obj,1279974.0,1145007.0,1165718.0,0.8945548893961909
2,46,anti_first_fail,indomain_min,time,60.0,0.00022853491827845573,,3.8089153046409288e-06
2,47,anti_first_fail,indomain_min,obj,1217865.0,1126065.0,1155465.0,0.9246221871882352
2,47,anti_first_fail,indomain_min,time,70.0,0.00021855486556887627,,3.1222123652696608e-06
2,48,anti_first_fail,indomain_min,obj,365884.0,365884.0,656884.0,1.0
2,48,anti_first_fail,indomain_min,time,60.0,0.00017325393855571747,,2.887565642595291e-06
2,49,anti_first_fail,indomain_min,obj,1014920.0,1014920.0,1105620.0,1.0
2,49,anti_first_fail,indomain_min,time,60.0,0.00018464401364326477,,3.0774002273877463e-06
2,50,anti_first_fail,indomain_min,obj,871528.0,834748.0,848548.0,0.9577982577725558
2,50,anti_first_fail,indomain_min,time,60.0,0.00022004498168826103,,3.667416361471017e-06
