,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Solver Run Time Ratio,Solver Run Time Ratio,Model Run Time Ratio,Model Run Time Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Initial,Modified,Gurobi,Gecode
Month,House,Variable choices,Constraint variables,Weight,,,,,,,,,
1,1,anti_first_fail,indomain_min,0,90.0,110.0,60.0,80.0,0.0002760193310678005,1.2222222222222223,1.3333333333333333,1.375,1.5
1,1,anti_first_fail,indomain_min,20,70.0,100.0,60.0,80.0,0.00021603191271424294,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,1,anti_first_fail,indomain_min,50,70.0,100.0,70.0,80.0,0.00022041983902454376,1.4285714285714286,1.1428571428571428,1.25,1.0
1,1,anti_first_fail,indomain_min,80,70.0,100.0,70.0,120.0,0.00022140098735690117,1.4285714285714286,1.7142857142857142,0.8333333333333334,1.0
1,1,anti_first_fail,indomain_min,200,70.0,100.0,70.0,80.0,0.00021518021821975708,1.4285714285714286,1.1428571428571428,1.25,1.0
1,1,anti_first_fail,indomain_min,500,70.0,130.0,70.0,80.0,0.00021427590399980545,1.8571428571428572,1.1428571428571428,1.625,1.0
1,1,anti_first_fail,indomain_min,800,70.0,100.0,60.0,80.0,0.0002156989648938179,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,1,anti_first_fail,indomain_min,1000,70.0,100.0,60.0,80.0,0.0002216370776295662,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,2,anti_first_fail,indomain_min,0,70.0,90.0,60.0,70.0,0.000171612948179245,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,20,70.0,90.0,60.0,70.0,0.00019336771219968796,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,50,70.0,90.0,60.0,70.0,0.00019061798229813576,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,80,70.0,90.0,60.0,70.0,0.00019267527386546135,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,200,70.0,90.0,60.0,70.0,0.00019278423860669136,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,500,70.0,90.0,60.0,70.0,0.0001935320906341076,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,800,70.0,90.0,60.0,70.0,0.00019373511895537376,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,2,anti_first_fail,indomain_min,1000,70.0,90.0,60.0,70.0,0.00019489694386720657,1.2857142857142858,1.1666666666666667,1.2857142857142858,1.1666666666666667
1,3,anti_first_fail,indomain_min,0,70.0,110.0,60.0,90.0,0.00017869612202048302,1.5714285714285714,1.5,1.2222222222222223,1.1666666666666667
1,3,anti_first_fail,indomain_min,20,70.0,110.0,70.0,100.0,0.00020272471010684967,1.5714285714285714,1.4285714285714286,1.1,1.0
