,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,3147300,3147300,3147300,3147300,3147700,4567090,1.0001270930638961
1,1,anti_first_fail,indomain_min,20,3154240,3154240,3154240,3154240,3154240,4567090,1.0
1,1,anti_first_fail,indomain_min,50,3159740,3159740,3159740,3159740,3159740,4567090,1.0
1,1,anti_first_fail,indomain_min,80,3165050,3165050,3165050,3165050,3165050,4567090,1.0
1,1,anti_first_fail,indomain_min,200,3186290,3186290,3186290,3186290,3186290,4567090,1.0
1,1,anti_first_fail,indomain_min,500,3239390,3239390,3239390,3239390,3239390,4567090,1.0
1,1,anti_first_fail,indomain_min,800,3292490,3292490,3292490,3292490,3292490,4567090,1.0
1,1,anti_first_fail,indomain_min,1000,3327890,3327890,3327890,3327890,3327890,4567090,1.0
1,2,anti_first_fail,indomain_min,0,1126060,1126060,1126060,1126060,1126060,2347948,1.0
1,2,anti_first_fail,indomain_min,20,1146444,1146444,1146444,1146444,1146444,2347948,1.0
1,2,anti_first_fail,indomain_min,50,1175724,1175724,1175724,1175724,1175724,2347948,1.0
1,2,anti_first_fail,indomain_min,80,1205004,1205004,1205004,1205004,1205004,2347948,1.0
1,2,anti_first_fail,indomain_min,200,1300900,1300900,1300900,1300900,1300900,2347948,1.0
1,2,anti_first_fail,indomain_min,500,1467700,1467700,1467700,1467700,1467700,2347948,1.0
1,2,anti_first_fail,indomain_min,800,1566400,1566400,1566400,1566400,1566400,2347948,1.0
1,2,anti_first_fail,indomain_min,1000,1627648,1627648,1627648,1627648,1627648,2347948,1.0
1,3,anti_first_fail,indomain_min,0,2780822,2780822,2780822,2780822,2912844,8904282,1.0474758902223875
1,3,anti_first_fail,indomain_min,20,2807542,2807542,2807542,2807542,3165182,8904282,1.1273854496210565
1,3,anti_first_fail,indomain_min,50,2847622,2847622,2847622,2847622,3194282,8904282,1.1217366630823895
1,3,anti_first_fail,indomain_min,80,2887702,2887702,2887702,2887702,3223382,8904282,1.1162446817573282
1,3,anti_first_fail,indomain_min,200,3048022,3048022,3048022,3048022,3338182,8904282,1.095196163282286
1,3,anti_first_fail,indomain_min,500,3406032,3346274,3406032,3406032,3568382,8904282,1.0476654359089992
1,3,anti_first_fail,indomain_min,800,3637032,3549674,3637032,3637032,3780182,8904282,1.0393590158128936
1,3,anti_first_fail,indomain_min,1000,3742032,3636274,3742032,3742032,3872382,8904282,1.034834015315743
2,1,anti_first_fail,indomain_min,0,2667435,2667435,2667435,2667435,2667435,4545455,1.0
2,1,anti_first_fail,indomain_min,20,2677740,2677740,2677740,2677740,2677740,4545455,1.0
2,1,anti_first_fail,indomain_min,50,2685655,2685655,2685655,2685655,2685655,4545455,1.0
2,1,anti_first_fail,indomain_min,80,2693215,2693215,2693215,2693215,2693215,4545455,1.0
2,1,anti_first_fail,indomain_min,200,2723455,2723455,2723455,2723455,2723455,4545455,1.0
2,1,anti_first_fail,indomain_min,500,2799055,2799055,2799055,2799055,2799055,4545455,1.0
2,1,anti_first_fail,indomain_min,800,2874655,2874655,2874655,2874655,2874655,4545455,1.0
2,1,anti_first_fail,indomain_min,1000,2925055,2925055,2925055,2925055,2925055,4545455,1.0
2,2,anti_first_fail,indomain_min,0,933248,933248,933248,933248,933248,1569696,1.0
2,2,anti_first_fail,indomain_min,20,959452,959452,959452,959452,959452,1569696,1.0
2,2,anti_first_fail,indomain_min,50,997046,997046,997046,997046,997046,1569696,1.0
2,2,anti_first_fail,indomain_min,80,1034576,1034576,1034576,1034576,1034576,1569696,1.0
2,2,anti_first_fail,indomain_min,200,1184696,1184696,1184696,1184696,1184696,1569696,1.0
2,2,anti_first_fail,indomain_min,500,1388096,1388096,1388096,1388096,1388096,1569696,1.0
2,2,anti_first_fail,indomain_min,800,1474896,1474896,1474896,1474896,1474896,1569696,1.0
2,2,anti_first_fail,indomain_min,1000,1512096,1512096,1512096,1512096,1512096,1569696,1.0
2,3,anti_first_fail,indomain_min,0,2424292,2424292,2424292,2424292,2441074,8196796,1.0069224334362363
2,3,anti_first_fail,indomain_min,20,2454054,2454054,2454054,2454054,2862816,8196796,1.166566016884714
2,3,anti_first_fail,indomain_min,50,2498694,2498694,2498694,2498694,2893896,8196796,1.158163424572997
2,3,anti_first_fail,indomain_min,80,2543334,2543334,2543334,2543334,2924976,8196796,1.150055792908049
2,3,anti_first_fail,indomain_min,200,2721878,2721878,2721878,2721878,3049296,8196796,1.120291210700847
2,3,anti_first_fail,indomain_min,500,3157478,3116800,3157478,3157478,3340096,8196796,1.057836665845336
2,3,anti_first_fail,indomain_min,800,3469114,3355400,3469114,3469114,3583496,8196796,1.0329715310595156
2,3,anti_first_fail,indomain_min,1000,3623114,3493400,3623114,3623114,3724696,8196796,1.0280372077720987
