,,,,,Gecode,Optimistic
4,6,first_fail,indomain_split_random,obj,1283062.0,1188372.0
4,6,first_fail,indomain_split_random,time,90.0,0.00030684399825986475
4,7,first_fail,indomain_split_random,obj,991725.0,120075.0
4,7,first_fail,indomain_split_random,time,80.0,0.0002676820004126057
4,8,first_fail,indomain_split_random,obj,665600.0,529122.0
4,8,first_fail,indomain_split_random,time,90.0,0.0006731419998686761
4,9,first_fail,indomain_split_random,obj,1248360.0,1210560.0
4,9,first_fail,indomain_split_random,time,90.0,0.00027794099878519773
4,10,first_fail,indomain_split_random,obj,316035.0,316035.0
4,10,first_fail,indomain_split_random,time,100.0,0.0006343440036289394
5,1,first_fail,indomain_split_random,obj,1258600.0,919900.0
5,1,first_fail,indomain_split_random,time,90.0,0.00029183899459894747
5,2,first_fail,indomain_split_random,obj,720580.0,317440.0
5,2,first_fail,indomain_split_random,time,110.0,0.0002729300031205639
5,3,first_fail,indomain_split_random,obj,898626.0,889026.0
5,3,first_fail,indomain_split_random,time,90.0,0.0003607660037232563
5,4,first_fail,indomain_split_random,obj,1193600.0,1168700.0
5,4,first_fail,indomain_split_random,time,80.0,0.0005278290045680478
5,5,first_fail,indomain_split_random,obj,2423800.0,1575600.0
5,5,first_fail,indomain_split_random,time,90.0,0.0002911019983002916
5,6,first_fail,indomain_split_random,obj,1133610.0,1088450.0
5,6,first_fail,indomain_split_random,time,100.0,0.0003333630011184141
5,7,first_fail,indomain_split_random,obj,985272.0,123522.0
5,7,first_fail,indomain_split_random,time,90.0,0.000676448005833663
5,8,first_fail,indomain_split_random,obj,598444.0,447774.0
5,8,first_fail,indomain_split_random,time,80.0,0.00032967899460345507
5,9,first_fail,indomain_split_random,obj,1108824.0,1059924.0
5,9,first_fail,indomain_split_random,time,100.0,0.000275179001619108
5,10,first_fail,indomain_split_random,obj,311200.0,311200.0
5,10,first_fail,indomain_split_random,time,90.0,0.00024235699675045907
