,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Solver Run Time Ratio,Solver Run Time Ratio,Model Run Time Ratio,Model Run Time Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Initial,Modified,Gurobi,Gecode
Month,House,Variable choices,Constraint variables,Weight,,,,,,,,,
1,1,anti_first_fail,indomain_min,0,70.0,110.0,60.0,80.0,0.00019320985302329063,1.5714285714285714,1.3333333333333333,1.375,1.1666666666666667
1,1,anti_first_fail,indomain_min,1000,70.0,100.0,60.0,90.0,0.00021686311811208725,1.4285714285714286,1.5,1.1111111111111112,1.1666666666666667
1,2,anti_first_fail,indomain_min,0,70.0,100.0,60.0,80.0,0.00018576160073280334,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
1,2,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,90.0,0.00020108185708522797,1.4285714285714286,1.2857142857142858,1.1111111111111112,1.0
1,3,anti_first_fail,indomain_min,0,70.0,110.0,60.0,100.0,0.0002134479582309723,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
1,3,anti_first_fail,indomain_min,1000,70.0,120.0,70.0,100.0,0.00023990171030163765,1.7142857142857142,1.4285714285714286,1.2,1.0
2,1,anti_first_fail,indomain_min,0,70.0,110.0,60.0,110.0,0.0002148859202861786,1.5714285714285714,1.8333333333333333,1.0,1.1666666666666667
2,1,anti_first_fail,indomain_min,1000,70.0,110.0,60.0,80.0,0.0002140509895980358,1.5714285714285714,1.3333333333333333,1.375,1.1666666666666667
2,2,anti_first_fail,indomain_min,0,70.0,100.0,60.0,80.0,0.00019922899082303047,1.4285714285714286,1.3333333333333333,1.25,1.1666666666666667
2,2,anti_first_fail,indomain_min,1000,70.0,100.0,70.0,80.0,0.0001989542506635189,1.4285714285714286,1.1428571428571428,1.25,1.0
2,3,anti_first_fail,indomain_min,0,70.0,110.0,60.0,100.0,0.0002751350402832031,1.5714285714285714,1.6666666666666667,1.1,1.1666666666666667
2,3,anti_first_fail,indomain_min,1000,70.0,110.0,70.0,100.0,0.00024184118956327438,1.5714285714285714,1.4285714285714286,1.1,1.0
