,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,1295320,1295320,1295320,1295320,1323320,1992456,1.0216162801469908
1,1,anti_first_fail,indomain_min,1000,1674556,1674556,1674556,1674556,1712556,1992456,1.0226925823919892
1,2,anti_first_fail,indomain_min,0,657800,657800,657800,657800,657800,1216590,1.0
1,2,anti_first_fail,indomain_min,1000,942780,942780,942780,942780,942780,1216590,1.0
1,3,anti_first_fail,indomain_min,0,922480,922480,922480,922480,922524,1275290,1.000047697511057
1,3,anti_first_fail,indomain_min,1000,1473290,1473290,1473290,1473290,1621290,1275290,1.1004554432596434
2,1,anti_first_fail,indomain_min,0,1131104,1131104,1131104,1131104,1132604,1742112,1.0013261380032252
2,1,anti_first_fail,indomain_min,1000,1533012,1533012,1533012,1533012,1627512,1742112,1.0616433530852987
2,2,anti_first_fail,indomain_min,0,528400,528400,528400,528400,529480,968380,1.0020439061317183
2,2,anti_first_fail,indomain_min,1000,890890,890890,890890,890890,890890,968380,1.0
2,3,anti_first_fail,indomain_min,0,781303,781303,781303,781303,781303,1293905,1.0
2,3,anti_first_fail,indomain_min,1000,1362015,1362015,1362015,1362015,1465015,1293905,1.0756232493768425
