day_num,household_num,result_type,model_type,"mip, gurobi","cp, gecode"
1,1,time,initial,210,70
1,2,time,initial,130,70
1,3,time,initial,90,60
1,4,time,initial,120,90
1,5,time,initial,120,70
1,6,time,initial,100,60
1,7,time,initial,110,70
1,8,time,initial,110,60
1,9,time,initial,120,60
1,10,time,initial,120,60
1,11,time,initial,140,70
1,12,time,initial,110,70
1,13,time,initial,120,70
1,14,time,initial,130,60
1,15,time,initial,110,60
1,16,time,initial,100,60
1,17,time,initial,120,70
1,18,time,initial,220,110
1,19,time,initial,120,70
1,20,time,initial,110,60
1,21,time,initial,160,60
1,22,time,initial,110,60
1,23,time,initial,110,60
1,24,time,initial,100,60
1,25,time,initial,120,60
1,26,time,initial,120,60
1,27,time,initial,100,60
1,28,time,initial,120,70
1,29,time,initial,140,70
1,30,time,initial,110,70
1,31,time,initial,100,60
1,32,time,initial,140,70
1,33,time,initial,110,70
1,34,time,initial,110,60
1,35,time,initial,160,70
1,36,time,initial,110,60
1,37,time,initial,120,70
1,38,time,initial,110,70
1,39,time,initial,120,70
1,40,time,initial,120,70
1,41,time,initial,120,70
1,42,time,initial,120,80
1,43,time,initial,130,60
1,44,time,initial,100,70
1,45,time,initial,120,70
1,46,time,initial,110,60
1,47,time,initial,140,70
1,48,time,initial,120,60
1,49,time,initial,110,60
1,50,time,initial,120,60
1,51,time,initial,120,70
1,52,time,initial,150,70
1,53,time,initial,120,60
1,54,time,initial,90,60
1,55,time,initial,150,60
1,56,time,initial,130,70
1,57,time,initial,140,60
1,58,time,initial,120,80
1,59,time,initial,130,70
1,60,time,initial,110,60
1,61,time,initial,110,70
1,62,time,initial,120,60
1,63,time,initial,120,60
1,64,time,initial,130,70
1,65,time,initial,130,80
1,66,time,initial,120,60
1,67,time,initial,130,70
1,68,time,initial,120,60
1,69,time,initial,190,70
1,70,time,initial,110,60
1,71,time,initial,130,60
1,72,time,initial,110,70
1,73,time,initial,100,70
1,74,time,initial,100,70
1,75,time,initial,120,70
1,76,time,initial,120,70
1,77,time,initial,110,70
1,78,time,initial,140,60
1,79,time,initial,120,60
1,80,time,initial,120,60
1,81,time,initial,160,70
1,82,time,initial,130,70
1,83,time,initial,120,70
1,84,time,initial,110,60
1,85,time,initial,110,80
1,86,time,initial,300,60
1,87,time,initial,100,60
1,88,time,initial,220,60
1,89,time,initial,130,70
1,90,time,initial,130,60
1,91,time,initial,130,60
1,92,time,initial,110,60
1,93,time,initial,110,70
1,94,time,initial,150,80
1,95,time,initial,120,70
1,96,time,initial,100,70
1,97,time,initial,100,60
1,98,time,initial,130,60
1,99,time,initial,110,70
1,100,time,initial,150,70
2,1,time,initial,250,70
2,2,time,initial,120,70
2,3,time,initial,90,60
2,4,time,initial,110,70
2,5,time,initial,120,60
2,6,time,initial,100,60
2,7,time,initial,120,70
2,8,time,initial,110,60
2,9,time,initial,110,60
2,10,time,initial,120,60
2,11,time,initial,130,70
2,12,time,initial,110,70
2,13,time,initial,120,70
2,14,time,initial,130,60
2,15,time,initial,120,70
2,16,time,initial,100,60
2,17,time,initial,110,60
2,18,time,initial,280,130
2,19,time,initial,120,70
2,20,time,initial,110,60
2,21,time,initial,180,60
2,22,time,initial,100,60
2,23,time,initial,110,60
2,24,time,initial,100,70
2,25,time,initial,120,60
2,26,time,initial,110,60
2,27,time,initial,100,60
2,28,time,initial,110,70
2,29,time,initial,130,80
2,30,time,initial,110,70
2,31,time,initial,100,70
2,32,time,initial,120,70
2,33,time,initial,110,70
2,34,time,initial,110,60
2,35,time,initial,130,70
2,36,time,initial,110,60
2,37,time,initial,130,70
2,38,time,initial,120,70
2,39,time,initial,170,60
2,40,time,initial,120,70
2,41,time,initial,110,60
2,42,time,initial,120,70
2,43,time,initial,120,60
2,44,time,initial,90,70
2,45,time,initial,110,80
2,46,time,initial,110,60
2,47,time,initial,130,70
2,48,time,initial,130,70
2,49,time,initial,110,60
2,50,time,initial,120,60
2,51,time,initial,120,70
2,52,time,initial,140,70
2,53,time,initial,120,60
2,54,time,initial,90,60
2,55,time,initial,200,70
2,56,time,initial,120,60
2,57,time,initial,120,60
2,58,time,initial,130,70
2,59,time,initial,150,60
2,60,time,initial,110,60
2,61,time,initial,110,60
2,62,time,initial,120,60
2,63,time,initial,110,60
2,64,time,initial,130,70
2,65,time,initial,120,70
2,66,time,initial,130,70
2,67,time,initial,130,70
2,68,time,initial,120,60
2,69,time,initial,150,70
2,70,time,initial,110,60
2,71,time,initial,130,60
2,72,time,initial,110,70
2,73,time,initial,90,60
2,74,time,initial,90,70
2,75,time,initial,110,60
2,76,time,initial,140,70
2,77,time,initial,110,70
2,78,time,initial,130,60
2,79,time,initial,120,60
2,80,time,initial,120,60
2,81,time,initial,140,80
2,82,time,initial,130,60
2,83,time,initial,130,60
2,84,time,initial,110,60
2,85,time,initial,110,120
2,86,time,initial,370,70
2,87,time,initial,120,60
2,88,time,initial,190,60
2,89,time,initial,110,70
2,90,time,initial,120,60
2,91,time,initial,160,60
2,92,time,initial,110,60
2,93,time,initial,100,70
2,94,time,initial,120,80
2,95,time,initial,120,70
2,96,time,initial,100,70
2,97,time,initial,100,60
2,98,time,initial,130,70
2,99,time,initial,110,70
2,100,time,initial,170,70
3,1,time,initial,140,70
3,2,time,initial,120,70
3,3,time,initial,90,60
3,4,time,initial,120,70
3,5,time,initial,160,60
3,6,time,initial,100,60
3,7,time,initial,110,70
3,8,time,initial,110,60
3,9,time,initial,120,60
3,10,time,initial,120,60
3,11,time,initial,130,70
3,12,time,initial,110,70
3,13,time,initial,110,70
3,14,time,initial,130,60
3,15,time,initial,100,60
3,16,time,initial,100,70
3,17,time,initial,110,60
3,18,time,initial,320,110
3,19,time,initial,120,70
3,20,time,initial,120,60
3,21,time,initial,180,60
3,22,time,initial,100,60
3,23,time,initial,110,60
3,24,time,initial,100,60
3,25,time,initial,110,60
3,26,time,initial,110,60
3,27,time,initial,100,60
3,28,time,initial,120,70
3,29,time,initial,140,90
3,30,time,initial,110,70
3,31,time,initial,100,60
3,32,time,initial,130,70
3,33,time,initial,110,70
3,34,time,initial,110,60
3,35,time,initial,140,70
3,36,time,initial,100,60
3,37,time,initial,140,70
3,38,time,initial,110,70
3,39,time,initial,120,70
3,40,time,initial,130,70
3,41,time,initial,110,60
3,42,time,initial,110,70
3,43,time,initial,130,70
3,44,time,initial,100,60
3,45,time,initial,110,80
3,46,time,initial,100,60
3,47,time,initial,120,60
3,48,time,initial,130,60
3,49,time,initial,110,60
3,50,time,initial,120,60
3,51,time,initial,110,60
3,52,time,initial,170,60
3,53,time,initial,120,60
3,54,time,initial,90,60
3,55,time,initial,140,60
3,56,time,initial,180,70
3,57,time,initial,170,70
3,58,time,initial,110,70
3,59,time,initial,130,70
3,60,time,initial,110,60
3,61,time,initial,110,60
3,62,time,initial,120,60
3,63,time,initial,110,60
3,64,time,initial,120,80
3,65,time,initial,130,60
3,66,time,initial,120,70
3,67,time,initial,140,80
3,68,time,initial,120,60
3,69,time,initial,150,60
3,70,time,initial,110,60
3,71,time,initial,130,60
3,72,time,initial,120,70
3,73,time,initial,90,60
3,74,time,initial,90,60
3,75,time,initial,120,60
3,76,time,initial,130,70
3,77,time,initial,110,60
3,78,time,initial,160,60
3,79,time,initial,110,60
3,80,time,initial,120,60
3,81,time,initial,170,70
3,82,time,initial,120,60
3,83,time,initial,130,60
3,84,time,initial,110,60
3,85,time,initial,110,60
3,86,time,initial,340,60
3,87,time,initial,100,60
3,88,time,initial,170,60
3,89,time,initial,130,60
3,90,time,initial,120,60
3,91,time,initial,160,60
3,92,time,initial,110,60
3,93,time,initial,100,60
3,94,time,initial,120,70
3,95,time,initial,110,70
3,96,time,initial,100,70
3,97,time,initial,110,60
3,98,time,initial,140,60
3,99,time,initial,110,60
3,100,time,initial,120,70
4,1,time,initial,160,70
4,2,time,initial,120,70
4,3,time,initial,90,60
4,4,time,initial,110,70
4,5,time,initial,140,60
4,6,time,initial,100,60
4,7,time,initial,130,70
4,8,time,initial,110,60
4,9,time,initial,110,60
4,10,time,initial,120,60
4,11,time,initial,130,70
4,12,time,initial,110,70
4,13,time,initial,120,70
4,14,time,initial,120,60
4,15,time,initial,110,60
4,16,time,initial,100,70
4,17,time,initial,110,70
4,18,time,initial,270,130
4,19,time,initial,110,70
4,20,time,initial,110,70
4,21,time,initial,180,60
4,22,time,initial,100,70
4,23,time,initial,110,60
4,24,time,initial,100,60
4,25,time,initial,110,60
4,26,time,initial,110,60
4,27,time,initial,100,60
4,28,time,initial,110,70
4,29,time,initial,160,80
4,30,time,initial,110,70
4,31,time,initial,90,60
4,32,time,initial,120,70
4,33,time,initial,110,70
4,34,time,initial,110,70
4,35,time,initial,140,70
4,36,time,initial,110,70
4,37,time,initial,140,60
4,38,time,initial,110,90
4,39,time,initial,160,70
4,40,time,initial,130,70
4,41,time,initial,110,70
4,42,time,initial,110,80
4,43,time,initial,140,70
4,44,time,initial,100,70
4,45,time,initial,110,80
4,46,time,initial,100,60
4,47,time,initial,130,70
4,48,time,initial,130,60
4,49,time,initial,110,70
4,50,time,initial,120,70
4,51,time,initial,110,70
4,52,time,initial,150,60
4,53,time,initial,120,70
4,54,time,initial,100,70
4,55,time,initial,150,60
4,56,time,initial,140,60
4,57,time,initial,120,60
4,58,time,initial,110,70
4,59,time,initial,130,70
4,60,time,initial,110,70
4,61,time,initial,110,70
4,62,time,initial,120,70
4,63,time,initial,110,60
4,64,time,initial,140,70
4,65,time,initial,130,70
4,66,time,initial,120,70
4,67,time,initial,140,70
4,68,time,initial,110,60
4,69,time,initial,190,70
4,70,time,initial,110,70
4,71,time,initial,130,70
4,72,time,initial,110,70
4,73,time,initial,90,60
4,74,time,initial,100,70
4,75,time,initial,110,70
4,76,time,initial,140,70
4,77,time,initial,110,70
4,78,time,initial,140,60
4,79,time,initial,110,60
4,80,time,initial,120,60
4,81,time,initial,200,70
4,82,time,initial,120,70
4,83,time,initial,120,70
4,84,time,initial,110,60
4,85,time,initial,120,60
4,86,time,initial,360,70
4,87,time,initial,100,80
4,88,time,initial,150,60
4,89,time,initial,110,70
4,90,time,initial,150,60
4,91,time,initial,160,60
4,92,time,initial,130,70
4,93,time,initial,100,70
4,94,time,initial,130,80
4,95,time,initial,120,70
4,96,time,initial,100,70
4,97,time,initial,100,60
4,98,time,initial,120,60
4,99,time,initial,110,80
4,100,time,initial,120,60
5,1,time,initial,140,70
5,2,time,initial,120,70
5,3,time,initial,90,60
5,4,time,initial,110,70
5,5,time,initial,140,60
5,6,time,initial,110,60
5,7,time,initial,120,70
5,8,time,initial,120,60
5,9,time,initial,120,60
5,10,time,initial,120,60
5,11,time,initial,130,70
5,12,time,initial,110,60
5,13,time,initial,120,70
5,14,time,initial,140,70
5,15,time,initial,100,60
5,16,time,initial,100,60
5,17,time,initial,110,60
5,18,time,initial,260,70
5,19,time,initial,120,70
5,20,time,initial,120,60
5,21,time,initial,170,60
5,22,time,initial,100,60
5,23,time,initial,120,60
5,24,time,initial,100,60
5,25,time,initial,110,60
5,26,time,initial,110,60
5,27,time,initial,100,60
5,28,time,initial,110,60
5,29,time,initial,140,70
5,30,time,initial,110,70
5,31,time,initial,100,70
5,32,time,initial,120,70
5,33,time,initial,120,60
5,34,time,initial,110,70
5,35,time,initial,130,70
5,36,time,initial,100,60
5,37,time,initial,130,70
5,38,time,initial,110,70
5,39,time,initial,230,60
5,40,time,initial,190,70
5,41,time,initial,110,60
5,42,time,initial,110,70
5,43,time,initial,150,70
5,44,time,initial,100,60
5,45,time,initial,110,70
5,46,time,initial,100,60
5,47,time,initial,130,60
5,48,time,initial,120,70
5,49,time,initial,110,70
5,50,time,initial,120,70
5,51,time,initial,110,60
5,52,time,initial,140,60
5,53,time,initial,120,60
5,54,time,initial,90,60
5,55,time,initial,130,60
5,56,time,initial,140,70
5,57,time,initial,130,70
5,58,time,initial,110,60
5,59,time,initial,140,70
5,60,time,initial,110,60
5,61,time,initial,110,60
5,62,time,initial,130,60
5,63,time,initial,110,60
5,64,time,initial,140,70
5,65,time,initial,120,70
5,66,time,initial,110,60
5,67,time,initial,140,70
5,68,time,initial,120,60
5,69,time,initial,150,70
5,70,time,initial,110,60
5,71,time,initial,130,60
5,72,time,initial,110,60
5,73,time,initial,90,70
5,74,time,initial,100,60
5,75,time,initial,120,60
5,76,time,initial,110,70
5,77,time,initial,110,60
5,78,time,initial,160,70
5,79,time,initial,110,60
5,80,time,initial,120,60
5,81,time,initial,150,70
5,82,time,initial,120,60
5,83,time,initial,130,70
5,84,time,initial,110,60
5,85,time,initial,110,60
5,86,time,initial,150,70
5,87,time,initial,100,70
5,88,time,initial,170,60
5,89,time,initial,120,60
5,90,time,initial,130,60
5,91,time,initial,140,60
5,92,time,initial,110,60
5,93,time,initial,100,70
5,94,time,initial,130,70
5,95,time,initial,110,60
5,96,time,initial,100,60
5,97,time,initial,100,60
5,98,time,initial,120,60
5,99,time,initial,110,70
5,100,time,initial,130,60
6,1,time,initial,140,70
6,2,time,initial,140,70
6,3,time,initial,90,60
6,4,time,initial,120,70
6,5,time,initial,120,60
6,6,time,initial,110,70
6,7,time,initial,110,60
6,8,time,initial,120,70
6,9,time,initial,110,60
6,10,time,initial,120,70
6,11,time,initial,130,80
6,12,time,initial,110,60
6,13,time,initial,110,80
6,14,time,initial,160,60
6,15,time,initial,100,60
6,16,time,initial,100,70
6,17,time,initial,110,60
6,18,time,initial,190,70
6,19,time,initial,120,70
6,20,time,initial,110,60
6,21,time,initial,200,60
6,22,time,initial,100,60
6,23,time,initial,120,60
6,24,time,initial,100,60
6,25,time,initial,120,60
6,26,time,initial,120,60
6,27,time,initial,100,70
6,28,time,initial,120,60
6,29,time,initial,130,70
6,30,time,initial,110,60
6,31,time,initial,140,70
6,32,time,initial,120,70
6,33,time,initial,110,60
6,34,time,initial,110,60
6,35,time,initial,130,70
6,36,time,initial,100,60
6,37,time,initial,120,60
6,38,time,initial,120,60
6,39,time,initial,130,70
6,40,time,initial,130,70
6,41,time,initial,110,60
6,42,time,initial,110,70
6,43,time,initial,150,60
6,44,time,initial,100,70
6,45,time,initial,120,80
6,46,time,initial,100,60
6,47,time,initial,130,60
6,48,time,initial,110,60
6,49,time,initial,120,60
6,50,time,initial,120,70
6,51,time,initial,120,60
6,52,time,initial,140,70
6,53,time,initial,130,60
6,54,time,initial,90,70
6,55,time,initial,150,70
6,56,time,initial,130,60
6,57,time,initial,120,60
6,58,time,initial,120,60
6,59,time,initial,120,60
6,60,time,initial,120,70
6,61,time,initial,110,60
6,62,time,initial,130,70
6,63,time,initial,110,60
6,64,time,initial,140,70
6,65,time,initial,120,70
6,66,time,initial,110,60
6,67,time,initial,140,70
6,68,time,initial,100,60
6,69,time,initial,140,60
6,70,time,initial,110,60
6,71,time,initial,120,60
6,72,time,initial,110,60
6,73,time,initial,100,60
6,74,time,initial,110,70
6,75,time,initial,120,60
6,76,time,initial,120,70
6,77,time,initial,120,60
6,78,time,initial,150,70
6,79,time,initial,100,60
6,80,time,initial,120,60
6,81,time,initial,150,70
6,82,time,initial,130,60
6,83,time,initial,120,60
6,84,time,initial,110,60
6,85,time,initial,100,60
6,86,time,initial,440,60
6,87,time,initial,100,70
6,88,time,initial,160,60
6,89,time,initial,120,60
6,90,time,initial,130,60
6,91,time,initial,190,60
6,92,time,initial,110,60
6,93,time,initial,100,70
6,94,time,initial,140,70
6,95,time,initial,100,60
6,96,time,initial,90,60
6,97,time,initial,100,60
6,98,time,initial,210,70
6,99,time,initial,110,80
6,100,time,initial,130,60
7,1,time,initial,140,70
7,2,time,initial,120,70
7,3,time,initial,100,60
7,4,time,initial,110,70
7,5,time,initial,120,60
7,6,time,initial,110,60
7,7,time,initial,110,70
7,8,time,initial,120,70
7,9,time,initial,130,70
7,10,time,initial,120,60
7,11,time,initial,130,80
7,12,time,initial,110,60
7,13,time,initial,110,70
7,14,time,initial,130,60
7,15,time,initial,110,60
7,16,time,initial,100,60
7,17,time,initial,110,60
7,18,time,initial,210,70
7,19,time,initial,120,70
7,20,time,initial,120,60
7,21,time,initial,170,60
7,22,time,initial,100,60
7,23,time,initial,120,60
7,24,time,initial,100,60
7,25,time,initial,110,60
7,26,time,initial,120,60
7,27,time,initial,100,60
7,28,time,initial,110,70
7,29,time,initial,140,70
7,30,time,initial,110,70
7,31,time,initial,100,60
7,32,time,initial,120,60
7,33,time,initial,110,60
7,34,time,initial,110,70
7,35,time,initial,130,70
7,36,time,initial,100,60
7,37,time,initial,130,70
7,38,time,initial,120,70
7,39,time,initial,120,70
7,40,time,initial,140,70
7,41,time,initial,120,70
7,42,time,initial,120,70
7,43,time,initial,130,70
7,44,time,initial,100,70
7,45,time,initial,120,80
7,46,time,initial,110,60
7,47,time,initial,120,70
7,48,time,initial,110,60
7,49,time,initial,120,70
7,50,time,initial,130,60
7,51,time,initial,120,70
7,52,time,initial,150,70
7,53,time,initial,120,60
7,54,time,initial,100,60
7,55,time,initial,160,70
7,56,time,initial,140,70
7,57,time,initial,140,60
7,58,time,initial,110,60
7,59,time,initial,120,60
7,60,time,initial,120,70
7,61,time,initial,110,60
7,62,time,initial,130,70
7,63,time,initial,110,60
7,64,time,initial,130,60
7,65,time,initial,120,70
7,66,time,initial,110,70
7,67,time,initial,140,80
7,68,time,initial,120,60
7,69,time,initial,140,70
7,70,time,initial,110,60
7,71,time,initial,120,60
7,72,time,initial,120,60
7,73,time,initial,90,60
7,74,time,initial,110,80
7,75,time,initial,120,60
7,76,time,initial,120,70
7,77,time,initial,110,60
7,78,time,initial,150,70
7,79,time,initial,110,60
7,80,time,initial,130,60
7,81,time,initial,140,70
7,82,time,initial,120,60
