,,,,,Gecode,OGSA,Preferred
,,,,,Initial,Initial,Initial
Month,House,Variable choices,Constraint variables,Result,,,
1,1,anti_first_fail,indomain_min,obj,551785.0,551785.0,832626.0
1,1,anti_first_fail,indomain_min,time,60.0,0.0002336660400032997,
1,2,anti_first_fail,indomain_min,obj,3302662.0,3302662.0,4268032.0
1,2,anti_first_fail,indomain_min,time,60.0,0.00015979399904608727,
1,3,anti_first_fail,indomain_min,obj,1489540.0,1489540.0,1838952.0
1,3,anti_first_fail,indomain_min,time,60.0,0.0002714430447667837,
1,4,anti_first_fail,indomain_min,obj,1125020.0,1125020.0,1754993.0
1,4,anti_first_fail,indomain_min,time,60.0,0.00031561986543238163,
1,5,anti_first_fail,indomain_min,obj,192595.0,192595.0,383743.0
1,5,anti_first_fail,indomain_min,time,60.0,0.0001629821490496397,
1,6,anti_first_fail,indomain_min,obj,441350.0,441350.0,2774310.0
1,6,anti_first_fail,indomain_min,time,60.0,0.0001628221943974495,
1,7,anti_first_fail,indomain_min,obj,349471.0,349471.0,501176.0
1,7,anti_first_fail,indomain_min,time,60.0,0.0002549649216234684,
1,8,anti_first_fail,indomain_min,obj,594100.0,594100.0,1574740.0
1,8,anti_first_fail,indomain_min,time,60.0,0.0002742290962487459,
1,9,anti_first_fail,indomain_min,obj,3529500.0,3529500.0,4897488.0
1,9,anti_first_fail,indomain_min,time,60.0,0.00027772504836320877,
1,10,anti_first_fail,indomain_min,obj,1111500.0,1111500.0,7817400.0
1,10,anti_first_fail,indomain_min,time,60.0,0.00027722399681806564,
1,11,anti_first_fail,indomain_min,obj,629785.0,629785.0,764251.0
1,11,anti_first_fail,indomain_min,time,60.0,0.0002758509945124388,
1,12,anti_first_fail,indomain_min,obj,280930.0,280930.0,629500.0
1,12,anti_first_fail,indomain_min,time,60.0,0.0002927700988948345,
1,13,anti_first_fail,indomain_min,obj,1904500.0,1904500.0,4666400.0
1,13,anti_first_fail,indomain_min,time,60.0,0.0002663049381226301,
1,14,anti_first_fail,indomain_min,obj,720112.0,712920.0,1540816.0
1,14,anti_first_fail,indomain_min,time,60.0,0.0004330938681960106,
1,15,anti_first_fail,indomain_min,obj,512720.0,512720.0,566468.0
1,15,anti_first_fail,indomain_min,time,60.0,0.00016531115397810936,
1,16,anti_first_fail,indomain_min,obj,3113500.0,3113500.0,4788600.0
1,16,anti_first_fail,indomain_min,time,60.0,0.0003655462060123682,
1,17,anti_first_fail,indomain_min,obj,306800.0,306800.0,2136120.0
1,17,anti_first_fail,indomain_min,time,60.0,0.00033168401569128036,
1,18,anti_first_fail,indomain_min,obj,2187250.0,2187250.0,6552170.0
1,18,anti_first_fail,indomain_min,time,60.0,0.00016225501894950867,
1,19,anti_first_fail,indomain_min,obj,511485.0,511485.0,980654.0
1,19,anti_first_fail,indomain_min,time,60.0,0.0002586490008980036,
1,20,anti_first_fail,indomain_min,obj,2038400.0,2038400.0,4841165.0
1,20,anti_first_fail,indomain_min,time,60.0,0.00024837092496454716,
1,21,anti_first_fail,indomain_min,obj,2400600.0,2288700.0,3656920.0
1,21,anti_first_fail,indomain_min,time,60.0,0.0002759241033345461,
1,22,anti_first_fail,indomain_min,obj,1168400.0,1167400.0,2672812.0
1,22,anti_first_fail,indomain_min,time,60.0,0.00027916603721678257,
1,23,anti_first_fail,indomain_min,obj,46865.0,46865.0,75177.0
1,23,anti_first_fail,indomain_min,time,60.0,0.00039629614911973476,
1,24,anti_first_fail,indomain_min,obj,4213640.0,4209140.0,11689576.0
1,24,anti_first_fail,indomain_min,time,60.0,0.000292045995593071,
1,25,anti_first_fail,indomain_min,obj,2616952.0,2616900.0,8938712.0
1,25,anti_first_fail,indomain_min,time,60.0,0.0002769459970295429,
1,26,anti_first_fail,indomain_min,obj,339560.0,339560.0,429328.0
1,26,anti_first_fail,indomain_min,time,60.0,0.0002766060642898083,
1,27,anti_first_fail,indomain_min,obj,1391000.0,1391000.0,10362390.0
1,27,anti_first_fail,indomain_min,time,60.0,0.00016292487271130085,
1,28,anti_first_fail,indomain_min,obj,632010.0,624100.0,1148275.0
1,28,anti_first_fail,indomain_min,time,60.0,0.0002777031622827053,
1,29,anti_first_fail,indomain_min,obj,1311950.0,1311950.0,1533340.0
1,29,anti_first_fail,indomain_min,time,60.0,0.00026966584846377373,
1,30,anti_first_fail,indomain_min,obj,768190.0,768190.0,1588558.0
1,30,anti_first_fail,indomain_min,time,60.0,0.00026861391961574554,
1,31,anti_first_fail,indomain_min,obj,323880.0,323880.0,544356.0
1,31,anti_first_fail,indomain_min,time,60.0,0.00016237888485193253,
1,32,anti_first_fail,indomain_min,obj,1670500.0,1670500.0,2623450.0
1,32,anti_first_fail,indomain_min,time,60.0,0.0002511739730834961,
1,33,anti_first_fail,indomain_min,obj,1858610.0,1858610.0,10681990.0
1,33,anti_first_fail,indomain_min,time,60.0,0.00016218610107898712,
1,34,anti_first_fail,indomain_min,obj,338130.0,338130.0,644924.0
1,34,anti_first_fail,indomain_min,time,60.0,0.0002739329356700182,
1,35,anti_first_fail,indomain_min,obj,1404000.0,1404000.0,10769400.0
1,35,anti_first_fail,indomain_min,time,60.0,0.0002680679317563772,
1,36,anti_first_fail,indomain_min,obj,1981200.0,1981200.0,3214012.0
1,36,anti_first_fail,indomain_min,time,60.0,0.00016419216990470886,
1,37,anti_first_fail,indomain_min,obj,939302.0,939185.0,4548996.0
1,37,anti_first_fail,indomain_min,time,60.0,0.0003305880818516016,
1,38,anti_first_fail,indomain_min,obj,607555.0,607555.0,925516.0
1,38,anti_first_fail,indomain_min,time,60.0,0.0003400980494916439,
1,39,anti_first_fail,indomain_min,obj,670570.0,670345.0,932193.0
1,39,anti_first_fail,indomain_min,time,60.0,0.00035476800985634327,
1,40,anti_first_fail,indomain_min,obj,1423175.0,1423175.0,2042521.0
1,40,anti_first_fail,indomain_min,time,60.0,0.0003647319972515106,
1,41,anti_first_fail,indomain_min,obj,1359080.0,1359080.0,1906092.0
1,41,anti_first_fail,indomain_min,time,60.0,0.00016403896734118462,
1,42,anti_first_fail,indomain_min,obj,79885.0,79885.0,246010.0
1,42,anti_first_fail,indomain_min,time,60.0,0.00026819901540875435,
1,43,anti_first_fail,indomain_min,obj,2524200.0,2518500.0,4122600.0
1,43,anti_first_fail,indomain_min,time,60.0,0.0003475181292742491,
1,44,anti_first_fail,indomain_min,obj,1251510.0,1251510.0,1910324.0
1,44,anti_first_fail,indomain_min,time,60.0,0.0003098000306636095,
1,45,anti_first_fail,indomain_min,obj,242420.0,241670.0,322680.0
1,45,anti_first_fail,indomain_min,time,60.0,0.00033201510086655617,
1,46,anti_first_fail,indomain_min,obj,1020890.0,1020890.0,3270526.0
1,46,anti_first_fail,indomain_min,time,60.0,0.00029234099201858044,
1,47,anti_first_fail,indomain_min,obj,633425.0,633425.0,789222.0
1,47,anti_first_fail,indomain_min,time,60.0,0.0003462259192019701,
1,48,anti_first_fail,indomain_min,obj,478530.0,478530.0,1269327.0
1,48,anti_first_fail,indomain_min,time,60.0,0.000167385907843709,
1,49,anti_first_fail,indomain_min,obj,519670.0,519650.0,1877020.0
1,49,anti_first_fail,indomain_min,time,60.0,0.0003550050314515829,
