,Weight,Type,Model,Solver,Time (ms)
0,0,max,Initial,Gecode,70.0
1,0,max,Initial,Gurobi,130.0
2,0,max,Modified,Gecode,70.0
3,0,max,Modified,Gurobi,110.0
4,0,max,Modified,OGSA,0.0004200548864901066
5,0,mean,Initial,Gecode,70.0
6,0,mean,Initial,Gurobi,116.66666666666667
7,0,mean,Modified,Gecode,61.666666666666664
8,0,mean,Modified,Gurobi,100.0
9,0,mean,Modified,OGSA,0.00026415785153706867
10,0,min,Initial,Gecode,70.0
11,0,min,Initial,Gurobi,110.0
12,0,min,Modified,Gecode,60.0
13,0,min,Modified,Gurobi,90.0
14,0,min,Modified,OGSA,0.00019107433035969734
15,5,max,Initial,Gecode,90.0
16,5,max,Initial,Gurobi,150.0
17,5,max,Modified,Gecode,90.0
18,5,max,Modified,Gurobi,110.0
19,5,max,Modified,OGSA,0.00023823510855436325
20,5,mean,Initial,Gecode,75.0
21,5,mean,Initial,Gurobi,121.66666666666667
22,5,mean,Modified,Gecode,71.66666666666667
23,5,mean,Modified,Gurobi,101.66666666666667
24,5,mean,Modified,OGSA,0.00022696967547138533
25,5,min,Initial,Gecode,70.0
26,5,min,Initial,Gurobi,110.0
27,5,min,Modified,Gecode,60.0
28,5,min,Modified,Gurobi,90.0
29,5,min,Modified,OGSA,0.000205156859010458
30,50,max,Initial,Gecode,70.0
31,50,max,Initial,Gurobi,130.0
32,50,max,Modified,Gecode,80.0
33,50,max,Modified,Gurobi,110.0
34,50,max,Modified,OGSA,0.000295253936201334
35,50,mean,Initial,Gecode,70.0
36,50,mean,Initial,Gurobi,116.66666666666667
37,50,mean,Modified,Gecode,71.66666666666667
38,50,mean,Modified,Gurobi,101.66666666666667
39,50,mean,Modified,OGSA,0.0002359011365721623
40,50,min,Initial,Gecode,70.0
41,50,min,Initial,Gurobi,110.0
42,50,min,Modified,Gecode,60.0
43,50,min,Modified,Gurobi,90.0
44,50,min,Modified,OGSA,0.0002070218324661255
45,500,max,Initial,Gecode,100.0
46,500,max,Initial,Gurobi,130.0
47,500,max,Modified,Gecode,100.0
48,500,max,Modified,Gurobi,120.0
49,500,max,Modified,OGSA,0.00028691114857792854
50,500,mean,Initial,Gecode,78.33333333333333
51,500,mean,Initial,Gurobi,120.0
52,500,mean,Modified,Gecode,73.33333333333333
53,500,mean,Modified,Gurobi,100.0
54,500,mean,Modified,OGSA,0.00023985188454389572
55,500,min,Initial,Gecode,70.0
56,500,min,Initial,Gurobi,110.0
57,500,min,Modified,Gecode,60.0
58,500,min,Modified,Gurobi,90.0
59,500,min,Modified,OGSA,0.0002073179930448532
60,1000,max,Initial,Gecode,80.0
61,1000,max,Initial,Gurobi,150.0
62,1000,max,Modified,Gecode,70.0
63,1000,max,Modified,Gurobi,160.0
64,1000,max,Modified,OGSA,0.00024830782786011696
65,1000,mean,Initial,Gecode,73.33333333333333
66,1000,mean,Initial,Gurobi,123.33333333333333
67,1000,mean,Modified,Gecode,70.0
68,1000,mean,Modified,Gurobi,106.66666666666667
69,1000,mean,Modified,OGSA,0.00022532744333148003
70,1000,min,Initial,Gecode,70.0
71,1000,min,Initial,Gurobi,110.0
72,1000,min,Modified,Gecode,70.0
73,1000,min,Modified,Gurobi,90.0
74,1000,min,Modified,OGSA,0.00019946694374084473
