,,,,,Gecode,Gurobi,Preferred,OGSA
4,38,input_order,indomain_min,obj,153064.0,153064.0,153064.0,153064.0
4,38,input_order,indomain_min,time,150.0,190.0,,0.0002157319995603757
4,39,input_order,indomain_min,obj,942010.0,780230.0,866675.0,961810.0
4,39,input_order,indomain_min,time,120.0,270.0,,0.0003948859994125087
4,40,input_order,indomain_min,obj,998530.0,998530.0,950610.0,1005610.0
4,40,input_order,indomain_min,time,110.0,210.0,,0.0001947250002558576
4,41,input_order,indomain_min,obj,450047.0,450047.0,520547.0,450047.0
4,41,input_order,indomain_min,time,120.0,220.0,,0.0001671859990892699
4,42,input_order,indomain_min,obj,779800.0,779800.0,709675.0,804775.0
4,42,input_order,indomain_min,time,120.0,250.0,,0.00031174100149655715
4,43,input_order,indomain_min,obj,1654664.0,1654664.0,1022048.0,1891448.0
4,43,input_order,indomain_min,time,110.0,200.0,,0.0003615480000007665
4,44,input_order,indomain_min,obj,879957.0,879957.0,867657.0,1041707.0
4,44,input_order,indomain_min,time,100.0,190.0,,0.0002689160010049818
4,45,input_order,indomain_min,obj,547910.0,383810.0,213810.0,556710.0
4,45,input_order,indomain_min,time,170.0,200.0,,0.0002738620005402481
4,46,input_order,indomain_min,obj,1227960.0,941840.0,1059120.0,1789800.0
4,46,input_order,indomain_min,time,110.0,230.0,,0.0003108300006715581
4,47,input_order,indomain_min,obj,743273.0,743273.0,777955.0,997292.0
4,47,input_order,indomain_min,time,100.0,190.0,,0.00022242600061872508
4,48,input_order,indomain_min,obj,499845.0,439920.0,418350.0,900250.0
4,48,input_order,indomain_min,time,100.0,210.0,,0.00024337700051546562
4,49,input_order,indomain_min,obj,2998215.0,2998215.0,3368635.0,4175835.0
4,49,input_order,indomain_min,time,100.0,240.0,,0.0002460409996274393
4,50,input_order,indomain_min,obj,1800112.0,1800112.0,2055412.0,2073612.0
4,50,input_order,indomain_min,time,110.0,180.0,,0.00019986000006610993
