,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2
,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
,demands,durations,preferred_starts,earliest_starts,latest_ends,predecessors,successors,prec_delays,astart - ogsa,astart - optimised,astart - ogsa,astart - optimised,demands,durations,preferred_starts,earliest_starts,latest_ends,predecessors,successors,prec_delays,astart - ogsa,astart - optimised,astart - ogsa,astart - optimised,demands,durations,preferred_starts,earliest_starts,latest_ends,predecessors,successors,prec_delays,astart - ogsa,astart - optimised,astart - ogsa,astart - optimised,demands,durations,preferred_starts,earliest_starts,latest_ends,predecessors,successors,prec_delays,astart - ogsa,astart - optimised,astart - ogsa,astart - optimised,demands,durations,preferred_starts,earliest_starts,latest_ends,predecessors,successors,prec_delays,astart - ogsa,astart - optimised,astart - ogsa,astart - optimised
0,52,5,58,0,143,1,2,92,17,16,6,7,300,3,33,0,143,0,1,46,15,16,6,7,15,8,102,0,143,0,1,66,16,12,6,1,11,4,56,0,143,-1,-1,-1,19,16,6,7,148,4,91,0,143,0,1,115,16,16,6,3
1,1100,2,5,0,143,3,4,65,6,7,6,6,93,1,91,0,143,3,4,61,15,19,6,16,2000,1,123,0,143,0,2,103,23,20,7,9,55,4,66,0,143,-1,-1,-1,16,16,6,7,2000,2,99,0,143,1,2,59,16,20,7,7
2,2400,8,134,0,143,-1,-1,-1,16,16,5,8,15,1,125,0,143,-1,-1,-1,22,16,8,7,50,5,110,0,143,0,3,112,17,20,5,9,50,4,117,0,143,-1,-1,-1,20,16,6,7,75,3,106,0,143,0,3,37,20,22,7,9
3,75,4,105,0,143,-1,-1,-1,20,13,6,3,1200,1,44,0,143,-1,-1,-1,19,16,8,7,15,2,111,0,143,-1,-1,-1,16,20,7,9,2400,2,50,0,143,-1,-1,-1,17,16,6,7,500,5,137,0,143,-1,-1,-1,19,20,5,7
4,1200,8,126,0,143,-1,-1,-1,15,17,5,7,700,1,71,0,143,-1,-1,-1,20,17,7,8,3500,1,85,0,143,-1,-1,-1,22,16,8,7,1000,4,46,0,143,-1,-1,-1,20,16,6,7,140,4,131,0,143,-1,-1,-1,17,16,6,7
