,,,,,Gecode,Gurobi,Gecode,Gurobi,OGSA,Preferred,Objective Ratio
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,Modified
Month,House,Variable choices,Constraint variables,Weight,,,,,,,
1,1,anti_first_fail,indomain_min,0,727170,727170,727170,727170,727170,996042,1.0
1,1,anti_first_fail,indomain_min,5,732570,732570,732570,732570,737270,996042,1.0064157691415154
1,1,anti_first_fail,indomain_min,50,764906,764906,764906,764906,766486,996042,1.0020656132910448
1,1,anti_first_fail,indomain_min,500,892922,892922,892922,892922,892922,996042,1.0
1,1,anti_first_fail,indomain_min,1000,938342,938342,938342,938342,938342,996042,1.0
1,2,anti_first_fail,indomain_min,0,939250,939250,939250,939250,939250,1370350,1.0
1,2,anti_first_fail,indomain_min,5,944065,944065,944065,944065,958360,1370350,1.0151419658604015
1,2,anti_first_fail,indomain_min,50,987400,987400,987400,987400,1000750,1370350,1.0135203564917967
1,2,anti_first_fail,indomain_min,500,1141550,1141550,1141550,1141550,1145450,1370350,1.0034164075160965
1,2,anti_first_fail,indomain_min,1000,1276350,1276350,1276350,1276350,1276350,1370350,1.0
1,3,anti_first_fail,indomain_min,0,2386315,2386315,2386315,2386315,2398215,5623217,1.004986768301754
1,3,anti_first_fail,indomain_min,5,2390700,2390700,2390700,2390700,2414400,5623217,1.0099134144811144
1,3,anti_first_fail,indomain_min,50,2425413,2425413,2425413,2425413,2452913,5623217,1.0113382751721047
1,3,anti_first_fail,indomain_min,500,2645617,2645617,2645617,2645617,2694317,5623217,1.018407804304251
1,3,anti_first_fail,indomain_min,1000,2732517,2732517,2732517,2732517,2790317,5623217,1.0211526588855624
2,1,anti_first_fail,indomain_min,0,614144,614144,614144,614144,614144,1034420,1.0
2,1,anti_first_fail,indomain_min,5,620809,620809,620809,620809,620809,1034420,1.0
2,1,anti_first_fail,indomain_min,50,659018,659018,659018,659018,659018,1034420,1.0
2,1,anti_first_fail,indomain_min,500,828020,828020,828020,828020,828020,1034420,1.0
2,1,anti_first_fail,indomain_min,1000,891220,891220,891220,891220,891220,1034420,1.0
2,2,anti_first_fail,indomain_min,0,796400,796400,796400,796400,796400,1311800,1.0
2,2,anti_first_fail,indomain_min,5,802390,802390,802390,802390,802390,1311800,1.0
2,2,anti_first_fail,indomain_min,50,854400,854400,854400,854400,854400,1311800,1.0
2,2,anti_first_fail,indomain_min,500,1045700,1045700,1045700,1045700,1045700,1311800,1.0
2,2,anti_first_fail,indomain_min,1000,1187100,1187100,1187100,1187100,1187100,1311800,1.0
2,3,anti_first_fail,indomain_min,0,2050644,2050644,2050644,2050644,2062944,3619735,1.0059981157138929
2,3,anti_first_fail,indomain_min,5,2055778,2055778,2055778,2055778,2067718,3619735,1.0058080201266868
2,3,anti_first_fail,indomain_min,50,2095694,2095694,2095694,2095694,2104394,3619735,1.0041513694270252
2,3,anti_first_fail,indomain_min,500,2315535,2315535,2315535,2315535,2366435,3619735,1.0219819609723022
2,3,anti_first_fail,indomain_min,1000,2345535,2345535,2345535,2345535,2484435,3619735,1.059218898886608
