Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
1,1,1000,1050,5000,1000,1000
2,1,1000,1000,5000,1000,1000
3,1,1000,1000,5000,1000,1000
4,1,1105,1105,5000,1105,1000
5,1,1105,1105,5000,1105,1000
6,1,1105,1105,5000,1105,1000
7,1,1105,1105,5000,1105,1000
8,1,1105,1055,5000,1050,1000
9,1,1000,1000,5000,1000,1000
10,1,1805,1805,5000,1805,1000
11,1,1000,1000,5000,1000,1000
12,1,1000,1000,5000,1000,1000
1,2,4000,4000,20000,4000,4000
2,2,5200,5200,20000,5200,4000
3,2,4000,4000,20000,4000,4000
4,2,4000,4000,20000,4000,4000
5,2,4000,4000,20000,4000,4000
6,2,4000,4000,20000,4000,4000
7,2,4000,4000,20000,4000,4000
8,2,4000,4000,20000,4000,4000
9,2,4000,4000,20000,4000,4000
10,2,4000,4000,20000,4000,4000
11,2,4062,4062,20000,4062,4000
12,2,4000,4000,20000,4000,4000
1,3,1100,1100,5500,1100,1100
2,3,1110,1110,5500,1110,1100
3,3,1110,1100,5500,1110,1100
4,3,1100,1100,5500,1100,1100
5,3,1110,1110,5500,1110,1100
6,3,1100,1100,5500,1100,1100
7,3,1110,1110,5500,1110,1100
8,3,1100,1100,5500,1100,1100
9,3,1100,1100,5500,1100,1100
10,3,1100,1100,5500,1100,1100
11,3,1110,1110,5500,1110,1100
12,3,1100,1100,5500,1100,1100
1,4,4500,4500,12000,4500,2400
2,4,4500,4500,12000,4500,2400
3,4,4500,4500,12000,4500,2400
4,4,4500,4500,12000,4500,2400
5,4,4500,4500,12000,4500,2400
6,4,4500,4500,12000,4500,2400
7,4,4500,4500,12000,4500,2400
8,4,4500,4500,12000,4500,2400
9,4,2400,2400,12000,2400,2400
10,4,2400,2400,12000,2400,2400
11,4,2650,2650,12000,2650,2400
12,4,4500,4500,12000,4500,2400
1,5,5000,5000,25000,5000,5000
2,5,5000,5000,25000,5000,5000
3,5,5000,5000,25000,5000,5000
4,5,5000,5000,25000,5000,5000
5,5,5000,5000,25000,5000,5000
6,5,5000,5000,25000,5000,5000
7,5,5000,5000,25000,5000,5000
8,5,5000,5000,25000,5000,5000
9,5,5000,5000,25000,5000,5000
10,5,5000,5000,25000,5000,5000
11,5,5000,5000,25000,5000,5000
12,5,5000,5000,25000,5000,5000
1,6,5000,7000,25000,7000,5000
2,6,5000,5000,25000,5000,5000
3,6,5000,5000,25000,6200,5000
4,6,5000,5000,25000,5000,5000
5,6,7000,7000,25000,7000,5000
6,6,7000,7000,25000,7000,5000
7,6,5000,5000,25000,5000,5000
8,6,5000,5000,25000,6200,5000
9,6,7000,7000,25000,8200,5000
10,6,7000,7000,25000,8200,5000
11,6,5000,5000,25000,5000,5000
12,6,5000,5000,25000,5000,5000
1,7,2000,2000,10000,2000,2000
2,7,2000,2000,10000,2000,2000
3,7,2000,2000,10000,2000,2000
4,7,2000,2000,10000,2000,2000
5,7,2000,2000,10000,2000,2000
6,7,2000,2000,10000,2000,2000
7,7,2000,2000,10000,2000,2000
8,7,2000,2000,10000,2000,2000
9,7,2000,2000,10000,2000,2000
10,7,2000,2000,10000,2000,2000
11,7,2000,2000,10000,2000,2000
12,7,2000,2000,10000,2000,2000
1,8,4000,4000,20000,4000,4000
2,8,4000,4000,20000,4000,4000
3,8,4000,4000,20000,4000,4000
4,8,4000,4000,20000,4000,4000
5,8,4000,4000,20000,4000,4000
6,8,4000,4000,20000,4000,4000
7,8,4000,4000,20000,4000,4000
8,8,4000,4000,20000,4000,4000
9,8,4000,4000,20000,4000,4000
10,8,4000,4000,20000,4000,4000
11,8,4000,4000,20000,4000,4000
12,8,4000,4000,20000,4000,4000
1,9,2400,2400,12000,2400,2400
2,9,2400,2400,12000,2400,2400
3,9,2400,2400,12000,2400,2400
4,9,2400,2400,12000,2400,2400
5,9,2400,2400,12000,2400,2400
6,9,2400,2400,12000,2400,2400
7,9,2400,2400,12000,2400,2400
8,9,2400,2400,12000,2400,2400
9,9,2400,2400,12000,2400,2400
10,9,2400,2400,12000,2400,2400
11,9,2400,2400,12000,2400,2400
12,9,2400,2400,12000,2400,2400
1,10,5005,5005,25000,5005,5005
2,10,5068,5068,25000,5068,5005
3,10,5005,5005,25000,5005,5005
4,10,5005,5005,25000,5005,5005
5,10,5005,5005,25000,5005,5005
6,10,5005,5005,25000,5005,5005
7,10,5005,5005,25000,5005,5005
8,10,5005,5000,25000,5005,5005
9,10,5000,5000,25000,5000,5005
10,10,5005,5005,25000,5005,5005
11,10,5068,5068,25000,5068,5005
12,10,5005,5005,25000,5005,5005
1,11,2400,2400,12000,2400,2400
2,11,2400,2400,12000,2400,2400
3,11,2400,2400,12000,2400,2400
4,11,2400,2400,12000,2400,2400
5,11,2400,2400,12000,2400,2400
6,11,2400,2400,12000,2400,2400
7,11,2400,2400,12000,2400,2400
8,11,2400,2400,12000,2400,2400
9,11,2400,2400,12000,2400,2400
10,11,2400,2400,12000,2400,2400
11,11,2400,2400,12000,2400,2400
12,11,2400,2400,12000,2400,2400
1,12,400,400,1500,400,300
2,12,300,300,1500,300,300
3,12,400,400,1500,400,300
4,12,400,300,1500,300,300
5,12,300,300,1500,300,300
6,12,300,300,1500,300,300
7,12,400,400,1500,400,300
8,12,300,300,1500,300,300
9,12,300,300,1500,300,300
10,12,400,400,1500,400,300
11,12,400,400,1500,400,300
12,12,400,400,1500,400,300
1,13,2440,2440,8500,1700,1840
2,13,1700,1700,8500,1700,1840
3,13,1840,1840,8500,1840,1840
4,13,1840,1840,8500,1700,1840
5,13,1840,1840,8500,1700,1840
6,13,2300,2300,8500,1700,1840
7,13,1840,1840,8500,1700,1840
8,13,1840,1840,8500,1700,1840
9,13,1840,1840,8500,1840,1840
10,13,1840,1840,8500,1840,1840
11,13,1840,1840,8500,1840,1840
12,13,1700,1700,8500,1700,1840
1,14,2400,2400,12000,2400,2400
2,14,2400,2400,12000,2400,2400
3,14,2400,2400,12000,2400,2400
4,14,2400,2400,12000,2400,2400
5,14,2400,2400,12000,2400,2400
6,14,2400,2400,12000,2400,2400
7,14,2400,2400,12000,2400,2400
8,14,2400,2400,12000,2400,2400
9,14,2400,2400,12000,2400,2400
10,14,2400,2400,12000,2400,2400
11,14,2400,2400,12000,2400,2400
12,14,2400,2400,12000,2400,2400
1,15,2600,2600,12000,2600,2415
2,15,2600,2600,12000,2600,2415
3,15,2600,2600,12000,2600,2415
4,15,3200,3200,12000,3200,2415
5,15,3200,3200,12000,3200,2415
6,15,3200,3200,12000,3200,2415
7,15,3200,3200,12000,3200,2415
8,15,3200,3200,12000,3200,2415
9,15,3200,3200,12000,3200,2415
10,15,2600,2600,12000,3200,2415
11,15,2415,2415,12000,2600,2415
12,15,2600,2600,12000,2600,2415
1,16,2400,2400,12000,2400,2400
2,16,2400,2400,12000,2400,2400
3,16,2400,2400,12000,2400,2400
4,16,2400,2400,12000,2400,2400
5,16,2400,2400,12000,2400,2400
6,16,2400,2400,12000,2400,2400
7,16,2400,2400,12000,2400,2400
8,16,2400,2400,12000,2400,2400
9,16,2400,2400,12000,2400,2400
10,16,2400,2400,12000,2400,2400
11,16,2400,2400,12000,2400,2400
12,16,2400,2400,12000,2400,2400
1,17,6000,6000,30000,6000,6000
2,17,6000,6000,30000,6000,6000
3,17,6000,6000,30000,6000,6000
4,17,8400,8400,30000,8400,6000
5,17,8400,8400,30000,8400,6000
6,17,6000,6000,30000,6000,6000
7,17,6000,6000,30000,6000,6000
8,17,8400,8400,30000,8400,6000
9,17,6000,6000,30000,6000,6000
10,17,6000,6000,30000,6000,6000
11,17,6000,6000,30000,6000,6000
12,17,6000,6000,30000,6000,6000
1,18,1700,1700,8500,1700,1700
2,18,1700,1700,8500,1700,1700
3,18,1700,1700,8500,1700,1700
4,18,1700,1700,8500,1700,1700
5,18,1700,1700,8500,1700,1700
6,18,1738,1738,8500,1738,1700
7,18,1700,1700,8500,1700,1700
8,18,1700,1700,8500,1700,1700
9,18,1700,1700,8500,1700,1700
10,18,1700,1700,8500,1700,1700
11,18,1738,1738,8500,1738,1700
12,18,1700,1700,8500,1700,1700
1,19,1320,1320,6000,1320,1200
2,19,1320,1320,6000,1320,1200
3,19,1320,1320,6000,1320,1200
4,19,1320,1320,6000,1320,1200
5,19,1320,1320,6000,1320,1200
6,19,1320,1320,6000,1320,1200
7,19,1320,1320,6000,1320,1200
8,19,1320,1320,6000,1320,1200
9,19,1320,1320,6000,1320,1200
