,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio,,
,,,,,Modified,Modified,Modified,Modified,Modified,,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
2,63,anti_first_fail,indomain_min,time,50,80,0.00020695,,4.14E-06,,
2,64,anti_first_fail,indomain_min,obj,413204,413204,413204,438254,1,,6%
2,64,anti_first_fail,indomain_min,time,60,70,0.000232099,,3.87E-06,,
2,65,anti_first_fail,indomain_min,obj,2906280,2906280,2906280,3877680,1,,25%
2,65,anti_first_fail,indomain_min,time,60,80,0.000229145,,3.82E-06,,
2,66,anti_first_fail,indomain_min,obj,837802,837802,843602,954002,1.006922877,,12%
2,66,anti_first_fail,indomain_min,time,50,80,0.000211433,,4.23E-06,,
2,67,anti_first_fail,indomain_min,obj,909300,909300,909300,1198050,1,,24%
2,67,anti_first_fail,indomain_min,time,60,90,0.000200375,,3.34E-06,,
2,68,anti_first_fail,indomain_min,obj,465660,465660,465660,538860,1,,14%
2,68,anti_first_fail,indomain_min,time,60,110,0.000287208,,4.79E-06,,
2,69,anti_first_fail,indomain_min,obj,1852660,1852660,1852660,2837060,1,,35%
2,69,anti_first_fail,indomain_min,time,50,80,0.000209294,,4.19E-06,,
2,70,anti_first_fail,indomain_min,obj,332052,332052,332052,332052,1,,0%
2,70,anti_first_fail,indomain_min,time,60,80,0.000360048,,6.00E-06,,
2,71,anti_first_fail,indomain_min,obj,1470900,1470900,1470900,1912500,1,,23%
2,71,anti_first_fail,indomain_min,time,60,70,0.000198337,,3.31E-06,,
2,72,anti_first_fail,indomain_min,obj,717820,717820,717820,2271100,1,,68%
2,72,anti_first_fail,indomain_min,time,60,70,0.000192069,,3.20E-06,,
2,73,anti_first_fail,indomain_min,obj,3448950,3448950,3448950,4800750,1,,28%
2,73,anti_first_fail,indomain_min,time,50,80,0.000202271,,4.05E-06,,
2,74,anti_first_fail,indomain_min,obj,1621250,1621250,1645700,4114100,1.015080956,,60%
2,74,anti_first_fail,indomain_min,time,60,100,0.000221774,,3.70E-06,,
2,75,anti_first_fail,indomain_min,obj,987208,987208,987208,797208,1,,-24%
2,75,anti_first_fail,indomain_min,time,60,80,0.000209207,,3.49E-06,,
2,76,anti_first_fail,indomain_min,obj,360315,360315,363415,375015,1.008603583,,3%
2,76,anti_first_fail,indomain_min,time,70,110,0.000258923,,3.70E-06,,
2,77,anti_first_fail,indomain_min,obj,377320,377320,377320,140040,1,,-169%
2,77,anti_first_fail,indomain_min,time,50,100,0.000246629,,4.93E-06,,
2,78,anti_first_fail,indomain_min,obj,3086650,3086650,3086650,3665050,1,,16%
2,78,anti_first_fail,indomain_min,time,60,90,0.000216574,,3.61E-06,,
2,79,anti_first_fail,indomain_min,obj,923608,923608,923608,944608,1,,2%
2,79,anti_first_fail,indomain_min,time,60,80,0.000204931,,3.42E-06,,
2,80,anti_first_fail,indomain_min,obj,721580,721580,721580,920270,1,,22%
2,80,anti_first_fail,indomain_min,time,60,80,0.000231456,,3.86E-06,,
2,81,anti_first_fail,indomain_min,obj,3647286,3647286,5120511,3866971,1.40392363,,-32%
2,81,anti_first_fail,indomain_min,time,60,80,0.000208627,,3.48E-06,,
2,82,anti_first_fail,indomain_min,obj,241923,241923,241923,308615,1,,22%
2,82,anti_first_fail,indomain_min,time,50,70,0.000192319,,3.85E-06,,
2,83,anti_first_fail,indomain_min,obj,547800,547800,547800,581700,1,,6%
2,83,anti_first_fail,indomain_min,time,50,90,0.000216637,,4.33E-06,,
2,84,anti_first_fail,indomain_min,obj,365109,365109,365109,471219,1,,23%
2,84,anti_first_fail,indomain_min,time,70,90,0.000203438,,2.91E-06,,
2,85,anti_first_fail,indomain_min,obj,307355,307355,307355,319955,1,,4%
2,85,anti_first_fail,indomain_min,time,60,70,0.000195598,,3.26E-06,,
2,86,anti_first_fail,indomain_min,obj,1091790,1091790,1253130,1040730,1.147775671,,-20%
2,86,anti_first_fail,indomain_min,time,50,80,0.000197746,,3.95E-06,,
2,87,anti_first_fail,indomain_min,obj,2229902,2229902,2229902,3084002,1,,28%
2,87,anti_first_fail,indomain_min,time,60,70,0.000211834,,3.53E-06,,
2,88,anti_first_fail,indomain_min,obj,455352,455352,455352,455352,1,,0%
2,88,anti_first_fail,indomain_min,time,60,70,0.000194756,,3.25E-06,,
2,89,anti_first_fail,indomain_min,obj,365600,365600,365600,365600,1,,0%
2,89,anti_first_fail,indomain_min,time,60,80,0.000767703,,1.28E-05,,
2,90,anti_first_fail,indomain_min,obj,1587690,1587690,1647826,1723378,1.037876412,,4%
2,90,anti_first_fail,indomain_min,time,60,90,0.000209692,,3.49E-06,,
2,91,anti_first_fail,indomain_min,obj,1290490,1290490,1290490,1749390,1,,26%
2,91,anti_first_fail,indomain_min,time,50,70,0.000193674,,3.87E-06,,
2,92,anti_first_fail,indomain_min,obj,1200595,1200595,1201500,1115265,1.000753793,,-8%
2,92,anti_first_fail,indomain_min,time,80,100,0.000208061,,2.60E-06,,
2,93,anti_first_fail,indomain_min,obj,2353160,2353160,2353160,4549960,1,,48%
2,93,anti_first_fail,indomain_min,time,50,90,0.000192028,,3.84E-06,,
2,94,anti_first_fail,indomain_min,obj,1422676,1422676,1743020,1558860,1.225170032,,-12%
2,94,anti_first_fail,indomain_min,time,60,80,0.000196656,,3.28E-06,,
2,95,anti_first_fail,indomain_min,obj,470426,470426,470426,484426,1,,3%
2,95,anti_first_fail,indomain_min,time,60,80,0.000220524,,3.68E-06,,
2,96,anti_first_fail,indomain_min,obj,772540,772540,772540,775040,1,,0%
2,96,anti_first_fail,indomain_min,time,50,80,0.000229159,,4.58E-06,,
2,97,anti_first_fail,indomain_min,obj,304478,304478,304478,257678,1,,-18%
2,97,anti_first_fail,indomain_min,time,60,90,0.000207604,,3.46E-06,,
2,98,anti_first_fail,indomain_min,obj,2172574,2172574,2172574,2397574,1,,9%
2,98,anti_first_fail,indomain_min,time,60,80,0.000217508,,3.63E-06,,
2,99,anti_first_fail,indomain_min,obj,857383,857383,1083427,1334820,1.263644136,,19%
2,99,anti_first_fail,indomain_min,time,60,90,0.000220756,,3.68E-06,,
2,100,anti_first_fail,indomain_min,obj,346863,346863,685557,153223,1.976448915,,-347%
2,100,anti_first_fail,indomain_min,time,60,100,0.000214012,,3.57E-06,,
3,1,anti_first_fail,indomain_min,obj,464890,464890,464890,480665,1,,3%
3,1,anti_first_fail,indomain_min,time,50,80,0.000209507,,4.19E-06,,
3,2,anti_first_fail,indomain_min,obj,1077930,1077930,1077930,1621930,1,,34%
3,2,anti_first_fail,indomain_min,time,60,110,0.000205509,,3.43E-06,,
3,3,anti_first_fail,indomain_min,obj,602924,602924,602924,617294,1,,2%
3,3,anti_first_fail,indomain_min,time,60,80,0.000201575,,3.36E-06,,
3,4,anti_first_fail,indomain_min,obj,2509090,2509090,2509090,2674990,1,,6%
3,4,anti_first_fail,indomain_min,time,60,70,0.000203993,,3.40E-06,,
3,5,anti_first_fail,indomain_min,obj,1835540,1835540,1835540,2071740,1,,11%
3,5,anti_first_fail,indomain_min,time,60,60,0.000196788,,3.28E-06,,
3,6,anti_first_fail,indomain_min,obj,1454080,1454080,1716620,1406720,1.180554027,,-22%
3,6,anti_first_fail,indomain_min,time,60,120,0.00021771,,3.63E-06,,
3,7,anti_first_fail,indomain_min,obj,1285000,1285000,1285000,1265300,1,,-2%
3,7,anti_first_fail,indomain_min,time,60,80,0.000235183,,3.92E-06,,
3,8,anti_first_fail,indomain_min,obj,1985756,1985756,2013956,2672912,1.014201141,,25%
3,8,anti_first_fail,indomain_min,time,80,90,0.00048387,,6.05E-06,,
3,9,anti_first_fail,indomain_min,obj,1684636,1684636,1685436,1991436,1.00047488,,15%
3,9,anti_first_fail,indomain_min,time,70,80,0.00020704,,2.96E-06,,
3,10,anti_first_fail,indomain_min,obj,1957080,1957080,1957080,2052080,1,,5%
3,10,anti_first_fail,indomain_min,time,60,70,0.000193921,,3.23E-06,,
3,11,anti_first_fail,indomain_min,obj,1248100,1248100,1248100,1277500,1,,2%
3,11,anti_first_fail,indomain_min,time,60,80,0.000234661,,3.91E-06,,
3,12,anti_first_fail,indomain_min,obj,277350,277350,298944,167046,1.077858302,,-79%
3,12,anti_first_fail,indomain_min,time,60,90,0.000192163,,3.20E-06,,
3,13,anti_first_fail,indomain_min,obj,1416890,1416890,1416890,1416890,1,,0%
3,13,anti_first_fail,indomain_min,time,60,90,0.000220993,,3.68E-06,,
3,14,anti_first_fail,indomain_min,obj,225090,225090,225090,225810,1,,0%
3,14,anti_first_fail,indomain_min,time,60,90,0.000203038,,3.38E-06,,
3,15,anti_first_fail,indomain_min,obj,1795965,1795965,1795965,2037365,1,,12%
3,15,anti_first_fail,indomain_min,time,50,90,0.000206375,,4.13E-06,,
3,16,anti_first_fail,indomain_min,obj,1322776,1322776,1322776,1437596,1,,8%
3,16,anti_first_fail,indomain_min,time,60,90,0.000198022,,3.30E-06,,
3,17,anti_first_fail,indomain_min,obj,3676900,3676900,3676900,3692900,1,,0%
3,17,anti_first_fail,indomain_min,time,50,70,0.000190448,,3.81E-06,,
3,18,anti_first_fail,indomain_min,obj,823349,823349,823349,823133,1,,0%
3,18,anti_first_fail,indomain_min,time,60,100,0.000202334,,3.37E-06,,
3,19,anti_first_fail,indomain_min,obj,1176221,1176221,1176221,1226321,1,,4%
3,19,anti_first_fail,indomain_min,time,60,70,0.000190616,,3.18E-06,,
3,20,anti_first_fail,indomain_min,obj,273651,273651,273651,273651,1,,0%
3,20,anti_first_fail,indomain_min,time,60,80,0.00022058,,3.68E-06,,
3,21,anti_first_fail,indomain_min,obj,536680,536680,536680,537280,1,,0%
3,21,anti_first_fail,indomain_min,time,60,80,0.000204914,,3.42E-06,,
3,22,anti_first_fail,indomain_min,obj,312953,312953,312953,333453,1,,6%
3,22,anti_first_fail,indomain_min,time,60,80,0.000205631,,3.43E-06,,
3,23,anti_first_fail,indomain_min,obj,1538100,1538100,1545500,1420700,1.004811131,,-9%
3,23,anti_first_fail,indomain_min,time,50,80,0.00022813,,4.56E-06,,
3,24,anti_first_fail,indomain_min,obj,608200,608200,608200,608700,1,,0%
3,24,anti_first_fail,indomain_min,time,60,80,0.000193262,,3.22E-06,,
3,25,anti_first_fail,indomain_min,obj,511565,511565,518865,577565,1.014269936,,10%
3,25,anti_first_fail,indomain_min,time,60,90,0.000236786,,3.95E-06,,
3,26,anti_first_fail,indomain_min,obj,623300,623300,632860,666260,1.015337719,,5%
3,26,anti_first_fail,indomain_min,time,60,100,0.000228777,,3.81E-06,,
3,27,anti_first_fail,indomain_min,obj,76740,76740,76740,76880,1,,0%
3,27,anti_first_fail,indomain_min,time,60,80,0.000202581,,3.38E-06,,
3,28,anti_first_fail,indomain_min,obj,559650,559650,656850,465450,1.173679979,,-41%
3,28,anti_first_fail,indomain_min,time,70,100,0.000361003,,5.16E-06,,
3,29,anti_first_fail,indomain_min,obj,1423536,1423536,1423536,1713036,1,,17%
3,29,anti_first_fail,indomain_min,time,50,70,0.0001985,,3.97E-06,,
3,30,anti_first_fail,indomain_min,obj,1359816,1359816,1359816,1856416,1,,27%
3,30,anti_first_fail,indomain_min,time,60,70,0.000189907,,3.17E-06,,
3,31,anti_first_fail,indomain_min,obj,1557743,1557743,1557743,2202543,1,,29%
3,31,anti_first_fail,indomain_min,time,50,80,0.000224097,,4.48E-06,,
3,32,anti_first_fail,indomain_min,obj,2761399,2761399,3020830,3413530,1.093949118,,12%
3,32,anti_first_fail,indomain_min,time,70,100,0.000226929,,3.24E-06,,
3,33,anti_first_fail,indomain_min,obj,1057580,1057580,1063580,940580,1.00567333,,-13%
3,33,anti_first_fail,indomain_min,time,70,90,0.000209485,,2.99E-06,,
3,34,anti_first_fail,indomain_min,obj,831690,831690,959020,654520,1.153097909,,-47%
3,34,anti_first_fail,indomain_min,time,60,90,0.000251431,,4.19E-06,,
3,35,anti_first_fail,indomain_min,obj,3006588,3006588,3006588,3724148,1,,19%
3,35,anti_first_fail,indomain_min,time,60,90,0.000234481,,3.91E-06,,
3,36,anti_first_fail,indomain_min,obj,578158,578158,578158,596758,1,,3%
3,36,anti_first_fail,indomain_min,time,50,70,0.000190392,,3.81E-06,,
3,37,anti_first_fail,indomain_min,obj,1947242,1947242,1947242,2078342,1,,6%
3,37,anti_first_fail,indomain_min,time,60,80,0.000228972,,3.82E-06,,
3,38,anti_first_fail,indomain_min,obj,1524020,1524020,1524020,1893020,1,,19%
3,38,anti_first_fail,indomain_min,time,60,70,0.000191065,,3.18E-06,,
3,39,anti_first_fail,indomain_min,obj,1162274,1162274,1162274,1240974,1,,6%
3,39,anti_first_fail,indomain_min,time,60,90,0.000216292,,3.60E-06,,
3,40,anti_first_fail,indomain_min,obj,862545,862545,862545,907545,1,,5%
3,40,anti_first_fail,indomain_min,time,60,80,0.000213625,,3.56E-06,,
3,41,anti_first_fail,indomain_min,obj,615412,615412,678212,434312,1.102045459,,-56%
3,41,anti_first_fail,indomain_min,time,70,80,0.000211781,,3.03E-06,,
3,42,anti_first_fail,indomain_min,obj,448030,448030,602480,448030,1.34473138,,-34%
3,42,anti_first_fail,indomain_min,time,50,80,0.00020182,,4.04E-06,,
3,43,anti_first_fail,indomain_min,obj,1790592,1790592,1790592,2696792,1,,34%
3,43,anti_first_fail,indomain_min,time,50,80,0.000201173,,4.02E-06,,
3,44,anti_first_fail,indomain_min,obj,856065,856065,879627,894480,1.027523611,,2%
3,44,anti_first_fail,indomain_min,time,50,80,0.000199413,,3.99E-06,,
3,45,anti_first_fail,indomain_min,obj,918445,918445,923145,947600,1.005117345,,3%
3,45,anti_first_fail,indomain_min,time,50,100,0.000248474,,4.97E-06,,
3,46,anti_first_fail,indomain_min,obj,1760850,1760850,1955050,2100450,1.110287645,,7%
3,46,anti_first_fail,indomain_min,time,60,80,0.000213396,,3.56E-06,,
3,47,anti_first_fail,indomain_min,obj,44906,44906,90908,53516,2.024406538,,-70%
3,47,anti_first_fail,indomain_min,time,60,80,0.000209866,,3.50E-06,,
3,48,anti_first_fail,indomain_min,obj,181907,181907,181907,186607,1,,3%
3,48,anti_first_fail,indomain_min,time,50,70,0.000190254,,3.81E-06,,
3,49,anti_first_fail,indomain_min,obj,1742410,1742410,1742410,2522920,1,,31%
3,49,anti_first_fail,indomain_min,time,50,90,0.000234774,,4.70E-06,,
3,50,anti_first_fail,indomain_min,obj,169380,169380,273060,204570,1.612114772,,-33%
3,50,anti_first_fail,indomain_min,time,60,70,0.00020504,,3.42E-06,,
3,51,anti_first_fail,indomain_min,obj,259195,259195,259195,301195,1,,14%
3,51,anti_first_fail,indomain_min,time,60,80,0.000203397,,3.39E-06,,
3,52,anti_first_fail,indomain_min,obj,861884,861884,861884,861884,1,,0%
3,52,anti_first_fail,indomain_min,time,60,60,0.000190197,,3.17E-06,,
3,53,anti_first_fail,indomain_min,obj,1128452,1128452,1128452,1175668,1,,4%
3,53,anti_first_fail,indomain_min,time,60,110,0.000231226,,3.85E-06,,
3,54,anti_first_fail,indomain_min,obj,1693100,1693100,1693100,1886300,1,,10%
3,54,anti_first_fail,indomain_min,time,60,70,0.000220838,,3.68E-06,,
3,55,anti_first_fail,indomain_min,obj,561242,561242,561242,404042,1,,-39%
3,55,anti_first_fail,indomain_min,time,60,90,0.000201898,,3.36E-06,,
3,56,anti_first_fail,indomain_min,obj,1006774,1006774,1006774,1015774,1,,1%
3,56,anti_first_fail,indomain_min,time,60,70,0.000193294,,3.22E-06,,
3,57,anti_first_fail,indomain_min,obj,1686900,1686900,1686900,1818350,1,,7%
3,57,anti_first_fail,indomain_min,time,50,70,0.000193625,,3.87E-06,,
3,58,anti_first_fail,indomain_min,obj,2312800,2312800,2312800,2481700,1,,7%
3,58,anti_first_fail,indomain_min,time,50,70,0.000194796,,3.90E-06,,
3,59,anti_first_fail,indomain_min,obj,244801,244801,244801,214701,1,,-14%
3,59,anti_first_fail,indomain_min,time,60,90,0.000224446,,3.74E-06,,
3,60,anti_first_fail,indomain_min,obj,1823300,1823300,1840700,2165000,1.009543136,,15%
3,60,anti_first_fail,indomain_min,time,60,90,0.000217714,,3.63E-06,,
3,61,anti_first_fail,indomain_min,obj,425450,425450,425450,428350,1,,1%
3,61,anti_first_fail,indomain_min,time,60,80,0.000211188,,3.52E-06,,
3,62,anti_first_fail,indomain_min,obj,1379500,1379500,1386700,1365400,1.005219282,,-2%
3,62,anti_first_fail,indomain_min,time,60,80,0.000201335,,3.36E-06,,
3,63,anti_first_fail,indomain_min,obj,314397,314397,314397,317972,1,,1%
3,63,anti_first_fail,indomain_min,time,50,80,0.000207108,,4.14E-06,,
3,64,anti_first_fail,indomain_min,obj,365024,365024,365024,365024,1,,0%
3,64,anti_first_fail,indomain_min,time,60,80,0.00021435,,3.57E-06,,
3,65,anti_first_fail,indomain_min,obj,2720010,2720010,2720010,3683610,1,,26%
3,65,anti_first_fail,indomain_min,time,60,70,0.000197666,,3.29E-06,,
3,66,anti_first_fail,indomain_min,obj,763174,763174,772374,893874,1.012054918,,14%
3,66,anti_first_fail,indomain_min,time,60,80,0.000192657,,3.21E-06,,
3,67,anti_first_fail,indomain_min,obj,830130,830130,830130,834630,1,,1%
3,67,anti_first_fail,indomain_min,time,100,80,0.000507635,,5.08E-06,,
3,68,anti_first_fail,indomain_min,obj,436980,436980,439680,487480,1.006178772,,10%
3,68,anti_first_fail,indomain_min,time,70,90,0.000213072,,3.04E-06,,
3,69,anti_first_fail,indomain_min,obj,1790160,1790160,1790160,2259260,1,,21%
3,69,anti_first_fail,indomain_min,time,60,80,0.000208227,,3.47E-06,,
3,70,anti_first_fail,indomain_min,obj,297256,297256,297256,297256,1,,0%
3,70,anti_first_fail,indomain_min,time,60,80,0.000213976,,3.57E-06,,
3,71,anti_first_fail,indomain_min,obj,1338820,1338820,1338820,1621420,1,,17%
3,71,anti_first_fail,indomain_min,time,60,70,0.000195226,,3.25E-06,,
3,72,anti_first_fail,indomain_min,obj,696135,696135,696135,742900,1,,6%
3,72,anti_first_fail,indomain_min,time,60,60,0.000226913,,3.78E-06,,
3,73,anti_first_fail,indomain_min,obj,3203000,3203000,3203000,3887050,1,,18%
3,73,anti_first_fail,indomain_min,time,50,70,0.000204502,,4.09E-06,,
3,74,anti_first_fail,indomain_min,obj,1543225,1543225,1564975,1402975,1.014093862,,-12%
3,74,anti_first_fail,indomain_min,time,60,90,0.000213962,,3.57E-06,,
3,75,anti_first_fail,indomain_min,obj,903104,903104,903104,726704,1,,-24%
3,75,anti_first_fail,indomain_min,time,60,80,0.000204463,,3.41E-06,,
3,76,anti_first_fail,indomain_min,obj,339405,339405,339405,358005,1,,5%
3,76,anti_first_fail,indomain_min,time,60,100,0.000253476,,4.22E-06,,
3,77,anti_first_fail,indomain_min,obj,371550,371550,371550,133965,1,,-177%
3,77,anti_first_fail,indomain_min,time,50,100,0.000239935,,4.80E-06,,
3,78,anti_first_fail,indomain_min,obj,2873410,2873410,2873410,3532710,1,,19%
3,78,anti_first_fail,indomain_min,time,60,90,0.00021755,,3.63E-06,,
3,79,anti_first_fail,indomain_min,obj,883032,883032,883032,894132,1,,1%
3,79,anti_first_fail,indomain_min,time,50,70,0.000208445,,4.17E-06,,
3,80,anti_first_fail,indomain_min,obj,747940,747940,747940,765920,1,,2%
3,80,anti_first_fail,indomain_min,time,60,80,0.000528022,,8.80E-06,,
3,81,anti_first_fail,indomain_min,obj,3464716,3464716,3825511,3388211,1.104134076,,-13%
3,81,anti_first_fail,indomain_min,time,60,90,0.000208475,,3.47E-06,,
3,82,anti_first_fail,indomain_min,obj,205184,205184,205184,241584,1,,15%
3,82,anti_first_fail,indomain_min,time,60,60,0.000197148,,3.29E-06,,
3,83,anti_first_fail,indomain_min,obj,484490,484490,484490,475190,1,,-2%
3,83,anti_first_fail,indomain_min,time,60,80,0.000208506,,3.48E-06,,
3,84,anti_first_fail,indomain_min,obj,320392,320392,322022,218942,1.005087518,,-47%
3,84,anti_first_fail,indomain_min,time,70,90,0.000194666,,2.78E-06,,
3,85,anti_first_fail,indomain_min,obj,271962,271962,271962,271962,1,,0%
3,85,anti_first_fail,indomain_min,time,60,80,0.000194937,,3.25E-06,,
3,86,anti_first_fail,indomain_min,obj,1028722,1028722,1125512,1019812,1.094087616,,-10%
3,86,anti_first_fail,indomain_min,time,60,80,0.000199622,,3.33E-06,,
3,87,anti_first_fail,indomain_min,obj,1983392,1983392,1983392,2152892,1,,8%
3,87,anti_first_fail,indomain_min,time,60,70,0.000210754,,3.51E-06,,
3,88,anti_first_fail,indomain_min,obj,416066,416066,416066,419966,1,,1%
3,88,anti_first_fail,indomain_min,time,60,70,0.000191652,,3.19E-06,,
3,89,anti_first_fail,indomain_min,obj,342660,342660,342660,342660,1,,0%
3,89,anti_first_fail,indomain_min,time,60,100,0.000206112,,3.44E-06,,
3,90,anti_first_fail,indomain_min,obj,1468350,1468350,1509714,1545234,1.028170395,,2%
3,90,anti_first_fail,indomain_min,time,60,90,0.000213931,,3.57E-06,,
3,91,anti_first_fail,indomain_min,obj,1140742,1140742,1140742,1290742,1,,12%
3,91,anti_first_fail,indomain_min,time,60,80,0.000189891,,3.16E-06,,
3,92,anti_first_fail,indomain_min,obj,1104425,1104425,1167840,1025100,1.057419019,,-14%
3,92,anti_first_fail,indomain_min,time,60,100,0.000206787,,3.45E-06,,
3,93,anti_first_fail,indomain_min,obj,2279880,2279880,2279880,2895580,1,,21%
3,93,anti_first_fail,indomain_min,time,60,90,0.000196298,,3.27E-06,,
3,94,anti_first_fail,indomain_min,obj,1223128,1223128,1544648,1277000,1.26286701,,-21%
3,94,anti_first_fail,indomain_min,time,60,80,0.000195036,,3.25E-06,,
3,95,anti_first_fail,indomain_min,obj,432608,432608,432608,445408,1,,3%
3,95,anti_first_fail,indomain_min,time,60,80,0.000215984,,3.60E-06,,
3,96,anti_first_fail,indomain_min,obj,713140,713140,713140,713140,1,,0%
3,96,anti_first_fail,indomain_min,time,60,90,0.00021702,,3.62E-06,,
3,97,anti_first_fail,indomain_min,obj,246802,246802,246802,248002,1,,0%
3,97,anti_first_fail,indomain_min,time,60,80,0.000200977,,3.35E-06,,
3,98,anti_first_fail,indomain_min,obj,2041131,2041131,2041131,2394831,1,,15%
3,98,anti_first_fail,indomain_min,time,60,80,0.000213179,,3.55E-06,,
3,99,anti_first_fail,indomain_min,obj,746024,746024,923348,746582,1.237692085,,-24%
3,99,anti_first_fail,indomain_min,time,60,90,0.00021504,,3.58E-06,,
3,100,anti_first_fail,indomain_min,obj,336914,336914,598609,141520,1.776741246,,-323%
3,100,anti_first_fail,indomain_min,time,60,100,0.000206863,,3.45E-06,,
4,1,anti_first_fail,indomain_min,obj,399745,399745,399745,440170,1,,9%
4,1,anti_first_fail,indomain_min,time,50,70,0.000211025,,4.22E-06,,
4,2,anti_first_fail,indomain_min,obj,1022669,1022669,1022669,1832994,1,,44%
4,2,anti_first_fail,indomain_min,time,60,110,0.000425033,,7.08E-06,,
4,3,anti_first_fail,indomain_min,obj,597632,597632,597632,603132,1,,1%
4,3,anti_first_fail,indomain_min,time,60,80,0.000197245,,3.29E-06,,
4,4,anti_first_fail,indomain_min,obj,2360150,2360150,2360150,2544350,1,,7%
4,4,anti_first_fail,indomain_min,time,60,70,0.000195116,,3.25E-06,,
4,5,anti_first_fail,indomain_min,obj,1819378,1819378,1819378,2174778,1,,16%
4,5,anti_first_fail,indomain_min,time,60,70,0.000192419,,3.21E-06,,
4,6,anti_first_fail,indomain_min,obj,1468060,1468060,1630260,1491460,1.110485947,,-9%
4,6,anti_first_fail,indomain_min,time,70,100,0.00023536,,3.36E-06,,
4,7,anti_first_fail,indomain_min,obj,1323500,1323500,1323500,1365300,1,,3%
4,7,anti_first_fail,indomain_min,time,60,80,0.000211651,,3.53E-06,,
4,8,anti_first_fail,indomain_min,obj,1851312,1851312,1897512,2939660,1.024955275,,35%
4,8,anti_first_fail,indomain_min,time,60,90,0.00020155,,3.36E-06,,
4,9,anti_first_fail,indomain_min,obj,1594846,1594846,1599046,2023846,1.002633483,,21%
4,9,anti_first_fail,indomain_min,time,60,80,0.000204062,,3.40E-06,,
4,10,anti_first_fail,indomain_min,obj,1864445,1864445,1864445,1891445,1,,1%
4,10,anti_first_fail,indomain_min,time,60,70,0.000192422,,3.21E-06,,
4,11,anti_first_fail,indomain_min,obj,1253700,1253700,1253700,1301400,1,,4%
4,11,anti_first_fail,indomain_min,time,60,70,0.000218636,,3.64E-06,,
4,12,anti_first_fail,indomain_min,obj,271496,271496,293054,168768,1.079404485,,-74%
4,12,anti_first_fail,indomain_min,time,60,100,0.000189295,,3.15E-06,,
4,13,anti_first_fail,indomain_min,obj,1513605,1513605,1726825,1554005,1.140868985,,-11%
4,13,anti_first_fail,indomain_min,time,60,160,0.000226587,,3.78E-06,,
4,14,anti_first_fail,indomain_min,obj,252210,252210,252210,256260,1,,2%
4,14,anti_first_fail,indomain_min,time,60,100,0.000207626,,3.46E-06,,
4,15,anti_first_fail,indomain_min,obj,1686885,1686885,1686885,2068585,1,,18%
4,15,anti_first_fail,indomain_min,time,50,90,0.000205427,,4.11E-06,,
4,16,anti_first_fail,indomain_min,obj,1286656,1286656,1297952,1472604,1.008779347,,12%
4,16,anti_first_fail,indomain_min,time,50,80,0.00019464,,3.89E-06,,
4,17,anti_first_fail,indomain_min,obj,3596000,3596000,3596000,3749800,1,,4%
4,17,anti_first_fail,indomain_min,time,60,70,0.000194506,,3.24E-06,,
4,18,anti_first_fail,indomain_min,obj,888545,888545,888545,891105,1,,0%
4,18,anti_first_fail,indomain_min,time,60,100,0.000203508,,3.39E-06,,
4,19,anti_first_fail,indomain_min,obj,1119132,1119132,1119132,1288032,1,,13%
4,19,anti_first_fail,indomain_min,time,60,70,0.000394385,,6.57E-06,,
4,20,anti_first_fail,indomain_min,obj,284178,284178,284178,287178,1,,1%
4,20,anti_first_fail,indomain_min,time,60,70,0.000202288,,3.37E-06,,
4,21,anti_first_fail,indomain_min,obj,538112,538112,538112,552212,1,,3%
4,21,anti_first_fail,indomain_min,time,60,80,0.000204735,,3.41E-06,,
4,22,anti_first_fail,indomain_min,obj,264748,264748,264748,264748,1,,0%
4,22,anti_first_fail,indomain_min,time,60,80,0.000196117,,3.27E-06,,
4,23,anti_first_fail,indomain_min,obj,1570350,1570350,1570350,1694350,1,,7%
4,23,anti_first_fail,indomain_min,time,50,90,0.000221716,,4.43E-06,,
4,24,anti_first_fail,indomain_min,obj,615900,615900,615900,619600,1,,1%
4,24,anti_first_fail,indomain_min,time,60,80,0.000199383,,3.32E-06,,
4,25,anti_first_fail,indomain_min,obj,491910,491910,491910,503610,1,,2%
4,25,anti_first_fail,indomain_min,time,60,80,0.000237613,,3.96E-06,,
4,26,anti_first_fail,indomain_min,obj,599564,599564,601364,668764,1.003002182,,10%
4,26,anti_first_fail,indomain_min,time,60,90,0.000233365,,3.89E-06,,
4,27,anti_first_fail,indomain_min,obj,74646,74646,74646,75666,1,,1%
4,27,anti_first_fail,indomain_min,time,60,80,0.000207937,,3.47E-06,,
4,28,anti_first_fail,indomain_min,obj,571600,571600,642700,498400,1.124387684,,-29%
4,28,anti_first_fail,indomain_min,time,60,100,0.000229377,,3.82E-06,,
4,29,anti_first_fail,indomain_min,obj,1298910,1298910,1298910,1540010,1,,16%
4,29,anti_first_fail,indomain_min,time,60,70,0.000199408,,3.32E-06,,
4,30,anti_first_fail,indomain_min,obj,1239635,1239635,1239635,1728035,1,,28%
4,30,anti_first_fail,indomain_min,time,50,70,0.000189012,,3.78E-06,,
4,31,anti_first_fail,indomain_min,obj,1433225,1433225,1433225,2151725,1,,33%
4,31,anti_first_fail,indomain_min,time,60,80,0.000222873,,3.71E-06,,
