,,,,,Gecode,Gurobi,OGSA,Preferred,Objective Ratio,,
,,,,,Modified,Modified,Modified,Modified,Modified,,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
5,100,anti_first_fail,indomain_min,time,60,100,0.000208753,,3.48E-06,,
6,1,anti_first_fail,indomain_min,obj,401210,401210,401210,524615,1,,24%
6,1,anti_first_fail,indomain_min,time,50,70,0.000222059,,4.44E-06,,
6,2,anti_first_fail,indomain_min,obj,1045066,1045066,1045066,2295122,1,,54%
6,2,anti_first_fail,indomain_min,time,60,80,0.000203381,,3.39E-06,,
6,3,anti_first_fail,indomain_min,obj,629836,629836,629836,736066,1,,14%
6,3,anti_first_fail,indomain_min,time,50,80,0.000200007,,4.00E-06,,
6,4,anti_first_fail,indomain_min,obj,2406210,2406210,2406210,2781810,1,,14%
6,4,anti_first_fail,indomain_min,time,50,70,0.000192963,,3.86E-06,,
6,5,anti_first_fail,indomain_min,obj,1903644,1903644,1903644,2330344,1,,18%
6,5,anti_first_fail,indomain_min,time,60,70,0.000197163,,3.29E-06,,
6,6,anti_first_fail,indomain_min,obj,1457390,1457390,1712990,1953590,1.175382019,,12%
6,6,anti_first_fail,indomain_min,time,60,110,0.000221232,,3.69E-06,,
6,7,anti_first_fail,indomain_min,obj,1392400,1392400,1392400,1674100,1,,17%
6,7,anti_first_fail,indomain_min,time,120,200,0.000371159,,3.09E-06,,
6,8,anti_first_fail,indomain_min,obj,1995408,1995408,2015208,3712740,1.009922783,,46%
6,8,anti_first_fail,indomain_min,time,60,120,0.000196084,,3.27E-06,,
6,9,anti_first_fail,indomain_min,obj,1608954,1608954,1615554,3115554,1.004102044,,48%
6,9,anti_first_fail,indomain_min,time,70,90,0.000366166,,5.23E-06,,
6,10,anti_first_fail,indomain_min,obj,1877719,1877719,1877719,1966419,1,,5%
6,10,anti_first_fail,indomain_min,time,80,70,0.000503419,,6.29E-06,,
6,11,anti_first_fail,indomain_min,obj,1420500,1420500,1420500,1446000,1,,2%
6,11,anti_first_fail,indomain_min,time,60,80,0.000213564,,3.56E-06,,
6,12,anti_first_fail,indomain_min,obj,280816,280816,302614,202292,1.077623782,,-50%
6,12,anti_first_fail,indomain_min,time,60,100,0.000190876,,3.18E-06,,
6,13,anti_first_fail,indomain_min,obj,1530265,1530265,1706435,1538565,1.115123851,,-11%
6,13,anti_first_fail,indomain_min,time,60,80,0.00027174,,4.53E-06,,
6,14,anti_first_fail,indomain_min,obj,249165,249165,249165,254115,1,,2%
6,14,anti_first_fail,indomain_min,time,80,100,0.000205009,,2.56E-06,,
6,15,anti_first_fail,indomain_min,obj,1714950,1714950,1723050,2493450,1.00472317,,31%
6,15,anti_first_fail,indomain_min,time,60,90,0.000211634,,3.53E-06,,
6,16,anti_first_fail,indomain_min,obj,1392148,1392148,1433092,1690296,1.029410666,,15%
6,16,anti_first_fail,indomain_min,time,50,80,0.000194669,,3.89E-06,,
6,17,anti_first_fail,indomain_min,obj,3791400,3791400,3791400,4396300,1,,14%
6,17,anti_first_fail,indomain_min,time,60,70,0.000197408,,3.29E-06,,
6,18,anti_first_fail,indomain_min,obj,877323,877323,877323,967123,1,,9%
6,18,anti_first_fail,indomain_min,time,60,110,0.000208892,,3.48E-06,,
6,19,anti_first_fail,indomain_min,obj,1266062,1266062,1266062,1750862,1,,28%
6,19,anti_first_fail,indomain_min,time,60,70,0.000192479,,3.21E-06,,
6,20,anti_first_fail,indomain_min,obj,352035,352035,352575,484275,1.001533938,,27%
6,20,anti_first_fail,indomain_min,time,60,80,0.000204731,,3.41E-06,,
6,21,anti_first_fail,indomain_min,obj,623320,623320,623320,664720,1,,6%
6,21,anti_first_fail,indomain_min,time,60,80,0.000209099,,3.48E-06,,
6,22,anti_first_fail,indomain_min,obj,286972,286972,286972,286972,1,,0%
6,22,anti_first_fail,indomain_min,time,60,80,0.000195985,,3.27E-06,,
6,23,anti_first_fail,indomain_min,obj,1632950,1632950,1650950,2444650,1.011022995,,32%
6,23,anti_first_fail,indomain_min,time,50,80,0.000222235,,4.44E-06,,
6,24,anti_first_fail,indomain_min,obj,718500,718500,732750,742350,1.019832985,,1%
6,24,anti_first_fail,indomain_min,time,60,80,0.000203886,,3.40E-06,,
6,25,anti_first_fail,indomain_min,obj,527435,527435,527435,600135,1,,12%
6,25,anti_first_fail,indomain_min,time,60,80,0.000241779,,4.03E-06,,
6,26,anti_first_fail,indomain_min,obj,630410,630410,643594,896794,1.020913374,,28%
6,26,anti_first_fail,indomain_min,time,60,90,0.000280524,,4.68E-06,,
6,27,anti_first_fail,indomain_min,obj,112012,112012,112012,118012,1,,5%
6,27,anti_first_fail,indomain_min,time,60,80,0.000209734,,3.50E-06,,
6,28,anti_first_fail,indomain_min,obj,665600,665600,776300,650600,1.166316106,,-19%
6,28,anti_first_fail,indomain_min,time,60,100,0.000220947,,3.68E-06,,
6,29,anti_first_fail,indomain_min,obj,1296327,1296327,1296327,1702027,1,,24%
6,29,anti_first_fail,indomain_min,time,60,70,0.000201745,,3.36E-06,,
6,30,anti_first_fail,indomain_min,obj,1240187,1240187,1240187,2098387,1,,41%
6,30,anti_first_fail,indomain_min,time,50,70,0.000191573,,3.83E-06,,
6,31,anti_first_fail,indomain_min,obj,1418710,1418710,1418710,2995910,1,,53%
6,31,anti_first_fail,indomain_min,time,60,80,0.000223989,,3.73E-06,,
6,32,anti_first_fail,indomain_min,obj,2538115,2538115,2732124,4475824,1.076438223,,39%
6,32,anti_first_fail,indomain_min,time,60,110,0.00063011,,1.05E-05,,
6,33,anti_first_fail,indomain_min,obj,1053680,1053680,1053680,1058480,1,,0%
6,33,anti_first_fail,indomain_min,time,60,90,0.000209239,,3.49E-06,,
6,34,anti_first_fail,indomain_min,obj,978845,978845,1065660,870460,1.088691264,,-22%
6,34,anti_first_fail,indomain_min,time,50,80,0.000261554,,5.23E-06,,
6,35,anti_first_fail,indomain_min,obj,2908362,2908362,2908362,5359314,1,,46%
6,35,anti_first_fail,indomain_min,time,60,80,0.000191508,,3.19E-06,,
6,36,anti_first_fail,indomain_min,obj,664378,664378,664378,692938,1,,4%
6,36,anti_first_fail,indomain_min,time,60,70,0.000191103,,3.19E-06,,
6,37,anti_first_fail,indomain_min,obj,1941158,1941158,1941158,2163758,1,,10%
6,37,anti_first_fail,indomain_min,time,50,90,0.000210245,,4.20E-06,,
6,38,anti_first_fail,indomain_min,obj,1408933,1408933,1408933,2578933,1,,45%
6,38,anti_first_fail,indomain_min,time,60,70,0.000195081,,3.25E-06,,
6,39,anti_first_fail,indomain_min,obj,1291548,1291548,1291548,1531448,1,,16%
6,39,anti_first_fail,indomain_min,time,60,80,0.000216418,,3.61E-06,,
6,40,anti_first_fail,indomain_min,obj,893350,893350,893350,1208950,1,,26%
6,40,anti_first_fail,indomain_min,time,60,80,0.000225513,,3.76E-06,,
6,41,anti_first_fail,indomain_min,obj,635830,635830,762030,567130,1.198480726,,-34%
6,41,anti_first_fail,indomain_min,time,60,80,0.000326831,,5.45E-06,,
6,42,anti_first_fail,indomain_min,obj,525934,525934,525934,827134,1,,36%
6,42,anti_first_fail,indomain_min,time,50,70,0.000213522,,4.27E-06,,
6,43,anti_first_fail,indomain_min,obj,1764904,1764904,1764904,2438754,1,,28%
6,43,anti_first_fail,indomain_min,time,60,70,0.000208416,,3.47E-06,,
6,44,anti_first_fail,indomain_min,obj,854572,854572,866072,936672,1.013457029,,8%
6,44,anti_first_fail,indomain_min,time,60,90,0.000210821,,3.51E-06,,
6,45,anti_first_fail,indomain_min,obj,896940,896940,901455,873300,1.005033782,,-3%
6,45,anti_first_fail,indomain_min,time,60,100,0.000254234,,4.24E-06,,
6,46,anti_first_fail,indomain_min,obj,1678800,1678800,1684800,2296950,1.003573981,,27%
6,46,anti_first_fail,indomain_min,time,60,100,0.000213077,,3.55E-06,,
6,47,anti_first_fail,indomain_min,obj,53700,53700,86928,57806,1.61877095,,-50%
6,47,anti_first_fail,indomain_min,time,60,120,0.000206709,,3.45E-06,,
6,48,anti_first_fail,indomain_min,obj,218312,218312,218312,231912,1,,6%
6,48,anti_first_fail,indomain_min,time,50,60,0.000190948,,3.82E-06,,
6,49,anti_first_fail,indomain_min,obj,1705070,1705070,1705070,3493640,1,,51%
6,49,anti_first_fail,indomain_min,time,50,90,0.000234442,,4.69E-06,,
6,50,anti_first_fail,indomain_min,obj,177318,177318,254268,279948,1.433966095,,9%
6,50,anti_first_fail,indomain_min,time,60,80,0.000210368,,3.51E-06,,
6,51,anti_first_fail,indomain_min,obj,281050,281050,281050,416950,1,,33%
6,51,anti_first_fail,indomain_min,time,60,80,0.000212045,,3.53E-06,,
6,52,anti_first_fail,indomain_min,obj,871156,871156,871156,1067956,1,,18%
6,52,anti_first_fail,indomain_min,time,60,70,0.000196456,,3.27E-06,,
6,53,anti_first_fail,indomain_min,obj,1264924,1264924,1424509,2163319,1.12616173,,34%
6,53,anti_first_fail,indomain_min,time,50,100,0.000321191,,6.42E-06,,
6,54,anti_first_fail,indomain_min,obj,1898100,1898100,1898100,2424100,1,,22%
6,54,anti_first_fail,indomain_min,time,60,70,0.000196182,,3.27E-06,,
6,55,anti_first_fail,indomain_min,obj,571165,571165,571165,686065,1,,17%
6,55,anti_first_fail,indomain_min,time,50,90,0.000748516,,1.50E-05,,
6,56,anti_first_fail,indomain_min,obj,1229988,1229988,1229988,1319988,1,,7%
6,56,anti_first_fail,indomain_min,time,60,60,0.000497227,,8.29E-06,,
6,57,anti_first_fail,indomain_min,obj,2022650,2022650,2022650,2466200,1,,18%
6,57,anti_first_fail,indomain_min,time,50,70,0.000191559,,3.83E-06,,
6,58,anti_first_fail,indomain_min,obj,2453200,2453200,2453200,2845500,1,,14%
6,58,anti_first_fail,indomain_min,time,50,70,0.000201636,,4.03E-06,,
6,59,anti_first_fail,indomain_min,obj,271082,271082,271082,259126,1,,-5%
6,59,anti_first_fail,indomain_min,time,60,80,0.000221895,,3.70E-06,,
6,60,anti_first_fail,indomain_min,obj,1800700,1800700,1805500,2883000,1.00266563,,37%
6,60,anti_first_fail,indomain_min,time,50,100,0.00021561,,4.31E-06,,
6,61,anti_first_fail,indomain_min,obj,499700,499700,499700,500400,1,,0%
6,61,anti_first_fail,indomain_min,time,60,80,0.000214762,,3.58E-06,,
6,62,anti_first_fail,indomain_min,obj,1436350,1436350,1436350,1933550,1,,26%
6,62,anti_first_fail,indomain_min,time,60,80,0.000199518,,3.33E-06,,
6,63,anti_first_fail,indomain_min,obj,385164,385164,385164,497524,1,,23%
6,63,anti_first_fail,indomain_min,time,60,80,0.000205519,,3.43E-06,,
6,64,anti_first_fail,indomain_min,obj,476666,476666,476666,634166,1,,25%
6,64,anti_first_fail,indomain_min,time,50,70,0.000221779,,4.44E-06,,
6,65,anti_first_fail,indomain_min,obj,2866500,2866500,2866500,5653200,1,,49%
6,65,anti_first_fail,indomain_min,time,50,80,0.000199507,,3.99E-06,,
6,66,anti_first_fail,indomain_min,obj,749886,749886,815286,844810,1.087213256,,3%
6,66,anti_first_fail,indomain_min,time,50,80,0.000195154,,3.90E-06,,
6,67,anti_first_fail,indomain_min,obj,874300,874300,874300,886500,1,,1%
6,67,anti_first_fail,indomain_min,time,110,110,0.00025511,,2.32E-06,,
6,68,anti_first_fail,indomain_min,obj,486200,486200,492200,625100,1.012340601,,21%
6,68,anti_first_fail,indomain_min,time,60,90,0.000214581,,3.58E-06,,
6,69,anti_first_fail,indomain_min,obj,1753828,1753828,1753828,3265428,1,,46%
6,69,anti_first_fail,indomain_min,time,50,70,0.000202744,,4.05E-06,,
6,70,anti_first_fail,indomain_min,obj,342772,342772,377476,406572,1.101245143,,7%
6,70,anti_first_fail,indomain_min,time,60,90,0.000212636,,3.54E-06,,
6,71,anti_first_fail,indomain_min,obj,1460950,1460950,1460950,2498050,1,,42%
6,71,anti_first_fail,indomain_min,time,60,70,0.000203407,,3.39E-06,,
6,72,anti_first_fail,indomain_min,obj,667835,667835,667835,1019325,1,,34%
6,72,anti_first_fail,indomain_min,time,50,60,0.000192733,,3.85E-06,,
6,73,anti_first_fail,indomain_min,obj,3254550,3254550,3254550,4540050,1,,28%
6,73,anti_first_fail,indomain_min,time,50,80,0.000202524,,4.05E-06,,
6,74,anti_first_fail,indomain_min,obj,1555825,1555825,1663000,1794700,1.068886282,,7%
6,74,anti_first_fail,indomain_min,time,60,90,0.000217072,,3.62E-06,,
6,75,anti_first_fail,indomain_min,obj,1040404,1040404,1047160,983860,1.006493631,,-6%
6,75,anti_first_fail,indomain_min,time,60,80,0.000207387,,3.46E-06,,
6,76,anti_first_fail,indomain_min,obj,340560,340560,470220,509160,1.380725863,,8%
6,76,anti_first_fail,indomain_min,time,50,90,0.000262627,,5.25E-06,,
6,77,anti_first_fail,indomain_min,obj,386936,386936,386936,179956,1,,-115%
6,77,anti_first_fail,indomain_min,time,50,100,0.000239362,,4.79E-06,,
6,78,anti_first_fail,indomain_min,obj,3208560,3208560,3213160,3440560,1.001433665,,7%
6,78,anti_first_fail,indomain_min,time,60,80,0.000223497,,3.72E-06,,
6,79,anti_first_fail,indomain_min,obj,843516,843516,843516,854916,1,,1%
6,79,anti_first_fail,indomain_min,time,60,80,0.000205111,,3.42E-06,,
6,80,anti_first_fail,indomain_min,obj,708210,708210,708210,732130,1,,3%
6,80,anti_first_fail,indomain_min,time,60,80,0.000223522,,3.73E-06,,
6,81,anti_first_fail,indomain_min,obj,3324733,3324733,4012775,4470095,1.206946543,,10%
6,81,anti_first_fail,indomain_min,time,60,80,0.000205688,,3.43E-06,,
6,82,anti_first_fail,indomain_min,obj,222813,222813,222813,374013,1,,40%
6,82,anti_first_fail,indomain_min,time,60,70,0.000198018,,3.30E-06,,
6,83,anti_first_fail,indomain_min,obj,493150,493150,493150,563650,1,,13%
6,83,anti_first_fail,indomain_min,time,100,100,0.000206911,,2.07E-06,,
6,84,anti_first_fail,indomain_min,obj,333153,333153,333681,230451,1.001584857,,-45%
6,84,anti_first_fail,indomain_min,time,80,100,0.000202562,,2.53E-06,,
6,85,anti_first_fail,indomain_min,obj,312142,312142,312142,367716,1,,15%
6,85,anti_first_fail,indomain_min,time,60,70,0.000199333,,3.32E-06,,
6,86,anti_first_fail,indomain_min,obj,1157858,1157858,1187098,1239698,1.025253528,,4%
6,86,anti_first_fail,indomain_min,time,50,80,0.000202524,,4.05E-06,,
6,87,anti_first_fail,indomain_min,obj,2015430,2015430,2015430,2922130,1,,31%
6,87,anti_first_fail,indomain_min,time,60,80,0.000210727,,3.51E-06,,
6,88,anti_first_fail,indomain_min,obj,488112,488112,488112,496812,1,,2%
6,88,anti_first_fail,indomain_min,time,50,60,0.000192411,,3.85E-06,,
6,89,anti_first_fail,indomain_min,obj,416000,416000,416000,416500,1,,0%
6,89,anti_first_fail,indomain_min,time,50,90,0.000315238,,6.30E-06,,
6,90,anti_first_fail,indomain_min,obj,1465080,1465080,1570360,2325280,1.071859557,,32%
6,90,anti_first_fail,indomain_min,time,60,100,0.000212,,3.53E-06,,
6,91,anti_first_fail,indomain_min,obj,1243768,1243768,1243768,1541268,1,,19%
6,91,anti_first_fail,indomain_min,time,60,60,0.000192645,,3.21E-06,,
6,92,anti_first_fail,indomain_min,obj,1111670,1111670,1111670,1203350,1,,8%
6,92,anti_first_fail,indomain_min,time,60,100,0.000211777,,3.53E-06,,
6,93,anti_first_fail,indomain_min,obj,2214100,2214100,2214100,2724900,1,,19%
6,93,anti_first_fail,indomain_min,time,60,90,0.000201158,,3.35E-06,,
6,94,anti_first_fail,indomain_min,obj,1522048,1522048,1792364,1758440,1.177600181,,-2%
6,94,anti_first_fail,indomain_min,time,60,80,0.000198022,,3.30E-06,,
6,95,anti_first_fail,indomain_min,obj,503150,503150,503890,900590,1.001470734,,44%
6,95,anti_first_fail,indomain_min,time,60,80,0.000224235,,3.74E-06,,
6,96,anti_first_fail,indomain_min,obj,792820,792820,792820,792820,1,,0%
6,96,anti_first_fail,indomain_min,time,60,70,0.000221955,,3.70E-06,,
6,97,anti_first_fail,indomain_min,obj,262904,262904,262904,345704,1,,24%
6,97,anti_first_fail,indomain_min,time,60,80,0.000205029,,3.42E-06,,
6,98,anti_first_fail,indomain_min,obj,2141031,2141031,2141031,2406331,1,,11%
6,98,anti_first_fail,indomain_min,time,60,80,0.000215026,,3.58E-06,,
6,99,anti_first_fail,indomain_min,obj,970446,970446,1015545,1185208,1.046472447,,14%
6,99,anti_first_fail,indomain_min,time,60,80,0.000219306,,3.66E-06,,
6,100,anti_first_fail,indomain_min,obj,396220,396220,591175,242312,1.492037252,,-144%
6,100,anti_first_fail,indomain_min,time,60,100,0.000211194,,3.52E-06,,
7,1,anti_first_fail,indomain_min,obj,257160,257160,257160,366315,1,,30%
7,1,anti_first_fail,indomain_min,time,50,80,0.000202162,,4.04E-06,,
7,2,anti_first_fail,indomain_min,obj,587997,587997,587997,1578933,1,,63%
7,2,anti_first_fail,indomain_min,time,60,80,0.000201638,,3.36E-06,,
7,3,anti_first_fail,indomain_min,obj,404210,404210,404210,472460,1,,14%
7,3,anti_first_fail,indomain_min,time,60,80,0.000261616,,4.36E-06,,
7,4,anti_first_fail,indomain_min,obj,1485410,1485410,1485410,1870610,1,,21%
7,4,anti_first_fail,indomain_min,time,60,70,0.000193647,,3.23E-06,,
7,5,anti_first_fail,indomain_min,obj,1177962,1177962,1177962,1653162,1,,29%
7,5,anti_first_fail,indomain_min,time,60,70,0.000188523,,3.14E-06,,
7,6,anti_first_fail,indomain_min,obj,1019360,1019360,1201330,1452330,1.17851397,,17%
7,6,anti_first_fail,indomain_min,time,70,110,0.000221538,,3.16E-06,,
7,7,anti_first_fail,indomain_min,obj,984900,984900,984900,1141700,1,,14%
7,7,anti_first_fail,indomain_min,time,80,90,0.000387744,,4.85E-06,,
7,8,anti_first_fail,indomain_min,obj,1298528,1298528,1383728,2637756,1.065612755,,48%
7,8,anti_first_fail,indomain_min,time,60,100,0.000201477,,3.36E-06,,
7,9,anti_first_fail,indomain_min,obj,1010814,1010814,1035414,2486414,1.024336822,,58%
7,9,anti_first_fail,indomain_min,time,60,80,0.000209128,,3.49E-06,,
7,10,anti_first_fail,indomain_min,obj,1034313,1034313,1034313,1071313,1,,3%
7,10,anti_first_fail,indomain_min,time,60,70,0.000250681,,4.18E-06,,
7,11,anti_first_fail,indomain_min,obj,1006900,1006900,1006900,1016500,1,,1%
7,11,anti_first_fail,indomain_min,time,60,80,0.000217885,,3.63E-06,,
7,12,anti_first_fail,indomain_min,obj,212894,212894,234560,138938,1.101768955,,-69%
7,12,anti_first_fail,indomain_min,time,60,100,0.000195627,,3.26E-06,,
7,13,anti_first_fail,indomain_min,obj,1117400,1117400,1269070,1117400,1.135734741,,-14%
7,13,anti_first_fail,indomain_min,time,60,80,0.000230979,,3.85E-06,,
7,14,anti_first_fail,indomain_min,obj,183580,183580,183580,186280,1,,1%
7,14,anti_first_fail,indomain_min,time,90,130,0.000204064,,2.27E-06,,
7,15,anti_first_fail,indomain_min,obj,942495,942495,950895,1826495,1.008912514,,48%
7,15,anti_first_fail,indomain_min,time,60,90,0.000219736,,3.66E-06,,
7,16,anti_first_fail,indomain_min,obj,941752,941752,945352,1205504,1.003822662,,22%
7,16,anti_first_fail,indomain_min,time,50,90,0.000191182,,3.82E-06,,
7,17,anti_first_fail,indomain_min,obj,2396800,2396800,2396800,2878300,1,,17%
7,17,anti_first_fail,indomain_min,time,60,70,0.000255151,,4.25E-06,,
7,18,anti_first_fail,indomain_min,obj,658295,658295,658295,688231,1,,4%
7,18,anti_first_fail,indomain_min,time,60,90,0.000202525,,3.38E-06,,
7,19,anti_first_fail,indomain_min,obj,927011,927011,927011,1498511,1,,38%
7,19,anti_first_fail,indomain_min,time,60,70,0.00019396,,3.23E-06,,
7,20,anti_first_fail,indomain_min,obj,270887,270887,270887,368117,1,,26%
7,20,anti_first_fail,indomain_min,time,70,90,0.000203964,,2.91E-06,,
7,21,anti_first_fail,indomain_min,obj,483321,483321,483321,511021,1,,5%
7,21,anti_first_fail,indomain_min,time,60,80,0.000211053,,3.52E-06,,
7,22,anti_first_fail,indomain_min,obj,175812,175812,175812,175812,1,,0%
7,22,anti_first_fail,indomain_min,time,60,80,0.00021445,,3.57E-06,,
7,23,anti_first_fail,indomain_min,obj,1184600,1184600,1184600,1835200,1,,35%
7,23,anti_first_fail,indomain_min,time,60,80,0.00021752,,3.63E-06,,
7,24,anti_first_fail,indomain_min,obj,479900,479900,485550,486400,1.011773286,,0%
7,24,anti_first_fail,indomain_min,time,60,80,0.000198635,,3.31E-06,,
7,25,anti_first_fail,indomain_min,obj,373590,373590,373590,451390,1,,17%
7,25,anti_first_fail,indomain_min,time,60,80,0.000235719,,3.93E-06,,
7,26,anti_first_fail,indomain_min,obj,439260,439260,453620,700820,1.032691345,,35%
7,26,anti_first_fail,indomain_min,time,60,90,0.000241694,,4.03E-06,,
7,27,anti_first_fail,indomain_min,obj,89220,89220,90820,95980,1.017933199,,5%
7,27,anti_first_fail,indomain_min,time,50,80,0.000213511,,4.27E-06,,
7,28,anti_first_fail,indomain_min,obj,534150,534150,611250,488250,1.144341477,,-25%
7,28,anti_first_fail,indomain_min,time,60,90,0.000224926,,3.75E-06,,
7,29,anti_first_fail,indomain_min,obj,798776,798776,798776,1187876,1,,33%
7,29,anti_first_fail,indomain_min,time,60,70,0.000191613,,3.19E-06,,
7,30,anti_first_fail,indomain_min,obj,695695,695695,695695,1460495,1,,52%
7,30,anti_first_fail,indomain_min,time,50,70,0.00019459,,3.89E-06,,
7,31,anti_first_fail,indomain_min,obj,826209,826209,826209,2171709,1,,62%
7,31,anti_first_fail,indomain_min,time,60,80,0.000222956,,3.72E-06,,
7,32,anti_first_fail,indomain_min,obj,1621872,1621872,1892039,3243239,1.166577264,,42%
7,32,anti_first_fail,indomain_min,time,60,100,0.000433678,,7.23E-06,,
7,33,anti_first_fail,indomain_min,obj,715060,715060,715060,691360,1,,-3%
7,33,anti_first_fail,indomain_min,time,60,80,0.00020948,,3.49E-06,,
7,34,anti_first_fail,indomain_min,obj,778645,778645,828940,647740,1.064592979,,-28%
7,34,anti_first_fail,indomain_min,time,60,90,0.000264417,,4.41E-06,,
7,35,anti_first_fail,indomain_min,obj,1825366,1825366,1825366,4132986,1,,56%
7,35,anti_first_fail,indomain_min,time,60,70,0.000195845,,3.26E-06,,
7,36,anti_first_fail,indomain_min,obj,474790,474790,474790,488290,1,,3%
7,36,anti_first_fail,indomain_min,time,60,80,0.000190144,,3.17E-06,,
7,37,anti_first_fail,indomain_min,obj,1210068,1210068,1210068,1385268,1,,13%
7,37,anti_first_fail,indomain_min,time,60,80,0.000205904,,3.43E-06,,
7,38,anti_first_fail,indomain_min,obj,813611,813611,813611,2024111,1,,60%
7,38,anti_first_fail,indomain_min,time,60,70,0.000191689,,3.19E-06,,
7,39,anti_first_fail,indomain_min,obj,907394,907394,907394,1127594,1,,20%
7,39,anti_first_fail,indomain_min,time,60,70,0.000210551,,3.51E-06,,
7,40,anti_first_fail,indomain_min,obj,577715,577715,577715,807515,1,,28%
7,40,anti_first_fail,indomain_min,time,60,90,0.000214454,,3.57E-06,,
7,41,anti_first_fail,indomain_min,obj,529964,529964,606264,411464,1.143972043,,-47%
7,41,anti_first_fail,indomain_min,time,60,80,0.000209821,,3.50E-06,,
7,42,anti_first_fail,indomain_min,obj,411452,411452,411452,637452,1,,35%
7,42,anti_first_fail,indomain_min,time,50,70,0.000223057,,4.46E-06,,
7,43,anti_first_fail,indomain_min,obj,1019174,1019174,1019174,1725924,1,,41%
7,43,anti_first_fail,indomain_min,time,50,70,0.000202728,,4.05E-06,,
7,44,anti_first_fail,indomain_min,obj,592883,592883,611289,684898,1.031044911,,11%
7,44,anti_first_fail,indomain_min,time,50,80,0.000209377,,4.19E-06,,
7,45,anti_first_fail,indomain_min,obj,582270,582270,582270,566630,1,,-3%
7,45,anti_first_fail,indomain_min,time,50,100,0.000249431,,4.99E-06,,
7,46,anti_first_fail,indomain_min,obj,1052400,1052400,1058500,1581300,1.005796275,,33%
7,46,anti_first_fail,indomain_min,time,60,90,0.000273366,,4.56E-06,,
7,47,anti_first_fail,indomain_min,obj,40800,40800,78256,44952,1.918039216,,-74%
7,47,anti_first_fail,indomain_min,time,70,90,0.000234129,,3.34E-06,,
7,48,anti_first_fail,indomain_min,obj,158409,158409,158409,169809,1,,7%
7,48,anti_first_fail,indomain_min,time,50,60,0.000187244,,3.74E-06,,
7,49,anti_first_fail,indomain_min,obj,1020892,1020892,1020892,2626012,1,,61%
7,49,anti_first_fail,indomain_min,time,50,90,0.000233241,,4.66E-06,,
7,50,anti_first_fail,indomain_min,obj,107730,107730,186870,209970,1.734614314,,11%
7,50,anti_first_fail,indomain_min,time,60,100,0.00021177,,3.53E-06,,
7,51,anti_first_fail,indomain_min,obj,191415,191415,191415,360915,1,,47%
7,51,anti_first_fail,indomain_min,time,60,80,0.000197018,,3.28E-06,,
7,52,anti_first_fail,indomain_min,obj,556360,556360,556360,790060,1,,30%
7,52,anti_first_fail,indomain_min,time,50,70,0.000191985,,3.84E-06,,
7,53,anti_first_fail,indomain_min,obj,957174,957174,1065159,1576111,1.112816479,,32%
7,53,anti_first_fail,indomain_min,time,60,100,0.000232242,,3.87E-06,,
7,54,anti_first_fail,indomain_min,obj,1381100,1381100,1381100,1855900,1,,26%
7,54,anti_first_fail,indomain_min,time,50,60,0.000192583,,3.85E-06,,
7,55,anti_first_fail,indomain_min,obj,434057,434057,434057,488957,1,,11%
7,55,anti_first_fail,indomain_min,time,60,90,0.00020938,,3.49E-06,,
7,56,anti_first_fail,indomain_min,obj,1004810,1004810,1004810,1196810,1,,16%
7,56,anti_first_fail,indomain_min,time,50,60,0.000195577,,3.91E-06,,
7,57,anti_first_fail,indomain_min,obj,1501500,1501500,1501500,2001000,1,,25%
7,57,anti_first_fail,indomain_min,time,60,60,0.000193516,,3.23E-06,,
7,58,anti_first_fail,indomain_min,obj,1602500,1602500,1602500,1960900,1,,18%
7,58,anti_first_fail,indomain_min,time,60,80,0.000194189,,3.24E-06,,
7,59,anti_first_fail,indomain_min,obj,192793,192793,194693,167893,1.00985513,,-16%
7,59,anti_first_fail,indomain_min,time,60,80,0.000218912,,3.65E-06,,
7,60,anti_first_fail,indomain_min,obj,1163700,1163700,1166100,2269800,1.002062387,,49%
7,60,anti_first_fail,indomain_min,time,50,90,0.00021633,,4.33E-06,,
7,61,anti_first_fail,indomain_min,obj,361600,361600,361600,368900,1,,2%
7,61,anti_first_fail,indomain_min,time,60,80,0.000212151,,3.54E-06,,
7,62,anti_first_fail,indomain_min,obj,1032150,1032150,1032150,1315250,1,,22%
7,62,anti_first_fail,indomain_min,time,50,80,0.000197314,,3.95E-06,,
7,63,anti_first_fail,indomain_min,obj,274504,274504,274504,344574,1,,20%
7,63,anti_first_fail,indomain_min,time,60,80,0.000216671,,3.61E-06,,
7,64,anti_first_fail,indomain_min,obj,358292,358292,358292,460892,1,,22%
7,64,anti_first_fail,indomain_min,time,50,70,0.000222595,,4.45E-06,,
7,65,anti_first_fail,indomain_min,obj,1889790,1889790,1889790,4492590,1,,58%
7,65,anti_first_fail,indomain_min,time,60,90,0.000195072,,3.25E-06,,
7,66,anti_first_fail,indomain_min,obj,497732,497732,540532,596332,1.085990051,,9%
7,66,anti_first_fail,indomain_min,time,60,80,0.000191731,,3.20E-06,,
7,67,anti_first_fail,indomain_min,obj,547560,547560,547560,547560,1,,0%
7,67,anti_first_fail,indomain_min,time,60,80,0.000197695,,3.29E-06,,
7,68,anti_first_fail,indomain_min,obj,348700,348700,350800,454170,1.006022369,,23%
7,68,anti_first_fail,indomain_min,time,60,80,0.000208473,,3.47E-06,,
