,,,,,Gecode,Gecode,OGSA,Model Run Time Ratio
1,8,smallest,indomain_random,800,70.0,70.0,,1.0
1,9,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,9,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,9,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,9,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,9,first_fail,indomain_max,800,70.0,70.0,,1.0
1,9,first_fail,indomain_median,800,70.0,70.0,,1.0
1,9,first_fail,indomain_min,800,70.0,70.0,,1.0
1,9,first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,9,input_order,indomain_max,800,70.0,70.0,,1.0
1,9,input_order,indomain_median,800,70.0,70.0,,1.0
1,9,input_order,indomain_min,800,70.0,70.0,,1.0
1,9,input_order,indomain_random,800,70.0,70.0,,1.0
1,9,largest,indomain_max,800,70.0,70.0,,1.0
1,9,largest,indomain_median,800,70.0,70.0,,1.0
1,9,largest,indomain_min,800,70.0,70.0,,1.0
1,9,largest,indomain_random,800,70.0,60.0,0.00020869029685854912,1.1666666666666667
1,9,smallest,indomain_max,800,70.0,70.0,,1.0
1,9,smallest,indomain_median,800,70.0,70.0,,1.0
1,9,smallest,indomain_min,800,70.0,70.0,,1.0
1,9,smallest,indomain_random,800,70.0,60.0,,1.1666666666666667
1,10,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,10,anti_first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,10,anti_first_fail,indomain_min,800,80.0,80.0,,1.0
1,10,anti_first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,10,first_fail,indomain_max,800,70.0,70.0,,1.0
1,10,first_fail,indomain_median,800,70.0,70.0,,1.0
1,10,first_fail,indomain_min,800,80.0,80.0,,1.0
1,10,first_fail,indomain_random,800,70.0,70.0,,1.0
1,10,input_order,indomain_max,800,70.0,70.0,,1.0
1,10,input_order,indomain_median,800,70.0,70.0,,1.0
1,10,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,10,input_order,indomain_random,800,70.0,70.0,,1.0
1,10,largest,indomain_max,800,70.0,70.0,,1.0
1,10,largest,indomain_median,800,70.0,70.0,,1.0
1,10,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,10,largest,indomain_random,800,70.0,70.0,0.00018606986850500107,1.0
1,10,smallest,indomain_max,800,70.0,60.0,,1.1666666666666667
1,10,smallest,indomain_median,800,70.0,70.0,,1.0
1,10,smallest,indomain_min,800,80.0,80.0,,1.0
1,10,smallest,indomain_random,800,70.0,70.0,,1.0
1,11,anti_first_fail,indomain_max,800,80.0,80.0,,1.0
1,11,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,11,anti_first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,11,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,11,first_fail,indomain_max,800,80.0,80.0,,1.0
1,11,first_fail,indomain_median,800,70.0,70.0,,1.0
1,11,first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,11,first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,11,input_order,indomain_max,800,80.0,80.0,,1.0
1,11,input_order,indomain_median,800,70.0,70.0,,1.0
1,11,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,11,input_order,indomain_random,800,70.0,70.0,,1.0
1,11,largest,indomain_max,800,80.0,70.0,,1.1428571428571428
1,11,largest,indomain_median,800,70.0,70.0,,1.0
1,11,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,11,largest,indomain_random,800,70.0,60.0,0.00019938917830586433,1.1666666666666667
1,11,smallest,indomain_max,800,80.0,80.0,,1.0
1,11,smallest,indomain_median,800,70.0,70.0,,1.0
1,11,smallest,indomain_min,800,70.0,70.0,,1.0
1,11,smallest,indomain_random,800,70.0,70.0,,1.0
1,12,anti_first_fail,indomain_max,800,70.0,80.0,,0.875
1,12,anti_first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,12,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,12,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,12,first_fail,indomain_max,800,70.0,70.0,,1.0
1,12,first_fail,indomain_median,800,70.0,70.0,,1.0
1,12,first_fail,indomain_min,800,70.0,70.0,,1.0
1,12,first_fail,indomain_random,800,70.0,70.0,,1.0
1,12,input_order,indomain_max,800,80.0,80.0,,1.0
1,12,input_order,indomain_median,800,70.0,60.0,,1.1666666666666667
1,12,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,12,input_order,indomain_random,800,70.0,70.0,,1.0
1,12,largest,indomain_max,800,70.0,70.0,,1.0
1,12,largest,indomain_median,800,70.0,70.0,,1.0
1,12,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,12,largest,indomain_random,800,70.0,70.0,0.0001665591262280941,1.0
1,12,smallest,indomain_max,800,80.0,80.0,,1.0
1,12,smallest,indomain_median,800,70.0,70.0,,1.0
1,12,smallest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,12,smallest,indomain_random,800,70.0,70.0,,1.0
1,13,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,13,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,13,anti_first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,13,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,13,first_fail,indomain_max,800,80.0,70.0,,1.1428571428571428
1,13,first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,13,first_fail,indomain_min,800,70.0,70.0,,1.0
1,13,first_fail,indomain_random,800,70.0,70.0,,1.0
1,13,input_order,indomain_max,800,80.0,70.0,,1.1428571428571428
1,13,input_order,indomain_median,800,80.0,70.0,,1.1428571428571428
1,13,input_order,indomain_min,800,70.0,70.0,,1.0
1,13,input_order,indomain_random,800,70.0,70.0,,1.0
1,13,largest,indomain_max,800,80.0,80.0,,1.0
1,13,largest,indomain_median,800,70.0,70.0,,1.0
1,13,largest,indomain_min,800,70.0,70.0,,1.0
1,13,largest,indomain_random,800,70.0,60.0,0.00020729238167405128,1.1666666666666667
1,13,smallest,indomain_max,800,80.0,70.0,,1.1428571428571428
1,13,smallest,indomain_median,800,70.0,70.0,,1.0
1,13,smallest,indomain_min,800,70.0,70.0,,1.0
1,13,smallest,indomain_random,800,70.0,70.0,,1.0
1,14,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,14,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,14,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,14,anti_first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,14,first_fail,indomain_max,800,80.0,80.0,,1.0
1,14,first_fail,indomain_median,800,70.0,70.0,,1.0
1,14,first_fail,indomain_min,800,70.0,70.0,,1.0
1,14,first_fail,indomain_random,800,70.0,70.0,,1.0
1,14,input_order,indomain_max,800,70.0,80.0,,0.875
1,14,input_order,indomain_median,800,70.0,70.0,,1.0
1,14,input_order,indomain_min,800,70.0,70.0,,1.0
1,14,input_order,indomain_random,800,70.0,70.0,,1.0
1,14,largest,indomain_max,800,70.0,70.0,,1.0
1,14,largest,indomain_median,800,70.0,70.0,,1.0
1,14,largest,indomain_min,800,70.0,70.0,,1.0
1,14,largest,indomain_random,800,70.0,70.0,0.0001818481832742691,1.0
1,14,smallest,indomain_max,800,80.0,80.0,,1.0
1,14,smallest,indomain_median,800,70.0,60.0,,1.1666666666666667
1,14,smallest,indomain_min,800,70.0,70.0,,1.0
1,14,smallest,indomain_random,800,70.0,70.0,,1.0
1,15,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,15,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,15,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,15,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,15,first_fail,indomain_max,800,70.0,70.0,,1.0
1,15,first_fail,indomain_median,800,70.0,70.0,,1.0
1,15,first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,15,first_fail,indomain_random,800,70.0,70.0,,1.0
1,15,input_order,indomain_max,800,70.0,70.0,,1.0
1,15,input_order,indomain_median,800,70.0,70.0,,1.0
1,15,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,15,input_order,indomain_random,800,70.0,70.0,,1.0
1,15,largest,indomain_max,800,70.0,70.0,,1.0
1,15,largest,indomain_median,800,70.0,70.0,,1.0
1,15,largest,indomain_min,800,70.0,60.0,,1.1666666666666667
1,15,largest,indomain_random,800,70.0,70.0,0.00017601624131202698,1.0
1,15,smallest,indomain_max,800,70.0,70.0,,1.0
1,15,smallest,indomain_median,800,70.0,70.0,,1.0
1,15,smallest,indomain_min,800,70.0,70.0,,1.0
1,15,smallest,indomain_random,800,70.0,70.0,,1.0
1,16,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,16,anti_first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,16,anti_first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,16,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,16,first_fail,indomain_max,800,70.0,70.0,,1.0
1,16,first_fail,indomain_median,800,70.0,70.0,,1.0
1,16,first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,16,first_fail,indomain_random,800,70.0,70.0,,1.0
1,16,input_order,indomain_max,800,70.0,70.0,,1.0
1,16,input_order,indomain_median,800,70.0,70.0,,1.0
1,16,input_order,indomain_min,800,70.0,70.0,,1.0
1,16,input_order,indomain_random,800,70.0,70.0,,1.0
1,16,largest,indomain_max,800,80.0,80.0,,1.0
1,16,largest,indomain_median,800,70.0,70.0,,1.0
1,16,largest,indomain_min,800,70.0,70.0,,1.0
1,16,largest,indomain_random,800,70.0,60.0,0.00017785700038075447,1.1666666666666667
1,16,smallest,indomain_max,800,70.0,70.0,,1.0
1,16,smallest,indomain_median,800,70.0,70.0,,1.0
1,16,smallest,indomain_min,800,70.0,70.0,,1.0
1,16,smallest,indomain_random,800,70.0,70.0,,1.0
1,17,anti_first_fail,indomain_max,800,70.0,80.0,,0.875
1,17,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,17,anti_first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,17,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,17,first_fail,indomain_max,800,80.0,70.0,,1.1428571428571428
1,17,first_fail,indomain_median,800,70.0,70.0,,1.0
1,17,first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,17,first_fail,indomain_random,800,70.0,70.0,,1.0
1,17,input_order,indomain_max,800,80.0,70.0,,1.1428571428571428
1,17,input_order,indomain_median,800,70.0,60.0,,1.1666666666666667
1,17,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,17,input_order,indomain_random,800,70.0,70.0,,1.0
1,17,largest,indomain_max,800,70.0,70.0,,1.0
1,17,largest,indomain_median,800,70.0,70.0,,1.0
1,17,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,17,largest,indomain_random,800,70.0,70.0,0.0001884792000055313,1.0
1,17,smallest,indomain_max,800,70.0,70.0,,1.0
1,17,smallest,indomain_median,800,70.0,70.0,,1.0
1,17,smallest,indomain_min,800,70.0,70.0,,1.0
1,17,smallest,indomain_random,800,70.0,60.0,,1.1666666666666667
1,18,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,18,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,18,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,18,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,18,first_fail,indomain_max,800,70.0,70.0,,1.0
1,18,first_fail,indomain_median,800,70.0,70.0,,1.0
1,18,first_fail,indomain_min,800,70.0,70.0,,1.0
1,18,first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,18,input_order,indomain_max,800,70.0,70.0,,1.0
1,18,input_order,indomain_median,800,70.0,60.0,,1.1666666666666667
1,18,input_order,indomain_min,800,70.0,70.0,,1.0
1,18,input_order,indomain_random,800,70.0,70.0,,1.0
1,18,largest,indomain_max,800,70.0,70.0,,1.0
1,18,largest,indomain_median,800,70.0,70.0,,1.0
1,18,largest,indomain_min,800,70.0,70.0,,1.0
1,18,largest,indomain_random,800,70.0,70.0,0.00016820989549160004,1.0
1,18,smallest,indomain_max,800,70.0,70.0,,1.0
1,18,smallest,indomain_median,800,70.0,70.0,,1.0
1,18,smallest,indomain_min,800,70.0,70.0,,1.0
1,18,smallest,indomain_random,800,70.0,70.0,,1.0
1,19,anti_first_fail,indomain_max,800,70.0,80.0,,0.875
1,19,anti_first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,19,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,19,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,19,first_fail,indomain_max,800,80.0,70.0,,1.1428571428571428
1,19,first_fail,indomain_median,800,70.0,70.0,,1.0
1,19,first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,19,first_fail,indomain_random,800,70.0,70.0,,1.0
1,19,input_order,indomain_max,800,80.0,80.0,,1.0
1,19,input_order,indomain_median,800,70.0,60.0,,1.1666666666666667
1,19,input_order,indomain_min,800,70.0,70.0,,1.0
1,19,input_order,indomain_random,800,70.0,70.0,,1.0
1,19,largest,indomain_max,800,70.0,70.0,,1.0
1,19,largest,indomain_median,800,70.0,70.0,,1.0
1,19,largest,indomain_min,800,70.0,70.0,,1.0
1,19,largest,indomain_random,800,70.0,70.0,0.00017201900482177734,1.0
1,19,smallest,indomain_max,800,80.0,70.0,,1.1428571428571428
1,19,smallest,indomain_median,800,70.0,70.0,,1.0
1,19,smallest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,19,smallest,indomain_random,800,70.0,70.0,,1.0
1,20,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,20,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,20,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,20,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,20,first_fail,indomain_max,800,70.0,70.0,,1.0
1,20,first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,20,first_fail,indomain_min,800,70.0,70.0,,1.0
1,20,first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,20,input_order,indomain_max,800,70.0,70.0,,1.0
1,20,input_order,indomain_median,800,70.0,70.0,,1.0
1,20,input_order,indomain_min,800,70.0,70.0,,1.0
1,20,input_order,indomain_random,800,70.0,70.0,,1.0
1,20,largest,indomain_max,800,70.0,70.0,,1.0
1,20,largest,indomain_median,800,70.0,70.0,,1.0
1,20,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,20,largest,indomain_random,800,70.0,60.0,0.0001872759312391281,1.1666666666666667
1,20,smallest,indomain_max,800,70.0,70.0,,1.0
1,20,smallest,indomain_median,800,70.0,60.0,,1.1666666666666667
1,20,smallest,indomain_min,800,70.0,70.0,,1.0
1,20,smallest,indomain_random,800,70.0,70.0,,1.0
1,21,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,21,anti_first_fail,indomain_median,800,70.0,70.0,,1.0
1,21,anti_first_fail,indomain_min,800,80.0,70.0,,1.1428571428571428
1,21,anti_first_fail,indomain_random,800,70.0,70.0,,1.0
1,21,first_fail,indomain_max,800,70.0,70.0,,1.0
1,21,first_fail,indomain_median,800,70.0,70.0,,1.0
1,21,first_fail,indomain_min,800,70.0,70.0,,1.0
1,21,first_fail,indomain_random,800,70.0,70.0,,1.0
1,21,input_order,indomain_max,800,70.0,70.0,,1.0
1,21,input_order,indomain_median,800,70.0,70.0,,1.0
1,21,input_order,indomain_min,800,80.0,70.0,,1.1428571428571428
1,21,input_order,indomain_random,800,70.0,70.0,,1.0
1,21,largest,indomain_max,800,80.0,70.0,,1.1428571428571428
1,21,largest,indomain_median,800,70.0,70.0,,1.0
1,21,largest,indomain_min,800,80.0,70.0,,1.1428571428571428
1,21,largest,indomain_random,800,70.0,70.0,0.00017281528562307358,1.0
1,21,smallest,indomain_max,800,70.0,70.0,,1.0
1,21,smallest,indomain_median,800,70.0,70.0,,1.0
1,21,smallest,indomain_min,800,70.0,70.0,,1.0
1,21,smallest,indomain_random,800,70.0,70.0,,1.0
1,22,anti_first_fail,indomain_max,800,70.0,70.0,,1.0
1,22,anti_first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,22,anti_first_fail,indomain_min,800,70.0,70.0,,1.0
1,22,anti_first_fail,indomain_random,800,70.0,60.0,,1.1666666666666667
1,22,first_fail,indomain_max,800,70.0,70.0,,1.0
1,22,first_fail,indomain_median,800,70.0,60.0,,1.1666666666666667
1,22,first_fail,indomain_min,800,70.0,70.0,,1.0
1,22,first_fail,indomain_random,800,70.0,70.0,,1.0
1,22,input_order,indomain_max,800,70.0,70.0,,1.0
1,22,input_order,indomain_median,800,70.0,70.0,,1.0
1,22,input_order,indomain_min,800,70.0,70.0,,1.0
1,22,input_order,indomain_random,800,70.0,70.0,,1.0
1,22,largest,indomain_max,800,70.0,70.0,,1.0
1,22,largest,indomain_median,800,70.0,70.0,,1.0
1,22,largest,indomain_min,800,70.0,70.0,,1.0
1,22,largest,indomain_random,800,70.0,60.0,0.00019006989896297455,1.1666666666666667
1,22,smallest,indomain_max,800,70.0,70.0,,1.0
1,22,smallest,indomain_median,800,70.0,60.0,,1.1666666666666667
1,22,smallest,indomain_min,800,70.0,70.0,,1.0
